B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.57599	0	0.18827	0.23574
V2	0.23315	0.11006	0.04836	0.60844
V3	0.09965	0.61775	0.01759	0.26501
V4	0.86624	0.11616	0	0.01761
V5	0.13059	0.45986	0.28484	0.12471
V6	0.10951	0.83057	0.05495	0.00497
V7	0.19293	0.36481	0.08938	0.35288
V8	0.14037	0.00443	0.83343	0.02177
V9	0.2974	0.2498	0.02817	0.42463
V10	0.02789	0.01104	0.91499	0.04608
V11	0.2103	0.33143	0.45827	0
V12	0.03509	0.55621	0.40871	0
V13	0.29616	0.67704	0.02681	0
V14	0.10051	0.86638	0.03311	0
V15	0.14748	0.57903	0.14967	0.12382
V16	0.88121	0.03899	0.04214	0.03766
V17	0.1205	0.83249	0.04266	0.00435
V18	0.58353	0.33242	0.06576	0.01829
V19	0.18823	0.78042	0.03135	0
V20	0.21256	0.46406	0.01943	0.30394
V21	0.13957	0.05924	0.78222	0.01897
V22	0.07816	0.11377	0.21797	0.59011
V23	0.37601	0.03462	0.58937	0
V24	0.91255	0.02585	0.0616	0
V25	0.37531	0.23785	0.14105	0.24579
V26	0.42656	0.38198	0.02214	0.16932
V27	0.20508	0.0911	0.0128	0.69102
V28	0	0.06248	0.93752	0
V29	0.44045	0.01836	0.52783	0.01336
V30	0.13865	0.2251	0.29167	0.34458
V31	0.23498	0.19544	0.3118	0.25777
V32	0.19225	0.0519	0.04221	0.71364
V33	0.05876	0.48175	0.39009	0.06939
V34	0.13941	0.03899	0.80102	0.02058
V35	0.18792	0.6881	0.11918	0.00481
V36	0.04145	0.05188	0.4941	0.41257
V37	0.5717	0.06367	0.11054	0.25409
V38	0.47036	0	0.18309	0.34656
V39	0.19215	0.54486	0.15763	0.10536
V40	0.11622	0.76735	0.11642	0
V41	0.03435	0.67205	0.06591	0.22769
V42	0.2845	0.03223	0.22241	0.46085
V43	0.14299	0.32636	0.52709	0.00356
V44	0.02291	0.08396	0.75388	0.13925
V45	0.11831	0.56497	0.25693	0.05979
V46	0.78377	0.0605	0.15573	0
V47	0.45243	0.17957	0.34437	0.02363
V48	0.80841	0.16125	0.01815	0.01218
V49	0.75023	0.18325	0	0.06651
V50	0.08956	0.7832	0.12724	0
V51	0.32523	0.3821	0.29185	0.00082
V52	0.02982	0.11656	0.82899	0.02463
V53	0.71415	0.10235	0.1835	0
V54	0.42452	0.182	0.39348	0
V55	0.259	0.13497	0.25414	0.3519
V56	0.14393	0.03553	0.11209	0.70846
V57	0.12803	0.81718	0.05479	0
V58	0.67221	0	0.04933	0.27846
V59	0.44884	0.39319	0.13542	0.02256
V60	0.17114	0.16007	0.34328	0.32551
V61	0.80724	0.09953	0.02011	0.07313
V62	0.85813	0.02718	0.10301	0.01168
V63	0.0348	0.7924	0.16988	0.00292
V64	0.04172	0.84629	0.00679	0.1052
V65	0.10915	0.01023	0.145	0.73562
V66	0.24697	0.67021	0.04144	0.04138
V67	0.15911	0.31035	0.53054	0
V68	0.24023	0.17111	0.00896	0.5797
V69	0.02988	0.30488	0.63787	0.02737
V70	0.54866	0.14353	0.20834	0.09948
V71	0.20539	0.07395	0.39503	0.32563
V72	0.58885	0.15207	0.11453	0.14455
V73	0.17741	0.58995	0.1743	0.05834
V74	0.05564	0.20989	0.73447	0
V75	0.70786	0	0.2162	0.07594
V76	0.04037	0.19662	0.20273	0.56028
V77	0.10921	0.31106	0	0.57973
V78	0.3494	0.11778	0.20124	0.33158
V79	0.00538	0.10928	0.81336	0.07198
V80	0.36201	0.01208	0.56122	0.06469
V81	0.06161	0.15945	0.77894	0
V82	0	0.08004	0.91192	0.00804
V83	0.20585	0.19762	0.07233	0.52419
V84	0.43927	0.0401	0.18059	0.34004
V85	0.12798	0.31222	0.42479	0.13501
V86	0.05537	0.05668	0.85195	0.03601
V87	0.06043	0.79835	0.09525	0.04597
V88	0.2204	0.06451	0.28751	0.42758
V89	0.0987	0.03442	0.21985	0.64704
V90	0.05317	0.84296	0.10387	0
V91	0.05271	0.70333	0.23597	0.00798
V92	0.46992	0.01219	0.40914	0.10875
V93	0.89295	0.01317	0	0.09388
V94	0.07015	0.46187	0.02084	0.44714
V95	0.28258	0.42132	0.18206	0.11404
V96	0.16999	0.13958	0.01952	0.67092
V97	0.67142	0.08904	0.23954	0
V98	0.71046	0.28954	0	0
V99	0.78337	0.03379	0.18284	0
V100	0.08792	0.03309	0.86074	0.01825
V101	0.13219	0.10825	0	0.75956
