Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.29588	0.14312	0.27561	0.12093	0.16445
V2	0.01603	0.80627	0.07958	0.04511	0.05302
V3	0.04772	0.02043	0.47274	0.40672	0.05239
V4	0	0.00398	0.21857	0.06048	0.71697
V5	0	0	0.04809	0.10242	0.84949
V6	0.31088	0.03281	0.2977	0.21348	0.14513
V7	0	0.03258	0.4079	0.07184	0.48768
V8	2e-05	0.03478	0.90148	0.05611	0.0076
V9	0.03858	0.0026	0.27958	0.61201	0.06723
V10	0.44073	0.03636	0.50285	0	0.02005
V11	0.01389	0.00864	0.09236	0.07378	0.81134
V12	0.05693	0.00711	0.22059	0.28454	0.43083
V13	0.09926	0.04174	0.03605	0.39396	0.42898
V14	0.13288	0	0.07421	0.63024	0.16267
V15	0.00505	0.01787	0	0.86031	0.11678
V16	0.54897	0.08851	0.01527	0.30905	0.0382
V17	0.03465	0.22758	0.01832	0.06343	0.65602
V18	0.05542	0.44053	0.28714	0.18778	0.02913
V19	0.00741	0	0	0.11398	0.87861
V20	0	0.01124	0.75276	0.20411	0.0319
V21	0	0.2471	0.13478	0.14973	0.46839
V22	0.79987	0.09381	0.08037	0	0.02595
V23	0.04951	0.00621	0.01685	0.13085	0.79658
V24	0.39975	0.12804	0.02154	0.03816	0.41251
V25	0.00495	0.01905	0.0109	0.38762	0.57748
V26	0.42736	0.21829	0.07121	0.03032	0.25281
V27	0.08404	0.5076	0.20413	0.00405	0.20018
V28	0.01062	0.0769	0.21555	0.59981	0.09712
V29	0	0	0.34625	0.57903	0.07472
V30	0.7097	0.12195	0.03574	0.00497	0.12763
V31	0.38011	0.15897	0.01533	0.21544	0.23015
V32	0.92714	0	0.01115	0	0.06171
V33	0.00018	0.17897	0.01645	0.11378	0.69062
V34	0.07247	0.88704	0.03357	0	0.00692
V35	0.05879	0.63793	0.28489	0.01444	0.00395
V36	0.00559	0.16089	0.16444	0.08902	0.58006
V37	0.71639	0	0	0	0.28361
V38	0.09842	0.03122	0.5006	0.18383	0.18592
V39	0.29051	0.04178	0.34239	0.00699	0.31833
V40	0.17695	0.64892	0.03981	0.08573	0.04858
V41	0.01115	0.86314	0.04032	0.00017	0.08521
V42	0.85267	0.04186	0.02764	0	0.07783
V43	0.45705	0.14165	0.38843	0.00234	0.01053
V44	0.01448	0.29318	0.57189	0	0.12045
V45	0.00411	0.69149	0.12183	0.12181	0.06076
V46	0.07144	0.79165	0.09527	0.0183	0.02333
V47	0	0.02793	0.96237	0	0.0097
V48	0.13579	0.13638	0.23778	0.31093	0.17911
V49	0.43805	0.16478	0.25617	0.11839	0.02261
V50	0.01106	0.04918	0.93976	0	0
V51	0.07135	0.26128	0.20239	0.06009	0.40489
V52	0.01115	0.94342	0.03628	0.00082	0.00832
V53	0.00558	0.18029	0.0108	0.71711	0.08622
V54	0.18498	0	0.00882	0.5343	0.27189
V55	0.05426	0	0	0.84272	0.10302
V56	0.04913	0	0	0.73608	0.21479
V57	0.12941	0.13558	0.58522	0.01445	0.13534
V58	0.04291	0	0.12468	0.19175	0.64066
V59	0.85568	0.026	0.10664	0	0.01167
V60	0.38541	0.22286	0.14196	0.10832	0.14146
V61	0.15388	0	0.02422	0.2111	0.61081
V62	0.03734	0.01875	0.29274	0.1299	0.52126
V63	0.34526	0.27141	0.07286	0.02755	0.28292
V64	0.93692	0.01877	0.03073	0	0.01358
V65	0.06155	0.0776	0.04003	0.59614	0.22468
V66	0.01028	0	0.14019	0.75395	0.09558
V67	0	0.00819	0.32248	0.09615	0.57318
V68	0.43874	0.01576	0.43138	0.01805	0.09606
V69	0.56671	0.1314	0.22611	0.00016	0.07562
V70	0.02508	0.73594	0.06905	0.13427	0.03565
V71	0.05354	0.81024	0.07007	0.04776	0.0184
V72	0.01233	0.37801	0.03375	0.04165	0.53425
V73	0.03791	0	0.10157	0.55268	0.30784
V74	0	0.0575	0.00611	0.76027	0.17611
V75	0.43964	0.20167	0.34229	0	0.0164
V76	0	0	0.01316	0.82133	0.16551
V77	0.01048	0.02597	0.93615	0.02305	0.00436
V78	0	0.03734	0.95178	0	0.01088
V79	0.04682	0.39622	0.05225	0.13023	0.37448
V80	0.07911	0.75343	0.02895	0.04084	0.09767
V81	0.00136	0.03034	0.96831	0	0
V82	0.20607	0.17498	0.03494	0.51707	0.06694
V83	0.07113	0.07441	0.0212	0.51894	0.31432
V84	0.06033	0.14789	0.00688	0.06987	0.71503
V85	0	0.02857	0.96981	0	0.00162
V86	0.003	0.26472	0.32793	0.35666	0.04769
V87	0.43683	0.01695	0.04646	0.43201	0.06775
V88	0.26511	0.16911	0.05756	0.18241	0.32581
V89	0.02957	0.1162	0.83098	0.02036	0.00289
V90	0	0.16215	0.05654	0.11064	0.67067
V91	0	0	0.08123	0.82123	0.09754
V92	0.18945	0.0275	0.02463	0.06669	0.69173
V93	0	0.07951	0.16685	0.48776	0.26588
V94	0.01549	0.15593	0.02337	0.22961	0.57561
V95	0.03396	0.21205	0.02541	0.11062	0.61796
V96	0.77119	0.0086	0.03195	0.00876	0.1795
V97	0.1229	0.01762	0.04068	0.12364	0.69516
V98	0.02638	0.37267	0.1927	0.11384	0.2944
V99	0.47274	0.14832	0.0082	0.20511	0.16563
V100	0.48839	0.17368	0.06094	0.04236	0.23463
V101	0.01968	0.92906	0.04373	0	0.00753
V102	0.26734	0.25401	0.15032	0.09488	0.23344
V103	0.08838	0	0	0.07422	0.8374
V104	0.01962	0.3945	0.09344	0.03914	0.45329
V105	0	0	0.0339	0.11081	0.85529
V106	0.01543	0.772	0.17415	0	0.03841
V107	0.03109	0.2296	0.69894	0.02846	0.01191
V108	0.00268	0.18805	0.80927	0	0
V109	0.03296	0.20729	0.06046	0.26139	0.4379
V110	0.137	0.53144	0.21248	0.09062	0.02846
V111	0.25312	0.24048	0.5064	0	0
V112	0.1494	0	0.10762	0.45623	0.28676
V113	0.19436	0	0.10078	0.15209	0.55277
V114	0.53863	0.08626	0.05698	0.15881	0.15931
V115	0.85473	0	0.00744	0	0.13783
V116	0	0	0	0.0889	0.9111
V117	0.03749	0.02816	0.83601	0.0635	0.03484
V118	0.024	0	0	0.85018	0.12582
V119	0.30942	0.02901	0.42622	0.21346	0.0219
V120	0	0.01855	0.83931	0.09287	0.04928
V121	0.14362	0.75096	0.02799	0.00179	0.07564
V122	0.00934	0.38868	0.09787	0.21587	0.28824
V123	0.45504	0.04554	0.08203	0.17971	0.23769
V124	0.17286	0.10673	0.06387	0.21473	0.4418
V125	0.01741	0.45868	0.51531	0	0.00859
V126	0.12135	0.18431	0.22561	0.11026	0.35846
V127	0.25942	0.01155	0.68932	0.0284	0.01131
V128	0.15136	0.78969	0.03845	0	0.02049
V129	0.23336	0.03721	0.28151	0.1628	0.28512
V130	0.00408	0.51033	0.05995	0.20567	0.21997
V131	0.00038	0.00231	0.24408	0.6772	0.07603
V132	0.31197	0.01602	0	0.32886	0.34315
V133	0	0.05201	0.54694	0.08467	0.31637
V134	0.05662	0.03525	0.79862	0.01267	0.09684
V135	0.00974	0.10638	0.73828	0.0175	0.12809
V136	0.96893	0.00011	0.01431	0	0.01665
V137	0.90065	0.03724	0.01188	0.00224	0.04798
V138	0.20519	0.14113	0.08225	0.13301	0.43843
V139	0.09907	0	0.16659	0.65301	0.08133
V140	0.00957	0	0.13883	0.06817	0.78344
V141	0.00188	0.22943	0.67366	0.07746	0.01757
V142	0.18074	0	0.33694	0.12536	0.35696
V143	0.00129	0.19763	0.4984	0.12856	0.17411
V144	0.46363	0.24021	0.08402	0.10267	0.10946
V145	0	0.03581	0.94051	0.00091	0.02277
V146	0.0098	0.34402	0.01676	0.29181	0.33761
V147	0.07744	0.07557	0.71494	0.08683	0.04522
V148	0.10855	0.8086	0.03877	0.01897	0.0251
V149	0	0	0	0.84092	0.15908
V150	0.11854	0.20119	0.60196	0	0.07831
V151	0.40471	0.01411	0.01044	0.39265	0.1781
V152	0	0	0.11495	0.71895	0.1661
V153	0.14288	0.19198	0.47719	0.03846	0.14949
V154	0.07692	0.59428	0.04595	0.03266	0.25019
V155	0.01982	0	0.13987	0.74561	0.0947
V156	0.07646	0.02541	0.40482	0.14547	0.34785
V157	0.06728	0.03551	0.16839	0.2675	0.46132
V158	0.168	0	0.45581	0.04771	0.32847
V159	0.08492	0.2351	0.02038	0.55812	0.10147
V160	0.40729	0.16956	0.10522	0.04008	0.27784
V161	0.16907	0.00977	0.05637	0.05466	0.71013
V162	0	0.03911	0.96089	0	0
V163	0.03008	0	0.00602	0.10197	0.86193
V164	0.91253	0.05804	0.02324	0	0.00619
V165	0.57044	0.23558	0.10277	0.03014	0.06107
V166	0.03581	0	0.25073	0.55872	0.15473
V167	0.0055	0.64954	0.04213	0.11864	0.18419
V168	0	0.03911	0.96089	0	0
V169	0.02374	0.70424	0.18333	0.06214	0.02655
V170	0.20358	0.40505	0.07235	0.17191	0.1471
V171	0.28533	0.09393	0.39267	0.15561	0.07246
V172	0.13765	0.21438	0.07391	0.04817	0.52589
V173	0.18029	0.10522	0.0967	0.38368	0.23411
V174	0.18504	0	0.37059	0.18917	0.2552
V175	0.04943	0.13354	0.11979	0.18027	0.51698
V176	0.35029	0.01205	0.00388	0.56745	0.06633
V177	0.17633	0.03895	0.60978	0.15158	0.02336
V178	0.25646	0.04862	0.49209	0.09659	0.10624
V179	0.06682	0	0.00042	0.07675	0.85601
V180	0.01147	0.00946	0.32904	0.04587	0.60416
V181	0.03571	0.258	0.00469	0.08839	0.6132
V182	0.52537	0.25267	0.01581	0.13965	0.0665
V183	0.02845	0.92167	0.03507	0	0.01481
V184	0.30021	0.01058	0.32484	0.30431	0.06006
V185	0.06719	0.48604	0.04103	0.1347	0.27103
V186	0.1005	0.17554	0.03236	0.24315	0.44845
V187	0.04308	0.71412	0.02762	0.18189	0.03328
V188	0.8378	0.03372	0.04385	0.06146	0.02317
V189	0.41879	0.26703	0.04895	0.22833	0.03689
V190	0.37308	0.06908	0.22786	0.01966	0.31032
V191	0.18194	0.23531	0.01069	0.39527	0.17679
V192	0.28501	0.20356	0.14029	0.19589	0.17525
V193	0.04901	0.21028	0.53552	0.03539	0.16981
V194	0.21901	0.04369	0.08575	0.11637	0.53518
V195	0.54035	0.18631	0.26511	0	0.00823
V196	0	0	0.0456	0.10262	0.85177
V197	0.02837	0.89791	0.03355	0.02197	0.0182
V198	0.18852	0.22797	0.04316	0.19506	0.34529
