B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58705	0.04521	0.13186	0.23588
V2	0.23781	0.15129	0	0.6109
V3	0.09402	0.64215	0	0.26382
V4	0.86297	0.12897	0	0.00806
V5	0.13244	0.51002	0.2373	0.12023
V6	0.11106	0.87864	0.0087	0.0016
V7	0.19835	0.41229	0.03596	0.35339
V8	0.13521	0.05822	0.79623	0.01034
V9	0.29589	0.27955	0	0.42456
V10	0.01946	0.06181	0.88331	0.03543
V11	0.20629	0.38047	0.41324	0
V12	0.03015	0.60274	0.36712	0
V13	0.29185	0.70815	0	0
V14	0.09739	0.90261	0	0
V15	0.15055	0.62821	0.10058	0.12066
V16	0.89367	0.07601	0	0.03031
V17	0.1215	0.87781	0	0.00069
V18	0.59565	0.38834	0.00412	0.0119
V19	0.18465	0.81535	0	0
V20	0.20804	0.48928	0	0.30268
V21	0.13473	0.10994	0.74726	0.00806
V22	0.08349	0.16063	0.16633	0.58955
V23	0.37329	0.08485	0.54185	0
V24	0.92769	0.07231	0	0
V25	0.3819	0.28869	0.08405	0.24535
V26	0.42337	0.41052	0	0.1661
V27	0.20034	0.10896	0	0.6907
V28	0	0.10549	0.89451	0
V29	0.4437	0.07276	0.47985	0.0037
V30	0.14098	0.2734	0.24222	0.3434
V31	0.2376	0.2457	0.26122	0.25549
V32	0.19571	0.08788	0	0.71642
V33	0.05775	0.53161	0.3479	0.06275
V34	0.13442	0.0896	0.76648	0.0095
V35	0.19064	0.73807	0.07129	0
V36	0.04193	0.10012	0.44836	0.40959
V37	0.58233	0.11558	0.04761	0.25448
V38	0.48172	0.0285	0.13865	0.35113
V39	0.19536	0.59436	0.10838	0.10189
V40	0.11527	0.81297	0.07176	0
V41	0.03735	0.71755	0.01786	0.22724
V42	0.28871	0.08088	0.16804	0.46237
V43	0.13861	0.37735	0.48404	0
V44	0.01842	0.13431	0.71577	0.1315
V45	0.11958	0.61581	0.21063	0.05398
V46	0.79539	0.1123	0.09231	0
V47	0.45795	0.23372	0.29258	0.01575
V48	0.80963	0.18665	0	0.00372
V49	0.74407	0.19632	0	0.05962
V50	0.08778	0.82819	0.08402	0
V51	0.32572	0.43321	0.24107	0
V52	0.02295	0.16753	0.79585	0.01366
V53	0.72349	0.15459	0.12192	0
V54	0.42511	0.23311	0.34179	0
V55	0.26272	0.18406	0.2018	0.35142
V56	0.15037	0.08139	0.05674	0.7115
V57	0.12881	0.86323	0.00796	0
V58	0.6827	0.03688	0	0.28042
V59	0.4568	0.44797	0.07895	0.01627
V60	0.17317	0.20926	0.29387	0.3237
V61	0.80828	0.12488	0	0.06684
V62	0.87755	0.08032	0.03785	0.00428
V63	0.03404	0.83867	0.12729	0
V64	0.0327	0.86543	0	0.10187
V65	0.11617	0.05713	0.08949	0.73721
V66	0.24926	0.71374	0	0.037
V67	0.15345	0.35916	0.48739	0
V68	0.23343	0.18826	0	0.57832
V69	0.02511	0.35683	0.60039	0.01767
V70	0.55784	0.19688	0.15065	0.09463
V71	0.20718	0.12385	0.34536	0.3236
V72	0.60028	0.2047	0.05274	0.14227
V73	0.18014	0.64055	0.12553	0.05378
V74	0.04605	0.25689	0.69706	0
V75	0.72565	0.02615	0.1744	0.0738
V76	0.04644	0.24388	0.1506	0.55908
V77	0.10126	0.32258	0	0.57616
V78	0.35469	0.16725	0.14623	0.33183
V79	0	0.15901	0.77855	0.06243
V80	0.36393	0.06514	0.51513	0.05581
V81	0.05148	0.2071	0.74142	0
V82	0	0.12647	0.87353	0
V83	0.21185	0.24384	0.01789	0.52642
V84	0.44644	0.09093	0.12157	0.34106
V85	0.12796	0.36262	0.37999	0.12944
V86	0.04867	0.10585	0.8201	0.02537
V87	0.0614	0.8453	0.0503	0.04301
V88	0.22379	0.11327	0.23535	0.42759
V89	0.10362	0.08082	0.16777	0.64779
V90	0.05167	0.88795	0.06038	0
V91	0.05223	0.75287	0.19279	0.00211
V92	0.47495	0.06504	0.35693	0.10308
V93	0.88875	0.02391	0	0.08734
V94	0.06695	0.48749	0	0.44556
V95	0.28679	0.47194	0.13096	0.11031
V96	0.16729	0.16257	0	0.67014
V97	0.67881	0.14063	0.18056	0
V98	0.69926	0.30074	0	0
V99	0.79421	0.08582	0.11998	0
V100	0.08138	0.08295	0.82853	0.00714
V101	0.1272	0.11587	0	0.75693
V102	0.91041	0.07877	0	0.01082
V103	0.09949	0.12648	0.06244	0.7116
V104	0.06335	0.93665	0	0
V105	0.08961	0.90671	0.00368	0
V106	0.13592	0.54368	0.3161	0.00431
V107	0.19625	0.24939	0.53952	0.01485
V108	0.16445	0.74956	0.08599	0
V109	0.0229	0.22006	0.56833	0.1887
V110	0.08744	0.87469	0.03543	0.00244
V111	0.91719	0.02848	0.05433	0
V112	0.17034	0.11817	0.3975	0.31399
V113	0.25303	0.16538	0.13636	0.44523
V114	0.32689	0.10329	0.0304	0.53942
V115	0.01323	0.75572	0.23104	0
V116	0.16362	0.35938	0.34775	0.12926
V117	0.69486	0.29054	0	0.0146
V118	0.20484	0.61648	0	0.17868
V119	0.21199	0.14885	0	0.63915
V120	0.0796	0.12674	0.79366	0
V121	0.62316	0.17393	0.05068	0.15224
V122	0.93491	0.0389	0	0.02619
V123	0.05046	0.5688	0.0077	0.37304
V124	0.67391	0.2963	0	0.02979
V125	0.40147	0.44587	0.15266	0
V126	0.12608	0.22706	0.00043	0.64643
V127	0.22711	0.1035	0.22304	0.44635
V128	0.1315	0.0821	0.08271	0.70369
V129	0.58951	0.27549	0.135	0
V130	0.0091	0.66439	0.32651	0
V131	0.05144	0.89764	0	0.05093
V132	0.92517	0.04454	0	0.03028
V133	0.90585	0.05933	0.02288	0.01194
V134	0.15454	0.44446	0.09566	0.30534
V135	0.16507	0.08347	0.1428	0.60866
V136	0.28465	0.42379	0	0.29156
V137	0.6598	0.07637	0.22039	0.04344
V138	0.24359	0.4459	0.15193	0.15858
V139	0.38427	0.2552	0.16331	0.19722
V140	0.12555	0.17753	0.007	0.68992
V141	0.08224	0.2154	0.51431	0.18805
V142	0.78909	0.02939	0.18152	0
V143	0.47007	0.31421	0.01854	0.19718
V144	0.22823	0.21736	0.12696	0.42745
V145	0	0.7685	0.2315	0
V146	0.18464	0.0818	0	0.73356
V147	0.90155	0.05738	0	0.04107
V148	0.15089	0.13028	0.55027	0.16856
V149	0.27036	0.52786	0.20178	0
V150	0.09502	0.29436	0.56581	0.04481
V151	0.24571	0.6619	7e-04	0.0917
V152	0.25671	0.48073	0.20034	0.06222
V153	0.14194	0.77404	0	0.08402
V154	0.25811	0.48492	0.25697	0
V155	0.48595	0.19206	0.2568	0.06519
V156	0.03777	0.20152	0.66657	0.09414
V157	0.33236	0.20945	0.2805	0.1777
V158	0.14473	0.06279	0.0263	0.76618
V159	0.87776	0.08236	0	0.03988
V160	0.73066	0.04133	0.02001	0.208
V161	0.30779	0.05459	0	0.63762
V162	0.12937	0.36588	0.03807	0.46668
V163	0.12985	0.5341	0.148	0.18805
V164	0.37827	0.36036	0.06423	0.19714
V165	0.0763	0.30138	0	0.62233
V166	0.09467	0.18654	0.03061	0.68818
V167	0.42553	0.0085	0	0.56596
V168	0.31525	0.60233	0.05705	0.02537
V169	0.27961	0.11193	0	0.60846
V170	0.14137	0.07961	0.49441	0.28462
V171	0.13851	0.29188	0.56404	0.00557
V172	0.71952	0.02873	0.25175	0
V173	0.11431	0.2254	0	0.66029
V174	0.09434	0.24657	0.0306	0.6285
V175	0.07628	0.05801	0.77066	0.09506
V176	0.01693	0.81031	0.17277	0
V177	0.03608	0.95675	0	0.00717
V178	0.03582	0.78739	0	0.17679
V179	0.21267	0.06307	0.3529	0.37136
V180	0.04468	0.87379	0.08153	0
V181	0.18196	0.18914	0.50812	0.12079
V182	0.31109	0.23271	0.43188	0.02432
V183	0.20138	0.79862	0	0
V184	0.97118	0.02882	0	0
V185	0.57785	0.42215	0	0
V186	0.14194	0.51883	0.24823	0.09101
V187	0.93799	0.05255	0.00118	0.00828
V188	0.12563	0.26792	0	0.60645
V189	0.82793	0.0439	0	0.12817
V190	0.65405	0.05324	0.29271	0
V191	0.19564	0.26005	0.53963	0.00468
V192	0.34089	0.51156	0.0082	0.13935
