CD56NK	CD4MemoryT	CD19B	CD14
V1	0.56452	0	0.1383	0.29718
V2	0.13605	0.03652	0.03432	0.79311
V3	0.05756	0.57755	0.00749	0.3574
V4	0.90801	0.0769	0	0.01508
V5	0.11553	0.45045	0.24846	0.18556
V6	0.08188	0.88295	0.02062	0.01455
V7	0.14611	0.2935	0.06385	0.49654
V8	0.12656	0.01354	0.827	0.0329
V9	0.23717	0.16537	0.02337	0.57408
V10	0.0132	0.01843	0.91309	0.05528
V11	0.22949	0.33116	0.43873	0.00061
V12	0.02569	0.58994	0.37633	0.00804
V13	0.29036	0.69056	0.00513	0.01394
V14	0.07538	0.91188	0.01252	0.00022
V15	0.12618	0.58766	0.10614	0.18002
V16	0.95303	0.01691	0.00687	0.02318
V17	0.09355	0.87728	0.01444	0.01473
V18	0.63642	0.30381	0.02821	0.03157
V19	0.17092	0.81461	0.00777	0.0067
V20	0.17163	0.40445	0.00998	0.41393
V21	0.12779	0.03516	0.80559	0.03146
V22	0.01875	0.04138	0.17213	0.76774
V23	0.41063	0.02501	0.56093	0.00343
V24	0.96247	0.01875	0.01879	0
V25	0.37176	0.17533	0.10616	0.34675
V26	0.42877	0.33424	0.00797	0.22902
V27	0.0873	0.01844	0.01515	0.8791
V28	0.00821	0.05008	0.93726	0.00445
V29	0.47492	0.00996	0.4882	0.02691
V30	0.09763	0.15067	0.25827	0.49344
V31	0.2096	0.13507	0.28252	0.3728
V32	0.07035	0.00199	0.02503	0.90263
V33	0.04474	0.48345	0.36493	0.10689
V34	0.1272	0.02241	0.81831	0.03207
V35	0.17794	0.72837	0.07058	0.02311
V36	0.00561	0.00933	0.44658	0.53847
V37	0.5706	0.02881	0.07083	0.32975
V38	0.42013	0	0.13938	0.44049
V39	0.18	0.55157	0.11498	0.15345
V40	0.10851	0.82062	0.07087	0
V41	0.01008	0.6428	0.03683	0.31029
V42	0.21438	0	0.17536	0.61026
V43	0.14024	0.30699	0.52534	0.02744
V44	0.01095	0.04285	0.75412	0.19208
V45	0.10358	0.59041	0.21422	0.09178
V46	0.86119	0.04231	0.09571	0.00079
V47	0.50773	0.14136	0.30526	0.04564
V48	0.85764	0.12835	0	0.01401
V49	0.78466	0.1376	0	0.07774
V50	0.07084	0.85321	0.07595	0
V51	0.35128	0.37682	0.24788	0.02403
V52	0.02117	0.0797	0.86621	0.03292
V53	0.78591	0.0881	0.12599	0
V54	0.47746	0.14764	0.35869	0.0162
V55	0.21402	0.0735	0.21793	0.49456
V56	0.04016	0	0.0646	0.89524
V57	0.1049	0.86696	0.02143	0.00671
V58	0.64346	0	0.02359	0.33295
V59	0.49045	0.37732	0.08932	0.04292
V60	0.13004	0.0959	0.31072	0.46334
V61	0.86181	0.06029	0	0.07789
V62	0.93277	0.01257	0.04682	0.00785
V63	0.01939	0.85462	0.11092	0.01508
V64	0.01277	0.84404	0.00333	0.13986
V65	0.01895	0	0.07715	0.9039
V66	0.23737	0.68453	0.01513	0.06298
V67	0.16661	0.29669	0.52775	0.00895
V68	0.1483	0.08342	0.01338	0.7549
V69	0.02116	0.27356	0.6543	0.05098
V70	0.60579	0.10136	0.16011	0.13274
V71	0.15963	0.0317	0.35696	0.45171
V72	0.63381	0.10349	0.07267	0.19002
V73	0.16807	0.61471	0.12692	0.0903
V74	0.05817	0.19776	0.74407	0
V75	0.75025	0	0.1605	0.08925
V76	0.00499	0.10596	0.15628	0.73277
V77	0.03919	0.216	0.00406	0.74075
V78	0.31751	0.06207	0.16217	0.45824
V79	0.00445	0.06512	0.83323	0.09721
V80	0.37272	0.0031	0.53417	0.09001
V81	0.0539	0.13053	0.81042	0.00516
V82	0.00072	0.05811	0.93206	0.00911
V83	0.12747	0.11007	0.05587	0.70659
V84	0.40344	0.01084	0.13587	0.44985
V85	0.11299	0.26965	0.41435	0.20301
V86	0.03919	0.03266	0.88445	0.0437
V87	0.03752	0.8499	0.04773	0.06485
V88	0.15604	0.02052	0.24145	0.58199
V89	0.02012	0	0.17073	0.80915
V90	0.03023	0.91053	0.05219	0.00706
V91	0.03705	0.75878	0.17972	0.02445
V92	0.48957	0.00209	0.36398	0.14435
V93	0.90717	0	0	0.09283
V94	0.01936	0.379	0.01504	0.58659
V95	0.28762	0.40202	0.14315	0.16722
V96	0.06666	0.04955	0.01924	0.86456
V97	0.75146	0.06847	0.17961	0.00047
V98	0.73751	0.2559	0	0.00659
V99	0.85569	0.02321	0.12007	0.00102
V100	0.07244	0.02238	0.88164	0.02354
V101	0.02821	0.01464	0.01586	0.94129
V102	0.96389	0.02781	0	0.0083
V103	0.01761	0.01405	0.07252	0.89581
V104	0.0346	0.95025	0.01424	9e-04
V105	0.06388	0.91795	0.01806	0.00011
V106	0.12819	0.51033	0.32512	0.03636
V107	0.20124	0.15721	0.59172	0.04983
V108	0.16516	0.75047	0.08437	0
V109	0.01161	0.10906	0.6043	0.27503
V110	0.05905	0.89119	0.03505	0.01471
V111	0.9485	0	0.04923	0.00226
