Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.05455	0.06506	0.88039	0	0	0
V2	0.69984	0.17319	0	0.08704	0.03993	0
V3	0.03292	0.06142	0.15592	0	0	0.74974
V4	0.2647	0.54938	0	0.10405	0.03565	0.04622
V5	0	0.05443	0	0.75685	0.18872	0
V6	0.13337	0.03701	0.1354	0.03944	0.1011	0.55369
V7	0	0.45036	0	0.03273	0.5169	0
V8	0.85278	0.10238	0	0.04484	0	0
V9	0.24298	0.20346	0	0.28021	0	0.27335
V10	0.54328	0.09163	0	0.36509	0	0
V11	0.01364	0.97864	0	0.00773	0	0
V12	0	0.00863	0	0	0	0.99137
V13	0.00402	0.62642	0.36957	0	0	0
V14	0	0.06349	0	0.93651	0	0
V15	0.60717	0.12871	0	0.11963	0.14448	0
V16	0	0.0401	0	0.52915	0.30879	0.12197
V17	0	0.02208	0.07743	0	0	0.90049
V18	0.8165	0.1835	0	0	0	0
V19	0.73201	0.10493	0.14981	0	0.01325	0
V20	0.7983	0.11248	0.02373	0.06549	0	0
V21	0	0.03021	0	0	0	0.96979
V22	0.19242	0.10791	0	0.09261	0.60706	0
V23	0.01928	0.06678	0.3361	0.02732	0.5505	0
V24	0.13415	0.06775	0	0.1569	0.62837	0.01283
V25	0.5498	0.33252	0	0.11767	0	0
V26	0.29516	0.08085	0	0.00081	0.62318	0
V27	0	0	0.1191	0	0	0.8809
V28	0.02029	0.30792	0.1529	0.28684	0	0.23205
V29	0	0.73861	0.09079	0.05431	0	0.11629
V30	0.24165	0.24646	0.06915	0	0.20737	0.23536
V31	0.81079	0.07136	0.11786	0	0	0
V32	0	0.04475	0.3507	0.60454	0	0
V33	0.29122	0.47056	0.23823	0	0	0
V34	0	0.0237	0.56289	0.03453	0.37888	0
V35	0	0.08205	0.16738	0.70122	0.04935	0
V36	0.06098	0.60802	0.11506	0.01462	0.20132	0
V37	0	0.03712	0.83996	0	0	0.12292
V38	0	0	0.062	0	0	0.938
V39	0.66653	0.09544	0	0.23803	0	0
V40	0	0.61825	0	0.2275	0.07253	0.08172
V41	0.79093	0.05846	0	0	0	0.15061
V42	0.27927	0.05996	0.58268	0	0	0.07809
V43	0.24468	0.48954	0	0.03116	0.21962	0.01499
V44	0.0219	0.9781	0	0	0	0
V45	0.53375	0.363	0	0	0	0.10325
V46	0	0.01959	0	0.3715	0.31212	0.29679
V47	0.0101	0.50765	0	0.21469	0.22776	0.0398
V48	0	0.73061	0.24113	0	0.02826	0
V49	0.00512	0.94343	0	0.01403	0.03742	0
V50	0	0.02749	0.24281	0.0334	0.65494	0.04135
V51	0	0.0147	0	0.04221	0.94309	0
V52	0	0.65467	0.32734	0.01799	0	0
V53	0.14085	0.05885	0	0.05935	0.74095	0
V54	0.0136	0.17364	0.70312	0.03827	0	0.07137
V55	0	0.05764	0.01357	0.07093	0.85787	0
V56	0	0.05695	0.85785	0.0852	0	0
V57	0.10987	0.41591	0	0	0.09595	0.37827
V58	0	0.04645	0.9531	0	0	0.00044
V59	0	0.04051	0	0.95949	0	0
V60	0.52057	0.07967	0	0.39976	0	0
V61	0.28573	0.16049	0	0.1777	0	0.37608
V62	0.65765	0.08001	0.01861	0.12475	0.03257	0.08641
V63	0	0.59028	0	0.06443	0	0.34529
V64	0	0.11153	0	0.01968	0.8688	0
V65	0.63413	0.16418	0	0	0	0.20169
V66	0.57898	0.09327	0.06444	0.00675	0.25656	0
V67	0	0.17448	0.33493	0.26252	0	0.22808
V68	0.9091	0.0909	0	0	0	0
V69	0.57302	0.06172	0	0	0	0.36526
V70	0	0.04745	0.20741	0.74514	0	0
V71	0	0.29942	0	0.15217	0.38079	0.16762
V72	0.77622	0.17078	0.03037	0	0.00087	0.02176
V73	0	0.04925	0.03446	0.91629	0	0
V74	0	0.14359	0	0.85641	0	0
V75	0	0.96546	0	0.03454	0	0
V76	0	0.0386	0.83999	0.03323	0.08819	0
V77	0.04556	0.18761	0.05024	0.65566	0	0.06092
V78	0.63032	0.16267	0	0.10056	0	0.10645
V79	0	0.58235	0	0	0	0.41765
V80	0	0.63274	0	0	0	0.36726
V81	0.83876	0.15831	0.00293	0	0	0
V82	0	0.87827	0	0.07308	0.04865	0
V83	0.10094	0.20165	0	0.53051	0.09034	0.07656
V84	0.39858	0.07428	0.02822	0.49891	0	0
V85	0.91114	0.08461	0.00424	0	0	0
V86	0.21186	0.06962	0.07732	0.33555	0	0.30565
V87	0	0.0266	0	0.9734	0	0
V88	0	0.05266	0	0.6309	0	0.31644
V89	0	0.17277	0.47516	0	0	0.35207
V90	0.04861	0.77354	0.15241	0.01307	0.01236	0
V91	0	0.05298	0	0.16247	0.78455	0
V92	0	0.08241	0	0.03398	0.88361	0
V93	0.10889	0.0964	0	0.11943	0.22741	0.44787
V94	0	0.02034	0.22278	0.75688	0	0
V95	0	0.02598	0.28731	0.16556	0.52115	0
V96	0	0.42796	0	0.06626	0.31673	0.18905
V97	0	0.0217	0	0.10656	0.87174	0
V98	0	0.09885	0	0.90115	0	0
V99	0	0.02048	0	0.97952	0	0
V100	0	0.04162	0.55103	0.34659	0.06076	0
V101	0	0.38784	0.5433	0.06886	0	0
V102	0.88341	0.09135	0.02523	0	0	0
V103	0.75167	0.0976	0	0.15073	0	0
V104	0	0.03342	0.18789	0.77869	0	0
V105	0	0	0	0	0	1
V106	0	0.00526	0.65406	0	0	0.34068
V107	0.03561	0.70731	0.25708	0	0	0
V108	0	0.02569	0	0.00323	0.18554	0.78554
V109	0	0	0	0	0.13801	0.86199
