Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.40292	0.09723	0.23782	0.11793	0.1441
V2	0.10904	0.76037	0.02619	0.03107	0.07333
V3	0.0984	0	0.42728	0.41669	0.05763
V4	0.01796	0	0.24133	0.07169	0.66901
V5	0.01707	0	0.05894	0.12445	0.79954
V6	0.40569	0	0.25848	0.21063	0.12519
V7	0.02632	0	0.43565	0.08259	0.45544
V8	0.02643	0	0.87398	0.05622	0.04337
V9	0.0867	0	0.24321	0.6104	0.05969
V10	0.53923	0	0.43075	0	0.03001
V11	0.04773	0	0.10735	0.08709	0.75783
V12	0.10802	0	0.21282	0.31091	0.36825
V13	0.17286	0.0206	0.03477	0.41933	0.35244
V14	0.1972	0	0.05818	0.61882	0.1258
V15	0.0604	0	0	0.84298	0.09662
V16	0.63601	0.04843	0.00138	0.27812	0.03606
V17	0.09701	0.24148	0.00974	0.06691	0.58487
V18	0.14028	0.39978	0.23115	0.18138	0.04741
V19	0.03594	0	0.00076	0.13868	0.82462
V20	0.01136	0	0.71757	0.21548	0.05559
V21	0.05303	0.24631	0.1248	0.16444	0.41142
V22	0.86821	0.05365	0.05047	0	0.02768
V23	0.09852	0	0.02263	0.15472	0.72413
V24	0.52485	0.10177	0.01022	0.03357	0.32959
V25	0.04936	0.00368	0.01628	0.43342	0.49726
V26	0.54551	0.18221	0.04617	0.02203	0.20408
V27	0.17584	0.48453	0.15909	0	0.18054
V28	0.07034	0.04119	0.19547	0.60745	0.08555
V29	0.02357	0	0.31337	0.59208	0.07098
V30	0.80042	0.08158	0.01463	0	0.10337
V31	0.48666	0.12388	0.00091	0.20651	0.18204
V32	0.94915	0	0	0	0.05085
V33	0.0466	0.18972	0.01258	0.12946	0.62163
V34	0.16828	0.79546	0	0	0.03626
V35	0.14883	0.59229	0.22071	0.00206	0.03612
V36	0.05445	0.15585	0.16803	0.09982	0.52186
V37	0.79196	0	0	0	0.20804
V38	0.16401	0	0.47071	0.19429	0.17099
V39	0.40025	0	0.32455	0	0.2752
V40	0.2811	0.5859	0	0.07081	0.0622
V41	0.10102	0.80478	0	0	0.09419
V42	0.9152	0.01058	0.01008	0	0.06414
V43	0.56541	0.08502	0.32203	0	0.02755
V44	0.07293	0.25587	0.54169	0	0.12951
V45	0.09119	0.65353	0.06934	0.11024	0.0757
V46	0.1695	0.73542	0.04019	0.00412	0.05077
V47	0.01041	0	0.94262	0	0.04697
V48	0.22282	0.09745	0.21008	0.31553	0.15412
V49	0.54479	0.11191	0.2033	0.10625	0.03375
V50	0.0435	0	0.92019	0	0.0363
V51	0.14911	0.24842	0.1867	0.0602	0.35556
V52	0.1048	0.85453	0	0	0.04067
V53	0.07157	0.15131	0.00208	0.70068	0.07436
V54	0.25604	0	0.00032	0.53298	0.21066
V55	0.10674	0	0	0.81238	0.08089
V56	0.0996	0	0	0.73363	0.16677
V57	0.21245	0.08356	0.55608	0.00824	0.13967
V58	0.08388	0	0.12856	0.2218	0.56576
V59	0.90968	0	0.07148	0	0.01883
V60	0.49745	0.17842	0.10544	0.09823	0.12046
V61	0.23107	0	0.02103	0.23333	0.51457
V62	0.08347	0	0.30156	0.14859	0.46637
V63	0.46395	0.2391	0.04666	0.01912	0.23117
V64	0.96891	0	0.0105	0	0.02058
V65	0.1305	0.05313	0.03415	0.60263	0.17959
V66	0.05615	0	0.12015	0.74569	0.07801
V67	0.01765	0	0.34221	0.11257	0.52757
V68	0.53292	0	0.36548	0.01023	0.09137
V69	0.67187	0.08192	0.17683	0	0.06938
V70	0.11633	0.68833	0.01912	0.12005	0.05617
V71	0.1506	0.75245	0.01723	0.03314	0.04658
V72	0.07592	0.39921	0.0147	0.03947	0.4707
V73	0.0858	0	0.09071	0.57469	0.2488
