CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55381	0	0.15651	0.28968
V2	0.14681	0.04777	0.04302	0.7624
V3	0.06691	0.54661	0.01121	0.37528
V4	0.88734	0.08671	0.00047	0.02548
V5	0.13139	0.40475	0.26565	0.19821
V6	0.09684	0.85147	0.02169	0.03
V7	0.16016	0.27708	0.08043	0.48234
V8	0.14655	0.00429	0.8089	0.04025
V9	0.24571	0.16961	0.03181	0.55287
V10	0.01934	0.00479	0.91171	0.06416
V11	0.24256	0.30043	0.44907	0.00794
V12	0.03422	0.54249	0.40415	0.01915
V13	0.31267	0.65311	0.00575	0.02847
V14	0.08494	0.89922	0.00699	0.00885
V15	0.14443	0.53167	0.12709	0.19681
V16	0.92341	0.02381	0.01839	0.0344
V17	0.10938	0.84767	0.01303	0.02992
V18	0.62045	0.29022	0.04262	0.04671
V19	0.1944	0.78061	0.00621	0.01878
V20	0.18705	0.37916	0.01702	0.41677
V21	0.14853	0.0236	0.7875	0.04036
V22	0.01788	0.04993	0.18871	0.74347
V23	0.41173	0.0168	0.56348	0.00799
V24	0.95415	0.01503	0.03082	0
V25	0.3693	0.17175	0.12412	0.33484
V26	0.43001	0.31549	0.01692	0.23758
V27	0.09266	0.02432	0.01319	0.86983
V28	0.00061	0.01866	0.97873	0.00201
V29	0.46753	0.00861	0.48674	0.03712
V30	0.10945	0.14865	0.27031	0.47159
V31	0.22171	0.13128	0.29127	0.35574
V32	0.07127	0.00618	0.02245	0.9001
V33	0.0566	0.43402	0.38466	0.12473
V34	0.14748	0.01204	0.80026	0.04023
V35	0.19794	0.67391	0.08774	0.04041
V36	0.00742	0.01238	0.45687	0.52334
V37	0.55484	0.03683	0.08938	0.31895
V38	0.42274	0	0.15493	0.42233
V39	0.19751	0.49556	0.13593	0.171
V40	0.12248	0.79457	0.08295	0
V41	0.00963	0.61281	0.04499	0.33257
V42	0.2235	0.0082	0.18967	0.57864
V43	0.15601	0.27876	0.52446	0.04077
V44	0.01807	0.03618	0.74521	0.20054
V45	0.12068	0.53233	0.23448	0.11251
V46	0.82772	0.04515	0.12025	0.00688
V47	0.49186	0.13572	0.31406	0.05835
V48	0.83309	0.13615	0.00547	0.02529
V49	0.75891	0.1468	0.00013	0.09416
V50	0.08501	0.81403	0.09261	0.00835
V51	0.35601	0.33978	0.26515	0.03906
V52	0.03168	0.06586	0.86037	0.04209
V53	0.76228	0.08931	0.14841	0
V54	0.46681	0.13981	0.36643	0.02696
V55	0.22652	0.07663	0.2295	0.46735
V56	0.03979	0.0013	0.07229	0.88662
V57	0.1223	0.83671	0.02202	0.01897
V58	0.63089	0	0.03796	0.33114
V59	0.48565	0.34443	0.1108	0.05912
V60	0.14521	0.09751	0.31853	0.43875
V61	0.82567	0.07055	0.01089	0.0929
V62	0.89967	0.01655	0.06799	0.01579
V63	0.02302	0.81413	0.13252	0.03033
V64	0.01128	0.82	9e-05	0.16863
V65	0.00972	0	0.08364	0.90664
V66	0.25657	0.63947	0.01937	0.08459
V67	0.18046	0.27191	0.52917	0.01845
V68	0.15895	0.09558	0.01768	0.72779
V69	0.03206	0.25495	0.64828	0.06471
V70	0.58062	0.10149	0.17698	0.14091
V71	0.17685	0.03422	0.36149	0.42745
V72	0.60757	0.10706	0.09258	0.19279
V73	0.18568	0.5556	0.14828	0.11043
V74	0.06779	0.17799	0.75326	0.00096
V75	0.71712	0	0.18231	0.10057
V76	0.00022	0.11785	0.17158	0.71035
V77	0.03981	0.22102	0.00481	0.73437
V78	0.32138	0.06617	0.17669	0.43576
V79	0.00808	0.0561	0.82651	0.10931
V80	0.37871	0.00265	0.51937	0.09928
V81	0.06741	0.11754	0.80586	0.00919
V82	0.00032	0.03634	0.95255	0.01078
V83	0.13832	0.12026	0.06844	0.67298
V84	0.40222	0.01881	0.15261	0.42637
V85	0.12785	0.24785	0.41746	0.20684
V86	0.05371	0.01945	0.8744	0.05244
V87	0.04604	0.8073	0.0584	0.08826
V88	0.17312	0.02631	0.25403	0.54655
V89	0.01801	0.00073	0.18437	0.7969
V90	0.03571	0.88339	0.0615	0.01939
V91	0.0462	0.70589	0.20594	0.04197
V92	0.47947	0.0055	0.36638	0.14865
V93	0.88484	0.00631	2e-04	0.10864
V94	0.01966	0.3656	0.01756	0.59718
V95	0.29708	0.36211	0.16311	0.1777
V96	0.07071	0.06118	0.01996	0.84815
V97	0.7201	0.06989	0.20293	0.00708
V98	0.7279	0.25524	0.00031	0.01655
V99	0.82395	0.02442	0.14473	0.00691
V100	0.08845	0.00837	0.87293	0.03025
V101	0.01138	0.01052	0.00366	0.97444
V102	0.94377	0.03375	0.00601	0.01647
