B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58552	0	0.18714	0.22733
V2	0.21916	0.09094	0.0737	0.61619
V3	0.09195	0.61731	0.03797	0.25277
V4	0.86833	0.10838	0.00409	0.0192
V5	0.13715	0.46774	0.27904	0.11607
V6	0.11043	0.82099	0.0615	0.00708
V7	0.18717	0.36297	0.10762	0.34224
V8	0.15681	0.0261	0.80138	0.01571
V9	0.29062	0.2407	0.05186	0.41682
V10	0.04234	0.03135	0.88542	0.04088
V11	0.22164	0.34693	0.43143	0
V12	0.04625	0.56604	0.38771	0
V13	0.29546	0.67019	0.03354	0.00081
V14	0.10126	0.85562	0.04311	0
V15	0.1505	0.5785	0.1542	0.1168
V16	0.88815	0.03696	0.03831	0.03657
V17	0.12052	0.82216	0.05047	0.00685
V18	0.58415	0.33201	0.06645	0.01739
V19	0.18963	0.77215	0.03822	0
V20	0.20641	0.46207	0.03822	0.29329
V21	0.15597	0.08057	0.75098	0.01249
V22	0.06557	0.10325	0.23627	0.59491
V23	0.39306	0.05168	0.55527	0
V24	0.92419	0.02534	0.05046	0
V25	0.37689	0.23779	0.14896	0.23636
V26	0.42565	0.379	0.03372	0.16163
V27	0.1817	0.06414	0.0404	0.71375
V28	0	0.08186	0.91814	0
V29	0.4575	0.03695	0.49594	0.00961
V30	0.13806	0.22846	0.29956	0.33393
V31	0.2381	0.20175	0.31343	0.24672
V32	0.16801	0.02819	0.06697	0.73683
V33	0.06972	0.49182	0.37615	0.06231
V34	0.15567	0.06016	0.76942	0.01475
V35	0.19191	0.68391	0.11986	0.00433
V36	0.03798	0.05346	0.50622	0.40234
V37	0.577	0.06364	0.11424	0.24512
V38	0.4768	0	0.18558	0.33762
V39	0.19472	0.54548	0.1611	0.0987
V40	0.11986	0.76761	0.11253	0
V41	0.03184	0.67057	0.08253	0.21506
V42	0.28228	0.02503	0.23554	0.45716
V43	0.15627	0.34367	0.50006	0
V44	0.03434	0.10041	0.73643	0.12882
V45	0.12612	0.56899	0.25024	0.05466
V46	0.79517	0.06761	0.13722	0
V47	0.464	0.19297	0.32404	0.01899
V48	0.80987	0.15914	0.01829	0.0127
V49	0.75049	0.1821	0	0.06741
V50	0.09426	0.78179	0.12395	0
V51	0.33239	0.39099	0.27663	0
V52	0.04704	0.13682	0.79628	0.01986
V53	0.72541	0.11169	0.1629	0
V54	0.43592	0.19452	0.36957	0
V55	0.25837	0.1348	0.26376	0.34306
V56	0.12916	0.01345	0.12614	0.73126
V57	0.12978	0.8093	0.06092	0
V58	0.68254	0	0.04933	0.26812
V59	0.45181	0.39449	0.13346	0.02025
V60	0.17223	0.16518	0.34782	0.31478
V61	0.81106	0.09586	0.02152	0.07157
V62	0.87112	0.03252	0.08712	0.00923
V63	0.04531	0.78712	0.16367	0.0039
V64	0.04064	0.84071	0.02106	0.09759
V65	0.09157	0	0.14686	0.76156
V66	0.24626	0.66316	0.0498	0.04078
V67	0.17092	0.3271	0.50198	0
V68	0.22668	0.15174	0.03751	0.58406
V69	0.04633	0.32362	0.60888	0.02117
V70	0.55629	0.15082	0.19965	0.09323
V71	0.20766	0.0798	0.39724	0.3153
V72	0.59343	0.15422	0.11384	0.13851
V73	0.18175	0.5907	0.17282	0.05472
V74	0.06953	0.23091	0.69956	0
V75	0.72232	0	0.20529	0.0724
V76	0.0281	0.19045	0.21919	0.56226
V77	0.09132	0.30447	0.02113	0.58307
V78	0.35112	0.11775	0.2087	0.32244
V79	0.02274	0.1262	0.78621	0.06485
V80	0.37805	0.02845	0.5359	0.0576
V81	0.07577	0.17861	0.74562	0
V82	0.00858	0.10268	0.88363	0.0051
V83	0.195	0.18398	0.09903	0.52198
V84	0.44337	0.03953	0.18659	0.33051
V85	0.13633	0.32351	0.41445	0.1257
V86	0.0695	0.07781	0.82305	0.02963
V87	0.06527	0.79107	0.09889	0.04477
V88	0.21897	0.06312	0.29731	0.4206
V89	0.08205	0.01867	0.2387	0.66058
V90	0.06117	0.83699	0.10185	0
V91	0.06222	0.70555	0.22552	0.0067
V92	0.48255	0.02431	0.39109	0.10205
V93	0.89725	0.01034	0	0.09241
V94	0.05506	0.46051	0.04646	0.43797
V95	0.28503	0.42377	0.18396	0.10725
V96	0.15118	0.11073	0.04798	0.69011
V97	0.68237	0.09949	0.21814	0
V98	0.70728	0.28464	0.00676	0.00131
V99	0.79542	0.0426	0.16198	0
V100	0.10235	0.05471	0.8299	0.01304
V101	0.11421	0.0842	0.00595	0.79564
V102	0.9099	0.04983	0.01962	0.02065
V103	0.07681	0.05822	0.12951	0.73546
V104	0.06814	0.88459	0.04727	0
V105	0.09148	0.8543	0.05423	0
V106	0.14694	0.50319	0.34237	0.0075
V107	0.21177	0.21583	0.55379	0.01862
V108	0.16895	0.70465	0.1264	0
V109	0.03487	0.18302	0.59958	0.18253
V110	0.09019	0.82094	0.08184	0.00703
V111	0.90878	0	0.08874	0.00248
V112	0.17135	0.07372	0.44927	0.30567
V113	0.24471	0.11122	0.20596	0.43811
V114	0.31353	0.04092	0.10943	0.53612
V115	0.02663	0.71381	0.25956	0
V116	0.17079	0.32015	0.38337	0.12569
V117	0.6839	0.24149	0.05341	0.02119
V118	0.19903	0.56748	0.06246	0.17103
V119	0.1899	0.08327	0.07747	0.64935
V120	0.10244	0.09745	0.8001	0
V121	0.61589	0.12373	0.11319	0.14718
V122	0.92548	0.0035	0.03896	0.03206
V123	0.03693	0.52507	0.07795	0.36005
V124	0.67904	0.28097	0.00256	0.03742
V125	0.40332	0.39861	0.19807	0
V126	0.10284	0.15956	0.0793	0.6583
V127	0.22101	0.05138	0.28759	0.44002
V128	0.11146	0.01699	0.14911	0.72244
V129	0.58686	0.22734	0.18206	0.00373
V130	0.0249	0.62515	0.34995	0
V131	0.05912	0.86022	0.02782	0.05284
V132	0.91193	0	0.05336	0.03471
V133	0.8965	0.01285	0.0743	0.01635
V134	0.1482	0.39852	0.15932	0.29397
V135	0.14818	0.02093	0.21585	0.61504
V136	0.28974	0.40289	0.02443	0.28295
V137	0.66023	0.03498	0.25926	0.04552
V138	0.2426	0.39996	0.20469	0.15275
V139	0.38367	0.20945	0.21697	0.18992
V140	0.10134	0.10345	0.08552	0.70969
V141	0.09301	0.17752	0.54739	0.18208
V142	0.79085	0	0.20915	0
V143	0.46196	0.25971	0.08834	0.18999
V144	0.21912	0.16524	0.19647	0.41918
V145	0.00718	0.72976	0.26307	0
V146	0.15365	0.01421	0.07824	0.7539
V147	0.89593	0.01911	0.03915	0.04581
V148	0.16189	0.09342	0.58117	0.16351
V149	0.2763	0.48597	0.23773	0
V150	0.11256	0.26003	0.58002	0.04739
V151	0.23899	0.60608	0.0647	0.09023
V152	0.25911	0.43502	0.24374	0.06212
V153	0.14166	0.72387	0.0523	0.08218
V154	0.26636	0.44413	0.28951	0
V155	0.48913	0.1499	0.29535	0.06562
V156	0.05528	0.16776	0.68305	0.09391
V157	0.33572	0.1667	0.32552	0.17206
V158	0.11793	0	0.09387	0.78819
V159	0.88394	0.06638	0	0.04968
V160	0.72443	0	0.07745	0.19813
V161	0.29174	0	0.0606	0.64766
V162	0.11325	0.31529	0.11205	0.45941
V163	0.12917	0.48906	0.2015	0.18027
V164	0.37223	0.30797	0.12998	0.18982
V165	0.06312	0.29061	0.00454	0.64173
V166	0.06858	0.11526	0.10582	0.71034
V167	0.42584	0	0.01155	0.56261
V168	0.31161	0.54764	0.11179	0.02896
V169	0.26461	0.05678	0.06393	0.61468
V170	0.14611	0.03726	0.54028	0.27635
V171	0.15709	0.2588	0.57477	0.00934
V172	0.72148	0	0.27852	0
V173	0.09134	0.16119	0.07099	0.67648
V174	0.06993	0.18204	0.10923	0.6388
V175	0.09343	0.03403	0.77963	0.09291
V176	0.02956	0.76445	0.206	0
V177	0.04591	0.90897	0.03036	0.01475
V178	0.03801	0.75598	0.03929	0.16672
V179	0.21226	0.01627	0.40732	0.36415
V180	0.05349	0.82986	0.11665	0
V181	0.19311	0.15215	0.5365	0.11824
V182	0.32252	0.19556	0.45494	0.02697
V183	0.20612	0.75557	0.03831	0
V184	0.95902	0	0.04098	0
V185	0.5794	0.38632	0.03428	0
V186	0.14809	0.47527	0.28711	0.08953
V187	0.926	0.00513	0.05629	0.01257
V188	0.12122	0.2573	0	0.62148
V189	0.83169	0.01198	0.03088	0.12545
V190	0.66184	0.015	0.32316	0
V191	0.21209	0.22595	0.55355	0.00841
V192	0.33268	0.45696	0.07585	0.13451
V193	0.61884	0.03238	0.253	0.09578
V194	0.07305	0.86977	0.04293	0.01425
V195	0.04133	0.06834	0.87845	0.01188
V196	0.0838	0.10364	0.03709	0.77548
V197	0.47582	0.04564	0.03955	0.43899
V198	0.09236	0.49821	0.38289	0.02654
V199	0.23137	0.02587	0.21052	0.53224
V200	0.16822	0.56261	0.04348	0.22569
V201	0.12639	0.54405	0.2215	0.10806
V202	0.04008	0.05135	0.77324	0.13533
V203	0.18613	0.42085	0.39302	0
V204	0.04445	0.54909	0.03031	0.37615
V205	0.04384	0.09455	0.84974	0.01187
V206	0.06858	0.12714	0.80428	0
V207	0.19514	0.20468	0.07811	0.52207
V208	0.26858	0.08807	0.64336	0
V209	0.33078	0.45688	0.0954	0.11694
V210	0.11768	0.72613	0.13116	0.02504
V211	0.48748	0.00444	0.05199	0.45609
V212	0.51927	0.05163	0.4269	0.0022
V213	0.66275	0.02342	0.13098	0.18285
V214	0.36973	0.16792	0.18844	0.27391
V215	0.35744	0.10362	0.03142	0.50752
V216	0.14279	0	0.07925	0.77796
V217	0.07137	0.4942	0.26366	0.17077
V218	0.13064	0.45113	0.2006	0.21763
V219	0.14435	0.63012	0.03724	0.1883
V220	0.03786	0.80612	0.04264	0.11338
V221	0.83498	0	0.00986	0.15516
V222	0.34268	0.14847	0.37275	0.1361
V223	0.02295	0.17301	0.74952	0.05452
V224	0.95007	0	0.04993	0
V225	0.08706	0.81418	0.09876	0
V226	0.32215	0.10233	0.57553	0
V227	0.79243	0	0.20574	0.00183
V228	0.7769	0.06213	0.08417	0.0768
V229	0.04531	0.06133	0.86973	0.02363
V230	0.10089	0.05298	0.06789	0.77824
V231	0.05355	0.30107	0.14439	0.50099
V232	0.08262	0.66217	0.01225	0.24296
V233	0.58	0.09127	0.21712	0.11161
V234	0.07298	0.85027	0.07501	0.00174
V235	0.39456	0.07929	0.52024	0.0059
V236	0.06899	0.10325	0.77233	0.05543
V237	0.2425	0	0.06935	0.68816
V238	0.15844	0.53797	0.28653	0.01706
V239	0.11231	0.4172	0.04126	0.42922
V240	0.50353	0.04982	0.42196	0.02469
V241	0.04191	0.03859	0.86962	0.04988
V242	0.15584	0.71505	0.12911	0
V243	0.26571	0.06508	0.61896	0.05024
V244	0.2353	0.01801	0.68739	0.0593
V245	0.60781	0.28493	0.07255	0.0347
V246	0.08082	0.18173	0.73693	0.00052
