Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.37545	0.1215	0.22048	0.13793	0.14463
V2	0.08722	0.76709	0.01843	0.03583	0.09144
V3	0.09106	0.00141	0.39546	0.43042	0.08165
V4	0.01921	0.00663	0.23625	0.13386	0.60405
V5	0.01809	0	0.06229	0.19372	0.72589
V6	0.38219	0.00947	0.24436	0.23326	0.13072
V7	0.02059	0.03115	0.40734	0.13026	0.41067
V8	0.03015	0.0155	0.81451	0.0778	0.06204
V9	0.07419	0	0.22317	0.61316	0.08948
V10	0.52611	0.01483	0.41667	0	0.0424
V11	0.04349	0.01539	0.10473	0.15274	0.68365
V12	0.10125	0	0.20361	0.35256	0.34259
V13	0.15219	0.0337	0.03071	0.45186	0.33155
V14	0.17392	0	0.05385	0.62739	0.14483
V15	0.0421	0.00499	0	0.81978	0.13313
V16	0.5961	0.05949	0	0.28742	0.05699
V17	0.08449	0.26007	0.00678	0.1158	0.53286
V18	0.11846	0.41242	0.20889	0.19159	0.06863
V19	0.03363	0.00711	0.00413	0.20736	0.74776
V20	0.01757	0	0.66901	0.23692	0.07649
V21	0.03943	0.2643	0.11427	0.20339	0.3786
V22	0.843	0.07315	0.04767	0	0.03619
V23	0.09145	0.01109	0.02331	0.21791	0.65624
V24	0.50399	0.12018	0.00847	0.0603	0.30706
V25	0.03725	0.01755	0.014	0.4739	0.45731
V26	0.52184	0.20127	0.04208	0.0385	0.1963
V27	0.15742	0.50658	0.14659	0.0082	0.1812
V28	0.05191	0.05712	0.17319	0.60676	0.11102
V29	0.01752	0	0.28706	0.5958	0.09962
V30	0.77479	0.10029	0.01307	0.00474	0.10711
V31	0.45555	0.13597	0	0.22659	0.1819
V32	0.9409	0	0	0	0.0591
V33	0.03611	0.20712	0.00983	0.18214	0.56479
V34	0.14492	0.7982	0	0	0.05688
V35	0.12691	0.60813	0.20194	0.00702	0.05601
V36	0.04335	0.18021	0.1565	0.14808	0.47187
V37	0.78694	0	0	0.00909	0.20397
V38	0.1539	0.01472	0.43885	0.22286	0.16967
V39	0.3829	0.02545	0.30805	0.029	0.25459
V40	0.25373	0.59105	0	0.07567	0.07955
V41	0.08078	0.81004	0	0	0.10918
V42	0.8927	0.02789	0.00899	0	0.07043
V43	0.53766	0.11666	0.30377	0.00032	0.04159
V44	0.06083	0.29295	0.50352	0.0066	0.1361
V45	0.07022	0.65773	0.05908	0.11851	0.09446
V46	0.14622	0.74546	0.03172	0.0063	0.0703
V47	0.01754	0.01592	0.89202	0.00312	0.07141
V48	0.1979	0.11702	0.1906	0.33607	0.15841
V49	0.51216	0.13423	0.18917	0.11528	0.04917
V50	0.04254	0.03434	0.86271	0	0.06042
V51	0.13294	0.27157	0.1731	0.09437	0.32802
V52	0.0833	0.85407	0	0	0.06263
V53	0.05085	0.15078	0	0.69032	0.10805
V54	0.23123	0	9e-04	0.5528	0.21507
V55	0.08567	0	0	0.79677	0.11756
V56	0.08089	0	0	0.73398	0.18513
V57	0.19464	0.12383	0.51389	0.03002	0.13762
V58	0.07984	0	0.127	0.27833	0.51482
V59	0.88917	0.01069	0.07127	0	0.02886
V60	0.46863	0.19625	0.09761	0.11256	0.12495
V61	0.2197	0	0.02399	0.28421	0.4721
V62	0.07809	0.01366	0.28693	0.19816	0.42316
V63	0.44128	0.25843	0.042	0.03747	0.22082
V64	0.94875	0.00903	0.01163	0	0.03059
V65	0.108	0.06154	0.02869	0.61168	0.19009
V66	0.04235	0	0.10916	0.737	0.11149
V67	0.01901	0.00627	0.32991	0.16691	0.47791
V68	0.52208	0	0.35587	0.02593	0.09612
V69	0.64551	0.10784	0.16866	0	0.07799
V70	0.09374	0.69027	0.01166	0.12572	0.07862
V71	0.12698	0.75925	0.00998	0.03549	0.06829
V72	0.06196	0.41677	0.01037	0.07737	0.43354
V73	0.07286	0	0.0849	0.59434	0.24789
V74	0.03324	0.04345	0.00368	0.75243	0.1672
V75	0.5205	0.17497	0.26213	0	0.04241
V76	0.02457	0	0.01043	0.80228	0.16271
V77	0.04089	0.00775	0.84821	0.04227	0.06087
V78	0.01819	0.02434	0.87658	0.01084	0.07005
V79	0.10717	0.4055	0.02203	0.16255	0.30275
V80	0.15414	0.69823	0	0.03276	0.11487
V81	0.02953	0.0157	0.89024	0.00088	0.06365
V82	0.26155	0.14217	0.01448	0.49714	0.08465
V83	0.11906	0.06251	0.01408	0.55425	0.2501
V84	0.11378	0.17318	0.00134	0.12974	0.58196
V85	0.01768	0.01584	0.89072	0.01063	0.06513
V86	0.05085	0.24003	0.25724	0.36982	0.08207
V87	0.48244	0	0.02809	0.41256	0.07691
V88	0.34564	0.15447	0.0382	0.21091	0.25077
V89	0.06992	0.09991	0.73936	0.03464	0.05618
V90	0.03391	0.18715	0.05103	0.17892	0.54899
V91	0.0239	0	0.0635	0.79469	0.11791
V92	0.27336	0.02988	0.02556	0.12436	0.54685
V93	0.03017	0.06885	0.14237	0.53341	0.2252
V94	0.05686	0.16808	0.01586	0.30137	0.45782
V95	0.08327	0.23725	0.01406	0.16908	0.49634
V96	0.83609	0	0.01529	0.0128	0.13583
V97	0.18814	0.01904	0.04307	0.19552	0.55424
V98	0.08135	0.37743	0.14968	0.14322	0.24832
V99	0.54036	0.11831	0	0.20505	0.13627
V100	0.57768	0.15598	0.03492	0.05009	0.18133
V101	0.0916	0.84727	0	0	0.06113
V102	0.35145	0.23741	0.10961	0.11057	0.19096
V103	0.14143	0	0.00364	0.15322	0.70171
V104	0.07314	0.42409	0.06458	0.06856	0.36963
V105	0.02083	0.0053	0.04573	0.20292	0.72521
V106	0.08369	0.73637	0.10169	0	0.07824
V107	0.0784	0.21504	0.60683	0.03899	0.06073
V108	0.04109	0.1779	0.7246	0	0.05641
V109	0.08264	0.21081	0.04419	0.31628	0.34608
V110	0.21266	0.49449	0.14017	0.08676	0.06592
V111	0.33077	0.21954	0.41276	0	0.03692
V112	0.19665	0	0.08637	0.49112	0.22586
V113	0.26867	0	0.09471	0.2134	0.42323
V114	0.61025	0.06296	0.03553	0.16164	0.12962
V115	0.89251	0	0	0	0.10749
V116	0.02137	0.00031	0.00703	0.18255	0.78874
V117	0.07629	0.00762	0.75396	0.08656	0.07557
V118	0.05519	0	0	0.80929	0.13552
V119	0.37594	0.00202	0.3461	0.22389	0.05204
V120	0.02883	0	0.76175	0.12092	0.08849
V121	0.22002	0.68446	0	0	0.09552
V122	0.06153	0.38581	0.063	0.24747	0.24219
V123	0.53499	0.02503	0.06202	0.19516	0.1828
V124	0.24487	0.10094	0.0518	0.26425	0.33813
V125	0.07176	0.44613	0.42327	0	0.05884
V126	0.18972	0.18099	0.19355	0.14805	0.28769
V127	0.32637	0	0.587	0.03825	0.04839
V128	0.22646	0.7149	0	0	0.05865
V129	0.30905	0.02093	0.2424	0.19943	0.22819
V130	0.05989	0.49978	0.01948	0.22418	0.19666
V131	0.03216	0	0.19701	0.67142	0.09941
V132	0.38165	0	0	0.35944	0.25891
V133	0.0216	0.04609	0.52295	0.1322	0.27715
V134	0.1004	0.01813	0.73083	0.03367	0.11696
V135	0.04653	0.09608	0.67611	0.0398	0.14148
V136	0.96595	0	0	0	0.03405
V137	0.92121	0.02116	0	0.00058	0.05705
V138	0.28516	0.13695	0.06654	0.17512	0.33623
V139	0.13593	0	0.12683	0.64235	0.09489
V140	0.035	0	0.1555	0.14727	0.66222
V141	0.04449	0.21459	0.58199	0.09354	0.06539
V142	0.24561	0	0.30062	0.17074	0.28304
V143	0.04313	0.19141	0.4348	0.16101	0.16964
V144	0.54159	0.20796	0.04699	0.10077	0.10269
V145	0.01821	0.02181	0.86349	0.02073	0.07575
V146	0.05963	0.33709	0	0.32755	0.27573
V147	0.12816	0.0573	0.62752	0.10829	0.07872
V148	0.18423	0.7405	0	0.00519	0.07009
V149	0.026	0	0	0.81317	0.16083
V150	0.18318	0.19088	0.52566	0	0.10028
V151	0.45961	0	0.00037	0.39305	0.14697
V152	0.02803	0	0.09147	0.723	0.1575
V153	0.21194	0.17857	0.40937	0.0551	0.14503
V154	0.15094	0.59376	0.00075	0.03883	0.21573
V155	0.05262	0	0.10838	0.72928	0.10973
V156	0.12827	0.01469	0.37301	0.19833	0.28569
V157	0.11654	0.02888	0.15607	0.33531	0.3632
V158	0.23413	0	0.41461	0.0823	0.26896
V159	0.13966	0.20386	0.00075	0.54406	0.11167
V160	0.50389	0.15386	0.07573	0.05239	0.21413
V161	0.24883	0.01003	0.06021	0.11357	0.56736
V162	0.0188	0.02741	0.88705	0.00175	0.06499
V163	0.06437	0	0.0162	0.19102	0.72841
V164	0.92454	0.04357	0.004	0	0.02789
V165	0.6413	0.20302	0.06037	0.02511	0.0702
V166	0.06929	0	0.20449	0.58101	0.14521
V167	0.06904	0.63179	0	0.12461	0.17456
V168	0.0188	0.02741	0.88705	0.00175	0.06499
V169	0.09072	0.66991	0.11151	0.05578	0.07208
V170	0.27908	0.37544	0.03126	0.17691	0.13731
V171	0.35822	0.06773	0.31856	0.16949	0.08599
V172	0.21458	0.22854	0.05867	0.08604	0.41217
V173	0.24313	0.08654	0.07395	0.40571	0.19067
V174	0.24489	0	0.31729	0.2282	0.20962
V175	0.09989	0.14025	0.10775	0.2437	0.40841
V176	0.38697	0	0	0.53386	0.07918
V177	0.23843	0.01703	0.51556	0.17025	0.05872
V178	0.3316	0.0264	0.4154	0.11643	0.11016
