Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00194	0	0.10404	0	0.41439	0	0.00021	0.00227	0	0.47715
V2	0.64461	0	0	0	0.01074	0.30734	0.03401	0.0033	0	0
V3	0.09961	0	0.11712	0	0.49755	0.0165	0.05544	0.20622	0	0.00756
V4	0.02066	0.05892	0.04024	0.00813	0.10177	0.06102	0.01699	0.02261	0.57992	0.08975
V5	0	0.10657	0.08749	0.07231	0.21803	0.07061	0.00837	0.00147	0	0.43517
V6	0.01322	0	0.22057	0	0.65714	0.01557	0.00351	0.08997	0	0
V7	0.00913	0.37725	0.0142	0	0.45358	0.00809	0.03659	0.10117	0	0
V8	0.0188	0.41661	0.0366	0	0.15991	0.00419	0.00636	0.35607	0	0.00147
V9	0.0076	0.0117	0.08653	0.09198	0.00417	0.03424	0.12236	0.6067	0.03242	0.00231
V10	0.00255	0	0.03379	0	0.71958	0.04715	0.01122	0.18571	0	0
V11	0.02424	0.41139	0.0012	0	0.16111	0.02606	0.00832	0.32693	0.03394	0.00682
V12	0	0.02571	0.19052	0.50747	0.06102	0.0189	0.08231	0.00907	0.01357	0.09144
V13	0.09045	0.03193	0.13184	0	0.0217	0.22188	0.30564	0.01515	0.17285	0.00856
V14	0.07465	0.38937	0.15896	0.02612	0.1682	0.07067	0.08795	0.02235	0.00174	0
V15	0.19184	0.00981	0.11999	0.58192	0	0.02454	0.04131	0.00917	0.02141	0
V16	0	0.04438	0.19847	0.53126	0.02835	0.04308	0.02761	0	0.12685	0
V17	0.01209	0.1173	0.05679	0	0.24781	0.08692	0.02524	0.0134	0	0.44045
V18	0.03876	0.07453	0.10751	0.32549	0.12338	0.00572	0.01023	0.00016	0	0.31423
V19	0	0	0.08002	0.06878	0.17156	0.08951	0.0045	0.01392	0	0.57171
V20	0	0.24559	0.02853	0	0.08021	0.11505	0.3782	0.07199	0.01387	0.06657
V21	0.09102	0.35392	0.00526	0	0.12869	0.32876	0.02898	0.04293	0.01514	0.00531
V22	0.00122	0	0.04826	0	0.12563	0	0.00135	0.39019	0.03507	0.39829
V23	0.28466	0.00837	0.59567	0	0.02532	0.00262	0	0.00766	0.00711	0.06859
V24	0.03639	0.49294	0.0351	0	0.20215	0.00405	0.04757	0.10333	0.07848	0
V25	0.0206	0.08598	0.06688	0.01365	0.2244	0.12345	0.02416	0.00185	0.17606	0.26298
V26	0.02085	0	0.05372	0	0	0	0.01281	0.90783	0.0043	5e-04
V27	0	0	0.05706	0	0.61819	0	0.0119	0.00139	0	0.31146
V28	0.2826	0	0.0464	0	0.11947	0.0218	0.01091	0.04831	0	0.47051
V29	0.01817	0.55279	0.00473	0	0.24304	0.08846	0.01171	0.03045	0	0.05065
V30	0.01049	0.02507	0.11468	0	0.00054	0.33728	0.19915	0.00275	0.30452	0.00552
V31	0.02516	0.2432	0.18506	0	0.15554	0	0.00238	0.3885	0	0.00017
V32	0.47161	0	0.01411	0	0.34289	0.04385	0.02413	0.00292	0.09464	0.00586
V33	0.00509	0.02603	0.24762	0.5011	0	0.04038	0.15489	0	0.02489	0
V34	0	0.00311	0.06362	0	0.46694	0	0.00353	0.025	0.02502	0.41277
V35	0.01892	0.66873	0	0	0.26867	0.00053	0.01186	0.03128	0	0
V36	0.04331	0.0739	0.02835	0	0	0.17257	0.58189	0.05087	0.03937	0.00974
V37	0.00976	0.48917	0.00477	0	0.1952	0.04773	0.19451	0.04947	0.00173	0.00766
V38	0.10961	0.03818	0.07183	0.18363	0	0.12077	0.43116	0.00407	0.03813	0.00261
V39	0.06066	0.03871	0.08797	0.17147	0.03406	0.11528	0.41297	0.03051	0.0369	0.01148
V40	0.1363	0	0.72766	0	0.11703	0	0	0.00689	0.01211	0
V41	0.61126	0.046	0.00913	0	0.03145	0	0.00601	0.01304	0.28108	0.00203
V42	0.00929	0.44565	0.01052	0	0.50635	0	0.00147	0.00951	0	0.01722
V43	0.12325	0.01174	0.14562	0.05195	0.23397	0.07599	0.15526	0.03805	0.16416	0
V44	0.04659	0	0.50553	0	0	0	1e-04	0.43334	0.01444	0
V45	0.01948	0.02185	0.04012	0.01951	0.0292	0.04258	0.17742	0.00222	0.62826	0.01936
V46	0.14207	0.07813	0.09926	0.24128	0.14927	0	0.0054	0.02233	0	0.26226
V47	0	0.05593	0.0301	0	0	0.19193	0.64735	0.00683	0.05033	0.01754
V48	0.00293	0.01413	0.07741	0	0.21781	0	0.00361	0.0041	0.09731	0.5827
V49	0.14555	0	0.00497	0	0	0	0.00531	0.84417	0	0
V50	0.28233	0.13985	0	0	0.06356	0.46897	0.02489	0.00163	0.01876	0
V51	0.169	0	0.60006	0	0.07412	0	0.0016	0.0874	0.06511	0.00271
V52	0	0.026	0.21663	0.33968	0	0.07944	0.28814	0.01281	0.0373	0
V53	0.42046	0	0.12911	0.06141	0.04776	0	0.00315	0.2116	0	0.1265
V54	0	0	0.01766	0	0.20339	0.69122	0.04386	0.00236	0.03903	0.00249
V55	0	0.01361	0.11406	0.71007	0.06959	0.0177	0.04879	0	0.02036	0.00582
V56	0.15262	0	0.58596	0	0.08736	0.14415	0.00682	0	0.01827	0.00481
V57	0.0329	0	0.63567	0.13417	0.00185	0.00834	0.01387	0.04371	0.12045	0.00902
V58	0.0045	0.14906	0.08369	0.13003	0.05641	0.49502	0.04508	0.00054	0.03566	0
V59	0.01876	0.11544	0.02895	0	0	0.17766	0.59971	0.00655	0.04331	0.00961
V60	0.75795	0	0	0	0.08152	0	0	0.00341	0.15713	0
V61	0	0	0.04164	0.02224	0	0.80841	0.05407	0.00315	0.06143	0.00907
V62	0.01262	0.02164	0.06238	0.00666	0.10196	0.08632	0.31611	0.01814	0.05589	0.31829
V63	0.00172	0.1626	0.03065	0	0.25026	0.48461	0.03523	0.00095	0.02186	0.01211
V64	0.05707	0.00071	0.33077	0.19528	0.00075	0.00375	0.01115	0.36475	0.00862	0.02716
V65	0.04268	0.02222	0.0968	0.32481	0.00762	0.00665	0.05224	0.32791	0.10893	0.01014
V66	7e-04	0	0.05821	0	0.76995	0.02134	0.01787	0.03518	0	0.09674
V67	0.03419	0.13872	0.54679	0	0.06554	0.05364	0.05584	0.02019	0.07236	0.01274
V68	0.03442	0.00847	0.02826	0.00235	0.03387	0	0.01319	0.39476	0.48468	0
V69	0.07156	0	0.9046	0	0.0019	0	0	0	0.02194	0
V70	0.76107	0	0.06965	0	0	0.03715	0.02032	0.01384	0.09797	0
V71	0.0325	0	0.01659	0	0.00175	0	0.00928	0.92618	0.00271	0.01099
V72	0.19865	0	0.0957	0.26804	0.26887	0	0.00871	0.01165	0	0.14838
V73	0.01993	0	0.05738	0	0.89073	0.01117	0.00892	0.01189	0	0
V74	0	0	0.10945	0.20925	0.1401	0.03731	0.00681	0.01245	0	0.48463
V75	0	0.0579	0.22202	0.42849	0.0445	0.00858	0.02375	0.008	0.20675	0
V76	0	0.00217	0.00724	0.00587	0	0.8507	0.05871	0.004	0.06849	0.00282
V77	0	0.01847	0.0601	0.31907	0	0.33702	0.22033	0.00076	0.03769	0.00656
V78	0.00842	0.42276	0.04845	0	0.19605	0.06259	0.2099	0.00177	0	0.05005
V79	0	0.02067	0.07844	0.28502	0.01743	0.25774	0.03914	0	0.28943	0.01212
V80	0.42893	0	0.03164	0	0.10701	0.00224	0.01723	0.00449	0.05546	0.35301
V81	0	0.00124	0.04199	0.14768	0.17041	0.56501	0.04094	7e-04	0.03154	0.00049
V82	0.04568	0.39384	0.05503	0.23789	0.15719	0.00964	0.0125	0.08823	0	0
V83	0.00628	0.03941	0.11391	0.43937	0.03131	0	0.02132	0.33942	0.00898	0
V84	0.01145	0.00563	0.03959	0.0241	0.11127	0.59566	0.16461	0.00339	0.04019	0.00411
V85	0.21876	0	0.53129	0	0.05032	0	0	0	0.00118	0.19846
V86	0.26182	0.00174	0.36766	0.33399	0	0.00955	0.01301	0	0.01222	0
V87	0.02744	0.02264	0.03171	0.02751	0.07852	0	0.01871	0.00021	0.79325	0
V88	0	0.26487	0.09999	0.5021	0.1001	0.00179	0.02668	0	0.00447	0
V89	0	0.04687	0.03652	0.03028	0	0.14874	0.5388	0.15572	0.03667	0.0064
V90	0.02342	0.04482	0.48345	0	0.1179	0.01749	0	0	0	0.31292
V91	0.07958	0	0.87749	0	0.00746	0	0	0.0061	0.02936	0
V92	0	0.06314	0.03125	0	0	0.17797	0.6012	0.00621	0.11324	0.00699
V93	0.02452	0.04917	0.09602	0.00121	0.03598	0.03654	0.15791	0.02513	0.57352	0
V94	0.89082	0	0.00122	0	0	0.03438	0.00927	0.06217	0	0.00213
V95	0.00511	0.03944	0.02066	0	0	0.09266	0.34561	0.46123	0.0318	0.00348
V96	0.01531	0.09139	0.40655	0.35964	0.03406	0.01645	0.01734	0.01961	0.03964	0
V97	0	0.05624	0.03586	0	0	0.16377	0.58818	0.00664	0.0519	0.09742
V98	0.00884	0.19456	0.04762	0.04054	0.3119	0.01383	0.03003	0.13448	0.15142	0.06677
V99	0.58455	9e-04	0.0052	0	0.01511	0.01174	0.0532	0.01407	0.31524	0
V100	0.16481	0.00859	0.06692	0.20895	0.03053	0.32106	0.03836	0.00025	0.1531	0.00745
V101	0	0.00668	0.05193	0	0.14165	0.11999	0.11446	0.06418	0	0.50111
V102	0.03908	0.16536	0.01011	0	0.15485	0.33606	0.1016	0.16505	0.01579	0.01211
V103	0.08357	0.01451	0.03206	0.02335	0.04019	0	0.01743	0.01134	0.77755	0
V104	0.08027	0	0.86812	0	0	0	0	0	0.05161	0
V105	0.29054	0	0.08315	0	0	0.12009	0.00887	0.49362	0.00373	0
V106	0.03598	0.52717	0.20591	0	0.2137	0.01446	0.00272	0	0	6e-05
V107	0.24597	0.1259	0.0276	0	0.39713	0.01024	0.00896	0.0572	0.12698	0
V108	0	0	0.05767	0.15091	0.06351	0.42049	0.02904	0.03329	0.02466	0.22044
V109	0	0.02049	0.01018	0.01138	0.00325	0.81582	0.05985	0.00356	0.07168	0.0038
V110	0.0033	0	0.04787	0	0.84306	0	0.00269	0.10308	0	0
V111	0	0.05336	0.04055	0.00064	0.10786	0.15894	0.57541	0.0065	0.03865	0.01809
V112	0	0.05139	0.04161	0	0.03329	0.12988	0.46872	0.00584	0.0998	0.16945
V113	0.03134	0.00362	0.04078	0.01152	0.05942	0.04804	0.02613	0.03431	0.66379	0.08106
V114	0.03829	0.0165	0.03985	0.01975	0.04276	0	0.01867	0.01127	0.81292	0
