CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.10216	0.02236	0.74223	0.01664	0.06206	0.05455
V2	0.37424	0.10838	0.09797	0.12078	0.20076	0.09787
V3	0.21067	0.0644	0.28015	0.02883	0.09678	0.31917
V4	0.1808	0.3431	0.08243	0.11097	0.19024	0.09246
V5	0.04764	0.05239	0.0262	0.49484	0.35168	0.02725
V6	0.20742	0.02741	0.22657	0.06267	0.23472	0.24121
V7	0.07874	0.29198	0.04171	0.05789	0.48723	0.04246
V8	0.45556	0.05261	0.11909	0.13242	0.10826	0.13206
V9	0.21947	0.14701	0.0811	0.25005	0.13944	0.16293
V10	0.30091	0.04398	0.12239	0.30548	0.13735	0.08989
V11	0.10788	0.56957	0.09001	0.06343	0.12409	0.04502
V12	0.23335	0.03869	0.1676	0.04185	0.10546	0.41306
V13	0.0974	0.39669	0.30444	0.05562	0.09934	0.04651
V14	0.07441	0.03613	0.05052	0.6706	0.13377	0.03457
V15	0.32151	0.07361	0.07983	0.13411	0.28561	0.10533
V16	0.08329	0.02308	0.04627	0.34427	0.41175	0.09134
V17	0.21365	0.04843	0.24135	0.03007	0.09259	0.37392
V18	0.46932	0.12955	0.12488	0.05727	0.09952	0.11944
V19	0.38192	0.05602	0.24393	0.03867	0.17381	0.10565
V20	0.40384	0.06536	0.17256	0.12869	0.10453	0.12502
V21	0.23507	0.04804	0.13013	0.04388	0.14345	0.39943
V22	0.14992	0.05308	0.04831	0.08805	0.593	0.06763
V23	0.0793	0.01847	0.29986	0.03471	0.52691	0.04075
V24	0.13038	0.02259	0.0364	0.12389	0.61957	0.06718
V25	0.3016	0.23029	0.08685	0.14999	0.14503	0.08625
V26	0.20103	0.02612	0.05428	0.03744	0.61829	0.06284
V27	0.19637	0.02992	0.26453	0.03677	0.09919	0.37321
V28	0.12062	0.21256	0.19725	0.2171	0.13068	0.12179
V29	0.1029	0.4504	0.15291	0.10091	0.10276	0.09011
V30	0.19082	0.17085	0.16231	0.03667	0.29368	0.14567
V31	0.42774	0.03376	0.26082	0.05454	0.08757	0.13558
V32	0.04975	0.03151	0.32597	0.44388	0.09815	0.05073
V33	0.18793	0.31909	0.26472	0.05603	0.09278	0.07945
V34	0.04245	0.0106	0.44066	0.0387	0.42525	0.04235
V35	0.05003	0.0605	0.18735	0.43839	0.21819	0.04554
V36	0.10835	0.36353	0.15238	0.05163	0.27178	0.05233
V37	0.08208	0.02006	0.70219	0.02299	0.0645	0.10818
V38	0.21557	0.02198	0.23961	0.02967	0.09241	0.40077
V39	0.37125	0.04853	0.09846	0.2632	0.11321	0.10534
V40	0.09936	0.37602	0.07316	0.1617	0.21284	0.07693
V41	0.4619	0.03642	0.14124	0.04348	0.10506	0.21191
V42	0.19806	0.02787	0.52142	0.02301	0.11471	0.11493
V43	0.16911	0.3066	0.07244	0.06728	0.30334	0.08123
V44	0.11337	0.57863	0.08729	0.05875	0.11111	0.05085
V45	0.28849	0.25989	0.13531	0.06077	0.1159	0.13963
V46	0.10297	0.02286	0.06466	0.24972	0.40881	0.15098
V47	0.09648	0.31339	0.05902	0.15356	0.31201	0.06554
V48	0.08496	0.44666	0.21309	0.04623	0.1694	0.03966
V49	0.10568	0.54446	0.07978	0.05617	0.16954	0.04437
V50	0.05623	0.0092	0.24599	0.0346	0.58865	0.06533
V51	0.04305	0.01006	0.01559	0.0436	0.85164	0.03606
V52	0.08617	0.40758	0.2656	0.07024	0.12378	0.04665
V53	0.12477	0.01423	0.10516	0.05536	0.65283	0.04765
V54	0.09186	0.1055	0.51367	0.0616	0.14895	0.07841
V55	0.04458	0.03868	0.11198	0.05446	0.71441	0.03589
V56	0.04222	0.04281	0.66399	0.11194	0.10254	0.03649
V57	0.16734	0.28029	0.11572	0.04087	0.21884	0.17693
V58	0.0543	0.02012	0.76895	0.03076	0.06228	0.06359
V59	0.06261	0.02878	0.03443	0.68539	0.15958	0.02921
V60	0.31685	0.03023	0.08529	0.36918	0.11632	0.08213
V61	0.24903	0.11868	0.0979	0.17344	0.16204	0.19891
V62	0.33579	0.04564	0.15355	0.13515	0.18398	0.14589
V63	0.13378	0.38319	0.09537	0.10798	0.11962	0.16005
V64	0.04953	0.08648	0.02063	0.03818	0.76965	0.03554
V65	0.35786	0.12412	0.1315	0.05837	0.1395	0.18865
V66	0.30808	0.04047	0.17432	0.05222	0.33825	0.08664
V67	0.09958	0.13231	0.31697	0.22401	0.09835	0.12878
V68	0.52225	0.04053	0.13007	0.07944	0.09827	0.12944
V69	0.3974	0.04972	0.12396	0.04214	0.12509	0.26168
V70	0.05961	0.0249	0.21876	0.49044	0.17166	0.03463
V71	0.09486	0.20124	0.07579	0.11789	0.4054	0.10481
V72	0.37	0.11623	0.16199	0.0575	0.15353	0.14075
V73	0.06855	0.02028	0.11501	0.61031	0.15147	0.03438
V74	0.05038	0.13007	0.04795	0.60732	0.13852	0.02576
V75	0.09678	0.57239	0.0753	0.07546	0.13764	0.04243
V76	0.0505	0.01155	0.624	0.04257	0.22866	0.04272
V77	0.10504	0.12379	0.1355	0.45013	0.11664	0.06889
V78	0.33234	0.11471	0.14324	0.14306	0.11542	0.15123
V79	0.15144	0.40423	0.10626	0.04616	0.10333	0.18858
V80	0.14377	0.41876	0.09527	0.05391	0.11856	0.16973
V81	0.4355	0.10547	0.17279	0.0528	0.1113	0.12215
V82	0.09508	0.51509	0.07401	0.08498	0.18465	0.04619
V83	0.12895	0.12953	0.07002	0.34512	0.24641	0.07997
V84	0.23024	0.03345	0.14126	0.37517	0.13804	0.08184
V85	0.50023	0.03901	0.18923	0.05256	0.09333	0.12563
V86	0.20472	0.04683	0.18729	0.27619	0.11605	0.16891
V87	0.04439	0.03465	0.05362	0.69897	0.13653	0.03184
V88	0.12016	0.04304	0.06721	0.44188	0.17165	0.15607
V89	0.12536	0.14392	0.44477	0.03199	0.07863	0.17533
V90	0.10752	0.45696	0.16675	0.05542	0.15805	0.0553
V91	0.06425	0.01909	0.05718	0.11378	0.70077	0.04494
V92	0.05039	0.05914	0.02692	0.04318	0.77824	0.04213
V93	0.19146	0.06652	0.08214	0.1148	0.34185	0.20324
V94	0.03866	0.02501	0.25444	0.5449	0.10918	0.02781
V95	0.04016	0.01771	0.27446	0.11624	0.51861	0.03282
V96	0.10823	0.27497	0.07086	0.07791	0.36121	0.10683
V97	0.04189	0.01756	0.02264	0.08525	0.80067	0.03199
V98	0.05958	0.07617	0.03977	0.58585	0.20741	0.03122
V99	0.04102	0.03469	0.03861	0.71644	0.14438	0.02486
