B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.59781	0.05862	0.14261	0.20095
V2	0.20734	0.16523	0.02392	0.6035
V3	0.10498	0.62311	0	0.2719
V4	0.84063	0.13948	0.01094	0.00895
V5	0.16007	0.49132	0.21562	0.13299
V6	0.12402	0.86139	0	0.01459
V7	0.20142	0.40195	0.043	0.35364
V8	0.17198	0.03461	0.75072	0.04269
V9	0.29835	0.28541	0.00822	0.40802
V10	0.04844	0.06059	0.83437	0.0566
V11	0.25557	0.3695	0.37493	0
V12	0.05372	0.60176	0.34452	0
V13	0.34275	0.65725	0	0
V14	0.10786	0.88777	0	0.00437
V15	0.17694	0.59937	0.09322	0.13047
V16	0.86369	0.0911	0.0324	0.01281
V17	0.13529	0.85157	0	0.01314
V18	0.6154	0.33	0.03668	0.01791
V19	0.22153	0.77744	0	0.00103
V20	0.22542	0.47523	0	0.29936
V21	0.16724	0.12065	0.67558	0.03653
V22	0.06415	0.17643	0.14844	0.61098
V23	0.42609	0.09417	0.47974	0
V24	0.88468	0.07935	0.03597	0
V25	0.40387	0.2749	0.09308	0.22815
V26	0.46102	0.38737	0.00022	0.15138
V27	0.15152	0.13787	0.01038	0.70023
V28	0	0.13625	0.86375	0
V29	0.48522	0.07791	0.4198	0.01706
V30	0.15043	0.27819	0.21895	0.35243
V31	0.25766	0.24675	0.23984	0.25575
V32	0.13286	0.10194	0.0325	0.73269
V33	0.08235	0.51837	0.31639	0.08288
V34	0.16757	0.09596	0.69832	0.03814
V35	0.22434	0.69963	0.06332	0.01271
V36	0.03761	0.123	0.41151	0.42788
V37	0.58928	0.11363	0.08152	0.21556
V38	0.48946	0.05653	0.14085	0.31316
V39	0.22506	0.56215	0.10276	0.11003
V40	0.14134	0.80774	0.05092	0
V41	0.03513	0.70915	0.00965	0.24607
V42	0.28955	0.08765	0.16772	0.45508
V43	0.1756	0.36485	0.43895	0.0206
V44	0.03769	0.14684	0.66021	0.15526
V45	0.14781	0.58836	0.19247	0.07136
V46	0.78443	0.10987	0.1057	0
V47	0.49208	0.21645	0.25959	0.03189
V48	0.80225	0.17781	0.01358	0.00635
V49	0.75243	0.19879	0.00073	0.04805
V50	0.10918	0.82868	0.06213	0
V51	0.36988	0.39943	0.21793	0.01276
V52	0.05276	0.17832	0.72799	0.04093
V53	0.73201	0.14388	0.12411	0
V54	0.47212	0.22078	0.30596	0.00114
V55	0.27409	0.18712	0.19055	0.34824
V56	0.10857	0.07995	0.06136	0.75012
V57	0.14869	0.8421	0	0.0092
V58	0.67769	0.05217	0.04116	0.22898
V59	0.4912	0.39388	0.08686	0.02806
V60	0.18521	0.21559	0.26891	0.33029
V61	0.79885	0.13658	0.01793	0.04665
V62	0.84479	0.07983	0.069	0.00638
V63	0.051	0.83501	0.1	0.01399
V64	0.03497	0.85752	0	0.10751
V65	0.06912	0.02905	0.09084	0.81099
V66	0.28935	0.66709	0	0.04355
V67	0.19835	0.35418	0.44747	0
V68	0.21702	0.21479	0	0.56818
V69	0.05223	0.35191	0.5512	0.04466
V70	0.58224	0.18245	0.14913	0.08619
V71	0.22209	0.13117	0.31925	0.32749
V72	0.61497	0.18716	0.07905	0.11882
V73	0.21134	0.60482	0.1161	0.06774
V74	0.08015	0.26418	0.65567	0
V75	0.7281	0.03512	0.1744	0.06238
V76	0.03049	0.25746	0.12804	0.58402
V77	0.08855	0.33569	0	0.57575
V78	0.37061	0.16815	0.14617	0.31507
V79	0.03075	0.171	0.71255	0.0857
V80	0.40347	0.07064	0.45575	0.07014
V81	0.08547	0.21709	0.6969	0.00054
V82	0.00046	0.15215	0.81578	0.0316
V83	0.19264	0.24617	0.03861	0.52257
V84	0.46086	0.09311	0.13486	0.31118
V85	0.15618	0.35429	0.34617	0.14336
V86	0.06842	0.12431	0.75966	0.04761
V87	0.07314	0.84372	0.03033	0.0528
V88	0.22755	0.1213	0.22161	0.42953
V89	0.06804	0.0995	0.15253	0.67993
V90	0.06208	0.89388	0.03131	0.01273
V91	0.07012	0.7447	0.16768	0.01751
V92	0.50739	0.07005	0.32084	0.10172
V93	0.86281	0.06911	0.01069	0.05739
V94	0.05758	0.48431	0	0.45812
V95	0.31916	0.44012	0.12635	0.11437
V96	0.1287	0.18767	0.00376	0.67987
V97	0.69532	0.13312	0.17156	0
V98	0.72085	0.27874	0.00041	0
V99	0.7863	0.08474	0.12896	0
V100	0.10534	0.08812	0.76675	0.0398
V101	0.08321	0.14411	0	0.77268
V102	0.87142	0.09857	0.02257	0.00744
V103	0.06225	0.13513	0.05218	0.75044
V104	0.06089	0.92689	0	0.01222
V105	0.09134	0.90213	0	0.00654
V106	0.16882	0.51961	0.28599	0.02557
V107	0.23262	0.24278	0.48486	0.03974
V108	0.20059	0.7309	0.06851	0
V109	0.03836	0.22532	0.52699	0.20934
V110	0.09752	0.87304	0.01359	0.01585
V111	0.88432	0.03609	0.0781	0.00148
V112	0.18349	0.12762	0.3676	0.3213
V113	0.25183	0.17357	0.13489	0.4397
V114	0.31145	0.10971	0.06231	0.51653
V115	0.02934	0.76308	0.20759	0
V116	0.19201	0.35134	0.31571	0.14094
V117	0.69959	0.25008	0.03396	0.01637
V118	0.22944	0.58223	0.00719	0.18114
V119	0.17335	0.16128	0.02354	0.64183
V120	0.10394	0.14166	0.72532	0.02909
V121	0.6327	0.16244	0.0799	0.12497
V122	0.89394	0.05644	0.03874	0.01088
V123	0.0417	0.5607	0.00283	0.39477
V124	0.692	0.27772	0	0.03028
V125	0.44899	0.40301	0.148	0
V126	0.09684	0.23479	0.0131	0.65526
V127	0.2282	0.11204	0.21159	0.44817
V128	0.09601	0.08928	0.07414	0.74057
V129	0.61284	0.24292	0.13395	0.01029
V130	0.02849	0.66504	0.30646	0
V131	0.05643	0.88705	0	0.05653
V132	0.89026	0.04753	0.04908	0.01313
V133	0.87215	0.06149	0.05743	0.00893
V134	0.16441	0.4356	0.0877	0.31229
V135	0.14247	0.08861	0.14189	0.62703
V136	0.30863	0.41387	0	0.2775
V137	0.67109	0.0762	0.20789	0.04483
V138	0.27123	0.42441	0.14324	0.16113
V139	0.41369	0.24749	0.15392	0.18491
V140	0.09077	0.18638	0.01648	0.70636
V141	0.10419	0.21948	0.47296	0.20337
V142	0.78661	0.0381	0.17528	0
V143	0.49173	0.28598	0.04793	0.17435
V144	0.22665	0.22433	0.12359	0.42543
V145	0.01246	0.77815	0.20939	0
V146	0.11623	0.08368	0.04278	0.7573
V147	0.87329	0.07429	0.03612	0.01629
V148	0.1768	0.13648	0.50511	0.18161
V149	0.31919	0.4954	0.18541	0
V150	0.12653	0.2889	0.51637	0.0682
V151	0.27662	0.61174	0.01379	0.09785
V152	0.29113	0.4494	0.18425	0.07522
V153	0.16497	0.74385	0	0.09118
V154	0.29947	0.45402	0.23241	0.0141
V155	0.51727	0.18018	0.23312	0.06944
V156	0.06076	0.20645	0.61666	0.11614
V157	0.36338	0.20665	0.25656	0.17341
V158	0.08803	0.02668	0.0707	0.81458
V159	0.85853	0.1106	0.01292	0.01795
V160	0.71748	0.05128	0.06648	0.16476
V161	0.27773	0.07538	0.0273	0.61959
V162	0.12161	0.36518	0.03963	0.47358
V163	0.15115	0.51677	0.13542	0.19666
V164	0.40473	0.33432	0.07753	0.18342
V165	0.05468	0.31687	0	0.62845
V166	0.0609	0.19935	0.02748	0.71227
V167	0.4238	0.05622	0	0.51998
V168	0.35405	0.54691	0.06196	0.03708
V169	0.25378	0.13033	0.0234	0.59249
V170	0.1569	0.0912	0.45575	0.29614
V171	0.17365	0.28434	0.50894	0.03307
V172	0.73016	0.03773	0.2321	0
V173	0.08677	0.23647	0.00601	0.67076
V174	0.07053	0.25575	0.03213	0.6416
V175	0.09856	0.08238	0.70164	0.11742
V176	0.03254	0.81823	0.14923	0
V177	0.045	0.93829	0	0.01671
V178	0.03538	0.77747	0	0.18715
V179	0.22282	0.07948	0.32378	0.37392
V180	0.05648	0.89557	0.04794	0
V181	0.21206	0.19189	0.46252	0.13353
V182	0.35073	0.22237	0.3825	0.0444
V183	0.24203	0.75797	0	0
V184	0.91687	0.04296	0.04017	0
V185	0.61764	0.3746	0.00775	0
V186	0.17181	0.49703	0.22568	0.10548
V187	0.89454	0.05253	0.04721	0.00572
V188	0.11244	0.28745	0	0.60012
V189	0.80774	0.07363	0.02595	0.09268
V190	0.67378	0.0627	0.26352	0
V191	0.23225	0.25137	0.48472	0.03166
V192	0.37122	0.46519	0.02918	0.13441
V193	0.6368	0.07364	0.20243	0.08713
V194	0.06778	0.91505	0	0.01717
V195	0.04549	0.11485	0.80498	0.03469
V196	0.07011	0.17776	0	0.75214
V197	0.47753	0.11162	0.01337	0.39747
V198	0.108	0.52069	0.32667	0.04464
V199	0.23229	0.09046	0.14288	0.53437
V200	0.19	0.57169	0	0.23832
V201	0.14923	0.56648	0.16041	0.12388
V202	0.03813	0.10382	0.69271	0.16534
V203	0.21593	0.44441	0.33966	0
V204	0.04093	0.55839	0	0.40068
V205	0.0491	0.14083	0.77479	0.03529
V206	0.0689	0.17356	0.74297	0.01458
V207	0.19252	0.26436	0.02235	0.52077
V208	0.29837	0.12157	0.57302	0.00703
V209	0.37033	0.46497	0.04664	0.11806
V210	0.13772	0.7595	0.06974	0.03303
V211	0.48626	0.0789	0.02287	0.41197
V212	0.54937	0.09113	0.35719	0.00231
V213	0.66803	0.07634	0.10052	0.15511
V214	0.39291	0.21338	0.12762	0.26608
V215	0.35688	0.1634	0.00171	0.478
V216	0.10042	0.05418	0.05442	0.79098
V217	0.0872	0.52533	0.19527	0.19221
V218	0.15124	0.48104	0.13196	0.23576
V219	0.16543	0.6346	0	0.19997
V220	0.03482	0.83935	0	0.12583
V221	0.80546	0.06321	0.01276	0.11857
V222	0.37149	0.18544	0.30345	0.13963
V223	0.02949	0.20929	0.68462	0.0766
V224	0.91728	0.03283	0.04988	0
V225	0.09702	0.86886	0.03413	0
V226	0.35746	0.13501	0.50651	0.00101
V227	0.78814	0.03462	0.17393	0.00331
V228	0.76973	0.10973	0.06486	0.05568
V229	0.04893	0.10202	0.80591	0.04314
V230	0.07802	0.12562	0.02717	0.76919
V231	0.06202	0.35521	0.06358	0.51919
V232	0.09018	0.64987	0	0.25994
V233	0.6026	0.13013	0.16665	0.10062
V234	0.07007	0.91209	0.00262	0.01522
V235	0.42375	0.11164	0.44642	0.01818
V236	0.0694	0.15087	0.70303	0.07669
V237	0.22101	0.0774	0.03429	0.6673
V238	0.18351	0.55414	0.23018	0.03217
V239	0.1199	0.44081	0	0.43929
V240	0.52741	0.08844	0.34815	0.03599
V241	0.04514	0.07284	0.80716	0.07485
V242	0.18542	0.7435	0.07108	0
V243	0.29107	0.10158	0.5411	0.06625
V244	0.25582	0.068	0.60107	0.07511
V245	0.63295	0.28965	0.04423	0.03317
V246	0.08312	0.21403	0.67336	0.02949
V247	0.19753	0.09565	0.70682	0
V248	0.0855	0.12579	0.03384	0.75487
V249	0.0112	0.12911	0.78562	0.07407
V250	0.7711	0.03357	0.19532	0
V251	0.88007	0.094	0.02419	0.00174
V252	0.0258	0.84631	0.12789	0
V253	0.42902	0.12246	0.1329	0.31561
V254	0.04806	0.92584	0.02077	0.00533
V255	0.08076	0.89719	0	0.02205
V256	0.22266	0.26156	0.44292	0.07286
V257	0.47902	0.14912	0.19091	0.18096
V258	0.22649	0.30802	0.36032	0.10518
V259	0.06645	0.34092	0.55881	0.03383
V260	0.00646	0.33814	0.65153	0.00388
V261	0.64849	0.07296	0.17141	0.10714
V262	0.15136	0.14817	0.00746	0.69302
V263	0.05105	0.93149	0	0.01746
V264	0.22109	0.09959	0.36954	0.30978
V265	0.09525	0.06064	0.1057	0.73841
V266	0.68152	0.31601	0.00248	0
V267	0.02315	0.26318	0.22862	0.48505
V268	0.44945	0.07717	0.11935	0.35403
V269	0.02176	0.5831	0.35642	0.03873
V270	0.66562	0.06618	0.20984	0.05836
V271	0.79241	0.10971	0.03715	0.06072
V272	0.09957	0.8186	0	0.08182
V273	0.11498	0.10487	0.03748	0.74267
V274	0.72068	0.03731	0.16608	0.07593
V275	0.00491	0.12346	0.83155	0.04008
V276	0.55907	0.33598	0	0.10495
V277	0.08548	0.28791	0.10934	0.51727
V278	0.08513	0.139	0.2373	0.53857
V279	0.70477	0.10226	0.0996	0.09337
V280	0.08803	0.02668	0.0707	0.81458
V281	0.58993	0.07956	0.12041	0.2101
V282	0.08241	0.15073	0.70666	0.06019
V283	0.27555	0.57056	0.03835	0.11553
V284	0.06311	0.90127	0.03256	0.00306
V285	0.08871	0.09035	0.82093	0
V286	0.30857	0.53348	0.08599	0.07196
V287	0.14861	0.83891	0	0.01248
V288	0.04179	0.34282	0.37025	0.24515
V289	0.3304	0.25968	0.34962	0.0603
V290	0.81367	0.16726	0.01907	0
V291	0.52808	0.11221	0.35971	0
V292	0.89816	0.06328	0.01502	0.02354
V293	0.34491	0.07414	0.55005	0.03089
V294	0.14028	0.39631	0	0.46341
V295	0.06176	0.26112	0.13722	0.53989
V296	0.22064	0.1815	0.52215	0.07571
V297	0.13786	0.05637	0.06609	0.73968
V298	0.34662	0.15439	0.49899	0
V299	0.1226	0.3297	0	0.54771
V300	0.03397	0.12254	0.17925	0.66424
