CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42209	0.10627	0.17612	0.29552
V2	0.12941	0.16869	0.11451	0.58739
V3	0.0546	0.57036	0.05727	0.31777
V4	0.68124	0.18082	0.0346	0.10334
V5	0.09386	0.47638	0.21132	0.21844
V6	0.06919	0.76867	0.04294	0.1192
V7	0.12281	0.37809	0.11719	0.38191
V8	0.12776	0.15507	0.58264	0.13453
V9	0.18897	0.28303	0.09177	0.43623
V10	0.03656	0.16566	0.64423	0.15354
V11	0.17662	0.39798	0.32256	0.10284
V12	0.03543	0.5687	0.28006	0.11581
V13	0.21578	0.63995	0.03057	0.1137
V14	0.06413	0.80254	0.03272	0.10061
V15	0.10448	0.5556	0.12493	0.21499
V16	0.71464	0.11303	0.06029	0.11204
V17	0.07867	0.7639	0.03885	0.11858
V18	0.43622	0.37243	0.0679	0.12345
V19	0.13645	0.72513	0.03154	0.10687
V20	0.13772	0.45192	0.06532	0.34504
V21	0.1273	0.18156	0.55742	0.13372
V22	0.03415	0.18455	0.21373	0.56756
V23	0.31297	0.15453	0.42991	0.10259
V24	0.75358	0.09498	0.06536	0.08609
V25	0.26226	0.29177	0.14142	0.30455
V26	0.299	0.40146	0.0547	0.24483
V27	0.09264	0.13603	0.10406	0.66726
V28	0.02673	0.18013	0.68552	0.10762
V29	0.35227	0.13839	0.38481	0.12454
V30	0.08993	0.28635	0.24077	0.38295
V31	0.16704	0.26982	0.24641	0.31673
V32	0.07434	0.11331	0.11635	0.69601
V33	0.05106	0.49806	0.2721	0.17878
V34	0.12732	0.16811	0.57002	0.13454
V35	0.13707	0.64802	0.09188	0.12302
V36	0.02659	0.15463	0.38253	0.43625
V37	0.4114	0.15614	0.12382	0.30864
V38	0.33167	0.10027	0.18502	0.38305
V39	0.13812	0.53231	0.12956	0.20001
V40	0.08651	0.73333	0.08485	0.09531
V41	0.01931	0.60953	0.0814	0.28976
V42	0.18534	0.13059	0.21226	0.47181
V43	0.12172	0.3867	0.36362	0.12797
V44	0.03421	0.19989	0.53188	0.23401
V45	0.08776	0.55699	0.18556	0.16969
V46	0.62858	0.15232	0.12637	0.09273
V47	0.34632	0.26562	0.25189	0.13617
V48	0.62787	0.23	0.03803	0.10411
V49	0.56323	0.24497	0.03638	0.15541
V50	0.0637	0.74114	0.09262	0.10253
V51	0.24641	0.42383	0.20731	0.12245
V52	0.04533	0.23122	0.58641	0.13704
V53	0.57033	0.19859	0.14217	0.08891
V54	0.33271	0.2703	0.28438	0.11261
V55	0.17596	0.21601	0.22131	0.38672
V56	0.0517	0.11316	0.1493	0.68584
V57	0.08581	0.75922	0.04295	0.11202
V58	0.49199	0.09155	0.08969	0.32677
V59	0.33211	0.42204	0.11203	0.13382
V60	0.11848	0.23876	0.27525	0.3675
V61	0.62107	0.17537	0.04785	0.15571
V62	0.69741	0.11188	0.09356	0.09715
V63	0.02718	0.73506	0.11673	0.12103
V64	0.01686	0.74834	0.03366	0.20114
V65	0.03147	0.1076	0.15807	0.70286
V66	0.17645	0.62843	0.04485	0.15026
V67	0.13755	0.38008	0.37088	0.1115
V68	0.13502	0.21087	0.09543	0.55867
V69	0.04236	0.37232	0.43876	0.14656
V70	0.41138	0.22772	0.17196	0.18894
V71	0.14535	0.17685	0.30907	0.36873
V72	0.43416	0.22838	0.11464	0.22282
V73	0.12971	0.57006	0.13269	0.16754
V74	0.0652	0.31283	0.51781	0.10416
V75	0.55278	0.09388	0.18519	0.16815
V76	0.01834	0.24599	0.19726	0.53841
V77	0.04288	0.32396	0.07759	0.55557
V78	0.23946	0.20164	0.18888	0.37003
V79	0.02688	0.22173	0.57182	0.17956
V80	0.28639	0.13658	0.40769	0.16934
V81	0.06608	0.26887	0.55534	0.10971
V82	0.02537	0.19919	0.66248	0.11296
V83	0.11869	0.24149	0.12495	0.51487
V84	0.30681	0.13729	0.17907	0.37684
V85	0.09699	0.36835	0.30693	0.22773
V86	0.0594	0.18257	0.61255	0.14547
V87	0.04128	0.72996	0.07431	0.15445
V88	0.14571	0.16368	0.24588	0.44473
V89	0.03603	0.12254	0.22079	0.62064
V90	0.03461	0.77934	0.0733	0.11276
V91	0.04439	0.66685	0.16213	0.12664
V92	0.3603	0.13156	0.30709	0.20105
V93	0.69958	0.08522	0.04558	0.16963
V94	0.02963	0.44621	0.07423	0.44992
V95	0.20366	0.44074	0.14917	0.20643
V96	0.07108	0.17494	0.10707	0.6469
V97	0.5346	0.18961	0.18171	0.09408
V98	0.53991	0.33316	0.03082	0.09611
V99	0.63054	0.12919	0.14662	0.09364
V100	0.08523	0.16813	0.6166	0.13003
V101	0.03239	0.11303	0.10653	0.74805
V102	0.73409	0.12181	0.04802	0.09609
V103	0.03015	0.13408	0.15603	0.67975
V104	0.03563	0.83174	0.03146	0.10116
V105	0.05575	0.80596	0.03708	0.10121
V106	0.10667	0.50884	0.24976	0.13473
V107	0.16197	0.28655	0.40776	0.14372
V108	0.13061	0.67847	0.09689	0.09402
V109	0.0319	0.26041	0.43402	0.27367
V110	0.05389	0.76307	0.06301	0.12003
V111	0.73605	0.07575	0.09552	0.09268
V112	0.12085	0.17381	0.34282	0.36252
V113	0.15929	0.19494	0.19076	0.45501
V114	0.20052	0.13522	0.13496	0.5293
V115	0.02095	0.68878	0.1855	0.10477
V116	0.12602	0.36458	0.28414	0.22526
V117	0.51721	0.29773	0.06243	0.12263
V118	0.13743	0.54278	0.06473	0.25506
V119	0.10677	0.16329	0.11679	0.61315
V120	0.08508	0.19926	0.59686	0.11879
V121	0.45023	0.2052	0.11481	0.22976
V122	0.77017	0.07522	0.05695	0.09767
V123	0.01874	0.49396	0.09266	0.39464
V124	0.50644	0.32536	0.03197	0.13623
V125	0.30175	0.42981	0.15754	0.11091
V126	0.04818	0.21914	0.11672	0.61596
V127	0.14557	0.15162	0.24271	0.46011
V128	0.04225	0.11532	0.16752	0.67491
V129	0.44177	0.29039	0.1522	0.11564
V130	0.02119	0.62154	0.25222	0.10505
V131	0.03224	0.77604	0.03024	0.16148
V132	0.74937	0.07682	0.06834	0.10548
V133	0.72932	0.09176	0.0812	0.09772
V134	0.09724	0.40875	0.1454	0.34861
V135	0.07867	0.12556	0.2058	0.58998
V136	0.19408	0.41111	0.05752	0.3373
V137	0.50395	0.13467	0.21316	0.14822
V138	0.17152	0.41925	0.16655	0.24268
V139	0.27132	0.27318	0.1853	0.2702
V140	0.04199	0.17253	0.12461	0.66087
V141	0.06736	0.25621	0.40287	0.27357
V142	0.6332	0.09143	0.18539	0.08998
V143	0.32681	0.30878	0.09784	0.26657
V144	0.14347	0.23481	0.17971	0.44201
V145	0.01433	0.69566	0.18517	0.10484
V146	0.06086	0.1085	0.11726	0.71339
V147	0.72252	0.09375	0.06218	0.12155
V148	0.12255	0.19188	0.42753	0.25804
V149	0.21252	0.50693	0.17993	0.10062
V150	0.08529	0.32377	0.42333	0.16761
V151	0.16915	0.58043	0.05897	0.19145
V152	0.18736	0.45341	0.18585	0.17339
V153	0.09192	0.67213	0.04846	0.18748
