Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01776	0.02439	0.00057	0.0125	0.10703	0.004	0.03052	0	0	0.80322
V2	0.63777	0.01488	0.02053	0.00052	0.03591	0.22395	0.06013	0.0063	0	0
V3	0.12434	0.09417	0.05978	0.01058	0.41937	0.01507	0.10862	0.10108	0.00366	0.06332
V4	0.01627	0.09508	0.03776	0	0.03567	0.08981	0.02484	0.00626	0.42165	0.27266
V5	0.00761	0.09676	0.00899	0.06383	0	0.05979	0.03288	0	0	0.73014
V6	0.01365	0.12284	0.13343	0.01825	0.57319	0.03303	0.01489	0.04033	0	0.05038
V7	0	0.55853	0	0.0116	0.27746	0.0122	0.07379	0.04768	0	0.01874
V8	0.00048	0.6272	0.04729	0.01731	0.01837	0.02547	0.02881	0.2174	0.00452	0.01314
V9	0.01448	0.00154	0.09105	0.11162	0.03824	0.01884	0.28023	0.40368	0.0141	0.02622
V10	0	0.13262	0	0	0.63542	0.06351	0.02881	0.09306	0	0.04658
V11	0.01161	0.61568	0.00742	0.01134	0.01812	0.05065	0.03047	0.19747	0.03022	0.02702
V12	0.03218	0.02999	0.16368	0.41611	0.01761	0.00086	0.10888	0.00469	0.00899	0.21701
V13	0.10472	0.01199	0.1121	0.01201	0.05624	0.11658	0.47525	0	0.07511	0.036
V14	0.08214	0.47356	0.12769	0.06684	0.04216	0.05002	0.14709	0.00464	0	0.00586
V15	0.30971	0.01437	0.12863	0.46165	0.01352	0.01796	0.03091	0.00873	0.01453	0
V16	0.03858	0.06781	0.21732	0.4828	0.02432	0.05126	0.00309	0	0.09317	0.02165
V17	0.0178	0.11455	0	0.01053	0	0.0671	0.06013	0.00244	0	0.72746
V18	0.08182	0.05916	0.043	0.22803	0	0.00785	0.01434	0	0	0.56579
V19	0.00217	0	0	0.05042	0	0.06829	0.03277	0.00348	0	0.84287
V20	0	0.22989	0.0045	0.02034	0.01721	0	0.5679	0.02442	0	0.13574
V21	0.10561	0.45083	0.01956	0.00552	0.01945	0.31432	0.05741	0.0204	0	0.00691
V22	0.00157	0	0	0.00173	0	0.01397	0.03795	0.18415	0.02081	0.73983
V23	0.27922	0.02647	0.45329	0.0522	0	0.01445	0.0128	0.00247	0.01174	0.14735
V24	0.02563	0.66371	0.04236	0.01984	0.03335	0.00498	0.09338	0.05201	0.0597	0.00503
V25	0.03018	0.11716	0.01155	0.0193	0.04085	0.11349	0.05082	0	0.09841	0.51824
V26	0.01227	0	0.07934	0	0.02655	0.02516	0.08314	0.75501	0	0.01854
V27	0	0.07279	0	0	0.30533	0.00383	0.03765	0	0	0.5804
V28	0.25344	0	0	0.00832	0	0.01759	0.04305	0.01843	0	0.65916
V29	0.00642	0.70265	0	0.02214	0.01727	0.09629	0.02935	0.01009	0	0.1158
V30	0.00951	0.00946	0.10732	0.00828	0.03579	0.28396	0.34077	0	0.17047	0.03445
V31	0.01044	0.39316	0.19738	0.02606	0.07177	0.01176	0.02688	0.23546	0.0052	0.02191
V32	0.4989	0.0571	0.01261	0.00183	0.25511	0.03911	0.04451	0	0.05212	0.03869
V33	0.06169	0.0185	0.22492	0.43103	0.01656	0	0.22617	0	0.01019	0.01094
V34	0	0.05777	0	0.00097	0.15385	0.00479	0.03051	0.00613	0.01903	0.72695
V35	0.00596	0.8902	0	0.02486	0.03019	0.01144	0.02758	0.00977	0	0
V36	0.05492	0.01474	0.01129	0.01264	0.05395	0	0.81335	0.01262	0	0.02649
V37	0	0.57739	0.00033	0.01949	0.04208	0	0.32112	0.01587	0	0.02372
V38	0.1465	0	0.05268	0.14329	0.03648	0	0.60155	0	0	0.0195
V39	0.0929	0.00596	0.05728	0.13933	0.06916	0	0.59175	0.00676	0	0.03687
V40	0.12393	0.03695	0.59769	0.06554	0.0987	0.0109	0.00962	0	0.01956	0.03711
V41	0.64362	0.06648	0.05057	0.00569	0.02452	0.00808	0.01729	0.00788	0.15422	0.02166
V42	0	0.6364	0	0.00851	0.27095	0.00481	0.01107	0	0	0.06825
V43	0.15394	0.05081	0.09866	0.06547	0.21285	0.03821	0.24816	0.0128	0.09179	0.02731
V44	0.03064	0.00365	0.55232	0.05261	0.00708	0.01664	0.02959	0.27044	0.02171	0.01533
V45	0.01677	0.00415	0.05096	0.00143	0.04256	0.00992	0.32421	0	0.44678	0.10321
V46	0.1834	0.08978	0.04453	0.17624	0	0.00245	0.01366	0.01065	0	0.47929
V47	0.00052	0	0.01282	0.01419	0.03317	0	0.89464	0	0	0.04466
V48	0.01012	0	0	0.00827	0	0.00382	0.0343	0	0.04857	0.89493
V49	0.24275	0.00138	0.02261	0	0.02431	0.01894	0.05604	0.63396	0	0
V50	0.32071	0.17372	0.02273	0	0.03471	0.39787	0.04797	0.00229	0	0
V51	0.17512	0.02085	0.5131	0.05173	0.07294	0.01148	0.01946	0.04184	0.04891	0.04458
V52	0.02448	0.00282	0.18664	0.29219	0.02228	0	0.44336	0.00147	0.00792	0.01884
V53	0.44933	0.01178	0.09387	0.07819	0.00085	0.00529	0.02436	0.09789	0	0.23843
V54	0	0.04476	0	0	0.20808	0.66283	0.07615	0	0	0.00818
V55	0.04072	0.02789	0.14027	0.62321	0.07311	0.0114	0.03099	0	0.01536	0.03706
V56	0.15644	0.0287	0.46445	0.06205	0.07923	0.13723	0.02144	0	0.01102	0.03944
V57	0.03809	0.00893	0.53365	0.21242	0.00659	0.01878	0.01611	0.0198	0.08606	0.05958
V58	0.01843	0.20064	0.08334	0.11263	0.03098	0.48325	0.07073	0	0	0
V59	0.02698	0.05283	0.01143	0.01438	0.03776	0	0.82996	0	0	0.02666
V60	0.75303	0.02395	0.02567	0.00604	0.07664	0.00677	0.01104	0.00451	0.083	0.00937
V61	0	0	0.04981	0.00632	0.0373	0.79962	0.09578	0.00311	0	0.00807
V62	0.0262	0	0	0.02088	0	0	0.42142	0.00074	0.01044	0.52032
V63	0	0.2522	0.01428	0	0.17504	0.46157	0.06329	0	0	0.03363
V64	0.09796	0.00515	0.30752	0.23115	0.00151	0.01857	0.02225	0.21556	0.01049	0.08984
V65	0.10046	0.02719	0.1115	0.30617	0.01515	0.00852	0.08837	0.20899	0.08312	0.05052
V66	0	0.13271	0	0	0.54828	0.02758	0.03704	0.00722	0.00411	0.24306
V67	0.02494	0.18119	0.44009	0.08554	0.01766	0.04686	0.09796	0.0038	0.0457	0.05627
V68	0.03493	0.02333	0.04906	0	0.06332	0.02382	0.03429	0.29605	0.45203	0.02318
V69	0.03787	0.02038	0.75951	0.09559	0.01214	0.01205	0.00873	0	0.02846	0.02528
V70	0.72415	0.01695	0.09656	0.01359	0.01907	0.02919	0.0419	0.00905	0.04955	0
V71	0.03968	0	0.02059	0	0.02362	0.02474	0.07479	0.76804	0	0.04855
V72	0.25535	0.03718	0.04344	0.19647	0.14548	0.00375	0.01035	0.00545	0.00456	0.29797
V73	0.01461	0.17169	0	0	0.70818	0.02166	0.01823	0	0	0.06563
V74	0.02117	0	0.02012	0.13954	0	0.03254	0.02399	0.00426	0	0.75838
V75	0.03755	0.09267	0.23727	0.40312	0.03777	0.01724	0.00182	0.00305	0.15734	0.01217
V76	0	0.00667	0.0167	0	0.0316	0.84246	0.09904	0.00353	0	0
V77	0.01573	0.00097	0.06825	0.25249	0.02442	0.26559	0.35029	0	0	0.02225
V78	0	0.47104	0.02926	0.02083	0.03758	0.00382	0.32949	0	0	0.10798
V79	0.02293	0.02869	0.09779	0.24142	0.02577	0.29034	0.04353	0	0.19596	0.05358
V80	0.38605	0	0.00229	0.01381	0	0.003	0.04414	0.00283	0.02487	0.52302
V81	0.00664	0.04266	0.03372	0.11283	0.17959	0.55496	0.06216	0.00016	0	0.00728
V82	0.07552	0.54129	0.06119	0.22156	0.02304	0.01953	0.01003	0.04785	0	0
V83	0.06069	0.06825	0.1355	0.43208	0.04023	0.00894	0.01656	0.22701	0.00946	0.00127
V84	0.02425	0.01819	0.02348	0.01528	0.13399	0.50604	0.26887	0	0	0.00991
V85	0.20835	0	0.36261	0.04971	0	0.00665	0.01545	0	0.00768	0.34955
V86	0.33466	0.01358	0.29693	0.29922	0.00977	0.01277	0.00428	0.00072	0.01321	0.01488
V87	0.02283	0.04742	0.07162	0	0.09798	0.02258	0.01187	0	0.6868	0.0389
V88	0.02725	0.36861	0.12051	0.44924	0.01567	0.00269	0.00696	0	0.00902	5e-05
V89	0.00295	0	0.01786	0.03884	0.04135	0	0.80621	0.06703	0	0.02576
V90	0.01888	0.03556	0.30211	0.04554	0	0.02439	0.02034	0	0.00601	0.54717
V91	0.04848	0.01273	0.74186	0.08699	0.01822	0.01226	0.00967	0	0.032	0.03779
V92	0.00264	0.00244	0.01687	0.01359	0.04108	0	0.86736	0	0.02384	0.03217
V93	0.01795	0.05381	0.11041	0.00153	0.05684	0.01038	0.2951	0.00452	0.41639	0.03305
V94	0.82081	0.0109	0.04459	0.00957	0.01668	0.02705	0.03193	0.02856	0	0.00992
V95	0.00353	0.00601	0.01388	0.00568	0.04981	0	0.64158	0.25798	0	0.02153
V96	0.04923	0.13007	0.36301	0.3565	0.00983	0.02308	0.00411	0.00886	0.03305	0.02226
V97	0.00149	0	0.00804	0.01331	0.01576	0	0.78621	0	0	0.17519
V98	0.00829	0.30834	0.01106	0.04638	0.17874	0.02414	0.05777	0.06937	0.10746	0.18844
V99	0.62318	0.01152	0.04449	0.00376	0.03397	0.00703	0.08379	0.007	0.17032	0.01494
V100	0.23194	0.02039	0.0752	0.16093	0.04622	0.30382	0.05239	0.00131	0.08152	0.02627
V101	0	0	0	0.00286	0	0.06384	0.17108	0.02181	0	0.74041
V102	0.04728	0.23073	0.00526	0	0.10674	0.30148	0.18921	0.08655	0	0.03275
V103	0.11868	0.02543	0.0729	0	0.05212	0.02156	0.01279	0	0.64738	0.04913
V104	0.04912	0.01028	0.75653	0.08325	0.00575	0.01266	0.00894	0	0.0482	0.02528
V105	0.38552	0.00324	0.1125	0.01055	0.02306	0.14455	0.04252	0.27805	0	0
V106	0.01707	0.67655	0.19379	0.03879	0.01655	0.02759	0.01176	0	5e-04	0.01739
V107	0.28819	0.2351	0.01155	0.00859	0.28314	0.02245	0.01991	0.0245	0.08566	0.0209
V108	0.00815	0	0.02755	0.10779	0	0.36588	0.0525	0.018	0	0.42013
V109	0	0.02748	0.01988	0	0.03969	0.80683	0.10327	0.00285	0	0
V110	0	0.16924	0	0	0.70039	0.00765	0.01366	0.04453	0	0.06454
V111	0.00133	0.0119	0.00491	0.01841	0.13008	0	0.78483	0	0	0.04855
V112	0.00381	0	0.00651	0.01181	0.00453	0	0.64254	0	0.02395	0.30685
V113	0.0332	0.00418	0.0467	0	0.02211	0.07492	0.04131	0.01426	0.4975	0.26582
V114	0.04011	0.02524	0.0833	0	0.05517	0.02283	0.01321	0	0.70525	0.05489
V115	0	0.8833	0.00548	0.0263	0.03037	0.00329	0.03335	0	0.00599	0.01192
V116	0.49407	0.0875	0.03256	0.00333	0.02156	0.01652	0.04203	0.30244	0	0
V117	0.01459	0	0.01329	0.01395	0.03468	0	0.89443	0	0	0.02907
V118	0.021	0	0.01809	0	0.02902	0.81831	0.10378	0.00979	0	0
V119	0.03236	0.03357	0.12972	0.46272	0.02905	0.1977	0.04411	0	0.06814	0.00263
V120	0.64727	0.00986	0.19612	0.02432	0.01406	0.07987	0.01817	0.00372	0.00087	0.00575
V121	0.05027	0.09683	0.2346	0.03413	0.03169	0.11166	0.34902	0.00534	0.00012	0.08635
V122	0.02067	0.03171	0.16345	0.00268	0.05221	0.07355	0.17142	0	0.43745	0.04687
V123	0.01519	0.08797	0	0	0.43344	0.01555	0.03718	0.36111	0.01566	0.03388
V124	0.72203	0.04897	0.02089	0.00572	0.01466	0.00684	0.0254	0.1555	0	0
V125	0.00789	0.18645	0.11212	0.02498	0.03629	0.14753	0.07039	0.4114	0.00146	0.0015
V126	0	0.21053	0	0	0.67236	0.00827	0.01349	0.03276	0.01102	0.05157
V127	0.02875	0.01198	0.5253	0.05553	0.0153	0.00637	0.2342	0	0.08278	0.03979
V128	0.01844	0.21083	0.34483	0.03844	0.28181	0.05446	0.0136	0	0.00632	0.03128
V129	0.042	0.09819	0.11096	0.1921	0.11815	0.02274	0.00694	0	0.35227	0.05664
V130	0.02758	0.01158	0.47303	0.04297	0.0089	0.01797	0.03591	0.35636	0.01347	0.01223
V131	0.04499	0.38822	0.38112	0.10272	0.0128	0.01494	0.0148	0	0.03029	0.01013
V132	0.12193	0.00692	0.01636	0.00936	0.09674	0	0.66185	0.06237	0	0.02448
V133	0.01377	0.03346	0.05483	0.16193	0.02865	0.14265	0.12618	0.43843	0	0.00011
V134	0.02677	0.06961	0.16115	0.05572	0.21076	0.00305	0.17957	0	0.00744	0.28592
V135	0.02133	0.21671	0.20513	0.01333	0.04956	0.01628	0.02797	0	0.42358	0.02611
V136	0.00549	0.60395	0.0233	0.13932	6e-05	0.00253	0.01016	0	0	0.21519
V137	0.00198	0.00987	0.02797	0.00716	0.06168	0.31897	0.52843	0	0.02559	0.01835
V138	0.01559	0.01939	0.00947	0.01295	0.01194	0	0.55865	0	0.01253	0.35947
V139	0.62339	0.03048	0.03815	0.00675	0.08562	0.07533	0.01706	0.00264	0.11927	0.00131
V140	0.06404	0.01864	0.34384	0.40856	0.04013	0.05625	0.01337	0	0.01759	0.03759
V141	0.05619	0.01717	0.15035	0.65113	0.01559	0.02956	0	0.00097	0.01713	0.06191
V142	0.01274	0	0.05965	0.19427	0.02534	0	0.65605	0	0	0.05194
V143	0	0.84729	0.00964	0.06613	0.03652	0.01208	0.01023	0	0.01771	0.00041
V144	0	0	0.01729	0.00748	0.03201	0.32853	0.59093	0.00979	0	0.01398
V145	0.07395	0.10785	0.12217	0.45139	0.02278	0.03344	0.01345	0.16094	0.01404	0
V146	0.02334	0	0.40386	0.04384	0	0.02271	0.06288	0.0855	0.01211	0.34576
V147	0.01767	0.03431	0.02815	0	0.1563	0.01588	0.01846	0.01277	0.39047	0.32598
V148	0.03705	0.03516	0.06575	0	0.05517	0.07311	0.05651	0	0.64409	0.03316
V149	0.04006	0.02469	0.13748	0.5235	0.01727	0.00802	0.00505	0.09346	0.12914	0.02132
V150	0.06727	0.00698	0	0.00579	0.02488	0.0095	0.03265	0.00358	0.01496	0.83441
V151	0.01188	0	0	0.01176	0	0.06111	0.03439	0	0	0.88086
V152	0.00786	0	0.00967	0	0.01394	0.02029	0.07451	0.66733	0	0.2064
V153	0	0.15952	0	0	0.70058	0.00817	0.01486	0.06452	0	0.05234
V154	0.09918	0.02094	0.53725	0.27013	0.00701	0.02399	0.00539	0	0.02209	0.01402
V155	0.06986	0.00057	0.03226	0	0.02845	0.13075	0.05727	0.47378	0.1851	0.02196
V156	0.12636	0.02794	0.17619	0.01637	0.02429	0.44795	0.07978	0.0305	0.05638	0.01423
V157	0.00113	0.45728	0.00984	0.04007	0.21251	0.21673	0.03067	0	0.00583	0.02595
V158	0.30443	0.5453	0.01166	0.02197	0.06632	0.00386	0.02337	0.02309	0	0
V159	0.04044	0.08915	0.18776	0.04782	0.29466	0.03017	0.02564	0.06157	0.00073	0.22206
V160	0.0188	0.89867	4e-05	0.02645	0.02913	0.00381	0.01122	0	0.00139	0.0105
V161	0.04522	0.0196	0.16152	0.6909	0.02111	0.01152	0	0.00044	0.03154	0.01815
V162	0	0	0	0.01192	0	0.00313	0.03311	0	0	0.95183
V163	0.12501	0.01664	0.66797	0.07192	0.00293	0.02579	0.0122	0.01126	0.02261	0.04367
V164	0.03655	0.00863	0.74506	0.08674	0.00396	0.02652	0.02455	0	0.03121	0.03679
V165	0.01628	0	0.22353	0.03355	0	0.00572	0.02254	0.00669	0.00689	0.68479
V166	0.08879	0.11619	0.11789	0.47505	0.00976	0.01261	0.02026	0.05644	0.04361	0.0594
V167	0.851	0.0151	0.03119	0.01343	0.02564	0.00529	0.0119	0.00567	0.04078	0
V168	0.07586	0.01926	0.02744	0	0.02707	0.30599	0.07223	0.30971	0.13042	0.03202
V169	0.00974	0	0.02111	0.11542	0	0.15652	0.03512	0.00991	0	0.65218
V170	0.04049	0.01399	0.07563	0	0.05874	0.02332	0.01204	0	0.73751	0.03828
V171	0.01584	0.0068	0.23755	0.06199	0.04731	0.40059	0.09272	0.03751	0.07699	0.0227
V172	0.00182	0.01488	0.02504	0.00903	0.04743	0.14217	0.72618	0	0.00853	0.02491
V173	0.01396	0	0	0.01147	0	0.00719	0.52475	0	0.00493	0.4377
V174	0.0299	0.09935	0.23457	0.31821	0.11517	0.02857	0.01483	0.00851	0.00934	0.14154
V175	0.78802	0.0143	0.11324	0.01905	0.02288	0.00469	0.02863	0.00903	0.00016	0
V176	0.20215	0.00244	0.02103	0	0.03464	0.64131	0.07478	0.00371	0.01469	0.00524
V177	0.67951	0.00863	0.03167	0.07718	0.00366	0.00357	0.01271	0.01497	0	0.16811
V178	0.21259	0.00917	0.02029	0.01002	0.06609	0.53964	0.07183	0.00336	0	0.067
V179	0.165	0.13517	0	0	0.62528	0.00677	0.00938	0	0	0.05839
V180	0.51057	0.1215	0.07516	0.24317	0.02093	0.00946	0.01084	0.00321	0.00515	0
V181	0.02702	0.16413	0.5628	0.06439	0.0303	0.0151	0.08819	0	0.0152	0.03287
V182	0.00829	0.07375	0	0.01571	0.37342	0.04255	0.04036	0.36644	0.03447	0.04501
V183	0.04388	0.18162	0.11381	0.4863	0.01681	0.00817	0.13816	0	0.00774	0.00352
V184	0.19501	0.00358	0.0164	0.00109	0.00198	0.49693	0.06552	0.02495	0	0.19454
V185	0.64496	0.01236	0.05992	0.13729	0.02211	0.0055	0.01171	0.06532	0.03671	0.00413
V186	0.7994	0.02102	0.04194	0.07844	0.02275	0.00367	0.02105	0.01029	0.00144	0
V187	0.72612	0.01082	0.11095	0.02189	0.01382	0.00559	0.01743	0.00884	0.03849	0.04606
V188	0.08337	0.22047	0	0.04634	0.55024	0.00642	0.02302	0.00252	0	0.06761
V189	0.81358	0.01295	0.03898	0.05874	0.01564	0.01534	0.01271	0.0105	0.00195	0.01962
V190	0.01953	0.03931	0.05288	0	0.13158	0.12467	0.02137	0	0.57616	0.0345
V191	0.03717	0.08549	0.0909	0.28581	0.3811	0.00479	0.05152	0.01386	0.00295	0.0464
V192	0.00282	0.02571	0	0.00712	0.11386	0.01015	0.02662	0.00732	0	0.80642
V193	0.12246	0.04037	0.20064	0.25492	0.13402	0.00374	0.14772	0.05039	0.01536	0.0304
V194	0	0	0.01967	0	0.03103	0.69326	0.24829	0.00776	0	0
V195	0.03962	0.04815	0.01551	0.00607	0.10891	0.12085	0.59676	0.02694	0	0.03719
V196	0.75014	0.02095	0.05475	0.13871	0.01576	0.00362	0.00841	0.00632	8e-05	0.00126
V197	0.03737	0.02115	0.0738	0.17074	0.04616	0.01753	0.05339	0.37727	0.19256	0.01002
V198	0.00306	0.11794	0	0	0.52739	0.22889	0.05364	0	0.02657	0.04251
V199	0.02884	0.05369	0.02397	0.02051	0.19049	0.00867	0.14802	0	0	0.52581
V200	0	0.07933	0	0	0.42538	0.10675	0.2698	0.06588	0	0.05285
V201	0.28041	0.04904	0.04753	0	0.03538	0.01178	0.12178	0.00104	0.37404	0.07901
V202	0.03469	0.29815	0.42523	0.07567	0.01336	0.00695	0.09046	0	0.0405	0.01499
V203	0.03056	0.07931	0.3736	0.1578	0.02619	0.01651	0.11487	0	0.15191	0.04925
V204	0.02706	0.21605	0.28617	0.25829	0.02162	0.0938	0.01657	0.05012	0.02447	0.00585
V205	0.07331	0.0585	0.02696	0.01027	0.04508	0.00921	0.65892	0.04263	0.05033	0.02479
V206	0.31222	0.01278	0.48697	0.0556	0.02294	0.00876	0.01671	0	0.01484	0.06918
V207	0.02296	0.13618	0.02006	0.05699	0	0.00651	0.02599	0	0.1265	0.60481
V208	0.00264	0.00173	0.04387	0.02954	0.0391	0.74278	0.08761	0.0024	0.03889	0.01145
V209	0.04341	0.15325	0.03898	0.00502	0.66685	0.01539	0.0099	0	0	0.0672
V210	0.06976	0.12751	0.02777	0.00082	0.56078	0.01743	0.02449	0.08964	0.00919	0.0726
V211	0.03146	0.07147	0.60306	0.0631	0.01713	0.01814	0.07933	0.02262	0.05874	0.03496
V212	0.13566	0.09486	0.04099	0	0.03534	0.01935	0.043	0.32077	0.29837	0.01165
V213	0.12962	0.02626	0.0106	0	0.15905	0.56061	0.07951	0.00663	0	0.02773
V214	0	0.05206	0	0.00182	0.26131	0.02539	0.5098	0	0	0.14962
V215	0.00049	0	0.01365	0.01444	0.03537	0	0.90649	0	0	0.02955
V216	0	0.71154	0	0.0157	0.22141	0.00467	0.01828	0.00215	0	0.02625
V217	0.03007	0.2257	0.03767	0.06575	0.16767	0.24267	0.03775	0.03341	0.00653	0.15279
V218	0.03295	0	0.01359	0	0.02981	0.57508	0.28041	0.00046	0	0.0677
V219	0.01189	0	0.03265	0.05251	0.02989	0.0205	0.15359	0.69625	0	0.00272
V220	0.03483	0.02605	0.11978	0.32336	0.03451	0.01425	0.00747	0.0521	0.36964	0.01801
V221	0.18125	0.09968	0.29697	0.03544	0.01378	0.01041	0.04358	0.0589	0.12278	0.13722
V222	0.04344	0.00603	0.6491	0.06542	0.00739	0.167	0.02418	0	0.01953	0.01792
V223	0.03356	0.00699	0.67169	0.07013	0.01466	0.07932	0.08074	0	0.02043	0.02246
V224	0.03598	0.01733	0.60347	0.10237	0.0116	0.02213	0.01305	0.05234	0.12001	0.02171
V225	0.03671	0.00797	0.36682	0.30722	0.00794	0.02806	0.0189	0.18961	0.01506	0.02173
V226	0.00828	0.77883	8e-05	0.01898	0.04055	0.00637	0.02694	0.11997	0	0
V227	0.03109	0.04983	0.57276	0.0674	0.20106	0.01126	0.0084	0	0.02402	0.03418
V228	0.02705	0.64624	0.06784	0.02696	0.02755	0.00758	0.02651	0.11677	0.03798	0.01553
V229	0.66498	0.01125	0.022	0.00101	0.01762	0.2147	0.04811	0.02033	0	0
V230	0.01969	0	0.05253	0.26898	0	0.00672	0.1288	0	0.00855	0.51474
V231	0.04214	0.2777	0.04909	0.00871	0.04124	0.12323	0.02292	0	0.40136	0.03361
V232	0.03065	0.38317	0.40262	0.0504	0.01655	0.01645	0.01419	0.0545	0.00833	0.02314
V233	0.00737	0.12868	0	0.01509	0.58893	0.01944	0.01047	0	0.16209	0.06793
V234	0.01768	0.05024	0.00485	0	0.24295	0.0083	0.29899	0.33687	0	0.04011
V235	0.03808	0.01964	0.41864	0.03762	0.00716	0.01685	0.05135	0.36143	0.01048	0.03875
V236	0.02235	0.01651	0.25144	0.21779	0.02639	0.39038	0.05112	0	0.02039	0.00362
V237	0.05217	0.0695	0.35631	0.14519	0.26243	0.0406	0.01112	0.01755	0.01536	0.02977
V238	0.02106	0.055	0.34814	0.03033	0.03519	0.01734	0.04726	0.41339	0.00779	0.0245
V239	0.05257	0.16662	0.09291	0.41068	0.03224	0.02576	0.04326	0	0.01104	0.16492
V240	0.07612	0	0.02244	0.00353	0.03415	0.24545	0.56273	0	0	0.05558
V241	0.26157	0.01779	0.12305	0.48859	0.02768	0.03552	0.00315	0.02154	0.0102	0.01091
V242	0.04203	0.01451	0.09558	0.02694	0.05529	0.0332	0.01221	0	0.68503	0.03522
V243	0.03694	0.00729	0.07261	0.10095	0.02583	0.09199	0.07377	0	0.41529	0.17534
V244	0.04509	0	0.34317	0.04765	0.02058	0	0.48215	0.02445	0.01122	0.02568
V245	0.17667	0.13316	0.16225	0.00927	0.02019	0.42312	0.05872	0.01661	0	0
V246	0.00057	0.21745	0.00959	0.01631	0.04417	0	0.67804	0	0.00884	0.02504
V247	0.03695	0.02688	0.7574	0.08376	0.00354	0.01216	0.00907	0	0.03285	0.03738
V248	0.54818	0.06365	0.03867	0.00742	0.03876	0.01709	0.1634	0.12284	0	0
V249	0.04214	0.02032	0.58767	0.06417	0.06156	0.01063	0.01142	0	0.02841	0.17367
V250	0.03011	0.05683	0.06933	0.24127	0.03452	0.29148	0.06403	0.18639	0	0.02603
V251	0.61008	0.16592	0.02082	0.02714	0.08354	0.00551	0.01255	0.0439	0.02255	0.00799
V252	0.06989	0.53224	0.01598	0.04205	0.01754	0.2346	0.04228	0.03918	0	0.00623
V253	0.02922	0.00986	0.35701	0.0291	0.03401	0.102	0.02669	0	0.3852	0.0269
V254	0	0.1513	0	0.02361	0.65888	0.01397	0.01085	0	0	0.14139
V255	0	0.16569	0	0	0.75548	0.00628	0.01686	0	0	0.05568
V256	0.04319	0.02693	0.15754	0.67569	0.01213	0.04978	0	0.00087	0.01796	0.01591
V257	0.41927	0.00772	0.33748	0.05524	0.013	0.12523	0.03315	0.00051	0.00584	0.00256
V258	0	0.1323	0	0	0.61431	0.00539	0.0251	0	0	0.2229
V259	0.09541	0.03325	0.02571	0.08079	0.17817	0.01469	0.07511	0.47092	0	0.02596
V260	0.00559	0.24557	0.02524	0	0.02045	0.02014	0.05934	0.62154	0.00214	0
V261	0.23781	0.01669	0.01991	0.00021	0.0357	0.25521	0.37483	0	0.02572	0.03393
V262	0	0.44958	0.08731	0.01823	0.02272	0.32331	0.04285	0.00709	0	0.04891
V263	0.45617	0.38285	0.00757	0.01452	0.03019	0.00824	0.05087	0	0	0.04959
V264	0.04442	0.06554	0.08949	0.44542	0.26677	0.02052	0.02489	0	0.00746	0.03549
V265	0.03856	0.30341	0.0545	0.23485	0	0.02303	0.1631	0	0.00212	0.18041
V266	0.01486	0.73256	0.10697	0.0296	0.02589	0.00603	0.01907	0.00953	0.05203	0.00348
V267	0.00015	0.13595	0	0.0252	0	0.01332	0.02514	0	0	0.80024
V268	0.0095	0.36948	0.01097	0.10462	0.39305	0.00595	0.0232	0.00323	0.02177	0.05823
V269	0.07003	0.01736	0.32978	0.51139	0.01889	0.00569	0	0.00527	0.03302	0.00857
V270	0.00869	0.16274	0	0	0.74434	0.00661	0.01002	0	0	0.0676
V271	0.05599	0.03075	0.21819	0.00636	0.08069	0.02827	0.0479	0	0.49827	0.03358
