cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.54955	0.01286	0.181	0.25658
V2	0.14075	0.09267	0.05634	0.71024
V3	0.04688	0.65595	0.01464	0.28252
V4	0.8543	0.12738	4e-05	0.01829
V5	0.09621	0.49238	0.26603	0.14538
V6	0.06578	0.89478	0.02162	0.01782
V7	0.1331	0.37454	0.08766	0.40471
V8	0.11781	0.02567	0.8293	0.02722
V9	0.2276	0.24284	0.04024	0.48932
V10	0.01669	0.03004	0.90939	0.04388
V11	0.19364	0.35823	0.44309	0.00504
V12	0.02107	0.59817	0.36946	0.0113
V13	0.24498	0.73068	0.00667	0.01767
V14	0.06114	0.92412	0.00922	0.00553
V15	0.10532	0.631	0.12194	0.14174
V16	0.90548	0.0503	0.01926	0.02496
V17	0.07519	0.89253	0.01443	0.01785
V18	0.56016	0.36463	0.04316	0.03205
V19	0.14356	0.8377	0.00749	0.01124
V20	0.15234	0.48815	0.02166	0.33786
V21	0.11754	0.05133	0.80407	0.02705
V22	0.01514	0.09149	0.22595	0.66742
V23	0.3666	0.04213	0.58571	0.00555
V24	0.91882	0.04718	0.03375	0.00024
V25	0.33775	0.23691	0.13782	0.28752
V26	0.38128	0.40932	0.01956	0.18984
V27	0.09488	0.06865	0.02671	0.80976
V28	0.00267	0.07178	0.92367	0.00187
V29	0.42568	0.02806	0.52066	0.02559
V30	0.08819	0.20683	0.30445	0.40053
V31	0.19076	0.18202	0.32571	0.30151
V32	0.07808	0.04383	0.03962	0.83847
V33	0.03635	0.50781	0.37048	0.08536
V34	0.11746	0.03696	0.81849	0.02709
V35	0.14434	0.75171	0.07935	0.0246
V36	0.0062	0.03596	0.51751	0.44032
V37	0.54951	0.06588	0.10163	0.28298
V38	0.42059	0.00979	0.18694	0.38268
V39	0.14884	0.59596	0.13228	0.12292
V40	0.08868	0.83592	0.07515	0.00025
V41	0.00602	0.70736	0.04621	0.24041
V42	0.21348	0.02985	0.23008	0.52659
V43	0.11733	0.33469	0.5221	0.02588
V44	0.01201	0.06079	0.77836	0.14884
V45	0.08436	0.61559	0.22441	0.07564
V46	0.79188	0.0791	0.12414	0.00489
V47	0.44184	0.18304	0.33382	0.0413
V48	0.79269	0.18401	0.00543	0.01786
V49	0.73073	0.19776	0	0.07151
V50	0.05792	0.85634	0.08076	0.00499
V51	0.29595	0.41249	0.2664	0.02516
V52	0.02192	0.10008	0.85054	0.02746
V53	0.71431	0.13112	0.15438	0.00018
V54	0.41244	0.18688	0.38285	0.01783
V55	0.20418	0.11809	0.26662	0.4111
V56	0.04358	0.03144	0.10161	0.82338
V57	0.08513	0.88166	0.02205	0.01116
V58	0.64546	0.01369	0.04436	0.29648
V59	0.42107	0.42966	0.10885	0.04042
V60	0.12128	0.13894	0.36206	0.37772
V61	0.81034	0.10686	0.01116	0.07164
V62	0.87638	0.04328	0.0692	0.01114
V63	0.01378	0.8529	0.11562	0.01769
V64	0.00777	0.87872	0.00263	0.11089
V65	0.0162	0.02501	0.12169	0.83711
V66	0.19568	0.72884	0.01975	0.05574
