Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.02777	0	0.04282	0	0.42281	0	0	0	0	0.5066
V2	0.68667	0	0	0	0	0.30548	0.00784	0	0	0
V3	0.15956	0.01314	0.08779	0	0.5104	0.00545	0.0777	0.14393	0	0.00202
V4	0.01399	0.10818	0	0	0	0.05387	0	0	0.711	0.11296
V5	0	0.12859	0.05792	0.07853	0.1933	0.06517	0	0	0	0.47648
V6	0.06972	0	0.2025	0	0.70656	0.00238	0.00231	0.01653	0	0
V7	0.05131	0.46771	0	0	0.38489	0	0.05759	0.03851	0	0
V8	0.05182	0.55135	0.04437	0	0.02672	0	0	0.31833	0	0.00742
V9	0.00259	0.01531	0.02486	0.17495	0	0.01435	0.1639	0.60404	0	0
V10	0.0573	0	0	0	0.79577	0.03653	0.0041	0.10631	0	0
V11	0.05198	0.55681	0	0	0.05007	0.00674	0.01168	0.30208	0	0.02064
V12	0	0.07055	0.05412	0.67325	0	0.02196	0.08872	0	0	0.0914
V13	0.0709	0.0892	0.06583	0	0	0.24471	0.33379	0.01416	0.18142	0
V14	0.0981	0.47133	0.16953	0.02058	0.03821	0.08156	0.12069	0	0	0
V15	0.22067	0.00607	0	0.72829	0	0.01979	0.02518	0	0	0
V16	0.00261	0.08339	0.06418	0.72588	0	0.04482	0.01527	0	0.06385	0
V17	0.01855	0.14192	0.01542	0	0.23761	0.08462	0.0207	0	0	0.48118
V18	0.06649	0.10839	0.01034	0.41984	0.05607	0	0	0	0	0.33886
V19	0	0	0.02838	0.07697	0.18262	0.08175	0	0	0.00779	0.6225
V20	0	0.32347	0	0	0	0.137	0.41632	0.06745	0.00396	0.0518
V21	0.12827	0.42758	0	0	0.02605	0.37961	0.02821	0.0047	0	0.00558
V22	0	0.00061	0.01604	0	0.12782	0	0	0.34194	0.02037	0.49322
V23	0.31471	0.01978	0.59837	0	0	0	0	0	0	0.06714
V24	0.05998	0.63483	0.03927	0	0.09022	0	0.07797	0.06798	0.02657	0.00318
V25	0.02571	0.12078	0.03399	0	0.18305	0.12712	0.01381	0	0.2014	0.29414
V26	0.03897	0	0	0	0	0	0	0.96103	0	0
V27	0.03321	0	0	0	0.62854	0	0	0	0	0.33825
V28	0.3228	0	0	0	0.12733	0.00787	0.00397	0.02253	0.00994	0.50557
V29	0.05112	0.66613	0	0	0.11133	0.0918	0.01295	0	0	0.06668
V30	0	0.05496	0.04178	0	0	0.3704	0.21886	0	0.31399	0
V31	0.05267	0.32204	0.23486	0	0.055	0	0	0.33542	0	0
V32	0.53804	0.01083	0	0	0.32724	0.02922	0.01889	0	0.06836	0.00743
V33	0.01124	0.05387	0.08424	0.63361	0	0.05013	0.1669	0	0	0
V34	0.01517	0.01526	0.01299	0	0.50344	0	0	0	0	0.45313
V35	0.06739	0.81936	0	0	0.10032	0	0.01293	0	0	0
V36	0	0.15134	0	0	0	0.19311	0.57321	0.06135	0.02099	0
V37	0.01454	0.59743	0	0	0.043	0.06099	0.2514	0.02493	0	0.00771
V38	0.08034	0.11071	0	0.18454	0	0.14939	0.44494	0.01611	0.01398	0
V39	0.04476	0.12078	0.00438	0.18643	0	0.14315	0.43568	0.03791	0.02691	0
V40	0.14697	0.01689	0.77038	0	0.06577	0	0	0	0	0
V41	0.65162	0.05427	0	0	0	0	0	0	0.29411	0
V42	0.06008	0.5085	0	0	0.414	0	0	0	0	0.01742
V43	0.1317	0.08236	0.12136	0.03605	0.1553	0.09368	0.18565	0.02215	0.17176	0
V44	0.04144	0	0.5882	0	0	0	0	0.37036	0	0
V45	0	0.06349	0	0	0	0.05007	0.1911	0	0.68904	0.00629
V46	0.18837	0.10955	0.02222	0.30749	0.08726	0	0	0	0	0.2851
V47	0	0.13334	0	0	0	0.20627	0.60273	0.03143	0.02623	0
V48	0.00654	0.01917	0.02215	0	0.2123	0	0	0	0.12373	0.61611
V49	0.18467	0	0	0	0	0	0	0.81533	0	0
V50	0.3358	0.15799	0	0	0	0.50539	0.00082	0	0	0
V51	0.19486	0.0167	0.65579	0	0.02966	0	0	0.04954	0.05345	0
V52	0	0.08478	0.0715	0.41147	0	0.10576	0.31687	0.00962	0	0
V53	0.50117	0.01212	0.09628	0.08008	0	0	0	0.15957	0	0.15078
V54	0.00452	0	0	0	0.17659	0.80041	0.01562	0	0	0.00286
V55	0	0.04439	0	0.90522	0	0.01496	0.03543	0	0	0
V56	0.17371	0.01657	0.62036	0	0.0403	0.14649	0.00257	0	0	0
V57	0.01755	0.01777	0.64103	0.19463	0	0.00344	0.01939	0.01821	0.08797	0
V58	0.01787	0.17709	0.03918	0.17263	0	0.56015	0.03308	0	0	0
V59	0	0.18354	0	0	0	0.19619	0.57578	0.0264	0.01809	0
V60	0.80841	0.00632	0	0	0.01587	0	0	0	0.1694	0
V61	0.00385	0	0.00287	0.00058	0	0.95618	0.02674	0	0	0.00978
V62	0	0.09835	0.00627	0	0.02199	0.10194	0.33475	0.02239	0.11297	0.30134
V63	0.02201	0.19142	0	0	0.20456	0.54993	0.01952	0	0	0.01257
V64	0.07928	0	0.28764	0.31582	0	0	0	0.30326	0	0.014
V65	0.05423	0.04707	0	0.49351	0	0	0.05621	0.29531	0.04647	0.0072
V66	0.05394	0	0	0	0.81972	0.005	0.01355	0	0	0.10779
V67	0.02176	0.19938	0.58232	0	0	0.05927	0.08031	0	0.05401	0.00295
V68	0.0269	0.02059	0	0	0	0	0	0.37001	0.58251	0
V69	0.04477	0.0023	0.95293	0	0	0	0	0	0	0
V70	0.83774	0.00932	0	0	0	0.02446	0.01733	0	0.11115	0
V71	0.03419	0	0	0	0	0	0	0.96581	0	0
V72	0.2632	0.0152	0.00936	0.32606	0.22281	0	0	0	0	0.16336
V73	0.09356	0	0	0	0.90644	0	0	0	0	0
V74	0	0.0128	0.0358	0.27251	0.12782	0.02777	0	0	0	0.52329
V75	0.00761	0.10481	0.11728	0.58034	0	0.00374	0.01305	0	0.17316	0
V76	0	0	0	0	0	0.97885	0.02115	0	0	0
V77	0	0.0434	0	0.34884	0	0.37174	0.23602	0	0	0
V78	0.01292	0.51147	0.03068	0	0.05713	0.07545	0.25936	0	0	0.05299
V79	0	0.03283	0	0.36605	0	0.29288	0.01919	0	0.28615	0.0029
V80	0.45636	0.00533	0	0	0.07872	0	0	0	0.09566	0.36393
V81	0.00862	0.00659	0	0.18491	0.12912	0.64818	0.02257	0	0	0
V82	0.09482	0.4949	0.00028	0.34885	0.00528	0.00148	0.01474	0.03965	0	0
V83	0.0257	0.03213	0	0.65944	0	0	0	0.28272	0	0
V84	0.0201	0.04319	0.01176	0.00011	0.06103	0.66663	0.18718	0	0.00653	0.00346
V85	0.2402	0.0023	0.52737	0	0.01915	0	0	0	0	0.21098
V86	0.30524	0.00012	0.25443	0.4392	0	0	0.00101	0	0	0
V87	0.02631	0.05403	0	0	0	0	0	0	0.91966	0
V88	0.01321	0.31254	0	0.66458	0	0	0.00967	0	0	0
V89	0	0.12465	0	0	0	0.17474	0.54918	0.14579	0.00565	0
V90	0.0158	0.06744	0.4924	0	0.08812	0	0	0	0	0.33623
V91	0.0575	0.00257	0.93993	0	0	0	0	0	0	0
V92	0	0.13448	0	0	0	0.19432	0.56765	0.02588	0.07767	0
V93	0.00409	0.10168	0.02687	0	0	0.04425	0.17643	0.00833	0.63837	0
V94	0.96127	0	0	0	0	0.01254	0	0.02393	0	0.00226
V95	0	0.08267	0	0	0	0.10103	0.40595	0.41035	0	0
V96	0.02557	0.12437	0.32786	0.4968	0	0.01173	0.01368	0	0	0
V97	0	0.12687	0	0	0	0.18273	0.56287	0.02696	0.05037	0.05019
V98	0.0187	0.27171	0.03759	0.03425	0.26613	0.00954	0.04266	0.09761	0.13379	0.08803
V99	0.60229	0.0126	0	0	0	0	0.04201	0	0.3431	0
V100	0.19647	0.02057	0	0.26624	0	0.35331	0.02361	0	0.13833	0.00146
V101	0	0.03501	0	0	0.11953	0.12539	0.12366	0.04742	0.02771	0.52127
V102	0.04728	0.22274	0	0	0.07737	0.38085	0.12604	0.13357	0	0.01215
V103	0.08195	0.02781	0	0	0	0	0	0	0.89024	0
V104	0.05471	0.00118	0.93565	0	0	0	0	0	0.00845	0
V105	0.39986	0	0.04022	0	0	0.10878	0	0.45114	0	0
V106	0.07113	0.62866	0.23573	0	0.06448	0	0	0	0	0
V107	0.31972	0.18166	0	0	0.38092	0.00085	0.01174	0.01231	0.0928	0
V108	0	0.00269	0	0.20425	0.02791	0.47296	0.01123	0.01454	0.00847	0.25794
V109	0	0.00236	0	0	0	0.96133	0.03443	0	0	0.00188
V110	0.07571	0	0	0	0.91735	0	0	0.00693	0	0
V111	0	0.16196	0	0	0	0.18302	0.56666	0.0299	0.05847	0
V112	0	0.12042	0	0	0	0.14857	0.46575	0.01827	0.1183	0.12868
V113	0.01843	0.02822	0	0	0	0.04334	0.00253	0.00646	0.80389	0.09713
V114	0.03142	0.03173	0	0	0	0	0	0	0.93685	0
V115	0.06072	0.80929	0	0	0.10875	0	0.01248	0	0	0.00875
V116	0.50276	0.02178	0	0	0	0	0	0.47545	0	0
V117	0	0.13597	0	0	0	0.19833	0.60942	0.03203	0.02425	0
V118	0	0	0	0	0	0.97626	0.02374	0	0	0
V119	0	0.04768	0	0.67842	0	0.20862	0.03541	0	0.02987	0
V120	0.76223	0	0.15932	0	0	0.07846	0	0	0	0
V121	0.03211	0.15793	0.27154	0	0	0.21569	0.26229	0.01745	0.01954	0.02345
