mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.24945	0.21755	0.261	0.16436	0.10764
V2	0.051	0.69798	0.1077	0.09729	0.04604
V3	0.04355	0.15019	0.39881	0.36719	0.04026
V4	0.01154	0.1258	0.26967	0.07835	0.51464
V5	0.02401	0.07719	0.10297	0.12296	0.67287
V6	0.25203	0.14322	0.27349	0.23653	0.09472
V7	0.00118	0.17396	0.41664	0.09473	0.31349
V8	0	0.21429	0.67484	0.09432	0.01654
V9	0.04472	0.10434	0.26099	0.54336	0.0466
V10	0.32479	0.18352	0.40832	0.0555	0.02787
V11	0.03821	0.1052	0.14678	0.09016	0.61965
V12	0.0673	0.11527	0.24041	0.29568	0.28135
V13	0.11932	0.10339	0.06978	0.41496	0.29256
V14	0.13665	0.06808	0.09735	0.59058	0.10734
V15	0.03122	0.05462	0.02568	0.81602	0.07246
V16	0.45203	0.13435	0.03967	0.33928	0.03467
V17	0.06882	0.27771	0.05974	0.08889	0.50485
V18	0.06407	0.41428	0.27435	0.21809	0.02922
V19	0.03969	0.07159	0.03879	0.14076	0.70917
V20	0	0.18103	0.58768	0.20287	0.02842
V21	0.01974	0.2984	0.17398	0.17914	0.32874
V22	0.62846	0.16883	0.09131	0.07868	0.03271
V23	0.08142	0.08443	0.06127	0.15875	0.61413
V24	0.39119	0.18241	0.05433	0.09876	0.27332
V25	0.032	0.07775	0.04809	0.42413	0.41803
V26	0.3886	0.25259	0.09537	0.09567	0.16776
V27	0.09981	0.48591	0.22338	0.05138	0.13951
V28	0.02529	0.14431	0.21565	0.54982	0.06492
V29	0.00228	0.10931	0.31921	0.51835	0.05085
V30	0.58151	0.17757	0.0567	0.09581	0.08841
V31	0.35417	0.1887	0.04447	0.25962	0.15304
V32	0.72204	0.09876	0.03363	0.09368	0.05189
V33	0.0303	0.23314	0.059	0.14092	0.53664
V34	0.11225	0.74982	0.06166	0.06067	0.0156
V35	0.07266	0.55927	0.28361	0.07025	0.01421
V36	0.02559	0.24139	0.20933	0.11427	0.40942
V37	0.61257	0.09066	0.02656	0.08826	0.18195
V38	0.08312	0.17264	0.43256	0.19746	0.11423
V39	0.24734	0.16809	0.32702	0.06121	0.19635
V40	0.19576	0.55328	0.06375	0.14485	0.04236
V41	0.04938	0.75812	0.07116	0.05174	0.06961
V42	0.67234	0.12787	0.04748	0.09141	0.0609
V43	0.34348	0.23202	0.32517	0.07927	0.02006
V44	0.01524	0.35652	0.50235	0.04384	0.08205
V45	0.03341	0.60293	0.1449	0.16865	0.05012
V46	0.10095	0.67489	0.12156	0.07604	0.02656
V47	0	0.22058	0.71746	0.04294	0.01902
V48	0.13016	0.20306	0.2349	0.31506	0.11682
V49	0.34372	0.22504	0.23221	0.17228	0.02675
V50	0	0.23459	0.70799	0.04315	0.01427
V51	0.08564	0.31432	0.23161	0.09469	0.27375
V52	0.05547	0.80308	0.06603	0.05969	0.01573
V53	0.03352	0.178	0.03889	0.69255	0.05704
V54	0.19051	0.05739	0.03952	0.5331	0.17949
V55	0.07421	0.04148	0.02395	0.79544	0.06491
V56	0.07249	0.03696	0.03205	0.7198	0.1387
V57	0.1034	0.25389	0.48972	0.06527	0.08772
V58	0.06684	0.08489	0.17387	0.21961	0.45479
V59	0.6462	0.1293	0.10977	0.09122	0.02352
V60	0.33501	0.25491	0.15126	0.16278	0.09604
V61	0.1803	0.07802	0.06248	0.24985	0.42936
V62	0.0468	0.14435	0.31609	0.15164	0.34112
V63	0.33068	0.2933	0.09916	0.08765	0.1892
V64	0.71826	0.11502	0.04828	0.09237	0.02607
V65	0.08055	0.1195	0.06844	0.58201	0.1495
V66	0.02802	0.07304	0.15258	0.68434	0.06203
V67	0.00495	0.14347	0.35171	0.11666	0.38322
V68	0.32779	0.15742	0.36135	0.08677	0.06668
V69	0.44056	0.21034	0.2108	0.08119	0.05711
V70	0.05757	0.62915	0.09486	0.18494	0.03347
V71	0.08626	0.68849	0.09778	0.10473	0.02273
V72	0.04314	0.4067	0.07399	0.07154	0.40462
V73	0.05566	0.07212	0.12834	0.54161	0.20228
V74	0.02205	0.08879	0.03547	0.7403	0.1134
V75	0.34143	0.26801	0.29822	0.06812	0.02422
V76	0.02038	0.04287	0.0426	0.79067	0.10347
V77	0	0.21711	0.69599	0.07137	0.01552
V78	0	0.22339	0.70933	0.04817	0.01911
V79	0.07476	0.39978	0.08648	0.16919	0.2698
V80	0.11504	0.65657	0.0554	0.09586	0.07713
V81	0	0.22338	0.71905	0.04325	0.01432
V82	0.19951	0.18669	0.06006	0.50294	0.0508
V83	0.09219	0.11758	0.05225	0.52707	0.2109
V84	0.0966	0.20825	0.04816	0.09479	0.55219
V85	0	0.22015	0.7167	0.04866	0.0145
V86	0.01657	0.2914	0.30544	0.34795	0.03864
V87	0.36679	0.08484	0.06824	0.42831	0.05182
V88	0.2632	0.20798	0.08834	0.22413	0.21634
V89	0.01748	0.25869	0.63806	0.07084	0.01494
V90	0.026	0.22572	0.10307	0.13549	0.50972
V91	0.01561	0.05805	0.10231	0.76224	0.06178
V92	0.22133	0.10976	0.06587	0.1021	0.50095
V93	0.01199	0.14733	0.18658	0.47928	0.17481
V94	0.0447	0.20307	0.06242	0.26583	0.42398
V95	0.0665	0.26051	0.06631	0.14144	0.46523
V96	0.62363	0.10526	0.05343	0.10091	0.11677
V97	0.15284	0.10099	0.08391	0.15517	0.50709
V98	0.04455	0.38858	0.21725	0.14836	0.20125
V99	0.4186	0.17921	0.03565	0.25506	0.11148
V100	0.43106	0.21945	0.08442	0.11045	0.15462
V101	0.06258	0.78977	0.07323	0.059	0.01542
V102	0.25084	0.28406	0.16663	0.14366	0.15481
V103	0.13218	0.06108	0.04402	0.10188	0.66084
V104	0.04585	0.41837	0.13478	0.07087	0.33012
V105	0.02555	0.08099	0.08453	0.13258	0.67635
V106	0.04375	0.67015	0.19729	0.05245	0.03635
V107	0.02459	0.31601	0.5621	0.07751	0.01979
V108	0	0.30457	0.63958	0.0422	0.01365
V109	0.05892	0.245	0.0967	0.29281	0.30656
V110	0.13993	0.47291	0.21544	0.14211	0.02961
V111	0.20022	0.30853	0.42299	0.05476	0.01349
V112	0.15366	0.07409	0.13378	0.45224	0.18623
V113	0.20833	0.09285	0.14	0.18918	0.36964
V114	0.45203	0.14854	0.07906	0.21391	0.10646
