Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.02965	0.09434	0.87601	0	0	0
V2	0.68444	0.19784	0	0.10915	0.00858	0
V3	0	0.10537	0.16505	0	0	0.72958
V4	0.27031	0.58794	0	0.12252	0.00484	0.01439
V5	0	0.06701	0	0.78515	0.14783	0
V6	0.10765	0.07455	0.15996	0.06762	0.06584	0.52438
V7	0	0.48102	0	0.07536	0.44361	0
V8	0.83484	0.12618	0	0.03898	0	0
V9	0.24572	0.24649	0	0.27367	0	0.23411
V10	0.52346	0.12071	0	0.35583	0	0
V11	0.00146	0.997	0	0.00153	0	0
V12	0	0.04194	0	0	0	0.95806
V13	0	0.66069	0.33931	0	0	0
V14	0	0.07995	0	0.92005	0	0
V15	0.5924	0.15583	0	0.14672	0.10504	0
V16	0	0.06851	0	0.57067	0.27209	0.08873
V17	0	0.05547	0.08516	0	0	0.85937
V18	0.79199	0.20801	0	0	0	0
V19	0.71821	0.13083	0.15096	0	0	0
V20	0.78	0.13895	0.01582	0.06524	0	0
V21	0	0.06438	0	0	0	0.93562
V22	0.17561	0.13366	0	0.14629	0.54444	0
V23	0	0.0872	0.36452	0.07433	0.47395	0
V24	0.12596	0.09238	0	0.2149	0.56676	0
V25	0.52344	0.36696	0	0.1096	0	0
V26	0.28258	0.10361	0	0.05764	0.55617	0
V27	0	0.02201	0.12808	0	0	0.84992
V28	0.00392	0.35373	0.15706	0.27665	0	0.20864
V29	0	0.77907	0.07738	0.04747	0	0.09609
V30	0.2383	0.28797	0.0879	0.01657	0.17277	0.19649
V31	0.79685	0.09819	0.10496	0	0	0
V32	0	0.06127	0.35326	0.58547	0	0
V33	0.26898	0.51333	0.21769	0	0	0
V34	0	0.03321	0.58623	0.07131	0.30925	0
V35	0	0.09747	0.17977	0.70495	0.01781	0
V36	0.04243	0.64368	0.11789	0.04161	0.15439	0
V37	0	0.05784	0.83708	0	0	0.10508
V38	0	0.01438	0.07261	0	0	0.91301
V39	0.64939	0.12547	0	0.22514	0	0
V40	0	0.66023	0	0.23932	0.04233	0.05812
V41	0.81401	0.08847	0	0	0	0.09752
V42	0.26878	0.09032	0.5798	0	0	0.0611
V43	0.23789	0.52831	0	0.06112	0.17267	0
V44	0.00431	0.99569	0	0	0	0
V45	0.5366	0.40419	0	0	0	0.05921
V46	0	0.04931	0	0.41317	0.27522	0.2623
V47	0.01233	0.55207	0	0.23744	0.18515	0.01301
V48	0	0.75655	0.22779	0.01566	0	0
V49	0	0.96356	0	0.03644	0	0
V50	0	0.05173	0.28306	0.08674	0.57566	0.00281
V51	0	0.02176	0	0.11827	0.85997	0
V52	0	0.68438	0.30276	0.01286	0	0
V53	0.11257	0.08413	0.02428	0.11653	0.66249	0
V54	0	0.20261	0.70211	0.03661	0	0.05867
V55	0	0.06519	0.0478	0.12821	0.75881	0
V56	0	0.07015	0.85992	0.06993	0	0
V57	0.0959	0.46591	0.00452	0.01684	0.07223	0.3446
V58	0	0.05949	0.94051	0	0	0
