cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.54302	0.02288	0.17827	0.25583
V2	0.14157	0.09297	0.07676	0.6887
V3	0.06453	0.62613	0.02227	0.28707
V4	0.83879	0.14183	0.0021	0.01728
V5	0.11353	0.47632	0.26305	0.14709
V6	0.08563	0.87806	0.01943	0.01688
V7	0.14617	0.35037	0.0949	0.40856
V8	0.12202	0.02662	0.82449	0.02687
V9	0.23196	0.22818	0.05403	0.48583
V10	0.02255	0.02901	0.90394	0.0445
V11	0.20801	0.34982	0.43808	0.00408
V12	0.03638	0.58843	0.36481	0.01038
V13	0.26109	0.7169	0.00551	0.0165
V14	0.08186	0.90462	0.00818	0.00534
V15	0.12443	0.61303	0.11973	0.14282
V16	0.8871	0.06906	0.02033	0.02351
V17	0.09511	0.87521	0.01271	0.01697
V18	0.57215	0.35703	0.04071	0.0301
V19	0.16131	0.82196	0.0063	0.01043
V20	0.16733	0.46093	0.03081	0.34092
V21	0.12251	0.05065	0.80081	0.02603
V22	0.02465	0.09042	0.229	0.65593
V23	0.36964	0.04776	0.57781	0.00478
V24	0.88801	0.07658	0.03484	0.00057
V25	0.3479	0.22664	0.13777	0.28769
V26	0.39624	0.39048	0.02328	0.19001
V27	0.09781	0.07498	0.05608	0.77113
V28	0.01271	0.09939	0.88599	0.00192
V29	0.42971	0.03337	0.5126	0.02432
V30	0.0992	0.19383	0.30141	0.40557
V31	0.20176	0.17247	0.32088	0.30489
V32	0.08229	0.05288	0.06944	0.79539
V33	0.05121	0.49458	0.36844	0.08577
V34	0.12184	0.03751	0.81437	0.02628
V35	0.16397	0.73828	0.07464	0.02311
V36	0.013	0.03898	0.50433	0.44369
V37	0.54314	0.0725	0.1034	0.28097
V38	0.41306	0.01853	0.18676	0.38164
V39	0.16904	0.5785	0.12916	0.1233
V40	0.10798	0.82252	0.06949	0
V41	0.02132	0.68301	0.05098	0.24468
V42	0.21179	0.03567	0.22988	0.52266
V43	0.13087	0.32387	0.52086	0.0244
V44	0.01777	0.05826	0.77341	0.15056
V45	0.10293	0.60198	0.21978	0.0753
V46	0.78437	0.09251	0.11909	0.00403
V47	0.45569	0.17934	0.32568	0.0393
V48	0.78572	0.1914	0.00636	0.01651
V49	0.7269	0.20177	0.00185	0.06949
V50	0.07747	0.84306	0.07512	0.00434
V51	0.31495	0.40195	0.25959	0.02351
V52	0.02823	0.09614	0.84886	0.02677
V53	0.70777	0.14478	0.14745	0
V54	0.42541	0.1837	0.37456	0.01633
V55	0.20962	0.11388	0.26378	0.41272
V56	0.05069	0.04117	0.12142	0.78672
V57	0.10432	0.86581	0.01953	0.01035
V58	0.62677	0.02847	0.05156	0.29321
V59	0.43943	0.41837	0.10365	0.03855
V60	0.13017	0.13182	0.35666	0.38136
V61	0.80146	0.11629	0.01307	0.06918
V62	0.86137	0.06188	0.06665	0.0101
V63	0.03201	0.84161	0.10966	0.01673
V64	0.02709	0.85735	0.0044	0.11116
V65	0.02683	0.03692	0.14152	0.79473
V66	0.21539	0.71167	0.01866	0.05428
V67	0.15247	0.31579	0.52154	0.01019
V68	0.15241	0.14594	0.04994	0.65171
V69	0.02992	0.28784	0.6411	0.04115
V70	0.55617	0.14464	0.18766	0.11153
V71	0.15923	0.05983	0.40731	0.37363
V72	0.58841	0.15345	0.09876	0.15938
V73	0.15672	0.63347	0.13552	0.07429
V74	0.06278	0.22201	0.71449	0.00073
V75	0.70432	0.02234	0.1947	0.07864
V76	0.01074	0.16559	0.20637	0.61729
V77	0.04645	0.29201	0.03547	0.62607
V78	0.30428	0.10474	0.20491	0.38607
V79	0.01107	0.08092	0.83194	0.07607
V80	0.3416	0.02225	0.56195	0.0742
V81	0.05811	0.15028	0.78599	0.00563
V82	0.00837	0.08075	0.90173	0.00915
V83	0.13196	0.16998	0.09631	0.60176
V84	0.38918	0.04778	0.17934	0.3837
V85	0.11077	0.29606	0.43358	0.15959
