cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.59519	0.00979	0.15623	0.23878
V2	0.16382	0.08074	0.05477	0.70067
V3	0.05382	0.65202	0.01309	0.28107
V4	0.86968	0.11319	0	0.01713
V5	0.11338	0.49058	0.24848	0.14756
V6	0.07415	0.88993	0.01776	0.01815
V7	0.15482	0.36577	0.0814	0.39802
V8	0.13911	0.03786	0.79441	0.02863
V9	0.25917	0.23027	0.03716	0.4734
V10	0.02057	0.04505	0.88848	0.04589
V11	0.22331	0.35874	0.41224	0.0057
V12	0.02535	0.61006	0.35229	0.0123
V13	0.27092	0.70687	0.00448	0.01773
V14	0.06741	0.92088	0.00605	0.00566
V15	0.12258	0.62345	0.11166	0.1423
V16	0.91795	0.04422	0.0147	0.02313
V17	0.08463	0.886	0.01125	0.01812
V18	0.59678	0.33655	0.03565	0.03103
V19	0.15975	0.82389	0.00494	0.01142
V20	0.17518	0.47449	0.0197	0.33063
V21	0.14005	0.06241	0.7689	0.02864
V22	0.01788	0.08462	0.22209	0.67541
V23	0.40828	0.04842	0.53718	0.00612
V24	0.92868	0.0431	0.02764	0.00057
V25	0.37859	0.22252	0.12284	0.27604
V26	0.42007	0.38366	0.01655	0.17973
V27	0.10866	0.05356	0.02743	0.81035
V28	0.00445	0.09379	0.89921	0.00256
V29	0.47132	0.03243	0.4704	0.02585
V30	0.10556	0.20408	0.28847	0.40188
V31	0.22261	0.1768	0.3021	0.2985
V32	0.08751	0.0273	0.04069	0.8445
V33	0.04398	0.51577	0.35164	0.08861
V34	0.13932	0.04832	0.78374	0.02862
V35	0.16378	0.74024	0.07078	0.0252
V36	0.00789	0.03637	0.506	0.44974
V37	0.59319	0.05767	0.08735	0.26178
V38	0.46629	0.00587	0.16655	0.36129
V39	0.17179	0.5849	0.12037	0.12294
V40	0.09814	0.83364	0.06789	0.00033
V41	0.0061	0.71	0.04267	0.24122
V42	0.24643	0.02361	0.21489	0.51507
V43	0.13913	0.34049	0.49282	0.02756
V44	0.01599	0.06972	0.75993	0.15436
V45	0.09886	0.61468	0.20884	0.07763
V46	0.81809	0.07244	0.10437	0.00511
V47	0.48909	0.1735	0.29614	0.04127
V48	0.81417	0.16551	0.00339	0.01692
V49	0.75723	0.17694	0	0.06583
V50	0.06546	0.85639	0.0729	0.00525
V51	0.33303	0.40056	0.2406	0.02582
V52	0.02796	0.11341	0.82915	0.02949
V53	0.74491	0.12196	0.13266	0.00047
V54	0.45798	0.17959	0.34408	0.01836
V55	0.23687	0.1123	0.24709	0.40373
V56	0.04927	0.01589	0.10286	0.83199
V57	0.09572	0.87463	0.0182	0.01144
V58	0.68343	0.0086	0.03803	0.26995
V59	0.46182	0.40396	0.09431	0.03991
V60	0.14403	0.13604	0.34191	0.37802
V61	0.83302	0.09336	0.00841	0.06522
V62	0.89348	0.03911	0.05664	0.01077
V63	0.01536	0.85979	0.10646	0.01839
V64	0.00719	0.88101	0.00098	0.11082
V65	0.01723	0.00876	0.12458	0.84943
V66	0.22028	0.70816	0.01625	0.05532
V67	0.1637	0.33069	0.49313	0.01247
V68	0.17447	0.14131	0.02665	0.65757
V69	0.02534	0.3119	0.61807	0.0447
V70	0.59238	0.133	0.16664	0.10798
V71	0.18039	0.05889	0.39178	0.36894
V72	0.62452	0.13973	0.08561	0.15014
V73	0.15738	0.63911	0.12762	0.07588
V74	0.06258	0.23323	0.70272	0.00147
V75	0.74424	0.00979	0.17121	0.07477
V76	0.00066	0.17098	0.19673	0.63163
V77	0.03922	0.30971	0.01294	0.63812
V78	0.34226	0.09879	0.18681	0.37214
V79	0.00827	0.09688	0.81483	0.08002
V80	0.37986	0.02447	0.52105	0.07462
V81	0.06138	0.16727	0.76426	0.00708
V82	0.00293	0.09392	0.89409	0.00905
V83	0.1482	0.17104	0.07799	0.60277
V84	0.43878	0.03624	0.15981	0.36517
V85	0.11556	0.31186	0.41178	0.16081
V86	0.04949	0.06082	0.85237	0.03732
V87	0.03238	0.86452	0.04714	0.05596
V88	0.18331	0.04859	0.2831	0.485
V89	0.02104	0.01568	0.2294	0.73389
V90	0.02511	0.91476	0.04849	0.01164
V91	0.03335	0.76883	0.17194	0.02587
V92	0.49554	0.02277	0.36528	0.11642
V93	0.90201	0.02123	0	0.07676
V94	0.0159	0.47672	0.02409	0.48329
V95	0.27815	0.43907	0.14879	0.13399
V96	0.07926	0.10096	0.03384	0.78593
V97	0.71223	0.09928	0.18333	0.00516
V98	0.6948	0.29418	0	0.01102
V99	0.81683	0.04952	0.12846	0.00518
V100	0.08396	0.04887	0.84531	0.02187
V101	0.03037	0.05985	0.01409	0.89569
V102	0.92775	0.0574	0.00376	0.0111
V103	0.01242	0.04933	0.11271	0.82554
V104	0.02812	0.95931	0.00673	0.00584
V105	0.05656	0.92495	0.01288	0.00561
V106	0.12436	0.5305	0.31044	0.0347
V107	0.20251	0.19077	0.56269	0.04403
V108	0.15248	0.76405	0.08313	0.00034
V109	0.0151	0.14772	0.61727	0.21991
V110	0.05365	0.89581	0.03235	0.01819
V111	0.92025	0.01528	0.05902	0.00545
V112	0.14117	0.05209	0.45029	0.35644
V113	0.2107	0.09318	0.18551	0.5106
V114	0.27482	0.0398	0.08547	0.59991
V115	0.00771	0.77912	0.20752	0.00566
V116	0.15369	0.3096	0.37616	0.16055
V117	0.70151	0.24001	0.02788	0.03059
V118	0.17053	0.60149	0.03259	0.19539
V119	0.12779	0.07365	0.05732	0.74123
V120	0.08434	0.07894	0.82239	0.01432
V121	0.64661	0.11109	0.08491	0.1574
V122	0.95762	0.02081	0.01032	0.01124
V123	0.00653	0.54567	0.0464	0.4014
V124	0.67577	0.2798	0	0.04444
V125	0.41151	0.4129	0.1577	0.0179
V126	0.04154	0.15285	0.05876	0.74686
V127	0.18345	0.04021	0.27228	0.50406
V128	0.03629	0.01603	0.13273	0.81495
V129	0.61605	0.21633	0.14316	0.02446
V130	0.00763	0.68135	0.30516	0.00586
V131	0.02446	0.91263	0.00075	0.06217
V132	0.94314	0.01775	0.02208	0.01704
V133	0.92101	0.02527	0.04284	0.01088
V134	0.11578	0.40493	0.12953	0.34977
V135	0.08758	0.01925	0.20028	0.6929
V136	0.26268	0.40909	0.0123	0.31592
V137	0.69078	0.03458	0.22107	0.05357
V138	0.23041	0.40925	0.17405	0.18628
V139	0.39372	0.19022	0.19186	0.2242
V140	0.03342	0.0938	0.06426	0.80852
V141	0.06809	0.14464	0.56462	0.22264
V142	0.79835	0.02136	0.17957	0.00072
V143	0.47378	0.24913	0.06373	0.21337
V144	0.186	0.14422	0.17533	0.49445
V145	0.00099	0.78648	0.20675	0.00578
V146	0.06787	0.01874	0.0455	0.86789
V147	0.92755	0.02836	0.01466	0.02943
V148	0.13982	0.06766	0.5967	0.19583
V149	0.27624	0.52077	0.19774	0.00526
V150	0.0912	0.23733	0.59972	0.07176
V151	0.21472	0.64586	0.03093	0.10849
V152	0.2512	0.45379	0.20836	0.08664
V153	0.10631	0.77876	0.01723	0.09769
V154	0.25851	0.46219	0.25317	0.02613
V155	0.51977	0.12897	0.26802	0.08324
V156	0.03536	0.13354	0.71264	0.11846
V157	0.33878	0.14286	0.31278	0.20559
V158	0.03059	0.00612	0.05564	0.90764
V159	0.89715	0.0667	0	0.03615
V160	0.73418	0.00993	0.05836	0.19753
V161	0.2403	0.01116	0.03912	0.70942
V162	0.07014	0.31369	0.08618	0.52998
V163	0.1012	0.51531	0.1653	0.21818
V164	0.37418	0.30283	0.10228	0.22072
V165	0.01066	0.29646	0.00768	0.6852
V166	0.01074	0.10625	0.08514	0.79788
V167	0.39256	0.00478	0.01269	0.58996
V168	0.29947	0.58139	0.07057	0.04857
V169	0.21384	0.05153	0.0451	0.68952
V170	0.11564	0.02578	0.54265	0.31593
V171	0.13988	0.23926	0.58472	0.03614
V172	0.73551	0.01866	0.24032	0.00551
V173	0.03079	0.15599	0.0508	0.76242
V174	0.01879	0.17464	0.08684	0.71973
V175	0.06837	0.03295	0.78505	0.11363
V176	0.00776	0.83519	0.15148	0.00557
V177	0.01022	0.97655	0.00079	0.01245
V178	0.00649	0.802	0.00689	0.18462
V179	0.17827	0.01573	0.39742	0.40858
V180	0.02869	0.90091	0.07005	0.00035
V181	0.17901	0.12229	0.55081	0.14789
V182	0.32904	0.17221	0.44702	0.05174
V183	0.18206	0.80737	0.00521	0.00535
V184	0.96347	0.02352	0.01228	0.00073
V185	0.57602	0.40906	0.00987	0.00505
V186	0.12561	0.50052	0.25674	0.11712
V187	0.94844	0.02211	0.02391	0.00554
V188	0.06358	0.25475	0.00703	0.67465
V189	0.84511	0.02309	0.01472	0.11708
V190	0.68154	0.02525	0.28762	0.00559
V191	0.20232	0.20267	0.55938	0.03563
V192	0.32315	0.47295	0.04696	0.15693
V193	0.64621	0.03264	0.21707	0.10408
V194	0.03518	0.94073	0.0057	0.01839
V195	0.01526	0.06541	0.91006	0.00926
V196	0.01674	0.09409	0.02489	0.86428
V197	0.45631	0.04449	0.02829	0.4709
V198	0.06599	0.5246	0.35731	0.05211
V199	0.18488	0.02468	0.18924	0.6012
V200	0.13438	0.59233	0.01884	0.25445
V201	0.0998	0.58295	0.18223	0.13503
V202	0.01704	0.03771	0.78517	0.16007
V203	0.17345	0.43922	0.3682	0.01914
V204	0.0071	0.5742	0.00954	0.40916
V205	0.02111	0.08019	0.88342	0.01528
V206	0.05204	0.11307	0.82727	0.00763
V207	0.14747	0.19421	0.05943	0.59889
V208	0.27078	0.07438	0.64194	0.01289
V209	0.32346	0.47395	0.06348	0.13912
V210	0.08471	0.79441	0.08013	0.04074
V211	0.46512	0.01518	0.03704	0.48267
V212	0.54067	0.04487	0.39621	0.01825
V213	0.68344	0.02898	0.10011	0.18747
V214	0.36791	0.1486	0.16364	0.31985
V215	0.32472	0.09256	0.02352	0.5592
V216	0.05287	0.00512	0.04542	0.89659
V217	0.04377	0.51781	0.22962	0.2088
V218	0.10222	0.46726	0.16767	0.26285
V219	0.10895	0.66797	0.012	0.21108
V220	0.00653	0.85843	0.00614	0.1289
V221	0.83808	0.01196	0.00437	0.14559
V222	0.34974	0.1238	0.36278	0.16367
V223	0.00778	0.14238	0.77848	0.07136
V224	0.95362	0.02191	0.02377	7e-04
V225	0.05529	0.89014	0.04922	0.00535
V226	0.33156	0.08759	0.56834	0.01251
V227	0.80649	0.01437	0.16818	0.01096
V228	0.8102	0.06009	0.05582	0.07389
V229	0.02165	0.05647	0.89898	0.0229
V230	0.02202	0.04331	0.04273	0.89195
V231	0.01594	0.29243	0.11821	0.57342
V232	0.04383	0.68996	0.0022	0.264
V233	0.61354	0.07809	0.18442	0.12395
V234	0.03497	0.92739	0.02599	0.01166
V235	0.40512	0.06367	0.50484	0.02637
V236	0.04715	0.0763	0.80567	0.07089
V237	0.18173	0.0125	0.04254	0.76323
V238	0.13569	0.57451	0.24716	0.04264
V239	0.06896	0.42823	0.02309	0.47972
V240	0.52427	0.04144	0.39383	0.04047
V241	0.01952	0.0421	0.87642	0.06197
V242	0.12997	0.77913	0.0796	0.0113
V243	0.26072	0.04851	0.62245	0.06832
V244	0.22085	0.02737	0.67565	0.07614
V245	0.62729	0.28408	0.04274	0.04589
V246	0.05946	0.15833	0.76102	0.02119
V247	0.17723	0.0551	0.76592	0.00175
V248	0.02844	0.04221	0.06492	0.86443
V249	0.00201	0.06472	0.87108	0.06218
V250	0.78314	0.01683	0.19464	0.00539
V251	0.93622	0.05395	0.00425	0.00558
V252	0.01007	0.8542	0.13525	0.00047
V253	0.40381	0.06109	0.16225	0.37285
V254	0.00868	0.94208	0.0436	0.00565
V255	0.04412	0.92303	0.00063	0.03222
V256	0.19158	0.20868	0.51949	0.08025
V257	0.46695	0.08856	0.22769	0.21681
V258	0.19291	0.26068	0.42715	0.11926
V259	0.03576	0.30118	0.62666	0.0364
V260	0.00183	0.30527	0.68578	0.00712
V261	0.6605	0.03074	0.18012	0.12865
V262	0.10805	0.06234	0.0269	0.80271
V263	0.01758	0.96309	0.00065	0.01868
V264	0.1785	0.03566	0.44508	0.34076
V265	0.0359	0.00806	0.16273	0.7933
