Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.0981	0.01497	0.8621	0	0	0.02483
V2	0.74295	0.0693	0	0.08268	0.08598	0.0191
V3	0	0.05752	0.1151	0	0	0.82738
V4	0.16138	0.51762	0	0.08186	0.06852	0.17062
V5	0	0.0591	0	0.70613	0.23477	0
V6	0.0262	0.03632	0.09821	0.02805	0.11461	0.6966
V7	0	0.44441	0	0	0.54663	0.00896
V8	0.85393	0	0	0.08292	0	0.06314
V9	0.15611	0.15344	0	0.27434	0	0.41611
V10	0.57636	0.01279	0.01345	0.35981	0	0.03759
V11	0	1	0	0	0	0
V12	0	0.01598	0	0	0	0.98402
V13	0	0.59784	0.38752	0	0	0.01464
V14	0.06508	0.03222	0	0.9027	0	0
V15	0.58417	0.04232	0	0.10783	0.18335	0.08233
V16	0	0.02161	0	0.45408	0.33	0.1943
V17	0	0.02314	0.03479	0	0	0.94206
V18	0.91002	0.06725	0	0	0	0.02273
V19	0.74457	0.00146	0.17522	0	0.05085	0.0279
V20	0.75343	0.01865	0.0605	0.08384	0	0.08358
V21	0	0.03026	0	0	0	0.96974
V22	0.20669	0.04711	0	0.05244	0.61908	0.07468
V23	0.08052	0.02226	0.35413	0	0.52731	0.01578
V24	0.16097	0.01268	0	0.109	0.63772	0.07963
V25	0.57425	0.24112	0	0.13108	0.01171	0.04184
V26	0.3665	0.00099	0	0	0.63251	0
V27	0	0.00289	0.07025	0	0	0.92686
V28	0	0.27069	0.14966	0.26517	0	0.31448
V29	0	0.70768	0.08403	0.04796	0	0.16032
V30	0.14834	0.20366	0.05129	0	0.21748	0.37924
V31	0.74411	0	0.16466	0	0	0.09123
V32	0	0.03025	0.37727	0.53645	0	0.05602
V33	0.21092	0.41815	0.2691	0	0	0.10183
V34	0	0.01673	0.59062	0.00611	0.35828	0.02826
V35	0	0.07384	0.18709	0.62851	0.06375	0.04681
V36	0	0.60687	0.11311	0	0.20535	0.07467
V37	0	0.01451	0.7964	0	0	0.18909
V38	0	0	0.01626	0	0	0.98374
V39	0.70905	0	0	0.25985	0	0.03109
V40	0	0.59762	0	0.18898	0.09137	0.12204
V41	0.67877	0	0	0	0	0.32123
