CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.15134	0.02393	0.65272	0.03628	0.04631	0.08943
V2	0.4815	0.11976	0.03185	0.10725	0.11586	0.14378
V3	0.26801	0.06138	0.16987	0.01808	0.03873	0.44392
V4	0.2516	0.36652	0.02487	0.09608	0.11139	0.14954
V5	0.08794	0.06179	0.00661	0.4873	0.29424	0.06211
V6	0.27182	0.02819	0.14582	0.05121	0.14078	0.36218
V7	0.12297	0.33784	0.02061	0.0681	0.37018	0.0803
V8	0.55595	0.06674	0.03485	0.1097	0.04742	0.18534
V9	0.30098	0.15158	0.01549	0.20078	0.07878	0.25239
V10	0.4048	0.05283	0.05869	0.25754	0.08558	0.14056
V11	0.15763	0.60796	0.03433	0.06119	0.06073	0.07817
V12	0.27783	0.04035	0.06321	0.02017	0.03615	0.5623
V13	0.14809	0.42534	0.23953	0.05557	0.0536	0.07787
V14	0.13027	0.04314	0.01381	0.63087	0.1095	0.07242
V15	0.42506	0.08449	0.02391	0.1202	0.18355	0.16278
V16	0.13622	0.02408	0.02033	0.32495	0.32566	0.16876
V17	0.26508	0.04606	0.12959	0.01486	0.03087	0.51355
V18	0.56509	0.14082	0.03853	0.05379	0.03748	0.1643
V19	0.48247	0.06666	0.15629	0.04492	0.09847	0.15119
V20	0.50305	0.07632	0.08545	0.10825	0.04836	0.17857
V21	0.28352	0.04921	0.0365	0.02204	0.06051	0.54822
V22	0.2249	0.06123	0.03154	0.09977	0.46022	0.12234
V23	0.12364	0.0205	0.2977	0.05855	0.42115	0.07845
V24	0.19931	0.02706	0.0242	0.13482	0.49044	0.12416
V25	0.39644	0.24322	0.02154	0.12734	0.07789	0.13358
V26	0.29193	0.03394	0.03628	0.05644	0.47084	0.11057
V27	0.2471	0.02824	0.15135	0.01986	0.03822	0.51522
V28	0.17992	0.22214	0.13608	0.18473	0.08077	0.19637
V29	0.15584	0.47191	0.08963	0.08691	0.04864	0.14707
V30	0.26227	0.1787	0.1043	0.03767	0.1893	0.22776
V31	0.51895	0.04691	0.15555	0.05288	0.03682	0.18889
V32	0.0915	0.03207	0.29151	0.40731	0.08195	0.09565
V33	0.25844	0.33379	0.18641	0.05385	0.04373	0.12378
V34	0.0735	0.00936	0.43478	0.06112	0.34008	0.08117
V35	0.09316	0.06512	0.16355	0.41213	0.17666	0.08938
V36	0.16133	0.40229	0.1092	0.05457	0.18222	0.09038
V37	0.12363	0.01928	0.60643	0.03572	0.04386	0.17109
V38	0.26352	0.0233	0.12453	0.01325	0.02979	0.54561
V39	0.48029	0.06037	0.02715	0.21547	0.05981	0.15691
V40	0.15056	0.40998	0.02568	0.14386	0.13695	0.13299
V41	0.53883	0.05105	0.04585	0.03871	0.03899	0.28658
V42	0.26889	0.02965	0.42072	0.03319	0.07343	0.17411
V43	0.23812	0.33561	0.02651	0.06534	0.19983	0.1346
V44	0.16236	0.6145	0.02945	0.05648	0.04956	0.08765
V45	0.37059	0.26521	0.05595	0.05155	0.05183	0.20486
V46	0.15731	0.02149	0.03164	0.22594	0.30544	0.25818
V47	0.14787	0.35163	0.02111	0.14401	0.21988	0.11551
V48	0.13061	0.4854	0.1607	0.04936	0.10392	0.07001
V49	0.15526	0.58714	0.02835	0.05607	0.09601	0.07718
V50	0.09052	0.00855	0.24745	0.05699	0.4733	0.12319
V51	0.07113	0.01292	0.03297	0.074	0.72907	0.0799
V52	0.13488	0.43893	0.20677	0.06775	0.07228	0.0794
V53	0.18959	0.01812	0.10184	0.0772	0.52186	0.09139
V54	0.1373	0.10932	0.45026	0.06755	0.10677	0.1288
V55	0.07452	0.04518	0.12526	0.0801	0.59909	0.07585
V56	0.07531	0.04353	0.61309	0.11768	0.08357	0.06682
V57	0.22986	0.29008	0.05304	0.03548	0.12793	0.26362
V58	0.0911	0.01986	0.68726	0.04735	0.04826	0.10617
V59	0.11369	0.03546	0	0.65329	0.13265	0.06491
V60	0.42733	0.04029	0.02297	0.30867	0.07162	0.12912
V61	0.32646	0.12103	0.02656	0.13581	0.08933	0.3008
V62	0.43188	0.05321	0.07856	0.11276	0.10696	0.21663
V63	0.1895	0.39569	0.02972	0.08584	0.05714	0.24211
V64	0.08101	0.10302	0.02804	0.06408	0.6476	0.07625
V65	0.44048	0.1291	0.04668	0.04893	0.06588	0.26892
V66	0.40955	0.05025	0.11812	0.05934	0.22726	0.13547
V67	0.15161	0.13449	0.24983	0.19251	0.06348	0.20809
V68	0.61645	0.0595	0.03998	0.07097	0.03734	0.17576
V69	0.46958	0.05851	0.03145	0.03282	0.04978	0.35786
V70	0.10685	0.0268	0.19352	0.46069	0.14183	0.07031
V71	0.14622	0.22131	0.04463	0.11269	0.29663	0.17853
V72	0.46306	0.12421	0.07946	0.0535	0.07943	0.20035
V73	0.12094	0.02358	0.08393	0.57466	0.12498	0.0719
V74	0.09379	0.15197	0.01252	0.57456	0.11042	0.05673
V75	0.14362	0.61506	0.02249	0.07177	0.07198	0.07509
V76	0.08542	0.01045	0.5859	0.06149	0.17916	0.07758
V77	0.16921	0.13399	0.08998	0.40119	0.0852	0.12044
V78	0.42323	0.12136	0.06214	0.11605	0.05612	0.2211
V79	0.20524	0.40841	0.03339	0.03409	0.03928	0.27959
V80	0.19775	0.42799	0.02665	0.04205	0.05176	0.2538
V81	0.53133	0.11642	0.08126	0.05172	0.04858	0.17069
V82	0.14098	0.56211	0.02564	0.08033	0.10973	0.0812
V83	0.19836	0.14182	0.03025	0.31047	0.17991	0.13919
V84	0.32804	0.03802	0.0843	0.32154	0.0936	0.13451
V85	0.5937	0.05665	0.09056	0.05279	0.03544	0.17086
V86	0.28125	0.04813	0.11491	0.22416	0.06939	0.26217
V87	0.08664	0.04175	0.02069	0.66673	0.11388	0.07032
V88	0.18286	0.04371	0.01558	0.37846	0.11883	0.26055
V89	0.17711	0.14068	0.3441	0.0311	0.0396	0.26741
V90	0.16124	0.48863	0.11034	0.05474	0.09101	0.09403
V91	0.10472	0.0222	0.06259	0.13447	0.58389	0.09213
V92	0.08288	0.0696	0.03571	0.06897	0.65444	0.08841
V93	0.26098	0.06856	0.02914	0.09609	0.22547	0.31976
V94	0.07846	0.02695	0.22887	0.51227	0.09407	0.05939
V95	0.07153	0.01804	0.28155	0.13477	0.42615	0.06797
V96	0.16181	0.3003	0.0314	0.07368	0.25101	0.18181
V97	0.07068	0.02108	0.03723	0.11343	0.6856	0.07197
V98	0.10797	0.08818	0.00839	0.55852	0.16954	0.0674
V99	0.0824	0.0427	0.00615	0.68746	0.12262	0.05868
V100	0.08782	0.01853	0.3941	0.22495	0.17505	0.09954
V101	0.11039	0.29204	0.35065	0.10703	0.06009	0.07979
V102	0.57966	0.06218	0.10301	0.05191	0.03579	0.16745
V103	0.5018	0.06146	0.03768	0.14742	0.08349	0.16814
V104	0.10308	0.01918	0.19126	0.50612	0.10582	0.07455
V105	0.27404	0.02549	0.08434	0.01314	0.02905	0.57394
V106	0.15574	0.01153	0.47863	0.02212	0.04531	0.28667
V107	0.16829	0.4752	0.18394	0.04748	0.04733	0.07776
V108	0.23315	0.04212	0.05416	0.02804	0.18145	0.46107
V109	0.24362	0.02808	0.03589	0.01934	0.16521	0.50787
V110	0.12166	0.14057	0.55068	0.03524	0.05275	0.0991
V111	0.07423	0.02779	0.7077	0.05044	0.06383	0.07601
V112	0.12716	0.27977	0.00148	0.42816	0.09638	0.06705
V113	0.09628	0.08389	0.51637	0.06633	0.15677	0.08036
V114	0.18031	0.01679	0.52179	0.13582	0.05461	0.09069
V115	0.3925	0.08007	0.03976	0.05275	0.12867	0.30625
V116	0.60839	0.05819	0.0389	0.0822	0.03876	0.17354
V117	0.43872	0.04614	0.02641	0.11155	0.23641	0.14076
V118	0.14141	0.50145	0.09715	0.0717	0.09884	0.08944
V119	0.1497	0.58782	0.03184	0.07847	0.05631	0.09586
V120	0.16342	0.17927	0.09214	0.32293	0.14386	0.09838
V121	0.33805	0.03697	0.02555	0.20359	0.05092	0.34491
V122	0.29266	0.04867	0.0148	0.43188	0.11274	0.09925
V123	0.35426	0.03675	0.02779	0.05933	0.13646	0.3854
V124	0.07805	0.00966	0.271	0.06235	0.50148	0.07745
V125	0.11168	0.13212	0.51049	0.07806	0.05025	0.1174
V126	0.2343	0.21413	0.06213	0.02763	0.04066	0.42115
V127	0.10657	0.01261	0.63666	0.1029	0.06136	0.0799
V128	0.31268	0.2216	0.09772	0.14666	0.10065	0.12069
V129	0.07764	0.02749	0.66487	0.08969	0.06037	0.07994
V130	0.42242	0.13204	0.02481	0.20285	0.0788	0.13909
V131	0.12338	0.01137	0.04971	0.06551	0.57466	0.17538
V132	0.12501	0.36654	0.30819	0.0431	0.08313	0.07403
V133	0.12971	0.16544	0.44068	0.0965	0.09129	0.07637
V134	0.22974	0.46808	0.02781	0.05629	0.10542	0.11266
V135	0.13647	0.01971	0.57176	0.03192	0.08342	0.15672
V136	0.18237	0.51736	0.0736	0.06213	0.07488	0.08966
V137	0.11056	0.14077	0.44209	0.05542	0.18053	0.07062
V138	0.20904	0.01853	0.02759	0.29338	0.12871	0.32276
V139	0.15465	0.05181	0.14123	0.04249	0.33975	0.27008
V140	0.4489	0.20354	0.05657	0.09098	0.04918	0.15083
V141	0.25922	0.22764	0.10799	0.20908	0.08325	0.11282
V142	0.20358	0.51024	0.03131	0.08621	0.04921	0.11946
V143	0.13161	0.06183	0.49408	0.09084	0.12438	0.09726
V144	0.24569	0.15142	0.0336	0.10002	0.04688	0.42239
V145	0.08789	0.02568	0.01341	0.68686	0.10943	0.07674
V146	0.17178	0.02354	0.08637	0.05974	0.52083	0.13775
V147	0.40634	0.08876	0.10549	0.0611	0.03743	0.30088
V148	0.09776	0.15451	0.58431	0.03668	0.04771	0.07901
V149	0.20881	0.37132	0.02052	0.04781	0.03973	0.31181
V150	0.08755	0.02657	8e-05	0.6883	0.137	0.0605
V151	0.22458	0.31119	0.02207	0.03424	0.05395	0.35396
V152	0.14203	0.19622	0.33805	0.06456	0.1441	0.11504
V153	0.07872	0.04479	0.50813	0.2137	0.08476	0.0699
V154	0.38664	0.18809	0.0337	0.03224	0.03502	0.32431
V155	0.1418	0.29543	0.08797	0.04975	0.31662	0.10844
V156	0.11264	0.39088	0.0271	0.05669	0.344	0.06869
