B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58992	0	0.18746	0.22262
V2	0.23513	0.10815	0.04737	0.60936
V3	0.104	0.62979	0.01854	0.24766
V4	0.87529	0.11756	0	0.00715
V5	0.14227	0.47303	0.27572	0.10897
V6	0.11643	0.83567	0.0479	0
V7	0.19868	0.37279	0.0906	0.33794
V8	0.16118	0.01976	0.81188	0.00718
V9	0.30218	0.25368	0.03063	0.41351
V10	0.04923	0.0268	0.8944	0.02958
V11	0.22136	0.3409	0.43774	0
V12	0.04698	0.56504	0.38798	0
V13	0.29866	0.67947	0.02187	0
V14	0.10551	0.86672	0.02777	0
V15	0.15696	0.58985	0.14461	0.10858
V16	0.89349	0.04159	0.03928	0.02564
V17	0.12694	0.83801	0.03505	0
V18	0.59152	0.34126	0.06183	0.00539
V19	0.19239	0.7828	0.02481	0
V20	0.21782	0.47292	0.02106	0.2882
V21	0.16015	0.0729	0.76328	0.00367
V22	0.07814	0.11161	0.22103	0.58922
V23	0.38974	0.0433	0.56696	0
V24	0.91786	0.02357	0.05857	0
V25	0.38522	0.24577	0.13831	0.23069
V26	0.43375	0.39008	0.02211	0.15406
V27	0.20333	0.0869	0.00759	0.70218
V28	0	0.0726	0.9274	0
V29	0.45843	0.03197	0.50961	0
V30	0.14673	0.2321	0.29063	0.33055
V31	0.24502	0.20391	0.30887	0.24221
V32	0.18842	0.04723	0.03788	0.72647
V33	0.07269	0.49602	0.37689	0.0544
V34	0.16028	0.0539	0.78054	0.00528
V35	0.19501	0.69294	0.11205	0
V36	0.0485	0.05348	0.4973	0.40072
V37	0.58255	0.06909	0.10843	0.23992
V38	0.48237	0	0.18242	0.33521
V39	0.20144	0.55498	0.15296	0.09062
V40	0.12248	0.77182	0.1057	0
V41	0.03952	0.68086	0.06922	0.21039
V42	0.29192	0.0322	0.22411	0.45177
V43	0.15592	0.33787	0.50621	0
V44	0.03969	0.09565	0.74247	0.12219
V45	0.1306	0.57722	0.24653	0.04566
V46	0.78951	0.06468	0.14582	0
V47	0.46646	0.19209	0.33127	0.01017
V48	0.81727	0.16678	0.01523	0.00071
V49	0.75708	0.18815	0	0.05477
V50	0.09619	0.78649	0.11733	0
V51	0.33266	0.38976	0.27758	0
V52	0.05179	0.13058	0.80834	0.00929
V53	0.72046	0.10878	0.17077	0
V54	0.43363	0.18978	0.3766	0
V55	0.26739	0.13963	0.25482	0.33817
V56	0.14195	0.0272	0.10904	0.7218
V57	0.133	0.81949	0.0475	0
V58	0.68453	0	0.04999	0.26548
V59	0.45841	0.4034	0.12859	0.0096
