CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12211	0.01923	0.69747	0.03033	0.06856	0.0623
V2	0.4079	0.11079	0.07992	0.11989	0.17579	0.1057
V3	0.22996	0.05922	0.23525	0.03544	0.08186	0.35827
V4	0.20778	0.34013	0.06105	0.11109	0.17271	0.10725
V5	0.05925	0.05345	0.00039	0.4961	0.35876	0.03206
V6	0.22766	0.02572	0.19067	0.0652	0.2124	0.27835
V7	0.0919	0.29947	0.0244	0.06004	0.4767	0.04749
V8	0.4865	0.05738	0.09797	0.12936	0.0858	0.14299
V9	0.24704	0.14175	0.05717	0.23783	0.126	0.19021
V10	0.33457	0.04568	0.09794	0.29366	0.12664	0.10151
V11	0.13052	0.57324	0.06742	0.06893	0.10865	0.05124
V12	0.24442	0.03576	0.12958	0.04465	0.08363	0.46195
V13	0.12025	0.40034	0.27044	0.06264	0.09272	0.05361
V14	0.09383	0.03588	0.0205	0.66716	0.13976	0.04286
V15	0.35144	0.07638	0.06254	0.13191	0.26007	0.11766
V16	0.09661	0.02333	0.02254	0.33915	0.40676	0.11162
V17	0.2306	0.04327	0.19758	0.03598	0.07544	0.41714
V18	0.50031	0.13059	0.10496	0.06148	0.07626	0.1264
V19	0.41453	0.05996	0.21352	0.04548	0.15365	0.11286
V20	0.43563	0.06833	0.14546	0.12731	0.08592	0.13735
V21	0.2476	0.04501	0.09841	0.04549	0.11767	0.44581
V22	0.16806	0.05638	0.03186	0.08884	0.57851	0.07634
V23	0.08954	0.01883	0.27743	0.04048	0.52979	0.04393
V24	0.14613	0.02503	0.01958	0.12374	0.60929	0.07622
V25	0.334	0.22844	0.06686	0.14732	0.12628	0.0971
V26	0.2242	0.03005	0.04015	0.03967	0.59792	0.06802
V27	0.2136	0.02575	0.21779	0.04181	0.08314	0.41792
V28	0.14311	0.20856	0.16487	0.21369	0.1243	0.14546
V29	0.12623	0.44737	0.12518	0.10418	0.09065	0.10639
V30	0.21414	0.16869	0.13649	0.04125	0.2703	0.16913
V31	0.45706	0.03883	0.22545	0.06029	0.07096	0.1474
V32	0.06512	0.02866	0.2908	0.44591	0.10681	0.0627
V33	0.2167	0.31744	0.23061	0.06251	0.08163	0.09111
V34	0.0494	0.00834	0.41446	0.04638	0.43357	0.04786
V35	0.06404	0.05993	0.15746	0.43911	0.22372	0.05574
V36	0.12917	0.36838	0.1283	0.05627	0.25781	0.06007
V37	0.09911	0.01555	0.6503	0.03563	0.06964	0.12977
V38	0.22955	0.01994	0.19333	0.03512	0.07423	0.44783
V39	0.40401	0.05244	0.07732	0.25093	0.09806	0.11724
V40	0.11992	0.37643	0.0505	0.16099	0.20059	0.09158
V41	0.48214	0.04136	0.11674	0.04852	0.08013	0.23111
V42	0.22484	0.02675	0.47221	0.034	0.10962	0.13257
V43	0.19273	0.30792	0.0534	0.06984	0.28207	0.09405
V44	0.13682	0.58013	0.06464	0.06446	0.09549	0.05846
V45	0.31733	0.25374	0.11012	0.06462	0.09625	0.15795
V46	0.11719	0.02152	0.04151	0.24266	0.39465	0.18247
V47	0.11471	0.31715	0.03795	0.15329	0.29952	0.07738
V48	0.10554	0.45269	0.18524	0.05278	0.15894	0.04482
V49	0.12779	0.54903	0.05808	0.06152	0.15321	0.05036
V50	0.06171	0.00917	0.2237	0.0391	0.59024	0.07607
V51	0.043	0.01182	0.00099	0.04368	0.86285	0.03765
V52	0.10787	0.41057	0.23409	0.07632	0.11708	0.05408
V53	0.13957	0.01648	0.08795	0.05761	0.64714	0.05125
V54	0.10914	0.10427	0.474	0.07086	0.14924	0.0925
V55	0.04759	0.04056	0.09439	0.05631	0.72292	0.03822
V56	0.05484	0.03909	0.62745	0.1231	0.11315	0.04237
V57	0.19	0.27278	0.09187	0.04519	0.19692	0.20324
V58	0.06867	0.01592	0.72538	0.04406	0.07044	0.07552
V59	0.08001	0.02849	0.00435	0.68425	0.16655	0.03634
V60	0.35213	0.03287	0.06321	0.35245	0.10706	0.09228
V61	0.2737	0.11411	0.07327	0.16554	0.14303	0.23034
V62	0.36435	0.04735	0.12825	0.1321	0.16395	0.164
V63	0.15632	0.37411	0.07038	0.10842	0.10352	0.18725
V64	0.05261	0.09061	0.00518	0.03879	0.7755	0.03731
V65	0.38235	0.12212	0.10746	0.06147	0.11641	0.21019
V66	0.33929	0.04341	0.15152	0.05669	0.31415	0.09494
V67	0.11968	0.12809	0.27661	0.22261	0.09693	0.15607
V68	0.55133	0.04795	0.10977	0.08166	0.07322	0.13606
V69	0.416	0.05081	0.09987	0.04595	0.09898	0.2884
V70	0.07557	0.02342	0.18755	0.4924	0.17944	0.04163
V71	0.11043	0.20165	0.05504	0.11827	0.39069	0.12392
V72	0.39969	0.11571	0.13669	0.06183	0.13121	0.15487
V73	0.08647	0.01929	0.08442	0.609	0.15845	0.04237
V74	0.06684	0.13272	0.01849	0.60643	0.14335	0.03216
