CD56NK	CD4MemoryT	CD19B	CD14
V1	0.56875	0	0.12934	0.3019
V2	0.14356	0.03536	0.03321	0.78788
V3	0.0603	0.56608	0.00581	0.36781
V4	0.8996	0.08121	0	0.01919
V5	0.12113	0.4443	0.23687	0.1977
V6	0.08265	0.88391	0.01451	0.01893
V7	0.15238	0.28435	0.05968	0.50359
V8	0.13775	0.00986	0.81675	0.03564
V9	0.24396	0.15892	0.02236	0.57476
V10	0.01705	0.01228	0.90976	0.06092
V11	0.24162	0.33049	0.4254	0.00249
V12	0.0268	0.59654	0.3662	0.01046
V13	0.29459	0.68557	0.00166	0.01817
V14	0.07324	0.91826	0.00482	0.00368
V15	0.13084	0.57988	0.09839	0.19089
V16	0.94151	0.0225	0.00854	0.02746
V17	0.09368	0.87869	0.00858	0.01906
V18	0.63746	0.2982	0.02764	0.03669
V19	0.1749	0.81135	0.00319	0.01057
V20	0.1758	0.39308	0.00981	0.42131
V21	0.13913	0.03046	0.79598	0.03443
V22	0.02621	0.03902	0.16288	0.77189
V23	0.42932	0.02213	0.54359	0.00496
V24	0.95529	0.0248	0.01897	0.00095
V25	0.37921	0.16732	0.09896	0.35452
V26	0.4318	0.32357	0.00854	0.2361
V27	0.09592	0.0161	0.01698	0.87099
V28	0.00842	0.04496	0.94241	0.00421
V29	0.49201	0.00983	0.46794	0.03023
V30	0.10545	0.1449	0.24353	0.50612
V31	0.21951	0.13007	0.26594	0.38447
V32	0.0785	0	0.02647	0.89503
V33	0.04807	0.48357	0.35101	0.11735
V34	0.13863	0.01831	0.8082	0.03487
V35	0.18059	0.72819	0.06285	0.02837
V36	0.0128	0.00866	0.42506	0.55348
V37	0.57105	0.02987	0.06613	0.33295
V38	0.42745	0	0.13031	0.44224
V39	0.18567	0.54392	0.10649	0.16392
V40	0.10866	0.82949	0.06185	0
V41	0.01287	0.63362	0.03156	0.32195
V42	0.22322	0.00095	0.16472	0.61111
V43	0.14965	0.30802	0.51098	0.03135
V44	0.01576	0.03919	0.73824	0.20681
V45	0.10694	0.58773	0.20403	0.10131
V46	0.85963	0.04555	0.09077	0.00405
V47	0.52123	0.13749	0.29051	0.05077
V48	0.85128	0.13054	0	0.01818
V49	0.77784	0.13845	0	0.08371
V50	0.07197	0.85852	0.06689	0.00263
V51	0.36333	0.37142	0.23665	0.02861
V52	0.02584	0.07494	0.8632	0.03601
V53	0.79009	0.08892	0.12099	0
V54	0.49248	0.14326	0.34479	0.01947
V55	0.22361	0.07007	0.20408	0.50223
V56	0.04792	0	0.06311	0.88897
V57	0.10506	0.86983	0.01465	0.01046
V58	0.64138	0	0.02308	0.33553
V59	0.49753	0.37004	0.08381	0.04862
V60	0.13908	0.09206	0.2928	0.47606
V61	0.85204	0.06282	0.0021	0.08304
V62	0.92592	0.01772	0.04501	0.01136
V63	0.01874	0.86062	0.10153	0.01911
V64	0.01292	0.83922	0	0.14786
V65	0.02618	0	0.07613	0.89769
V66	0.24075	0.67674	0.01149	0.07102
V67	0.17595	0.29771	0.51533	0.011
V68	0.15558	0.08065	0.01376	0.75001
V69	0.02543	0.27469	0.64323	0.05665
V70	0.61132	0.09783	0.15081	0.14005
V71	0.17054	0.02877	0.33723	0.46346
V72	0.63543	0.10038	0.06809	0.1961
V73	0.17264	0.60956	0.11814	0.09966
V74	0.06226	0.19851	0.73923	0
V75	0.7528	0	0.15191	0.09529
V76	0.01227	0.1012	0.14803	0.7385
V77	0.04499	0.21103	0.00519	0.73879
V78	0.32621	0.0597	0.15052	0.46357
V79	0.00815	0.06093	0.8238	0.10712
V80	0.39031	0.00281	0.50982	0.09706
V81	0.05955	0.12669	0.80835	0.00541
V82	0.00285	0.05251	0.93532	0.00932
V83	0.13494	0.10676	0.05283	0.70548
V84	0.40831	0.01259	0.12648	0.45263
V85	0.12111	0.26432	0.39811	0.21646
V86	0.04504	0.02744	0.87961	0.04791
V87	0.03694	0.85	0.04023	0.07283
V88	0.16649	0.01893	0.22647	0.5881
V89	0.02833	0	0.16188	0.80978
V90	0.03019	0.91594	0.04319	0.01068
V91	0.03663	0.76435	0.16931	0.02972
V92	0.5014	0.00267	0.34399	0.15194
V93	0.89596	0.00591	0	0.09814
V94	0.02414	0.37065	0.01423	0.59097
V95	0.29581	0.39276	0.13429	0.17715
V96	0.07391	0.04675	0.02009	0.85924
V97	0.75632	0.06889	0.17115	0.00363
V98	0.73508	0.25435	0	0.01057
V99	0.85485	0.02625	0.1147	0.0042
V100	0.08089	0.01625	0.87741	0.02545
V101	0.03319	0.01	0.01947	0.93735
V102	0.95386	0.03403	0	0.01211
V103	0.02508	0.01109	0.07085	0.89299
V104	0.03199	0.95829	0.00544	0.00428
V105	0.06253	0.92407	0.00987	0.00352
V106	0.13418	0.5117	0.31251	0.04161
V107	0.21455	0.15261	0.57758	0.05526
V108	0.16905	0.75467	0.07628	0
V109	0.0164	0.10424	0.58616	0.29319
V110	0.05984	0.89381	0.02732	0.01903
V111	0.94518	0.00162	0.0476	0.0056
V112	0.13337	0.02346	0.39266	0.45051
V113	0.19286	0.05093	0.14169	0.61452
V114	0.24278	0.01085	0.05738	0.68899
V115	0.00976	0.78031	0.20718	0.00275
V116	0.16102	0.26196	0.36168	0.21534
V117	0.74372	0.20025	0.0198	0.03623
