Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.02286	0	0.08258	0	0.39543	0	0	0	0	0.49913
V2	0.67613	0	0	0	0	0.30534	0.01853	0	0	0
V3	0.15068	0.00095	0.08465	0	0.51571	0.01263	0.05201	0.17028	0	0.01308
V4	0.01625	0.10267	0.03016	0	0.03415	0.05974	0.0095	0.00753	0.63282	0.10719
V5	0.00246	0.12075	0.08219	0.07694	0.18003	0.06856	0.0017	0	0	0.46737
V6	0.05289	0	0.19321	0	0.69855	0.00718	0	0.04817	0	0
V7	0.0358	0.42121	0	0	0.43785	0	0.03382	0.06963	0	0.00169
V8	0.04234	0.47426	0.04152	0	0.10572	0	0	0.32648	0	0.00969
V9	0.02218	0.0115	0.04029	0.15581	0	0.01846	0.12488	0.61826	0	0.00862
V10	0.03572	0	0	0	0.78367	0.04011	0	0.14051	0	0
V11	0.04735	0.49044	0.00375	0	0.11696	0.00231	0	0.31642	0	0.02278
V12	0.00573	0.05551	0.09598	0.61362	0.01272	0.03142	0.07354	0.01243	0	0.09903
V13	0.09413	0.07613	0.08533	0	0	0.22733	0.31659	0.02729	0.16286	0.01035
V14	0.10222	0.42849	0.16519	0.01453	0.10578	0.07017	0.09945	0.01227	0	0.0019
V15	0.23688	0.01274	0	0.68106	0	0.04099	0.02065	0.00768	0	0
V16	0.01149	0.06764	0.10665	0.65428	0	0.05802	0.00836	0	0.09356	0
V17	0.02726	0.136	0.04414	0	0.21012	0.08411	0.02381	0.00359	0	0.47097
V18	0.06908	0.09129	0.03941	0.38675	0.07851	0.00547	0	0	0	0.32949
V19	0	0.00019	0.07018	0.07621	0.1428	0.08834	0	0.00846	0	0.61382
V20	0.00179	0.3125	0.00028	0	0	0.1177	0.39628	0.08318	0.00738	0.0809
V21	0.12419	0.38579	0	0	0.08457	0.34668	0.01891	0.0287	0	0.01116
V22	0.01328	0.00212	0.04231	0	0.09955	0	0	0.3638	0.01636	0.46259
V23	0.33666	0.00424	0.5894	0	0	0	0	0	0	0.06969
V24	0.0564	0.57283	0.0419	0	0.14483	0	0.05321	0.087	0.03425	0.00958
V25	0.03148	0.11428	0.0601	0	0.18531	0.12545	0.02039	0	0.17541	0.28758
V26	0.03916	0	0.02922	0.00385	0	0	0	0.92778	0	0
V27	0.02133	0	0.02691	0	0.61793	0	0	0	0	0.33382
V28	0.33245	0	0.01902	0	0.09246	0.01842	0.00964	0.03659	0	0.49143
V29	0.04004	0.6109	0.00397	0	0.18405	0.08101	0.0068	0.00617	0	0.06706
V30	0.00471	0.05177	0.0816	0	0	0.34844	0.20988	0.00962	0.29046	0.00353
V31	0.05412	0.26613	0.20665	0	0.11932	0	0	0.35076	0	0.00302
V32	0.52192	0.00184	0	0	0.32687	0.04589	0.01632	0	0.08025	0.0069
V33	0.02627	0.04666	0.12918	0.58389	0	0.05785	0.14891	0.00724	0	0
V34	0.01407	0.02021	0.04588	0	0.45501	0	0	0.00467	0.01674	0.44342
V35	0.04409	0.74863	0	0	0.19859	0	0.00428	0.00151	0	0.0029
V36	0.02148	0.13677	0	0	0	0.17196	0.55747	0.07136	0.03515	0.00581
V37	0.01675	0.54912	0	0	0.11175	0.04315	0.2171	0.04334	0	0.0188
V38	0.11029	0.08885	0	0.18681	0	0.13334	0.42191	0.02819	0.03062	0
V39	0.06829	0.09954	0.01747	0.18017	0	0.12673	0.41069	0.05039	0.03207	0.01464
V40	0.16865	0	0.74106	0	0.09029	0	0	0	0	0
V41	0.65322	0.05893	0	0	0	0	0	0	0.28786	0
V42	0.03515	0.46983	0	0	0.4715	0	0	0	0	0.02351
V43	0.14847	0.05478	0.11001	0.0486	0.19228	0.08696	0.16546	0.03516	0.15808	2e-04
V44	0.06434	0	0.54267	0	0	0	0	0.39299	0	0
V45	0.0034	0.06741	0.01923	0	0	0.04748	0.18981	0.00048	0.65335	0.01884
V46	0.18802	0.0929	0.04278	0.28337	0.10856	0	0	0.00898	0	0.27539
V47	0	0.1242	0	0	0	0.18456	0.59755	0.03825	0.04846	0.00698
V48	0.01071	0.02983	0.06748	0	0.17069	0	0	0	0.11303	0.60827
V49	0.17986	0	0	0	0	0	0	0.82014	0	0
V50	0.33061	0.14542	0	0	0.03276	0.48526	0.00595	0	0	0
V51	0.21681	0	0.62397	0	0.05132	0	0	0.06725	0.03827	0.00238
V52	0	0.0642	0.12273	0.38351	0	0.09601	0.29094	0.02967	0.01295	0
V53	0.50427	0.0022	0.09545	0.06821	0.0095	0	0	0.181	0	0.13937
V54	0.00706	0	0	0	0.21262	0.75179	0.02414	0	0	0.00439
V55	4e-05	0.0404	0	0.86281	0.0283	0.03522	0.02781	0	0	0.00542
V56	0.19623	0	0.58986	0	0.0645	0.14783	0	0	0	0.00159
V57	0.04597	0	0.63768	0.16543	0	0.0108	0.00843	0.03635	0.09312	0.00224
V58	0.02473	0.16564	0.05285	0.16136	0.02756	0.53375	0.03163	0	0	0.00249
V59	0	0.17539	0	0	0	0.17527	0.56947	0.03617	0.03918	0.00452
V60	0.79069	0.00243	0	0	0.04423	0	0	0	0.16265	0
V61	0.00858	0	0.0166	0.02359	0	0.88872	0.04019	0.00917	0	0.01315
V62	0.01473	0.08237	0.03014	0	0.03235	0.09049	0.32465	0.03173	0.07487	0.31867
V63	0.02185	0.17351	0.00617	0	0.24396	0.51793	0.0185	0	0	0.01808
V64	0.09057	0	0.28959	0.26816	0	0	0	0.33135	0	0.02033
V65	0.07206	0.03052	0.01211	0.44146	0	0.00251	0.03664	0.317	0.07368	0.01402
V66	0.0359	0	0.01677	0	0.806	0.02294	0.00788	0.00156	0	0.10895
V67	0.05066	0.16849	0.56454	0	0.01945	0.05525	0.06497	0.01514	0.04574	0.01576
V68	0.03814	0.02453	0.01471	0	0	0	0	0.381	0.54162	0
V69	0.07639	0	0.92361	0	0	0	0	0	0	0
V70	0.82492	0	0.01351	0	0	0.04167	0.01634	0.00041	0.10316	0
V71	0.04765	0	0	0.00333	0	0	0	0.94337	0	0.00565
V72	0.25689	0.00546	0.01791	0.31319	0.24764	0.00207	0	0	0	0.15684
V73	0.06537	0	0.00581	0	0.92364	0.00509	0	0	0	9e-05
V74	0.00633	0.00742	0.07183	0.25013	0.10642	0.03779	0	0.00768	0	0.51239
V75	0.018	0.08827	0.14918	0.52562	0	0.01734	0.00725	0.00479	0.18955	0
V76	0	0.00172	0	0	0	0.93332	0.04664	0.0121	0	0.00622
V77	0	0.04466	0	0.35887	0	0.35504	0.22193	0.01673	0	0.00277
V78	0.0179	0.4729	0.03573	0	0.116	0.06126	0.23179	0.00063	0	0.06377
V79	0.00464	0.03572	0.01601	0.35069	0	0.28188	0.02269	0	0.27603	0.01234
