Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.03511	0.06709	0.89781	0	0	0
V2	0.65729	0.20161	0	0.13336	0.00774	0
V3	0.00235	0.08077	0.20018	0	0	0.7167
V4	0.20315	0.59789	0.00421	0.17315	0.01389	0.0077
V5	0	0.06567	0	0.75057	0.18376	0
V6	0.1261	0.04216	0.19656	0.07791	0.06285	0.49441
V7	0	0.48362	0	0.05192	0.46447	0
V8	0.81459	0.11955	0	0.06585	0	0
V9	0.26137	0.24651	0	0.28655	0	0.20557
V10	0.52722	0.11578	0.01233	0.34467	0	0
V11	0	0.92658	0.00197	0.07145	0	0
V12	0	0.00562	0.01699	0.02748	0	0.94991
V13	0	0.64421	0.35579	0	0	0
V14	0	0.08753	0	0.91247	0	0
V15	0.58016	0.15093	0	0.15597	0.11294	0
V16	0.01717	0.06795	0	0.53569	0.32494	0.05425
V17	0	0.02503	0.12417	0	0	0.85081
V18	0.78222	0.21778	0	0	0	0
V19	0.67888	0.12244	0.19868	0	0	0
V20	0.73772	0.13169	0.05482	0.07577	0	0
V21	0	0.02752	0	0.04688	0	0.9256
V22	0.17403	0.12817	0	0.09731	0.60049	0
V23	0	0.06652	0.40748	0	0.52599	0
V24	0.1325	0.08064	0	0.1568	0.63006	0
V25	0.47351	0.3887	0	0.13779	0	0
V26	0.28627	0.09466	0	0.01292	0.60614	0
V27	0	0	0.16553	0	0	0.83447
V28	0.0069	0.36653	0.19137	0.2718	0	0.1634
V29	0	0.75174	0.10492	0.09492	0	0.04841
V30	0.21811	0.28128	0.12894	0.03531	0.17109	0.16526
V31	0.767	0.08695	0.14605	0	0	0
V32	0	0.04719	0.40594	0.54687	0	0
V33	0.20179	0.53429	0.26392	0	0	0
V34	0	0.00283	0.63825	0	0.35892	0
V35	0	0.0881	0.21379	0.65943	0.03868	0
V36	0	0.64219	0.15102	0.05731	0.14948	0
V37	0.00902	0.04326	0.87995	0	0	0.06776
V38	0	0	0.11235	0	0	0.88765
V39	0.65235	0.12305	0	0.2246	0	0
V40	0	0.66477	0.00406	0.26935	0.05126	0.01056
V41	0.82285	0.07455	0	0	0	0.1026
V42	0.32671	0.05912	0.61417	0	0	0
V43	0.17038	0.54654	0	0.09577	0.18731	0
V44	0	0.9442	0	0.0558	0	0
V45	0.47247	0.40983	0.02875	0.03191	0	0.05703
V46	0	0.04043	0	0.38015	0.32004	0.25938
V47	0	0.56224	0	0.2392	0.19856	0
V48	0	0.7196	0.24616	0.03425	0	0
V49	0	0.89721	0.00713	0.09566	0	0
V50	0	0.02844	0.31903	0.01738	0.63514	0
V51	0	0.0053	0	0.03738	0.95733	0
V52	0	0.65861	0.31836	0.02303	0	0
V53	0.10664	0.07207	0.05619	0.04834	0.71676	0
V54	0.03982	0.18482	0.76437	0.01099	0	0
V55	0	0.04564	0.07175	0.04557	0.83704	0
V56	0	0.04473	0.94166	0.01361	0	0
V57	0.03567	0.46239	0.05114	0.06298	0.05823	0.32959
V58	0	0.03018	0.96982	0	0	0
V59	0	0.0588	0	0.9412	0	0
V60	0.52583	0.10746	0	0.36671	0	0
V61	0.28873	0.1895	0	0.20741	0	0.31436
V62	0.67312	0.09002	0.07429	0.16257	0	0
V63	0	0.61404	0	0.11326	0	0.27271
V64	0	0.11555	0	0.00868	0.87577	0
V65	0.61173	0.1912	0.00875	0.0421	0	0.14622
V66	0.53573	0.10828	0.12041	0.02938	0.2062	0
V67	0	0.21175	0.38372	0.23294	0	0.17159
V68	0.89095	0.10905	0	0	0	0
V69	0.58156	0.08214	0	0	0	0.3363
V70	0	0.05077	0.2534	0.69583	0	0
V71	0	0.35207	0.00106	0.17897	0.37246	0.09545
V72	0.69888	0.19153	0.07207	0.03753	0	0
V73	0	0.06176	0.05332	0.88492	0	0
V74	0	0.18097	0	0.81903	0	0
V75	0	0.91629	0	0.08371	0	0
V76	0	0.01785	0.91715	0	0.065	0
V77	0.05404	0.24231	0.07876	0.6249	0	0
V78	0.62476	0.18984	0.02715	0.1291	0	0.02915
V79	0	0.619	0	0.0147	0	0.3663
V80	0	0.65755	0	0.03717	0	0.30529
V81	0.76995	0.18466	0.04538	0	0	0
V82	0	0.85385	0	0.14385	0.00231	0
V83	0.13031	0.24837	0	0.53301	0.0883	0
V84	0.38563	0.09723	0.0577	0.45945	0	0
V85	0.86031	0.10375	0.03594	0	0	0
V86	0.25446	0.08511	0.11625	0.31798	0	0.22619
V87	0	0.04051	0	0.95949	0	0
V88	0	0.08634	0	0.62753	0	0.28613
V89	0	0.20163	0.49861	0	0	0.29976
V90	0	0.77317	0.16591	0.06092	0	0
V91	0	0.04965	0	0.15137	0.79898	0
V92	0	0.08127	0	0.02556	0.89317	0
V93	0.12977	0.11	0	0.16089	0.20929	0.39007
V94	0	0.02356	0.26957	0.70687	0	0
V95	0	0.00908	0.35916	0.12038	0.51137	0
V96	0	0.48046	0	0.1156	0.28807	0.11586
V97	0	0.01336	0	0.09446	0.89218	0
V98	0	0.12124	0	0.87876	0	0
V99	0	0.03456	0	0.96544	0	0
V100	0	0.0294	0.62422	0.29412	0.05225	0
V101	0	0.41351	0.55913	0.02737	0	0
V102	0.83357	0.11187	0.05456	0	0	0
V103	0.71879	0.1174	0	0.16381	0	0
V104	0	0.03802	0.22818	0.73381	0	0
V105	0	0	0.04875	0.00751	0	0.94374
V106	0	0.00531	0.68181	0	0	0.31288
V107	0	0.73957	0.26043	0	0	0
V108	0	0.02339	0.01876	0.07541	0.14756	0.73488
V109	0	0	0	0.07359	0.10897	0.81744
V110	0	0.20289	0.79711	0	0	0
V111	0	0.01894	0.98106	0	0	0
V112	0	0.39527	0	0.60473	0	0
V113	0	0.11693	0.83897	0	0.0441	0
V114	0.10039	0.065	0.79893	0.03568	0	0
V115	0.47239	0.1206	0.00481	0.08615	0.05123	0.26482
V116	0.88037	0.10885	0	0.01078	0	0
V117	0.5761	0.10583	0	0.12313	0.19494	0
V118	0	0.77076	0.13365	0.09559	0	0
V119	0	0.90411	0	0.09589	0	0
V120	0.01382	0.31575	0.11638	0.54126	0.0128	0
V121	0.27604	0.06439	0	0.25974	0	0.39983
V122	0.26048	0.12533	0	0.61419	0	0
V123	0.28953	0.05298	0	0.11155	0.0506	0.49534
V124	0	0.00935	0.33183	0.00418	0.65464	0
V125	0	0.19938	0.80062	0	0	0
V126	0	0.27746	0.0247	0.01646	0	0.68138
V127	0	0.04132	0.95868	0	0	0
V128	0.325	0.36304	0.11694	0.19503	0	0
V129	0	0.02643	0.97357	0	0	0
V130	0.53408	0.22684	0	0.23908	0	0
V131	0.01917	0.043	0	0.0652	0.81725	0.05538
V132	0	0.5278	0.4722	0	0	0
V133	0	0.25631	0.72157	0.02212	0	0
V134	0.11133	0.7585	0.01737	0.09993	0.01286	0
V135	0.05911	0.04469	0.86879	0	0	0.02742
V136	0	0.83389	0.09402	0.07209	0	0
V137	0	0.20007	0.71615	0	0.08378	0
V138	2e-05	0.04199	0	0.51963	0	0.43837
V139	0	0.07121	0.16168	0.03494	0.4426	0.28957
V140	0.60405	0.31815	0.01633	0.06148	0	0
V141	0.20825	0.37989	0.1261	0.28576	0	0
V142	0.04983	0.83371	0.00397	0.1125	0	0
V143	0.01444	0.12241	0.8172	0.04596	0	0
V144	0	0.19769	0	0.12768	0	0.67463
V145	0	0.02167	0	0.97833	0	0
V146	0.11904	0.06571	0.03289	0.03874	0.74362	0
V147	0.49984	0.13323	0.09525	0.02243	0	0.24925
V148	0	0.18706	0.81294	0	0	0
V149	0	0.54678	0	0.02459	0	0.42863
V150	0	0.02253	0	0.97747	0	0
V151	0	0.44658	0	0.02336	0	0.53005
V152	0.00655	0.32339	0.58437	0.03466	0.05104	0
V153	0	0.04697	0.77531	0.17772	0	0
V154	0.38178	0.28011	0	0	0	0.33811
V155	0	0.46501	0.08304	0.03677	0.41519	0
V156	0	0.54679	0	0.03367	0.41954	0
V157	0	0.12994	0	0.31774	0	0.55232
V158	0	0.06969	0.93031	0	0	0
V159	0.08589	0.33707	0.4151	0.16195	0	0
V160	0	0.03	0.97	0	0	0
V161	0	0.57773	0	0.42227	0	0
V162	0	0.64327	0	0.20685	0.14988	0
V163	0	0.01451	0.98549	0	0	0
V164	0	0.40942	0.47877	0.1118	0	0
V165	0.02599	0.06886	0	0.06476	0.84039	0
V166	0	0.03388	0	0.21653	0.44232	0.30727
V167	0	0.01525	0.49377	0.49098	0	0
V168	0.70094	0.11575	0	0.18331	0	0
V169	0	0.03757	0.85329	0.10914	0	0
V170	0.4645	0.12368	0.0888	0.32302	0	0
V171	0	0.55177	0	0.02709	0	0.42114
V172	0.06521	0.1288	0.679	0.11142	0	0.01557
V173	0	0.04769	0.90251	0	0	0.0498
V174	0.64477	0.19926	0	0.04198	0.11399	0
V175	0	0.77829	0.15948	0.06223	0	0
V176	0	0	1	0	0	0
V177	0.08548	0.13021	0.41947	0.03491	0.10543	0.22451
V178	0	0.06709	0	0.02004	0.91288	0
V179	0	0.048	0.01058	0.82088	0.02423	0.09631
V180	0.33756	0.07408	0.18388	0.39906	0	0.00542
V181	0.61771	0.18712	0.06124	0.10296	0	0.03097
V182	0	0.1099	0.8901	0	0	0
V183	0	0.03015	0	0.96985	0	0
V184	0.35484	0.51196	0.00238	0.0906	0.04022	0
V185	0.01077	0.65159	0.02977	0.08732	0.07301	0.14755
V186	0	0.00391	0.74018	0.25591	0	0
V187	0.21972	0.62021	0	0.08873	0.07134	0
V188	0	0.69233	0	0.04712	0	0.26055
V189	0	0.11795	0.19776	0.05236	0.59087	0.04105
V190	0	0.24593	0	0.06138	0.61123	0.08145
V191	0	0.6605	0	0.03213	0	0.30737
V192	0.5483	0.31657	0.09389	0.04124	0	0
V193	0	0.10394	0	0.01209	0	0.88396
V194	0	0.03673	0	0.15528	0.80799	0
V195	0	0.01119	0.92335	0.06546	0	0
V196	0	0.01496	0	0.98504	0	0
V197	0.17928	0.07364	0	0.0283	0.71877	0
V198	0.01282	0.54148	0.03055	0.22868	0.18648	0
V199	0	0.27882	0.0784	0.13731	0.50548	0
V200	0.05976	0.05776	0.71198	0.16773	0	0.00277
V201	0	0.032	0	0.968	0	0
V202	0.01712	0.10295	0.56308	0.03484	0.06234	0.21966
V203	0.57592	0.13777	0	0.2863	0	0
V204	0	0.07684	0.00615	0.18412	0	0.73288
V205	0	0.0264	0.9736	0	0	0
V206	0	0.07442	0.06287	0.8627	0	0
V207	0.44082	0.27718	0.01064	0.27136	0	0
V208	0.38087	0.1672	0.45193	0	0	0
V209	0.21611	0.58593	0	0.04925	0	0.14871
V210	0.03335	0.07777	0.88888	0	0	0
V211	0.63221	0.09545	0.11482	0.04569	0.07125	0.04059
V212	0	0.33065	0.23163	0.43771	0	0
V213	0	0.11207	0.31137	0.02102	0.55553	0
V214	0.83032	0.12197	0	0.04771	0	0
V215	0	0.72625	0	0.05328	0	0.22047
V216	0.01888	0.62604	0.35508	0	0	0
V217	0.15401	0.03628	0.02126	0.14854	0.23576	0.40416
V218	0	0.41622	0	0.58378	0	0
V219	0.91863	0.08137	0	0	0	0
V220	0.00219	0.10958	0	0.88823	0	0
V221	0	0.85372	0.02068	0.1256	0	0
V222	0	0.39312	0.01061	0.22335	0.37291	0
V223	0	0.36343	0.30741	0	0	0.32916
V224	0	0.00714	0.48733	0	0.50553	0
V225	0	0.03191	0	0.02027	0	0.94783
V226	0.27769	0.13023	0.24889	0.32797	0.01522	0
V227	0.72048	0.08378	0	0.19574	0	0
V228	0.08619	0.32457	0.58715	0.0021	0	0
V229	0.14646	0.07497	0.46745	0.27622	0.0349	0
V230	0	0.19895	0.80105	0	0	0
V231	0	0.07652	0	0.92348	0	0
V232	0.39315	0.07348	0	0.26856	0	0.26481
V233	0.84532	0.11044	0	0.04424	0	0
V234	0.4825	0.08838	0	0.03659	0.39254	0
V235	0	0.08613	0	0.91387	0	0
V236	0.02158	0.03432	0.21279	0.04117	0.54145	0.14868
V237	0	0.01369	0.98631	0	0	0
V238	0.69486	0.06556	0.02115	0.09741	0	0.12101
V239	0.57553	0.11446	0.11844	0.16784	0.02373	0
V240	0	0.27325	0	0.15393	0.57282	0
V241	0.55384	0.26421	0	0.18195	0	0
