CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42247	0.06967	0.18719	0.32067
V2	0.14405	0.14572	0.1026	0.60763
V3	0.06284	0.54188	0.0636	0.33169
V4	0.68078	0.15293	0.04473	0.12157
V5	0.10672	0.43931	0.23107	0.2229
V6	0.07129	0.74179	0.06743	0.11949
V7	0.13211	0.34959	0.11834	0.39996
V8	0.13957	0.09287	0.63578	0.13179
V9	0.19454	0.25864	0.08753	0.45929
V10	0.05692	0.10164	0.6946	0.14684
V11	0.17804	0.35602	0.36185	0.10408
V12	0.04562	0.52661	0.31601	0.11177
V13	0.20963	0.62041	0.05252	0.11743
V14	0.06409	0.77536	0.05571	0.10484
V15	0.1098	0.52645	0.1415	0.22225
V16	0.71468	0.08595	0.06798	0.13139
V17	0.07891	0.74154	0.06033	0.11922
V18	0.43087	0.35257	0.08331	0.13325
V19	0.13206	0.70352	0.05422	0.1102
V20	0.14235	0.42447	0.06996	0.36323
V21	0.13839	0.12405	0.60702	0.13054
V22	0.05984	0.15455	0.20518	0.58043
V23	0.31174	0.10251	0.47574	0.11001
V24	0.75469	0.06814	0.07427	0.1029
V25	0.26249	0.26366	0.14986	0.324
V26	0.29333	0.37875	0.06597	0.26196
V27	0.11575	0.11619	0.08346	0.68461
V28	0.04677	0.11028	0.73922	0.10373
V29	0.35255	0.09046	0.42616	0.13083
V30	0.10748	0.24892	0.24829	0.39532
V31	0.17474	0.23299	0.2616	0.33067
V32	0.10327	0.09736	0.09181	0.70755
V33	0.06099	0.45671	0.30217	0.18013
V34	0.13831	0.10901	0.62117	0.13151
V35	0.13641	0.6257	0.11294	0.12495
V36	0.05124	0.11369	0.38914	0.44594
V37	0.40899	0.12759	0.12918	0.33424
V38	0.33322	0.06847	0.18854	0.40977
V39	0.14054	0.50458	0.14738	0.2075
V40	0.08845	0.70696	0.10759	0.09701
V41	0.02846	0.58049	0.08967	0.30138
V42	0.19671	0.1002	0.21076	0.49233
V43	0.12735	0.34281	0.40291	0.12694
V44	0.05364	0.14386	0.56666	0.23585
V45	0.09618	0.52358	0.20965	0.17058
V46	0.62496	0.1187	0.14944	0.1069
V47	0.34423	0.22796	0.28414	0.14367
V48	0.62453	0.20544	0.04994	0.12009
V49	0.56077	0.22209	0.04298	0.17416
V50	0.06604	0.71471	0.11549	0.10375
V51	0.24426	0.39046	0.23874	0.12654
V52	0.06188	0.16873	0.6385	0.13089
V53	0.56841	0.16381	0.16872	0.09906
V54	0.32814	0.23033	0.32089	0.12064
V55	0.18439	0.1818	0.22866	0.40515
V56	0.08208	0.09118	0.12912	0.69762
V57	0.08628	0.73471	0.06703	0.11198
V58	0.4865	0.06425	0.09263	0.35661
V59	0.32526	0.40031	0.13292	0.14151
V60	0.13289	0.20258	0.28316	0.38138
V61	0.61942	0.14669	0.05829	0.1756
V62	0.6942	0.08033	0.10994	0.11553
V63	0.03015	0.70955	0.14143	0.11888
V64	0.02363	0.72047	0.05049	0.20542
V65	0.06354	0.08607	0.13689	0.7135
V66	0.17151	0.60676	0.06646	0.15528
V67	0.14295	0.33352	0.41265	0.11088
V68	0.1488	0.18814	0.08216	0.5809
V69	0.054	0.32304	0.48033	0.14263
V70	0.40812	0.19562	0.19201	0.20425
V71	0.15802	0.13878	0.31988	0.38331
V72	0.43111	0.19895	0.12644	0.2435
V73	0.1329	0.5426	0.15459	0.16991
V74	0.08075	0.25473	0.56528	0.09924
V75	0.55115	0.05667	0.20803	0.18415
V76	0.04307	0.21566	0.1896	0.55168
V77	0.06596	0.29549	0.06975	0.56879
V78	0.24468	0.16915	0.19416	0.39201
V79	0.04554	0.16137	0.61597	0.17712
V80	0.29037	0.08659	0.44674	0.17629
V81	0.08299	0.20834	0.6018	0.10687
V82	0.0454	0.13264	0.7122	0.10976
V83	0.13364	0.21497	0.1171	0.53429
V84	0.30826	0.10808	0.18167	0.40199
V85	0.11121	0.32486	0.33136	0.23257
V86	0.07899	0.1214	0.66083	0.13879
V87	0.04192	0.70601	0.09533	0.15674
V88	0.15945	0.12964	0.24941	0.4615
V89	0.06543	0.09499	0.20702	0.63255
V90	0.03599	0.75542	0.09548	0.11311
V91	0.04665	0.63839	0.18765	0.12731
V92	0.36072	0.0871	0.33939	0.21278
V93	0.69696	0.06286	0.04805	0.19213
V94	0.04324	0.41458	0.07594	0.46624
V95	0.20351	0.4106	0.16925	0.21664
V96	0.098	0.15389	0.08775	0.66037
V97	0.53069	0.15099	0.21284	0.10548
V98	0.53272	0.31291	0.04436	0.11001
V99	0.62717	0.09323	0.1711	0.10851
V100	0.10171	0.10633	0.66823	0.12374
V101	0.06699	0.09994	0.07799	0.75508
V102	0.73768	0.09243	0.05371	0.11618
V103	0.06077	0.11467	0.13397	0.69059
V104	0.03461	0.80267	0.05673	0.10599
V105	0.05531	0.77718	0.0622	0.10532
V106	0.11226	0.47103	0.28293	0.13378
V107	0.16931	0.23946	0.44781	0.14341
V108	0.12749	0.65492	0.12146	0.09613
V109	0.0512	0.21297	0.45777	0.27806
V110	0.05659	0.74253	0.08087	0.12001
