mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.25936	0.19204	0.2742	0.17906	0.09535
V2	0.05861	0.59532	0.16243	0.11813	0.06551
V3	0.06512	0.11824	0.40306	0.38014	0.03343
V4	0.01801	0.17168	0.25208	0.13575	0.42247
V5	0.02597	0.16028	0.0996	0.18181	0.53235
V6	0.26432	0.12441	0.28188	0.24656	0.08283
V7	0.01336	0.17896	0.40228	0.13944	0.26596
V8	0.01999	0.1598	0.70703	0.11216	0.00102
V9	0.06302	0.08971	0.26706	0.53418	0.04602
V10	0.3542	0.14099	0.42876	0.0575	0.01855
V11	0.03963	0.1742	0.13924	0.15097	0.49596
V12	0.07643	0.13189	0.23571	0.32031	0.23565
V13	0.11939	0.1353	0.08576	0.41443	0.24513
V14	0.14267	0.07869	0.11604	0.56122	0.10138
V15	0.04807	0.07267	0.05749	0.74032	0.08144
V16	0.43606	0.1229	0.07821	0.31946	0.04337
V17	0.06571	0.30547	0.07917	0.14236	0.40729
V18	0.07964	0.35457	0.29876	0.23115	0.03588
V19	0.03837	0.16418	0.04796	0.19542	0.55407
V20	0.01349	0.13606	0.60731	0.22814	0.015
V21	0.02619	0.29673	0.18335	0.21686	0.27689
V22	0.61047	0.14676	0.13236	0.07188	0.03853
V23	0.07705	0.16109	0.06741	0.20801	0.48643
V24	0.36821	0.19569	0.08203	0.12164	0.23242
V25	0.03715	0.13287	0.06232	0.42622	0.34144
V26	0.3752	0.23879	0.12597	0.11064	0.14939
V27	0.1081	0.43146	0.25034	0.0801	0.13
V28	0.0417	0.13117	0.22608	0.53648	0.06458
V29	0.0216	0.09158	0.32168	0.51703	0.04811
V30	0.55663	0.16472	0.09712	0.0957	0.08583
V31	0.33585	0.18664	0.07715	0.261	0.13936
V32	0.68639	0.09302	0.07998	0.08359	0.05702
V33	0.03076	0.273	0.07503	0.19068	0.43053
V34	0.11159	0.63294	0.1295	0.08019	0.04579
V35	0.08672	0.48115	0.31782	0.0876	0.0267
V36	0.03108	0.25857	0.20853	0.16278	0.33904
V37	0.57538	0.10597	0.06187	0.0949	0.16188
V38	0.10374	0.14532	0.43285	0.22283	0.09527
V39	0.26141	0.15747	0.33038	0.08424	0.16649
V40	0.19187	0.47447	0.11829	0.15534	0.06003
V41	0.0554	0.6447	0.13326	0.07933	0.08731
V42	0.64399	0.11807	0.0905	0.08442	0.06302
V43	0.36385	0.18859	0.34858	0.08207	0.01691
V44	0.03625	0.30761	0.51815	0.0676	0.07039
V45	0.04433	0.51718	0.18835	0.18505	0.06508
V46	0.10529	0.57644	0.17562	0.09435	0.04829
V47	0.01275	0.16746	0.75806	0.0582	0.00352
V48	0.14073	0.1846	0.24502	0.32454	0.10512
V49	0.35362	0.18811	0.25597	0.17434	0.02796
V50	0.02791	0.17501	0.74096	0.05613	0
V51	0.09219	0.30093	0.24036	0.13353	0.23299
V52	0.06066	0.67412	0.1349	0.08191	0.04841
V53	0.04721	0.17047	0.07396	0.63889	0.06947
V54	0.18726	0.08394	0.06276	0.50666	0.15938
V55	0.08605	0.06005	0.05539	0.72416	0.07435
V56	0.082	0.06429	0.05769	0.66596	0.13005
V57	0.128	0.21289	0.50224	0.08532	0.07156
V58	0.07002	0.13389	0.16733	0.2582	0.37056
V59	0.63279	0.10918	0.14759	0.08152	0.02893
V60	0.3325	0.22806	0.17781	0.17121	0.09043
V61	0.17059	0.13143	0.07396	0.27554	0.34848
V62	0.05675	0.16068	0.30358	0.19411	0.28487
V63	0.31934	0.27613	0.12958	0.10766	0.16729
V64	0.68587	0.10284	0.09498	0.08027	0.03605
V65	0.08788	0.13118	0.09145	0.55253	0.13695
V66	0.04461	0.07461	0.16578	0.64963	0.06537
V67	0.01458	0.16467	0.33504	0.16506	0.32065
V68	0.35129	0.12527	0.37481	0.09421	0.05441
V69	0.44549	0.18018	0.23689	0.084	0.05344
V70	0.06466	0.53665	0.14737	0.19661	0.05472
V71	0.0913	0.58532	0.15535	0.1212	0.04684
V72	0.04397	0.39723	0.10103	0.12226	0.33552
V73	0.06537	0.09352	0.13827	0.52718	0.17566
V74	0.03687	0.10485	0.06453	0.68129	0.11246
V75	0.3587	0.22257	0.324	0.07167	0.02307
V76	0.03734	0.06526	0.06923	0.72386	0.10431
V77	0.02694	0.15874	0.72829	0.08603	0
V78	0.01283	0.17069	0.74912	0.0637	0.00366
V79	0.07651	0.37421	0.1158	0.20088	0.23259
V80	0.11506	0.56317	0.11362	0.11746	0.0907
V81	0.02001	0.16669	0.7565	0.0568	0
V82	0.1995	0.17261	0.09382	0.47491	0.05915
V83	0.09631	0.13899	0.07504	0.50535	0.18431
V84	0.08995	0.25538	0.06474	0.14913	0.4408
V85	0.01296	0.16665	0.75693	0.06346	0
V86	0.03411	0.24986	0.31868	0.35634	0.04102
V87	0.35858	0.08282	0.09798	0.40527	0.05535
V88	0.25277	0.20957	0.11219	0.23836	0.18711
V89	0.04497	0.202	0.66529	0.08612	0.00162
V90	0.0278	0.26224	0.11193	0.18631	0.41172
V91	0.03371	0.06699	0.12182	0.70906	0.06842
V92	0.20572	0.16582	0.07732	0.1477	0.40344
V93	0.02421	0.1506	0.19423	0.47678	0.15419
V94	0.0463	0.23553	0.07944	0.29265	0.34608
V95	0.0644	0.28669	0.08481	0.18693	0.37718
V96	0.59675	0.1059	0.08933	0.10059	0.10743
V97	0.14434	0.15916	0.09067	0.1985	0.40733
V98	0.05339	0.35488	0.23346	0.18065	0.17762
V99	0.3982	0.1731	0.07163	0.25069	0.10638
V100	0.4145	0.20873	0.11609	0.12193	0.13875
V101	0.06704	0.66493	0.14042	0.08064	0.04697
V102	0.25006	0.26073	0.18843	0.16258	0.1382
V103	0.12023	0.14833	0.05195	0.15866	0.52083
V104	0.04968	0.39716	0.15623	0.11672	0.28021
V105	0.02703	0.16464	0.08486	0.18966	0.53381
V106	0.05459	0.57591	0.2411	0.07539	0.05301
V107	0.04972	0.25928	0.58565	0.09458	0.01077
V108	0.0257	0.24597	0.66754	0.05742	0.00337
V109	0.0623	0.25294	0.11497	0.31188	0.25791
V110	0.15034	0.40581	0.24922	0.15512	0.03951
V111	0.22576	0.25508	0.44724	0.06257	0.00935
V112	0.1577	0.09054	0.14432	0.44612	0.16133
V113	0.2024	0.12979	0.14346	0.2205	0.30386
V114	0.43708	0.14161	0.10937	0.21301	0.09893
V115	0.65133	0.09357	0.07421	0.09082	0.09007
V116	0.03126	0.16425	0.04952	0.17418	0.58079
V117	0.04938	0.15373	0.66307	0.11941	0.01441
V118	0.06261	0.06102	0.05536	0.73545	0.08556
V119	0.2554	0.11866	0.36482	0.24137	0.01975
V120	0.01887	0.14879	0.6699	0.14144	0.021
V121	0.17006	0.55375	0.11515	0.08289	0.07815
V122	0.04072	0.35385	0.15454	0.27137	0.17952
V123	0.38263	0.12573	0.12638	0.22964	0.13562
V124	0.1811	0.18684	0.11412	0.26938	0.24856
V125	0.04448	0.38809	0.48191	0.06604	0.01947
V126	0.13303	0.2415	0.24958	0.17638	0.19951
V127	0.21652	0.13367	0.5465	0.0971	0.00622
V128	0.17762	0.57161	0.1276	0.07253	0.05063
V129	0.21483	0.14287	0.27681	0.21436	0.15113
V130	0.03869	0.42171	0.12629	0.26403	0.14928
V131	0.03334	0.08495	0.24414	0.58602	0.05155
V132	0.29057	0.10735	0.05099	0.35506	0.19603
V133	0.01205	0.17967	0.49867	0.14547	0.16414
V134	0.06461	0.16397	0.64633	0.0803	0.04479
V135	0.02851	0.20595	0.61765	0.0847	0.06319
V136	0.69994	0.09356	0.08379	0.08412	0.03859
V137	0.66015	0.10968	0.07974	0.10168	0.04875
V138	0.20792	0.21169	0.13261	0.20122	0.24656
V139	0.11514	0.07388	0.18634	0.56762	0.05703
V140	0.03686	0.15737	0.18513	0.14598	0.47466
V141	0.02694	0.25632	0.5678	0.13467	0.01428
V142	0.17586	0.12941	0.32354	0.18582	0.18537
V143	0.02554	0.24569	0.45152	0.18126	0.09599
V144	0.38857	0.22959	0.13558	0.16839	0.07787
V145	0.01234	0.16908	0.74042	0.06998	0.00819
V146	0.04396	0.32392	0.08146	0.33893	0.21173
V147	0.08389	0.17374	0.57797	0.14107	0.02332
V148	0.13978	0.58329	0.12751	0.09727	0.05215
V149	0.0401	0.06379	0.05611	0.73775	0.10225
V150	0.12061	0.24837	0.52283	0.06192	0.04627
V151	0.34604	0.08817	0.06742	0.38781	0.11057
V152	0.03597	0.07171	0.14877	0.64146	0.10209
V153	0.1411	0.23737	0.43068	0.10788	0.08297
V154	0.10915	0.49093	0.11971	0.11079	0.16942
V155	0.0523	0.07487	0.16538	0.64296	0.06449
V156	0.08842	0.15354	0.37771	0.19987	0.18046
V157	0.08741	0.15039	0.19666	0.31011	0.25543
V158	0.16269	0.14028	0.41268	0.11734	0.16702
V159	0.11022	0.21133	0.08304	0.51582	0.07958
V160	0.35881	0.21361	0.15087	0.11818	0.15854
V161	0.1865	0.15906	0.10618	0.13481	0.41345
V162	0.01347	0.17275	0.75585	0.05793	0
V163	0.06136	0.15635	0.0602	0.18323	0.53886
V164	0.67037	0.12162	0.09062	0.08475	0.03264
V165	0.45785	0.22592	0.15138	0.11121	0.05364
V166	0.06152	0.08907	0.25033	0.50829	0.09079
V167	0.04487	0.51321	0.1173	0.18848	0.13613
V168	0.01347	0.17275	0.75585	0.05793	0
V169	0.05915	0.52294	0.24222	0.13174	0.04395
V170	0.20425	0.33376	0.13216	0.22716	0.10267
V171	0.24325	0.16001	0.34865	0.20096	0.04712
V172	0.15707	0.27817	0.13124	0.12789	0.30564
V173	0.17974	0.1591	0.13868	0.38597	0.13651
V174	0.17523	0.12089	0.33961	0.23183	0.13244
V175	0.07452	0.22242	0.16459	0.24297	0.29549
V176	0.30083	0.07459	0.06348	0.50487	0.05624
V177	0.15869	0.14156	0.49201	0.19237	0.01537
V178	0.22136	0.14745	0.41756	0.15504	0.05859
V179	0.09563	0.1621	0.05319	0.15995	0.52912
V180	0.03058	0.17067	0.34279	0.11838	0.33758
V181	0.06729	0.31826	0.06683	0.16673	0.38089
V182	0.4316	0.22621	0.08337	0.19831	0.06052
V183	0.07466	0.66479	0.13326	0.07556	0.05173
V184	0.25259	0.10399	0.29539	0.30629	0.04174
V185	0.09715	0.41377	0.1086	0.2037	0.17679
V186	0.1233	0.23009	0.08887	0.29607	0.26167
V187	0.08233	0.51468	0.10937	0.23877	0.05485
V188	0.61728	0.10572	0.10108	0.14094	0.03497
V189	0.35488	0.22784	0.10973	0.26267	0.04488
V190	0.32711	0.16489	0.24326	0.09792	0.16682
V191	0.18617	0.22259	0.07432	0.39981	0.11712
V192	0.2579	0.21787	0.17665	0.24058	0.107
V193	0.06569	0.25783	0.48072	0.10333	0.09243
V194	0.22213	0.16083	0.13226	0.18958	0.2952
V195	0.42816	0.20811	0.26935	0.07267	0.02171
V196	0.02594	0.15469	0.0991	0.18271	0.53755
V197	0.07337	0.64623	0.12935	0.09952	0.05153
V198	0.19422	0.25042	0.10153	0.25098	0.20284
V199	0.56565	0.10844	0.24549	0.06375	0.01666
V200	0.58034	0.0971	0.09312	0.10304	0.12639
V201	0.05521	0.07342	0.07059	0.62992	0.17085
V202	0.66924	0.12657	0.07918	0.08656	0.03845
V203	0.41276	0.25467	0.10333	0.12318	0.10607
V204	0.28392	0.1819	0.0899	0.119	0.32528
V205	0.10639	0.16593	0.15407	0.1802	0.39341
