Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01046	0.02413	0.02544	0.01124	0.1685	0.00903	0.03909	0.00073	6e-04	0.71078
V2	0.59908	0.01607	0.05252	0.00553	0.02685	0.23601	0.04343	0.01238	0.00812	0
V3	0.10173	0.07668	0.08646	0.02023	0.39061	0.02023	0.09887	0.11406	0.0522	0.03894
V4	0	0.09816	0.03901	0	0.06802	0.084	0.03516	0.02384	0.4938	0.15802
V5	0	0.12978	0.03346	0.07996	0.00577	0.0717	0.04298	0.00293	0.00599	0.62743
V6	0.00948	0.10625	0.15645	0.03679	0.54417	0.0259	0	0.04767	0.04107	0.03222
V7	0	0.54478	0	0.0156	0.21992	0.01265	0.08399	0.05151	0.07154	0
V8	0	0.5734	0.02824	0.02129	0	0.02883	0.05068	0.20574	0.09183	0
V9	0.00136	0	0.09717	0.11567	0.03362	0.04814	0.2377	0.38473	0.07727	0.00437
V10	0	0.11707	0	0	0.61379	0.06612	0.01975	0.1087	0.04683	0.02773
V11	0.00162	0.56899	0	0.01309	0	0.05199	0.05278	0.18963	0.1219	0
V12	0.01285	0.01547	0.20152	0.44938	0.03728	0.00289	0.08455	0.01943	0.02653	0.15008
V13	0.07659	0	0.12901	0.012	0.0714	0.12939	0.40903	0.03078	0.13013	0.01167
V14	0.06595	0.44894	0.12651	0.07536	0.01953	0.0482	0.14006	0.01243	0.06301	0
V15	0.24007	0.00109	0.17593	0.49564	0.01703	0.01289	0.00714	0.01956	0.03064	0
V16	0.0188	0.05302	0.23456	0.49749	0.03446	0.03299	0	0.00998	0.1165	0.00219
V17	0.01546	0.14143	0.00254	0.01212	0.02194	0.08217	0.07529	0.00885	0.0185	0.6217
V18	0.06516	0.07658	0.0859	0.27935	0	0.0099	0.01309	0.00582	0.0098	0.45439
V19	0	0	0.01222	0.06609	0	0.08863	0.04016	0.01178	0	0.78112
V20	0	0.19988	0.02945	0.0117	0.02773	0.0329	0.50839	0.05374	0.05286	0.08335
V21	0.08826	0.44811	0.01386	0.01082	0	0.29518	0.05459	0.02659	0.06259	0
V22	0	0	0.0013	0.00329	0	0.03432	0.05676	0.22503	0.05345	0.62585
V23	0.27096	0.03108	0.46697	0.08124	0.01011	0.00502	0	0.00651	0.01389	0.11423
V24	0.01515	0.61743	0.03384	0.01928	0	0.007	0.10513	0.05366	0.14852	0
V25	0.01786	0.12537	0.02825	0.02301	0.07517	0.1205	0.05696	0.00537	0.15158	0.39593
V26	0.00406	0.00115	0.06296	0.01146	0.01155	0.05778	0.08805	0.68279	0.0802	0
V27	0	0.07154	0	1e-04	0.36235	0.00642	0.04174	0	0.01378	0.50407
V28	0.26108	0	0.02324	0.00676	0	0.029	0.05342	0.02798	0	0.59852
V29	0	0.70057	0	0.02189	0	0.08812	0.05148	0.00969	0.07318	0.05507
V30	0	0.00447	0.11203	0.01412	0.05538	0.26734	0.28973	0.02352	0.23149	0.00193
V31	0.01061	0.37195	0.1752	0.03943	0.04513	0.01639	0.0374	0.23056	0.07332	0
V32	0.44765	0.04953	0.04876	0.00592	0.255	0.03835	0.03522	0.00422	0.09617	0.0192
V33	0.03834	0.00092	0.24922	0.44338	0.03009	0.00542	0.17843	0.01766	0.03468	0.00186
V34	0	0.06022	0	0.00288	0.20886	0.0101	0.03826	0.01214	0.04263	0.6249
V35	0	0.83109	0	0.01554	0	0.00479	0.05646	0.00567	0.08644	0
V36	0.03126	0	0.05681	0.00091	0.06628	0.0409	0.69163	0.05419	0.04669	0.01132
V37	0	0.53494	0.00806	0.01359	0.01632	0.01276	0.3035	0.02996	0.08088	0
V38	0.10316	0	0.09831	0.14023	0.04462	0.02342	0.51442	0.02934	0.0406	0.00589
V39	0.06057	0	0.10003	0.13623	0.07502	0.0238	0.50302	0.04057	0.04241	0.01835
V40	0.13055	0.03285	0.5803	0.10061	0.10565	0	0	0.00296	0.02167	0.02541
V41	0.56365	0.07028	0.07952	0.00875	0.02866	0.00677	0.01556	0.01418	0.21264	0
V42	0	0.64227	0	0.00968	0.21671	0	0.02737	0	0.07334	0.03063
V43	0.11636	0.03406	0.1229	0.07517	0.20357	0.04582	0.21675	0.0331	0.14618	0.00608
V44	0.04061	0.00521	0.49068	0.08395	0.01267	0.01892	0.02214	0.27265	0.04876	0.00441
V45	0	7e-04	0.06132	0.00134	0.07628	0.02726	0.27771	0.0221	0.49414	0.03913
V46	0.16263	0.09848	0.08419	0.21753	0.017	0.00334	0.01138	0.01622	0.01198	0.37724
V47	0	0	0.05427	0.00051	0.0454	0.04366	0.7488	0.03697	0.04686	0.02353
V48	0.00827	0.01136	0.0077	0.00743	0	0.0136	0.05286	0.00539	0.07036	0.82303
V49	0.18279	0.00062	0.02625	0.00896	0.00599	0.04754	0.06342	0.60102	0.06339	0
V50	0.28955	0.19112	0.03345	0.00565	0.01744	0.39669	0.02923	0.0084	0.02847	0
V51	0.16806	0.01913	0.49643	0.08285	0.08189	0.00239	0.0054	0.05052	0.06478	0.02856
V52	0.00858	0	0.20886	0.29223	0.03326	0.01548	0.36299	0.03019	0.0423	0.0061
V53	0.40919	0.01019	0.12703	0.10083	0.01112	0.00986	0.02034	0.11185	0.01573	0.18386
V54	0	0.04962	0.00545	0	0.19547	0.6672	0.04193	0.01481	0.02552	0
V55	0.01511	0.00855	0.18822	0.63626	0.07441	0.00569	0.0043	0.0137	0.03429	0.01947
V56	0.15512	0.02903	0.46362	0.09622	0.08615	0.12382	9e-05	0.00173	0.01946	0.02476
V57	0.04163	0.00605	0.50245	0.24957	0.0253	0.00793	0	0.03072	0.09962	0.03673
V58	0.01146	0.20385	0.08651	0.13704	0.01569	0.44928	0.0448	0.01121	0.04017	0
