Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.04159	0.06932	0.8891	0	0	0
V2	0.65717	0.19694	0	0.12013	0.02576	0
V3	0.00397	0.07875	0.19476	0	0	0.72251
V4	0.20632	0.58387	0	0.1546	0.03457	0.02064
V5	0	0.06285	0	0.75842	0.17872	0
V6	0.12079	0.04478	0.18932	0.07828	0.06726	0.49957
V7	0	0.47346	0	0.05389	0.47265	0
V8	0.81612	0.1171	0	0.06678	0	0
V9	0.26168	0.23944	0	0.28851	0	0.21038
V10	0.52652	0.11437	0.0065	0.35261	0	0
V11	0	0.92607	0.00419	0.06974	0	0
V12	0	0.0039	0.00804	0.02836	0	0.95969
V13	0	0.63716	0.36284	0	0	0
V14	0	0.08454	0	0.91546	0	0
V15	0.57647	0.14945	0	0.14862	0.12546	0
V16	0.00866	0.07192	0	0.54682	0.31832	0.05427
V17	0	0.02403	0.11767	0	0	0.8583
V18	0.78982	0.21018	0	0	0	0
V19	0.68173	0.12112	0.18793	0.00316	0.00605	0
V20	0.74257	0.12862	0.04734	0.08146	0	0
V21	0	0.02532	0	0.04243	0	0.93225
V22	0.16691	0.13109	0	0.10959	0.59241	0
V23	0	0.07083	0.39912	0.01732	0.51273	0
V24	0.12351	0.08599	0	0.17254	0.61796	0
V25	0.48586	0.3765	0	0.13764	0	0
V26	0.27767	0.09948	0	0.02453	0.59831	0
V27	0	0	0.15974	0	0	0.84026
V28	0.01011	0.35541	0.19094	0.27419	0	0.16935
V29	0	0.73849	0.10511	0.0895	0	0.0669
V30	0.21386	0.27561	0.12148	0.02847	0.18341	0.17716
V31	0.77231	0.086	0.14169	0	0	0
V32	0	0.04901	0.39676	0.55423	0	0
V33	0.21961	0.51888	0.26151	0	0	0
V34	0	0.00893	0.62792	0.01499	0.34816	0
V35	0	0.08655	0.20943	0.665	0.03903	0
V36	0	0.63471	0.14661	0.04811	0.17058	0
V37	0.00842	0.04663	0.87167	0	0	0.07327
V38	0	0	0.10523	0	0	0.89477
V39	0.65053	0.12099	0	0.22849	0	0
V40	0	0.6502	0	0.25639	0.06993	0.02348
V41	0.81384	0.07395	0	0	0	0.11221
V42	0.32723	0.06187	0.61091	0	0	0
V43	0.18084	0.53348	0	0.08238	0.20331	0
V44	0	0.94575	0	0.05425	0	0
V45	0.47829	0.39869	0.02333	0.02803	0	0.07166
V46	0	0.04197	0	0.39067	0.31293	0.25442
V47	0	0.55254	0	0.23405	0.21341	0
V48	0	0.71201	0.24765	0.03151	0.00883	0
V49	0	0.89462	0.00303	0.08503	0.01732	0
V50	0	0.03234	0.31438	0.03837	0.61492	0
V51	0	0.00743	0	0.06442	0.92815	0
V52	0	0.65066	0.32328	0.02606	0	0
V53	0.09954	0.07865	0.05177	0.06617	0.70387	0
V54	0.04316	0.18234	0.75573	0.01877	0	0
V55	0	0.04764	0.0687	0.06925	0.81441	0
V56	0	0.04964	0.92069	0.02967	0	0
V57	0.03716	0.45182	0.04187	0.04963	0.07524	0.34427
V58	0	0.03762	0.96238	0	0	0
V59	0	0.05602	0	0.94398	0	0
V60	0.52125	0.10678	0	0.37198	0	0
V61	0.28723	0.18472	0	0.20709	0	0.32096
V62	0.66845	0.08984	0.06469	0.15927	0.0121	0.00566
V63	0	0.60205	0	0.10767	0	0.29028
V64	0	0.11378	0	0.03094	0.85528	0
V65	0.61114	0.18623	0.0021	0.04122	0	0.15932
V66	0.53344	0.10972	0.10694	0.02951	0.2204	0
V67	0	0.20683	0.38127	0.23773	0	0.17417
V68	0.89355	0.10645	0	0	0	0
V69	0.57586	0.08073	0	0	0	0.34341
V70	0	0.05146	0.24613	0.7024	0	0
V71	0	0.34244	0	0.17871	0.37659	0.10226
V72	0.70759	0.18629	0.06625	0.03986	0	0
V73	0	0.06082	0.04967	0.8895	0	0
V74	0	0.17291	0	0.82709	0	0
V75	0	0.91495	0	0.08505	0	0
V76	0	0.02451	0.90184	0.00751	0.06615	0
V77	0.05597	0.23498	0.07836	0.63069	0	0
V78	0.62238	0.18513	0.02168	0.13052	0	0.04029
V79	0	0.60759	0	0.00536	0	0.38705
V80	0	0.6456	0	0.02841	0	0.32599
V81	0.78127	0.17919	0.03954	0	0	0
V82	0	0.84681	0	0.12452	0.02867	0
V83	0.1297	0.24185	0	0.53205	0.0964	0
V84	0.38242	0.09713	0.05337	0.46707	0	0
V85	0.86907	0.10099	0.02994	0	0	0
V86	0.25105	0.08497	0.11267	0.32344	0	0.22786
V87	0	0.03837	0	0.96163	0	0
V88	0	0.08588	0	0.63445	0	0.27967
V89	0	0.19634	0.49693	0	0	0.30673
V90	0	0.76829	0.17091	0.06081	0	0
V91	0	0.0511	0	0.17343	0.77546	0
V92	0	0.08104	0	0.04846	0.87049	0
V93	0.12237	0.11039	0	0.16092	0.21084	0.39548
V94	0	0.02523	0.26086	0.71391	0	0
V95	0	0.01344	0.35116	0.14199	0.49342	0
V96	0	0.46828	0	0.10793	0.29736	0.12643
V97	0	0.01493	0	0.12107	0.864	0
V98	0	0.11603	0	0.88397	0	0
V99	0	0.0319	0	0.9681	0	0
V100	0	0.03303	0.61337	0.30693	0.04668	0
V101	0	0.40544	0.55899	0.03557	0	0
V102	0.8422	0.1089	0.0489	0	0	0
V103	0.71829	0.1156	0	0.16612	0	0
V104	0	0.03909	0.22089	0.74002	0	0
V105	0	0	0.03957	0.00856	0	0.95187
V106	0	0.00866	0.67739	0	0	0.31396
V107	0	0.73382	0.26618	0	0	0
V108	0	0.02241	0.0113	0.07658	0.14992	0.7398
V109	0	0	0	0.07252	0.10727	0.82021
V110	0	0.20272	0.79728	0	0	0
V111	0	0.02705	0.97295	0	0	0
V112	0	0.38299	0	0.61701	0	0
V113	0	0.11899	0.82642	0.01129	0.0433	0
V114	0.10006	0.06937	0.78146	0.04911	0	0
V115	0.46495	0.11956	0	0.07539	0.06498	0.27513
V116	0.88228	0.10654	0	0.01118	0	0
V117	0.56913	0.10727	0	0.11966	0.20395	0
V118	0	0.76458	0.13572	0.0933	0.0064	0
V119	0	0.90313	0	0.09687	0	0
V120	0.01767	0.30559	0.11203	0.54111	0.02361	0
V121	0.27373	0.06433	0	0.26247	0	0.39947
V122	0.25551	0.12422	0	0.62027	0	0
V123	0.28304	0.054	0	0.10527	0.05633	0.50136
V124	0	0.01407	0.32452	0.02849	0.63291	0
V125	0	0.19977	0.80023	0	0	0
V126	0	0.26959	0.01931	0.01325	0	0.69784
V127	0	0.04934	0.95066	0	0	0
V128	0.33577	0.35169	0.11317	0.19937	0	0
V129	0	0.03466	0.96534	0	0	0
V130	0.53735	0.22027	0	0.24238	0	0
V131	0.00232	0.0508	0	0.08445	0.79868	0.06375
V132	0	0.52007	0.47993	0	0	0
V133	0	0.25326	0.71394	0.03279	0	0
V134	0.13183	0.74326	0.00403	0.07864	0.04224	0
V135	0.05553	0.0486	0.86121	0	0	0.03466
V136	0.00022	0.83067	0.09763	0.07148	0	0
V137	0	0.1994	0.70824	0	0.09236	0
V138	0	0.04295	0	0.52486	0	0.43219
V139	0	0.07185	0.15917	0.04476	0.43437	0.28984
V140	0.61825	0.30803	0.00941	0.06431	0	0
V141	0.21811	0.36736	0.12373	0.2908	0	0
V142	0.0646	0.81801	0.00023	0.10647	0	0.01069
V143	0.01627	0.12339	0.80339	0.05695	0	0
V144	0	0.19159	0	0.12564	0	0.68277
V145	0	0.0195	0	0.9805	0	0
V146	0.11079	0.07238	0.03145	0.05514	0.73024	0
V147	0.49831	0.13045	0.089	0.02306	0	0.25918
V148	0	0.18676	0.81324	0	0	0
V149	0	0.53555	0	0.01707	0	0.44738
V150	0	0.02026	0	0.97974	0	0
V151	0	0.43632	0	0.01613	0	0.54755
V152	0.01298	0.31484	0.57933	0.03649	0.05636	0
V153	0	0.05077	0.75806	0.19118	0	0
V154	0.38188	0.27136	0	0	0	0.34676
V155	0	0.45753	0.08057	0.03664	0.42526	0
V156	0	0.5359	0	0.0326	0.4315	0
V157	0	0.126	0	0.32041	0	0.55359
V158	0	0.0751	0.9249	0	0	0
V159	0.09358	0.32708	0.41177	0.16756	0	0
V160	0	0.03708	0.96292	0	0	0
V161	0	0.56569	0	0.43431	0	0
V162	0	0.63259	0	0.19957	0.16784	0
V163	0	0.0221	0.9779	0	0	0
V164	0	0.4011	0.47918	0.11972	0	0
V165	0.00991	0.07577	0	0.0833	0.82213	0.00889
V166	0	0.03554	0	0.22862	0.43261	0.30323
V167	0	0.01868	0.48128	0.50004	0	0
V168	0.6991	0.11408	0	0.18682	0	0
V169	0	0.04291	0.83409	0.123	0	0
V170	0.46372	0.12239	0.08285	0.33104	0	0
V171	0	0.54119	0	0.01827	0	0.44054
V172	0.06345	0.12898	0.6694	0.11946	0	0.01871
V173	0	0.05044	0.89416	0	0	0.0554
V174	0.64457	0.19527	0	0.03056	0.1296	0
V175	0	0.77319	0.16377	0.06304	0	0
V176	0	0.00235	0.99765	0	0	0
V177	0.07867	0.13095	0.41451	0.03787	0.10678	0.23122
V178	0	0.06822	0	0.04244	0.88934	0
V179	0	0.04932	0.0103	0.8264	0.02511	0.08887
V180	0.33124	0.07551	0.18	0.40519	0	0.00805
V181	0.61373	0.183	0.05611	0.10374	0	0.04343
V182	0	0.11411	0.88589	0	0	0
V183	0	0.02772	0	0.97228	0	0
V184	0.36831	0.49775	0	0.07236	0.06159	0
V185	0.01475	0.63805	0.01972	0.07025	0.09459	0.16265
V186	0	0.00924	0.72168	0.26908	0	0
V187	0.23438	0.60459	0	0.06932	0.09172	0
V188	0	0.68045	0	0.0385	0	0.28106
V189	0	0.1176	0.19656	0.06598	0.57737	0.04249
V190	0	0.23965	0	0.06922	0.60585	0.08528
V191	0	0.64844	0	0.02358	0	0.32798
V192	0.56135	0.30684	0.08807	0.04375	0	0
V193	0	0.09904	0	0.0069	0	0.89407
V194	0	0.03792	0	0.17892	0.78316	0
V195	0	0.01698	0.90283	0.08019	0	0
V196	0	0.01328	0	0.98672	0	0
V197	0.17013	0.08004	0	0.0443	0.70554	0
V198	0.02315	0.52677	0.02322	0.22341	0.20344	0
V199	0	0.27265	0.07627	0.14759	0.50349	0
V200	0.05765	0.06176	0.69965	0.17722	0	0.00372
V201	0	0.02956	0	0.97044	0	0
V202	0.01143	0.10495	0.5576	0.04141	0.06033	0.22428
V203	0.57376	0.13524	0	0.291	0	0
V204	0	0.07512	0.00023	0.18761	0	0.73704
