Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.37432	0.12972	0.21215	0.14264	0.14116
V2	0.08556	0.75096	0.03074	0.03213	0.10061
V3	0.08943	0.01126	0.38156	0.42834	0.0894
V4	0.00778	0.04222	0.22377	0.16322	0.56301
V5	0.0084	0.03142	0.05382	0.23048	0.67588
V6	0.38218	0.01927	0.23293	0.23594	0.12968
V7	0.01017	0.06248	0.39279	0.14935	0.38521
V8	0.02251	0.03794	0.79885	0.08024	0.06045
V9	0.07577	0	0.21381	0.6094	0.10102
V10	0.52749	0.02613	0.40384	0	0.04254
V11	0.03283	0.05141	0.09383	0.18617	0.63576
V12	0.09837	0.01626	0.19295	0.36495	0.32748
V13	0.15124	0.04495	0.02377	0.46048	0.31956
V14	0.17721	0	0.04688	0.62315	0.15276
V15	0.04294	0	0	0.81304	0.14402
V16	0.59663	0.05257	0	0.2855	0.0653
V17	0.07764	0.28007	0.00406	0.13896	0.49928
V18	0.11732	0.40963	0.20782	0.18741	0.07781
V19	0.02275	0.04021	0	0.24442	0.69262
V20	0.01298	0.01198	0.65698	0.23957	0.0785
V21	0.03286	0.27974	0.11001	0.21692	0.36047
V22	0.84216	0.06593	0.05001	0	0.0419
V23	0.08334	0.04201	0.01436	0.24947	0.61082
V24	0.50139	0.12847	0.00708	0.07703	0.28602
V25	0.03201	0.03498	0.00655	0.49185	0.43462
V26	0.51921	0.20313	0.04221	0.04888	0.18656
V27	0.15457	0.50698	0.14879	0.01179	0.17786
V28	0.05152	0.0593	0.16472	0.60261	0.12184
V29	0.01756	0	0.27779	0.59491	0.10974
V30	0.76931	0.09607	0.01515	0.01573	0.10375
V31	0.45518	0.13533	0	0.23174	0.17775
V32	0.93568	0	0	0	0.06432
V33	0.02773	0.22965	0.00573	0.20683	0.53006
V34	0.14575	0.78643	0	0	0.06783
V35	0.12533	0.60014	0.20694	0.00314	0.06445
V36	0.03506	0.2043	0.1492	0.16789	0.44356
V37	0.78353	0	0	0.02696	0.18951
V38	0.15085	0.03337	0.42278	0.22795	0.16506
V39	0.38013	0.04568	0.29511	0.04265	0.23644
V40	0.25576	0.58099	0	0.07426	0.08899
V41	0.07879	0.80439	0	0	0.11682
V42	0.89056	0.02252	0.01267	0	0.07425
V43	0.5367	0.12069	0.29513	0.0042	0.04327
V44	0.05438	0.30843	0.49564	0.00925	0.1323
V45	0.06807	0.64647	0.06743	0.11448	0.10355
V46	0.14564	0.72795	0.04378	0.00246	0.08017
V47	0.00914	0.04024	0.87546	0.00796	0.06721
V48	0.19793	0.12367	0.18233	0.33639	0.15967
V49	0.51168	0.13437	0.18361	0.11635	0.05399
V50	0.03509	0.05732	0.8476	0.00222	0.05778
V51	0.12824	0.28635	0.16816	0.10664	0.31061
V52	0.08241	0.84364	0	0	0.07396
V53	0.05232	0.1424	0	0.68363	0.12165
