CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42111	0.08993	0.17616	0.3128
V2	0.16756	0.13962	0.11293	0.57989
V3	0.10003	0.48356	0.09343	0.32298
V4	0.65311	0.15525	0.05612	0.13552
V5	0.13743	0.40231	0.23907	0.2212
V6	0.10518	0.66577	0.10528	0.12376
V7	0.15873	0.3174	0.13526	0.3886
V8	0.16339	0.11942	0.58215	0.13504
V9	0.21638	0.23684	0.10263	0.44415
V10	0.08991	0.12506	0.63721	0.14782
V11	0.20068	0.33884	0.34955	0.11093
V12	0.08117	0.48409	0.31854	0.1162
V13	0.22952	0.5581	0.0869	0.12547
V14	0.09826	0.69547	0.09624	0.11004
V15	0.14077	0.47608	0.1622	0.22095
V16	0.68055	0.10365	0.07191	0.14388
V17	0.11182	0.66534	0.09912	0.12372
V18	0.43311	0.32449	0.10007	0.14233
V19	0.15938	0.63199	0.09185	0.11678
V20	0.16833	0.38162	0.0958	0.35425
V21	0.16276	0.14456	0.55892	0.13377
V22	0.09439	0.14935	0.20258	0.55368
V23	0.32269	0.12647	0.43404	0.11681
V24	0.71368	0.09114	0.07569	0.11948
V25	0.27864	0.24565	0.15761	0.3181
V26	0.30776	0.34394	0.08794	0.26036
V27	0.14064	0.11507	0.09477	0.64952
V28	0.07912	0.13517	0.67879	0.10692
V29	0.35873	0.1157	0.38779	0.13779
V30	0.13793	0.23407	0.24525	0.38275
V31	0.19703	0.22297	0.25672	0.32327
V32	0.13017	0.09898	0.10099	0.66985
V33	0.09619	0.42139	0.30283	0.17959
V34	0.16286	0.13176	0.57074	0.13464
V35	0.16335	0.56476	0.14143	0.13047
V36	0.08727	0.12323	0.36071	0.42879
V37	0.41011	0.13269	0.13081	0.32639
V38	0.33885	0.08632	0.1791	0.39573
V39	0.16767	0.45802	0.16703	0.20728
V40	0.12002	0.63738	0.13904	0.10356
V41	0.06795	0.51799	0.11994	0.29411
V42	0.21756	0.10822	0.20162	0.4726
V43	0.15377	0.32744	0.38791	0.13088
V44	0.08912	0.15609	0.52368	0.23111
V45	0.12749	0.47592	0.22437	0.17221
V46	0.60427	0.12955	0.14467	0.1215
V47	0.35435	0.22167	0.27362	0.15037
V48	0.60529	0.19624	0.06457	0.13389
V49	0.5485	0.20973	0.0602	0.18158
V50	0.09997	0.64442	0.14635	0.10926
V51	0.26289	0.36348	0.24068	0.13295
V52	0.09399	0.18187	0.59208	0.13206
V53	0.55411	0.1688	0.16367	0.11342
V54	0.33912	0.22646	0.30541	0.12901
V55	0.20661	0.17679	0.22365	0.39295
V56	0.11298	0.09526	0.1321	0.65966
V57	0.1183	0.66009	0.10485	0.11675
V58	0.47724	0.08192	0.09418	0.34665
V59	0.33768	0.36644	0.14759	0.14829
V60	0.16007	0.19701	0.27244	0.37048
V61	0.59943	0.14928	0.06831	0.18297
V62	0.66244	0.10061	0.1068	0.13015
V63	0.06801	0.63871	0.17012	0.12316
V64	0.06246	0.64575	0.08847	0.20332
V65	0.09514	0.09072	0.13955	0.67459
V66	0.19575	0.54558	0.09966	0.159
V67	0.16852	0.32004	0.39467	0.11678
V68	0.17206	0.1758	0.09676	0.55538
V69	0.08808	0.3109	0.45677	0.14425
V70	0.41291	0.19345	0.18679	0.20685
V71	0.18212	0.14458	0.30126	0.37204
V72	0.43253	0.19346	0.13046	0.24356
V73	0.16013	0.49269	0.17453	0.17265
V74	0.11056	0.25192	0.53332	0.1042
V75	0.53752	0.08231	0.19116	0.189
V76	0.07958	0.20026	0.19252	0.52764
V77	0.10149	0.26582	0.08951	0.54318
V78	0.26144	0.16654	0.19124	0.38079
V79	0.08243	0.17215	0.57099	0.17443
V80	0.3028	0.11135	0.40767	0.17819
V81	0.11288	0.21321	0.56267	0.11124
V82	0.07778	0.15335	0.65597	0.1129
V83	0.15937	0.2	0.12849	0.51215
V84	0.31835	0.11699	0.17573	0.38893
V85	0.14207	0.30667	0.32138	0.22988
V86	0.10944	0.14262	0.6078	0.14015
V87	0.08015	0.63328	0.12895	0.15762
V88	0.18238	0.13311	0.23907	0.44545
V89	0.09775	0.10018	0.20144	0.60063
V90	0.07367	0.67876	0.13051	0.11705
V91	0.08334	0.57749	0.2088	0.13037
V92	0.36825	0.10884	0.30955	0.21336
V93	0.66429	0.08324	0.05409	0.19839
V94	0.08198	0.36908	0.10021	0.44872
V95	0.22679	0.37667	0.18073	0.2158
V96	0.12704	0.14581	0.0999	0.62725
V97	0.52202	0.15943	0.20006	0.11849
V98	0.52445	0.28925	0.06212	0.12419
V99	0.60537	0.11211	0.1605	0.12202
V100	0.12871	0.12994	0.61449	0.12686
V101	0.09735	0.10043	0.0907	0.71152
V102	0.69977	0.10855	0.06087	0.13081
V103	0.09286	0.11333	0.139	0.65481
V104	0.07245	0.71925	0.09785	0.11045
V105	0.09062	0.69684	0.10237	0.11017
V106	0.14176	0.43486	0.28564	0.13773
V107	0.19241	0.23781	0.42306	0.14672
V108	0.15542	0.59192	0.14972	0.10294
V109	0.08707	0.21031	0.43127	0.27135
V110	0.092	0.66677	0.11726	0.12397
V111	0.69466	0.07516	0.105	0.12517
V112	0.1631	0.14156	0.33107	0.36427
V113	0.19263	0.16003	0.18832	0.45902
V114	0.22879	0.11567	0.12835	0.52718
V115	0.0647	0.59249	0.23371	0.1091
V116	0.16182	0.30497	0.3026	0.2306
V117	0.50808	0.25709	0.09016	0.14467
V118	0.16616	0.46209	0.10821	0.26353
V119	0.1512	0.13339	0.11431	0.60111
V120	0.12724	0.15517	0.598	0.11959
V121	0.44653	0.17396	0.12914	0.25036
V122	0.72784	0.07795	0.06182	0.13239
V123	0.07368	0.41234	0.11856	0.39542
V124	0.49704	0.28273	0.06269	0.15755
V125	0.30991	0.37158	0.19172	0.12678
V126	0.10582	0.17819	0.11739	0.5986
V127	0.18216	0.1255	0.23386	0.45847
V128	0.10443	0.09636	0.14913	0.65008
V129	0.44009	0.24681	0.17646	0.13664
V130	0.06673	0.53061	0.29393	0.10873
V131	0.07276	0.67321	0.08961	0.16442
V132	0.70836	0.07869	0.07464	0.13831
V133	0.68812	0.08643	0.09451	0.13094
V134	0.14008	0.34223	0.16415	0.35354
V135	0.13442	0.10289	0.18941	0.57328
V136	0.21742	0.34665	0.08692	0.34901
V137	0.49542	0.11248	0.22486	0.16724
V138	0.19894	0.3565	0.19367	0.25089
V139	0.28761	0.22811	0.20053	0.28375
V140	0.10318	0.1425	0.11659	0.63773
V141	0.11944	0.20854	0.39946	0.27256
V142	0.60668	0.08321	0.19431	0.11581
V143	0.33356	0.26274	0.12026	0.28344
V144	0.17906	0.19296	0.18345	0.44453
V145	0.05922	0.5984	0.2334	0.10897
V146	0.11883	0.09419	0.10243	0.68455
V147	0.68879	0.09085	0.06977	0.15059
V148	0.16195	0.15394	0.42398	0.26012
V149	0.23041	0.43741	0.22068	0.1115
V150	0.13075	0.26683	0.43632	0.16609
V151	0.19104	0.49934	0.10829	0.20133
V152	0.21224	0.38808	0.21827	0.18142
V153	0.12876	0.57638	0.10187	0.19298
V154	0.2196	0.39787	0.25102	0.13151
V155	0.37095	0.19257	0.25109	0.1854
V156	0.10032	0.20203	0.49612	0.20154
V157	0.26263	0.20189	0.26661	0.26887
V158	0.09767	0.09003	0.09966	0.71264
V159	0.66603	0.12121	0.05626	0.1565
V160	0.51614	0.08209	0.10884	0.29293
V161	0.20946	0.08877	0.09959	0.60218
V162	0.11703	0.28126	0.13603	0.46568
V163	0.13014	0.4091	0.19113	0.26963
V164	0.27715	0.2938	0.14716	0.28189
V165	0.08568	0.25121	0.08609	0.57702
V166	0.09049	0.14954	0.1281	0.63186
V167	0.29048	0.08126	0.07724	0.55102
V168	0.24275	0.46812	0.13695	0.15217
V169	0.19453	0.12087	0.10484	0.57977
V170	0.14974	0.11845	0.38848	0.34332
V171	0.15797	0.26565	0.43797	0.13842
V172	0.55137	0.08668	0.23986	0.12209
V173	0.10008	0.17779	0.11295	0.60918
V174	0.09285	0.19245	0.13344	0.58126
V175	0.12411	0.11588	0.55694	0.20306
V176	0.06276	0.62908	0.19852	0.10964
V177	0.05943	0.73077	0.09309	0.11672
V178	0.06463	0.58331	0.09266	0.2594
V179	0.18356	0.10551	0.30445	0.40648
V180	0.07388	0.67962	0.14327	0.10322
V181	0.17991	0.1925	0.40193	0.22565
V182	0.2631	0.22297	0.35863	0.1553
V183	0.17187	0.62515	0.09219	0.11079
V184	0.75048	0.07192	0.05732	0.12027
V185	0.43667	0.36912	0.07891	0.1153
V186	0.14363	0.41019	0.24541	0.20077
V187	0.72133	0.07929	0.07372	0.12566
V188	0.11553	0.23094	0.0848	0.56872
V189	0.6043	0.09172	0.07154	0.23244
V190	0.50931	0.09588	0.27401	0.1208
V191	0.19172	0.24408	0.42445	0.13974
V192	0.25119	0.39642	0.11402	0.23837
V193	0.46043	0.11288	0.21827	0.20842
V194	0.07821	0.70041	0.09708	0.12429
V195	0.08442	0.13517	0.66728	0.11313
V196	0.09486	0.1284	0.09415	0.68259
V197	0.3266	0.11679	0.09163	0.46497
V198	0.1095	0.42922	0.30999	0.15129
V199	0.18304	0.1085	0.18623	0.52223
V200	0.14651	0.4513	0.09741	0.30477
V201	0.12857	0.45315	0.20469	0.21359
V202	0.09132	0.12209	0.54816	0.23843
V203	0.1709	0.38532	0.31952	0.12426
V204	0.07249	0.42755	0.09144	0.40852
V205	0.08988	0.1514	0.63892	0.11979
V206	0.10842	0.17564	0.60352	0.11242
V207	0.15864	0.21098	0.11832	0.51206
V208	0.23939	0.15178	0.48805	0.12078
V209	0.25168	0.3976	0.12716	0.22356
V210	0.11527	0.59101	0.15024	0.14348
V211	0.33445	0.09206	0.09529	0.4782
V212	0.4038	0.12562	0.34031	0.13028
V213	0.47705	0.10345	0.14034	0.27915
V214	0.27435	0.19851	0.18088	0.34627
V215	0.25247	0.14932	0.08903	0.50918
V216	0.10962	0.08927	0.0981	0.70301
V217	0.09745	0.4125	0.22795	0.2621
V218	0.13178	0.38034	0.18959	0.29828
V219	0.13081	0.49965	0.09315	0.2764
V220	0.06264	0.62553	0.09383	0.21801
V221	0.60294	0.07682	0.06049	0.25975
V222	0.26979	0.1909	0.29759	0.24172
V223	0.07932	0.20631	0.54835	0.16603
V224	0.74039	0.07225	0.06793	0.11942
V225	0.09207	0.6682	0.13057	0.10916
V226	0.27188	0.16222	0.44429	0.1216
V227	0.60033	0.08277	0.1884	0.12851
V228	0.57401	0.12717	0.10957	0.18924
V229	0.09037	0.13242	0.65008	0.12713
V230	0.09731	0.1007	0.09947	0.70251
V231	0.08793	0.26883	0.15416	0.48907
V232	0.09303	0.5078	0.08401	0.31516
V233	0.42811	0.15294	0.19686	0.22209
V234	0.07883	0.6902	0.11308	0.11789
V235	0.31469	0.14508	0.40358	0.13664
V236	0.10971	0.15761	0.56548	0.1672
V237	0.17714	0.09005	0.10322	0.62959
V238	0.14873	0.45916	0.24799	0.14411
V239	0.11442	0.34333	0.09798	0.44427
V240	0.38862	0.1241	0.33571	0.15157
V241	0.0908	0.12349	0.62422	0.16149
V242	0.14116	0.59279	0.15021	0.11583
V243	0.23294	0.13536	0.46248	0.16922
V244	0.21161	0.11305	0.49858	0.17676
V245	0.44948	0.28916	0.10521	0.15615
V246	0.11144	0.21257	0.55077	0.12523
V247	0.18371	0.12628	0.5834	0.10661
V248	0.10098	0.106	0.11314	0.67988
V249	0.07711	0.14299	0.61973	0.16016
V250	0.58692	0.08487	0.20621	0.122
V251	0.71336	0.10166	0.0599	0.12509
V252	0.06249	0.64726	0.18771	0.10254
V253	0.29602	0.13914	0.17591	0.38893
V254	0.06035	0.70382	0.1265	0.10933
V255	0.08428	0.68787	0.09046	0.13739
V256	0.18498	0.24832	0.3909	0.1758
V257	0.3334	0.16318	0.21849	0.28493
V258	0.18331	0.2796	0.3344	0.20269
V259	0.09391	0.30427	0.46439	0.13743
V260	0.07033	0.30011	0.5203	0.10927
V261	0.46586	0.10946	0.19431	0.23038
V262	0.1401	0.12059	0.09498	0.64433
V263	0.06637	0.71723	0.09269	0.12371
V264	0.18314	0.1269	0.33118	0.35879
V265	0.10571	0.09129	0.16446	0.63853
V266	0.4942	0.32553	0.06999	0.11028
V267	0.07729	0.2144	0.24954	0.45877
V268	0.30914	0.10433	0.16424	0.42229
