Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.03994	0.08763	0.87243	0	0	0
V2	0.66148	0.20157	0	0.09758	0.03937	0
V3	0	0.09661	0.19335	0	0	0.71003
V4	0.22545	0.58167	0	0.12402	0.04759	0.02126
V5	0	0.07126	0	0.72677	0.20197	0
V6	0.10128	0.06869	0.17621	0.05012	0.1036	0.50009
V7	0	0.4748	0	0.03438	0.49082	0
V8	0.81979	0.1255	0	0.05471	0	0
V9	0.2566	0.24759	0	0.27766	0	0.21815
V10	0.52899	0.12469	0	0.34632	0	0
V11	0	0.94895	0.00045	0.0506	0	0
V12	0	0.02325	0.01252	0.0144	0	0.94983
V13	0	0.64245	0.35755	0	0	0
V14	0	0.09548	0	0.90452	0	0
V15	0.57476	0.1583	0	0.12576	0.14118	0
V16	0	0.0831	0	0.51415	0.33882	0.06393
V17	0	0.04237	0.11626	0	0	0.84138
V18	0.78906	0.21094	0	0	0	0
V19	0.68163	0.13142	0.17181	0	0.01514	0
V20	0.74755	0.13853	0.04091	0.07302	0	0
V21	0	0.04366	0	0.03193	0	0.92441
V22	0.16459	0.14027	0	0.09023	0.6049	0
V23	0	0.08612	0.37794	0.00405	0.5319	0
V24	0.11946	0.09738	0	0.15212	0.63105	0
V25	0.5029	0.37387	0	0.12323	0	0
V26	0.27371	0.10968	0	0.00725	0.60936	0
V27	0	0.00801	0.15974	0	0	0.83225
V28	0.0106	0.35992	0.18691	0.26497	0	0.17759
V29	0	0.74641	0.10115	0.0721	0	0.08034
V30	0.21102	0.28468	0.10702	0.00379	0.2105	0.183
V31	0.77053	0.0985	0.13096	0	0	0
V32	0	0.06545	0.38739	0.54716	0	0
V33	0.23753	0.51504	0.24743	0	0	0
V34	0	0.02694	0.60468	0.0017	0.36668	0
V35	0	0.09961	0.1894	0.64092	0.07007	0
V36	0.00276	0.64152	0.1359	0.0267	0.19311	0
V37	0	0.06576	0.85516	0	0	0.07907
V38	0	0	0.10526	0	0	0.89474
V39	0.65198	0.12937	0	0.21866	0	0
V40	0	0.65224	0	0.22657	0.08564	0.03555
V41	0.80253	0.08711	0	0	0	0.11037
V42	0.31018	0.0829	0.59932	0	0	0.0076
V43	0.19805	0.53036	0	0.05457	0.21702	0
V44	0	0.9698	0	0.0302	0	0
V45	0.49562	0.40332	0.01549	0.01274	0	0.07284
V46	0	0.05353	0	0.3599	0.33693	0.24964
V47	0	0.55774	0	0.20951	0.23275	0
V48	0	0.7213	0.24026	0.00894	0.0295	0
V49	0	0.91182	0	0.05333	0.03486	0
V50	0	0.0478	0.29179	0.02191	0.63849	0
V51	0	0.01733	0	0.04567	0.937	0
V52	0	0.65926	0.32405	0.01669	0	0
V53	0.10114	0.09023	0.03038	0.05177	0.72647	0
