B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.56815	0.01446	0.1652	0.25219
V2	0.20962	0.12513	0.04058	0.62467
V3	0.09608	0.63443	0.00462	0.26486
V4	0.8332	0.11193	0	0.05488
V5	0.14167	0.47066	0.25245	0.13521
V6	0.12038	0.82322	0.03034	0.02606
V7	0.18381	0.38351	0.07778	0.35491
V8	0.16621	0.01282	0.77442	0.04656
V9	0.28239	0.26609	0.02238	0.42914
V10	0.05788	0.02003	0.85656	0.06553
V11	0.2371	0.34926	0.41365	0
V12	0.06436	0.5601	0.3644	0.01114
V13	0.29934	0.66932	0.00727	0.02406
V14	0.11494	0.8607	0.0137	0.01065
V15	0.15568	0.58363	0.1272	0.13348
V16	0.85702	0.05498	0.01467	0.07333
V17	0.13013	0.82481	0.01936	0.0257
V18	0.57202	0.33616	0.0425	0.04932
V19	0.19998	0.77296	0.00964	0.01743
V20	0.20347	0.48039	0.00957	0.30658
V21	0.16519	0.07457	0.71805	0.04219
V22	0.06231	0.13136	0.20472	0.60162
V23	0.39584	0.05355	0.5313	0.01931
V24	0.91208	0.04867	0.0304	0.00886
V25	0.36873	0.25296	0.12153	0.25678
V26	0.41673	0.39014	0.00911	0.18402
V27	0.16958	0.09961	0.00633	0.72448
V28	0.02368	0.0774	0.89892	0
V29	0.44903	0.03899	0.46693	0.04505
V30	0.1356	0.24421	0.27176	0.34843
V31	0.23358	0.21295	0.28724	0.26623
V32	0.15302	0.06339	0.03486	0.74873
V33	0.08036	0.48869	0.34992	0.08103
V34	0.16548	0.05404	0.73664	0.04385
V35	0.19993	0.68014	0.09332	0.02661
V36	0.04106	0.06885	0.47872	0.41137
V37	0.55927	0.08255	0.0908	0.26737
V38	0.46515	0	0.17568	0.35917
V39	0.19843	0.55011	0.13512	0.11634
V40	0.13711	0.77342	0.08947	0
V41	0.03762	0.68205	0.0536	0.22674
V42	0.27418	0.04846	0.20799	0.46937
V43	0.16402	0.33675	0.47475	0.02448
V44	0.04506	0.0998	0.70778	0.14737
V45	0.1338	0.56738	0.22343	0.07539
V46	0.77674	0.0807	0.11602	0.02654
V47	0.45602	0.19402	0.29851	0.05146
V48	0.78395	0.1675	0	0.04855
V49	0.72116	0.18144	0	0.0974
V50	0.11125	0.78753	0.10122	0
V51	0.33278	0.39004	0.25178	0.0254
V52	0.0599	0.12959	0.765	0.04551
V53	0.72674	0.12723	0.14603	0
V54	0.43391	0.19578	0.34673	0.02357
V55	0.25217	0.15078	0.23724	0.35981
V56	0.11454	0.04425	0.09211	0.7491
V57	0.14025	0.81205	0.03111	0.01659
V58	0.66184	0.01381	0.03148	0.29287
V59	0.44621	0.39826	0.1065	0.04903
V60	0.16956	0.17831	0.3218	0.33034
V61	0.7837	0.11109	0	0.10521
V62	0.84099	0.04721	0.06182	0.04999
V63	0.05704	0.78358	0.13756	0.02182
V64	0.05029	0.83911	0	0.1106
V65	0.07706	0.00406	0.12734	0.79153
V66	0.25135	0.66446	0.02349	0.0607
V67	0.18462	0.32559	0.48268	0.00712
V68	0.21866	0.18609	0.00418	0.59108
V69	0.05918	0.31437	0.58114	0.04531
V70	0.54267	0.16002	0.17401	0.1233
V71	0.20376	0.09311	0.37127	0.33186
V72	0.57782	0.16694	0.08994	0.1653
V73	0.18752	0.59009	0.14656	0.07584
V74	0.09244	0.22732	0.68024	0
V75	0.7004	0	0.19098	0.10861
V76	0.02928	0.21722	0.18558	0.56792
V77	0.08502	0.33	0	0.58498
V78	0.34191	0.13512	0.18257	0.3404
V79	0.03785	0.12055	0.75368	0.08792
V80	0.37386	0.03131	0.50834	0.08648
V81	0.09572	0.17479	0.72542	0.00407
V82	0.02353	0.09375	0.8511	0.03162
V83	0.18829	0.21385	0.06702	0.53084
V84	0.43053	0.06018	0.16059	0.3487
V85	0.13945	0.32541	0.38885	0.14629
V86	0.08209	0.07142	0.7896	0.05689
V87	0.07371	0.79358	0.07019	0.06252
V88	0.21366	0.08348	0.26935	0.43352
V89	0.07593	0.04791	0.20604	0.67013
V90	0.0718	0.83681	0.07409	0.01729
V91	0.07431	0.70036	0.19886	0.02647
V92	0.47187	0.03251	0.36447	0.13115
V93	0.85554	0.02206	0	0.1224
V94	0.05503	0.48789	0.01279	0.44429
V95	0.28364	0.42996	0.15679	0.12962
V96	0.14052	0.14636	0.01297	0.70015
V97	0.6723	0.11024	0.19634	0.02112
V98	0.68478	0.28118	0	0.03404
V99	0.77488	0.05559	0.14054	0.02899
V100	0.11513	0.04709	0.79589	0.0419
V101	0.09484	0.10034	0	0.80482
V102	0.87693	0.06508	0	0.05798
V103	0.06435	0.09043	0.09191	0.75331
V104	0.08121	0.88846	0.01505	0.01528
V105	0.10493	0.86188	0.02411	0.00909
V106	0.1544	0.49669	0.317	0.0319
V107	0.21561	0.21052	0.52712	0.04675
V108	0.18734	0.70887	0.10379	0
V109	0.04453	0.1848	0.57234	0.19834
V110	0.09967	0.82222	0.05237	0.02574
V111	0.87878	0	0.07397	0.04725
V112	0.17031	0.08618	0.42217	0.32134
V113	0.23796	0.13366	0.17765	0.45072
V114	0.30372	0.07182	0.07938	0.54508
V115	0.04554	0.71217	0.23609	0.0062
V116	0.1718	0.32309	0.35815	0.14696
V117	0.66579	0.24829	0.03107	0.05486
V118	0.20059	0.57754	0.03502	0.18685
V119	0.17947	0.1181	0.04364	0.65879
V120	0.11565	0.09046	0.76745	0.02644
V121	0.59842	0.1384	0.08911	0.17407
V122	0.88935	0.02406	0.01711	0.06947
V123	0.03927	0.54604	0.04604	0.36865
V124	0.65538	0.27634	0	0.06828
V125	0.40506	0.4026	0.17252	0.01983
V126	0.0953	0.1947	0.04392	0.66607
V127	0.21501	0.07293	0.25966	0.4524
V128	0.09973	0.04855	0.11205	0.73966
V129	0.57422	0.2315	0.15628	0.03801
V130	0.04366	0.62099	0.32841	0.00694
V131	0.06933	0.86168	0	0.06898
V132	0.8773	0.01839	0.03183	0.07248
V133	0.86524	0.03051	0.04872	0.05554
V134	0.14794	0.416	0.12862	0.30744
V135	0.13997	0.04919	0.18533	0.62552
V136	0.28262	0.41938	0	0.29801
V137	0.64091	0.04476	0.23394	0.08039
V138	0.24062	0.40913	0.17732	0.17293
V139	0.37548	0.22062	0.19073	0.21318
V140	0.08916	0.13802	0.04978	0.72304
V141	0.09852	0.18084	0.52119	0.19944
V142	0.78823	0.00269	0.20229	0.0068
V143	0.45155	0.27355	0.06206	0.21285
V144	0.21338	0.18779	0.16701	0.43182
V145	0.03013	0.72448	0.23683	0.00856
V146	0.13635	0.04745	0.04847	0.76774
V147	0.86306	0.03905	0.01599	0.08189
V148	0.16538	0.09616	0.55454	0.18392
V149	0.28898	0.4927	0.21744	0.00088
V150	0.12073	0.25455	0.5526	0.07211
V151	0.2421	0.61021	0.03832	0.10938
V152	0.25916	0.43691	0.2183	0.08563
V153	0.14941	0.72973	0.02268	0.09818
V154	0.26899	0.44243	0.26502	0.02355
V155	0.47898	0.15482	0.26945	0.09675
V156	0.06561	0.16431	0.65484	0.11524
V157	0.32984	0.17409	0.30008	0.196
V158	0.09741	6e-04	0.08434	0.81765
V159	0.84568	0.07092	0	0.0834
V160	0.7006	0.01045	0.06272	0.22623
V161	0.28044	0.03001	0.0318	0.65775
V162	0.11191	0.34129	0.08009	0.46671
V163	0.13259	0.49814	0.17346	0.19581
V164	0.36567	0.32202	0.10126	0.21105
V165	0.05418	0.3078	0	0.63802
V166	0.05954	0.15009	0.06819	0.72218
V167	0.41762	0.00023	0.00402	0.57812
V168	0.31205	0.54893	0.08572	0.0533
V169	0.25465	0.09223	0.03148	0.62164
V170	0.14876	0.04699	0.51239	0.29186
V171	0.16436	0.25158	0.54723	0.03683
V172	0.70233	0	0.26023	0.03745
V173	0.08441	0.196	0.03613	0.68347
V174	0.06495	0.2162	0.07356	0.64529
V175	0.10356	0.02947	0.7501	0.11687
V176	0.04741	0.76418	0.18242	0.00599
V177	0.06108	0.90791	0.00056	0.03045
V178	0.04474	0.76931	0.00762	0.17833
V179	0.20801	0.03316	0.37985	0.37898
V180	0.07203	0.83519	0.09278	0
V181	0.19524	0.15417	0.51005	0.14054
V182	0.31982	0.19349	0.4295	0.05719
V183	0.21943	0.7589	0.0112	0.01048
V184	0.94419	0.00451	0.03671	0.01459
V185	0.5739	0.39292	0.01135	0.02183
V186	0.15295	0.47673	0.26107	0.10926
V187	0.89164	0.02401	0.03275	0.0516
V188	0.11128	0.27137	0	0.61735
V189	0.80088	0.03363	0.00926	0.15624
V190	0.6449	0.02473	0.29591	0.03445
V191	0.21625	0.22035	0.52688	0.03652
V192	0.32961	0.46595	0.04896	0.15548
V193	0.60086	0.0441	0.22756	0.12748
V194	0.08335	0.87368	0.01138	0.03159
V195	0.05854	0.06268	0.83994	0.03884
V196	0.07177	0.13252	0.0071	0.78861
V197	0.4627	0.07653	0.00845	0.45232
V198	0.10373	0.49187	0.3569	0.04751
V199	0.22442	0.05213	0.18179	0.54166
V200	0.17008	0.57573	0.01435	0.23984
V201	0.13228	0.54748	0.19475	0.12548
V202	0.05304	0.05179	0.74089	0.15429
V203	0.19666	0.4191	0.37138	0.01286
V204	0.04514	0.57107	0	0.38378
V205	0.05841	0.0879	0.81523	0.03846
V206	0.08734	0.1231	0.78027	0.00929
V207	0.18849	0.23584	0.04489	0.53078
V208	0.27517	0.0851	0.61817	0.02155
V209	0.32838	0.4651	0.06789	0.13862
V210	0.12625	0.72337	0.10492	0.04546
V211	0.47359	0.03379	0.02296	0.46966
V212	0.5073	0.05485	0.39873	0.03911
V213	0.64116	0.04138	0.10834	0.20912
V214	0.36044	0.18382	0.16179	0.29394
V215	0.3473	0.13541	0	0.51729
V216	0.123	0.00355	0.06984	0.80361
V217	0.07957	0.49984	0.23535	0.18523
V218	0.13339	0.46251	0.17144	0.23266
V219	0.14904	0.64102	0.00822	0.20172
V220	0.04669	0.8166	0.01111	0.1256
V221	0.80167	0.01466	0	0.18367
V222	0.33763	0.15349	0.34767	0.16122
V223	0.03766	0.16579	0.71773	0.07882
V224	0.93244	0.00344	0.04491	0.01921
V225	0.10359	0.8224	0.07401	0
V226	0.32722	0.10172	0.55252	0.01854
V227	0.76491	0	0.18893	0.04616
V228	0.75067	0.07786	0.0606	0.11088
V229	0.06083	0.05531	0.8343	0.04956
V230	0.08252	0.08448	0.03659	0.79641
V231	0.05455	0.32848	0.11057	0.5064
V232	0.08468	0.66351	0	0.25181
V233	0.56463	0.10196	0.19226	0.14114
V234	0.08242	0.85147	0.04495	0.02116
V235	0.38901	0.07785	0.49209	0.04105
V236	0.08025	0.09832	0.74002	0.0814
V237	0.22834	0.03297	0.03934	0.69935
V238	0.16539	0.53357	0.26124	0.0398
V239	0.11211	0.4439	0.0075	0.43649
V240	0.4925	0.05335	0.39499	0.05915
V241	0.05637	0.02823	0.83794	0.07745
V242	0.1707	0.71687	0.10545	0.00698
V243	0.2667	0.06364	0.59091	0.07875
