Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.00914	0.05052	0.00945	0.0111	0.06629	0.00621	0.01302	0.0014	0.00158	0.83129
V2	0.64203	0.02782	0.04048	0.02306	0.00888	0.19518	0.05572	0.00685	0	0
V3	0.10455	0.10439	0.08538	0.02006	0.40777	0.00672	0.10235	0.11268	0	0.0561
V4	0.00103	0.11192	0.01818	0.00509	0	0.08373	0.01806	0.00883	0.44523	0.30793
V5	0	0.1154	0.00848	0.0675	0	0.0515	0.01818	0.00237	0.00092	0.73565
V6	0	0.12732	0.16051	0.02801	0.56673	0.02413	0.00538	0.04904	0	0.03887
V7	0	0.59031	0	0.00707	0.26279	0.00601	0.06311	0.05298	0	0.01774
V8	0	0.65741	0.05283	0.0046	0.02183	0.01981	0.00964	0.21123	0.00576	0.01689
V9	0.00112	0.01037	0.09171	0.13822	0.01984	0.00908	0.27604	0.42462	0.00677	0.02223
V10	0	0.14271	0	0	0.64522	0.0506	0.01773	0.10645	0	0.03729
V11	0.00642	0.65138	0.01626	0.001	0.01852	0.03965	0.01194	0.194	0.02932	0.03151
V12	0.01084	0.03393	0.11955	0.478	0	0.00022	0.11333	0.01378	0.01109	0.21926
V13	0.09472	0.02576	0.11771	0.01653	0.03	0.0866	0.52221	0.00625	0.06985	0.03037
V14	0.06565	0.51183	0.12677	0.06215	0.03851	0.03514	0.141	0.01143	0.00021	0.00731
V15	0.26965	0.01118	0.08461	0.54777	0	0.01486	0.03802	0.0163	0.01502	0.0026
V16	0.01195	0.06735	0.15997	0.56444	0.01009	0.04418	0.01147	0.0075	0.095	0.02806
V17	0.01152	0.13548	0	0.00873	0	0.05653	0.04287	0.00583	0.00453	0.7345
V18	0.06217	0.06709	0.024	0.25648	0	0.00937	0.00708	0.00528	0.00586	0.56269
V19	0	0	0	0.05537	0	0.06017	0.01537	0.00694	0.00238	0.85977
V20	0.00221	0.26467	0.00326	0.00778	0	0	0.56744	0.03066	0	0.12398
V21	0.09568	0.51114	0.0266	0.00798	0.01269	0.25877	0.04878	0.02531	0	0.01306
V22	0	0	0	0.00208	0	0.01539	0.01182	0.18797	0.02712	0.75562
V23	0.23902	0.03454	0.48569	0.05799	0	0.01352	0.0044	0.00739	0.00932	0.14814
V24	0.01913	0.69301	0.04334	0.00522	0.03382	0.00213	0.08126	0.05547	0.0562	0.01041
V25	0.02015	0.14936	0.00872	0.02635	0.00309	0.09852	0.0392	0.00029	0.10259	0.55172
V26	0	0.0087	0.1031	0.00698	0.01172	0.02217	0.04019	0.7897	0	0.01744
V27	0	0.0943	0	0.00065	0.27607	0.00347	0.02386	0	0	0.60166
V28	0.23427	0	0.00876	0.01185	0	0.0163	0.02756	0.02009	0	0.68117
V29	0.00565	0.73496	0.0058	0.00852	0.02035	0.07381	0.01902	0.01539	0	0.1165
V30	0	0.01974	0.10487	0.02277	0.0061	0.24727	0.38265	0	0.17912	0.03748
V31	0	0.42662	0.2054	0.01948	0.0682	0.00972	0.00771	0.23671	0.00405	0.0221
V32	0.48672	0.06699	0.03234	0.01863	0.23438	0.03058	0.03939	0.00196	0.04682	0.04219
V33	0.03741	0.0194	0.17772	0.49708	0.00374	0	0.23894	0.00724	0.00935	0.00912
V34	0	0.08263	0	0.00248	0.11409	0.0062	0.01298	0.00991	0.0229	0.74881
V35	0.00661	0.89284	0.00789	0.00312	0.04213	0.00819	0.01827	0.01535	0	0.00559
V36	0.05586	0.03362	0.00624	0.0026	0.02874	0	0.84431	0.02003	0	0.0086
V37	0	0.60802	0.0047	0.00106	0.03876	0	0.30556	0.02194	0	0.01996
V38	0.1351	0.01087	0.03653	0.16304	0.01355	0	0.63119	0.00193	0	0.0078
V39	0.08299	0.01703	0.04219	0.1568	0.04516	0	0.61676	0.01459	0	0.02448
V40	0.08476	0.04419	0.63311	0.07201	0.09768	0.01036	0.00346	0.00577	0.01743	0.03124
V41	0.6238	0.07934	0.06211	0.02296	0	0.00719	0.01021	0.00822	0.15459	0.03158
V42	0	0.66581	0	0.00169	0.2575	0.0025	0.00286	0.00281	0	0.06683
V43	0.13607	0.06094	0.10331	0.0871	0.19178	0.02396	0.26538	0.01984	0.0871	0.02453
V44	0	0.01043	0.58662	0.05806	0.00446	0.01582	0.01088	0.28636	0.01695	0.0104
V45	0.00502	0.00865	0.0223	0.01317	0	0.00372	0.35783	0	0.47049	0.11882
V46	0.15694	0.09928	0.03445	0.20349	0	0.00417	0.00541	0.01471	0.00187	0.4797
V47	0.00656	0.00761	0.00293	0.00268	0.01244	0	0.94102	0	0	0.02676
V48	0.00319	0	0	0.00457	0	0.0079	0.01558	0.00082	0.05661	0.91134
V49	0.22532	0.01145	0.04568	0.01364	0.00575	0.01605	0.01871	0.66341	0	0
V50	0.31655	0.21632	0.03625	0.01596	0.017	0.35124	0.04218	0.00451	0	0
V51	0.13772	0.02801	0.54986	0.05891	0.06536	0.01097	0.01159	0.04993	0.04545	0.04222
V52	0.0097	0.00807	0.15298	0.33423	0.00646	0	0.4637	0.01132	0.00276	0.01077
V53	0.41321	0.01383	0.11	0.10048	0	0.00453	0.01065	0.10273	0	0.24457
V54	0	0.05836	0.01131	0.01098	0.21125	0.61762	0.07895	0.00406	0	0.00747
V55	0.01621	0.02093	0.06903	0.71363	0.057	0.0101	0.04291	0.01069	0.01937	0.04012
V56	0.12301	0.03736	0.50797	0.07665	0.07303	0.11905	0.01647	0.00144	0.0071	0.03792
V57	0.00226	0.01105	0.5302	0.24867	0	0.01841	0.01458	0.02828	0.08661	0.05993
V58	0.0075	0.23926	0.07901	0.15396	0.02103	0.42106	0.07195	0.00544	0	0.00079
V59	0.03069	0.07627	0.00455	0.00245	0.01509	0	0.86204	0	0	0.0089
V60	0.74314	0.03378	0.04266	0.026	0.04484	0.00488	0.00255	0.0039	0.08039	0.01786
V61	0	0.00668	0.05287	0.04284	0.01881	0.75668	0.10308	0.00748	0	0.01154
V62	0.02073	0	0	0.01542	0	0	0.42704	0.0055	0.00929	0.52203
V63	0	0.29963	0.02316	0.0083	0.17038	0.40108	0.05965	0.00164	0	0.03617
V64	0.06563	0.00542	0.30288	0.27445	0	0.01702	0.0104	0.22621	0.00816	0.08983
V65	0.07517	0.02872	0.08146	0.37007	0	0.00707	0.08269	0.21981	0.08027	0.05473
V66	0	0.14674	0	0.00189	0.53815	0.02063	0.02747	0.01461	0.00318	0.24733
V67	0	0.20641	0.44828	0.08936	0.01288	0.03777	0.09591	0.01174	0.04312	0.05455
V68	0.01687	0.02881	0.03948	0.00273	0.02207	0.02639	0.01741	0.32376	0.4827	0.03978
V69	0	0.02639	0.79102	0.10233	0.01603	0.01293	0.0041	0	0.02889	0.01832
V70	0.70752	0.02471	0.12076	0.03288	0	0.0235	0.03621	0.00952	0.04489	0
V71	0.02685	0.00901	0.04234	0.00976	0.00631	0.02197	0.02999	0.80314	0	0.05063
V72	0.22737	0.04583	0.03723	0.24146	0.11627	0.0036	0.00467	0.01046	0.00434	0.30876
V73	0.01178	0.18307	0	0.01069	0.71207	0.01391	0.01081	0.00234	0	0.05533
V74	0.00846	0	0.01341	0.15715	0	0.03031	0.01106	0.00841	0.0055	0.7657
V75	0.01066	0.09507	0.18596	0.47283	0.02186	0.01691	0.00804	0.01183	0.15796	0.0189
V76	0	0.01668	0.02311	0.01678	0.0135	0.81262	0.10946	0.00784	0	0
V77	0.00564	0.0062	0.03941	0.31708	0.0052	0.21812	0.38189	0.00701	0	0.01944
V78	0	0.50999	0.0311	0.00481	0.03043	0	0.32251	0	0	0.10116
V79	0.00455	0.03077	0.06146	0.32053	0	0.25699	0.04739	0.00431	0.20661	0.06739
V80	0.35928	0	0.01341	0.02027	0	0.00362	0.03123	0.00351	0.02755	0.54114
V81	0	0.05093	0.02691	0.17162	0.17349	0.49893	0.06444	0.0059	0	0.00779
V82	0.05794	0.56186	0.04173	0.23245	0.02334	0.01553	0.00647	0.05267	0.00299	0.00502
V83	0.03566	0.06986	0.09456	0.50366	0.0279	0.00882	0.01144	0.23301	0.00982	0.00526
V84	0.01789	0.02932	0.02823	0.04053	0.12229	0.45017	0.30251	0.00374	0	0.00533
V85	0.17325	0	0.39126	0.05477	0	0.00775	0.00493	0.00266	0.00849	0.3569
V86	0.29348	0.01384	0.28175	0.35727	0	0.01171	0.00545	0.00716	0.01242	0.01693
V87	0.00392	0.05371	0.03591	0.01739	0.04763	0.02618	0.01108	0	0.74171	0.06248
V88	0.01058	0.37637	0.06881	0.48513	0.01499	0.00349	0.01335	0.00662	0.01426	0.00641
V89	0.0058	0.00853	0.00911	0.03378	0.02054	0	0.83778	0.07563	0	0.00883
V90	0	0.04997	0.31266	0.04264	0	0.02344	0.00762	0.00092	0.00936	0.55339
V91	0.00933	0.01796	0.77342	0.09251	0.02049	0.013	0.00416	0.00582	0.03183	0.03149
V92	0.00698	0.02022	0.00664	0.00336	0.01449	0	0.92258	0	0.01018	0.01554
V93	0.00378	0.06639	0.08991	0.01047	0.01643	0.00398	0.32303	0.00931	0.43469	0.04203
V94	0.80382	0.01675	0.06606	0.02828	0	0.02108	0.02207	0.02869	0	0.01325
V95	0.00246	0.02184	0.01604	1e-05	0.02766	0	0.65511	0.26947	0	0.00742
V96	0.0191	0.1385	0.32655	0.40608	0.00548	0.02081	0.00718	0.01792	0.03434	0.02405
V97	0.00559	0.00484	0.00042	0.00238	0	0	0.82267	0	0	0.1641
V98	0	0.34287	0.00904	0.05252	0.15493	0.0194	0.04712	0.07563	0.10553	0.19296
V99	0.61204	0.01884	0.05296	0.02305	0	0.00439	0.08464	0.00735	0.17217	0.02455
V100	0.21699	0.02633	0.06274	0.22568	0.01987	0.26974	0.05401	0.00596	0.08282	0.03586
V101	0	0	0	0.00087	0	0.05174	0.16077	0.0258	0	0.76082
V102	0.04034	0.27499	0.01583	0.00464	0.09337	0.25184	0.19011	0.09648	0	0.03241
V103	0.10175	0.02833	0.04047	0.01868	0	0.02546	0.01099	0	0.69948	0.07484
V104	0.01027	0.01521	0.79192	0.08878	0.00781	0.01365	0.00416	0	0.04903	0.01917
V105	0.36724	0.01322	0.14133	0.02903	0.00194	0.12479	0.02152	0.30092	0	0
V106	0.00606	0.70278	0.19108	0.02181	0.02743	0.02191	0.00522	0	0.0046	0.01912
V107	0.26516	0.26392	0.02554	0.01856	0.26392	0.01681	0.01197	0.02933	0.08135	0.02344
V108	0	0	0.01846	0.14611	0	0.31661	0.04506	0.02302	0	0.45074
V109	0	0.04253	0.02323	0.0237	0.02256	0.76769	0.11301	0.00729	0	0
V110	0	0.18006	0	0.00105	0.70445	0.00265	0.00322	0.05437	0	0.0542
V111	0.00457	0.02799	0.00017	0.00955	0.10513	0	0.82255	0	0	0.03004
V112	0.00426	0.00707	0	0.00292	0	0	0.66837	0	0.01676	0.30062
V113	0.01538	0	0.02401	0.00512	0	0.07176	0.03694	0.01665	0.53019	0.29996
V114	0.02135	0.02966	0.05056	0.00872	0	0.02739	0.01187	0	0.76835	0.08209
V115	0	0.88717	0.01255	0.00401	0.0406	0.00224	0.02441	0	0.00984	0.01919
V116	0.468	0.10942	0.05622	0.01504	0.0015	0.01224	0.02016	0.31742	0	0
V117	0.02021	0.00774	0.00351	0.00267	0.01416	0	0.94148	0	0	0.01022
V118	0.01486	0.00493	0.03029	0.01602	0.01185	0.79091	0.1159	0.01524	0	0
V119	0.01022	0.03188	0.07565	0.56292	0.01153	0.16537	0.05364	0.0092	0.0704	0.00918
V120	0.62104	0.01641	0.23053	0.0427	0	0.06773	0.00967	0.00457	0	0.00734
V121	0.03313	0.12142	0.24994	0.0344	0.01604	0.08372	0.36712	0.01262	0	0.08162
V122	0.00169	0.03929	0.14906	0.01699	0.01172	0.06477	0.18849	0	0.46636	0.06164
V123	0.00592	0.09588	0.01188	0.00922	0.42869	0.011	0.01266	0.38722	0.0095	0.02803
V124	0.69519	0.06162	0.04635	0.0212	0	0.00389	0.00943	0.16232	0	0
V125	0	0.2175	0.1251	0.03381	0.02641	0.12302	0.04437	0.42772	0	0.00208
V126	0	0.22686	0	0.00248	0.67049	0.00345	0.00365	0.04178	0.00925	0.04205
V127	0	0.02169	0.55208	0.05696	0.00512	0.00078	0.2495	0	0.07947	0.0344
V128	0	0.23158	0.36684	0.0402	0.27695	0.04459	0.00721	0.00394	0.00403	0.02464
V129	0.02065	0.10606	0.07456	0.24644	0.08624	0.02311	0.00911	0	0.36281	0.07102
V130	0	0.02	0.5069	0.04812	0.00459	0.01696	0.01283	0.37459	0.0078	0.0082
V131	0.02001	0.42003	0.37526	0.10198	0.01636	0.01312	0.01116	0	0.03018	0.0119
V132	0.11629	0.02215	0.0187	0.00449	0.07147	0	0.68803	0.0698	0	0.00908
V133	0	0.04291	0.04866	0.20673	0.01323	0.1188	0.1083	0.46126	0	0.00011
V134	0.00943	0.08555	0.17409	0.06263	0.18774	0	0.18028	0.00529	0.00487	0.29012
V135	0.00101	0.24659	0.1907	0.02212	0.02061	0.01779	0.02662	0	0.43439	0.04016
V136	0.00143	0.62802	0.01376	0.1351	0	0.00342	0.00445	0.00134	0.00323	0.20925
V137	0	0.02396	0.02512	0.01602	0.03927	0.26985	0.59543	0.00184	0.0182	0.0103
V138	0.01443	0.03363	0.00583	0.00432	0	0	0.57788	0	0.00694	0.35696
V139	0.61595	0.04094	0.0513	0.02943	0.05381	0.06608	0.01012	0.00323	0.11871	0.01043
V140	0.03281	0.01664	0.30802	0.4794	0.03077	0.04804	0.01889	0.0071	0.01928	0.03906
V141	0.02986	0.01059	0.07457	0.74538	0.00185	0.02636	0.01052	0.01167	0.02231	0.06689
V142	0.0097	0.00736	0.03288	0.21779	0.00502	0	0.68478	0.00231	0	0.04015
V143	0	0.8527	0.01047	0.04879	0.04574	0.0094	0.00423	0	0.02098	0.00769
V144	0	0.00567	0.01371	0.01491	0.01342	0.27237	0.659	0.01719	0	0.00374
V145	0.04821	0.1119	0.07692	0.52342	0.01166	0.02856	0.01219	0.16775	0.01511	0.00428
V146	0	0	0.42709	0.04398	0	0.0205	0.04961	0.09364	0.01166	0.35352
V147	0.00162	0.04456	0.01209	0.01378	0.10978	0.01863	0.00992	0.01609	0.41171	0.36182
V148	0.01948	0.04192	0.03607	0.00645	0.00275	0.07074	0.0619	0	0.70382	0.05687
V149	0.01463	0.01926	0.07276	0.61296	0	0.00963	0.01023	0.10176	0.12975	0.02902
V150	0.05798	0.02569	0	0.00676	0	0.01107	0.01387	0.00618	0.01935	0.8591
V151	0.00453	0	0.00735	0.00871	0	0.05476	0.01569	0.00225	0.00386	0.90285
V152	0	0.00787	0.02939	0.00032	0	0.01853	0.03336	0.69468	0	0.21585
V153	0	0.16914	0	0.00125	0.70612	0.00307	0.00369	0.07541	0	0.04132
V154	0.0627	0.02281	0.52835	0.31456	0.00456	0.02221	0.00643	0.00411	0.02243	0.01184
V155	0.05522	0.00762	0.0441	0.00232	0	0.11914	0.03107	0.51748	0.19206	0.03099
V156	0.11149	0.04108	0.20283	0.0416	0.00322	0.40769	0.07845	0.03815	0.05608	0.01941
V157	0	0.50297	0.0136	0.04547	0.20411	0.1754	0.02419	0	0.00665	0.02762
V158	0.26932	0.58379	0.0245	0.01621	0.0597	0.00165	0.01466	0.02621	0	0.00396
V159	0.01699	0.10226	0.21191	0.05848	0.27729	0.02428	0.01387	0.07036	0	0.22455
V160	0.01728	0.9003	0.00767	0.0042	0.04011	0.0031	0.00341	0	0.00579	0.01813
V161	0.01912	0.01073	0.07858	0.78872	0.00854	0.01277	0.00928	0.01161	0.03693	0.02371
V162	0	0	0	0.00696	0	0.00771	0.01182	0.00186	0.00829	0.96336
V163	0.0853	0.02413	0.70243	0.07747	0.00222	0.02411	0.00553	0.01839	0.0206	0.03982
