CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55508	0.00157	0.1252	0.31815
V2	0.12646	0.04328	0.02814	0.80213
V3	0.04607	0.57254	0.00346	0.37793
V4	0.88619	0.09294	0	0.02087
V5	0.10898	0.46098	0.22124	0.20881
V6	0.07178	0.8932	0.01244	0.02257
V7	0.13423	0.30086	0.05353	0.51139
V8	0.14458	0.00928	0.80737	0.03877
V9	0.22134	0.17558	0.01925	0.58382
V10	0.01913	0.01158	0.90361	0.06569
V11	0.23733	0.3505	0.40869	0.00347
V12	0.02183	0.61715	0.34815	0.01288
V13	0.27873	0.69857	0.00121	0.02149
V14	0.0628	0.92902	0.00307	0.00511
V15	0.11701	0.59179	0.09042	0.20078
V16	0.92956	0.03098	0.00966	0.0298
V17	0.08231	0.88846	0.00666	0.02257
V18	0.61564	0.31722	0.02636	0.04078
V19	0.16319	0.82206	0.00193	0.01281
V20	0.15709	0.40461	0.00758	0.43073
V21	0.14531	0.03285	0.78394	0.03789
V22	0.01356	0.04672	0.14984	0.78989
V23	0.43722	0.02515	0.53293	0.0047
V24	0.95083	0.03003	0.0189	0.00025
V25	0.35519	0.1869	0.09213	0.36579
V26	0.40407	0.34124	0.00784	0.24685
V27	0.07909	0.02069	0.01101	0.88921
V28	0.01163	0.03692	0.95019	0.00126
V29	0.49797	0.01376	0.45506	0.03321
V30	0.09323	0.16071	0.22471	0.52134
V31	0.2068	0.14596	0.24761	0.39963
V32	0.06281	0.00362	0.01868	0.91488
V33	0.041	0.50214	0.32996	0.1269
V34	0.1443	0.01873	0.79884	0.03813
V35	0.1663	0.74277	0.05801	0.03292
V36	0.00578	0.01198	0.40289	0.57935
V37	0.5495	0.04007	0.0625	0.34793
V38	0.41303	0	0.12458	0.46239
V39	0.17125	0.55658	0.09868	0.17348
V40	0.09901	0.84219	0.05879	0
V41	0.00179	0.64083	0.02649	0.33088
V42	0.20791	0.00742	0.15415	0.63051
V43	0.1458	0.33058	0.48817	0.03545
V44	0.01452	0.04402	0.71849	0.22297
V45	0.09641	0.60338	0.19098	0.10923
V46	0.85096	0.05535	0.08969	0.004
V47	0.51219	0.15533	0.27688	0.05559
V48	0.83463	0.14481	0.00049	0.02007
V49	0.75581	0.15448	0	0.08971
V50	0.06258	0.87071	0.06252	0.00419
V51	0.35013	0.39191	0.22536	0.03261
V52	0.02799	0.08049	0.85199	0.03953
V53	0.78129	0.10083	0.11788	0
V54	0.48571	0.16144	0.33115	0.02169
V55	0.20826	0.08195	0.19085	0.51894
V56	0.03349	0	0.05425	0.91226
V57	0.09453	0.88008	0.01264	0.01275
V58	0.62496	0.00012	0.02273	0.35219
V59	0.47644	0.39079	0.079	0.05377
V60	0.12841	0.10434	0.27236	0.49489
V61	0.83246	0.07512	0.0033	0.08912
V62	0.91712	0.02575	0.04519	0.01194
V63	0.01089	0.87001	0.09639	0.02272
V64	0.00297	0.83944	0	0.15759
V65	0.01198	0	0.06661	0.9214
V66	0.22244	0.69053	0.00991	0.07712
V67	0.17325	0.31964	0.49434	0.01277
V68	0.1367	0.09119	0.0106	0.76151
V69	0.02327	0.29571	0.61823	0.06279
V70	0.59301	0.11289	0.14448	0.14962
V71	0.16196	0.0374	0.3167	0.48394
V72	0.61175	0.11616	0.0648	0.20729
V73	0.1591	0.62395	0.10988	0.10707
V74	0.06289	0.20988	0.72723	0
V75	0.74719	0.00192	0.1485	0.10238
V76	0.00088	0.11286	0.13466	0.75161
V77	0.02986	0.2209	0.00224	0.747
V78	0.3077	0.07201	0.14082	0.47947
V79	0.00872	0.06649	0.80783	0.11697
V80	0.39275	0.0076	0.494	0.10564
V81	0.06147	0.13632	0.79664	0.00556
V82	0.00529	0.05075	0.93569	0.00826
V83	0.1179	0.11924	0.04675	0.71611
V84	0.38964	0.0209	0.11943	0.47003
V85	0.11258	0.28684	0.37231	0.22827
V86	0.04816	0.02929	0.87034	0.05221
V87	0.02789	0.85664	0.03605	0.07941
V88	0.15521	0.02644	0.21125	0.6071
V89	0.01594	0	0.14832	0.83574
V90	0.02088	0.92742	0.03849	0.01322
V91	0.02874	0.77721	0.15984	0.0342
V92	0.49747	0.00905	0.33054	0.16293
V93	0.88184	0.0132	0	0.10496
V94	0.0107	0.37846	0.01041	0.60043
V95	0.27669	0.41149	0.12515	0.18667
V96	0.05736	0.05454	0.0142	0.8739
V97	0.75012	0.07993	0.16611	0.00384
V98	0.71793	0.27006	0	0.012
V99	0.84922	0.03466	0.112	0.00412
V100	0.08608	0.0162	0.87058	0.02713
V101	0.01798	0.01063	0.0093	0.96209
V102	0.94382	0.04202	0.00138	0.01278
V103	0.01053	0.01509	0.06118	0.9132
V104	0.02238	0.96867	0.00337	0.00558
V105	0.05264	0.93438	0.00803	0.00495
V106	0.12717	0.53075	0.29509	0.04699
V107	0.21363	0.17026	0.55483	0.06128
V108	0.15869	0.76792	0.07339	0
V109	0.01248	0.11789	0.55789	0.31174
V110	0.04999	0.9029	0.02444	0.02267
