B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.61587	0.03521	0.11183	0.23709
V2	0.24614	0.1288	0	0.62506
V3	0.08981	0.64933	0	0.26086
V4	0.88747	0.11253	0	0
V5	0.14296	0.53296	0.20881	0.11526
V6	0.1013	0.8987	0	0
V7	0.21549	0.42533	0	0.35918
V8	0.13643	0.04182	0.81157	0.01018
V9	0.30388	0.26442	0	0.4317
V10	0.01532	0.04484	0.90006	0.03978
V11	0.21261	0.39068	0.3967	0
V12	0.03001	0.62898	0.341	0
V13	0.28508	0.71492	0	0
V14	0.08334	0.91666	0	0
V15	0.16376	0.66365	0.05898	0.11361
V16	0.92529	0.05785	0	0.01686
V17	0.10846	0.89154	0	0
V18	0.61295	0.38705	0	0
V19	0.17389	0.82611	0	0
V20	0.21085	0.48655	0	0.30259
V21	0.13531	0.09662	0.76106	0.00702
V22	0.09614	0.14995	0.14904	0.60488
V23	0.38448	0.07266	0.54286	0
V24	0.95088	0.04912	0	0
V25	0.40415	0.29413	0.05497	0.24675
V26	0.43387	0.40687	0	0.15927
V27	0.20693	0.08443	0	0.70864
V28	0	0.08897	0.91103	0
V29	0.45984	0.06169	0.47847	0
V30	0.153	0.27197	0.22359	0.35144
V31	0.25178	0.24421	0.24435	0.25966
V32	0.20275	0.06251	0	0.73474
V33	0.06192	0.55632	0.32579	0.05597
V34	0.13499	0.07488	0.78146	0.00867
V35	0.19907	0.77826	0.02267	0
V36	0.04746	0.08345	0.44601	0.42309
V37	0.61288	0.11118	0.02064	0.25531
V38	0.50578	0.01682	0.11967	0.35773
V39	0.20974	0.62747	0.06891	0.09388
V40	0.12051	0.85968	0.0198	0
V41	0.03832	0.73875	0	0.22294
V42	0.30538	0.06731	0.15193	0.47538
V43	0.14137	0.38653	0.4721	0
V44	0.01762	0.11939	0.7261	0.13689
V45	0.12876	0.64959	0.17715	0.0445
V46	0.82627	0.11045	0.06329	0
V47	0.47883	0.23772	0.27557	0.00788
V48	0.82817	0.17183	0	0
V49	0.76777	0.18507	0	0.04716
V50	0.09159	0.87481	0.0336	0
V51	0.33769	0.44935	0.21296	0
V52	0.01949	0.1577	0.81001	0.0128
V53	0.75165	0.1539	0.09444	0
V54	0.44048	0.23394	0.32558	0
V55	0.27842	0.17744	0.18421	0.35993
V56	0.1643	0.06987	0.03496	0.73087
V57	0.11914	0.88086	0	0
V58	0.7075	0.01192	0	0.28058
V59	0.48113	0.47205	0.04214	0.00468
V60	0.18503	0.20318	0.28021	0.33158
V61	0.83501	0.10903	0	0.05596
V62	0.91522	0.07879	0.00599	0
V63	0.03587	0.88443	0.0797	0
V64	0.02169	0.88819	0	0.09012
V65	0.13005	0.04541	0.06918	0.75536
V66	0.24884	0.73023	0	0.02093
V67	0.15686	0.36752	0.47562	0
V68	0.24015	0.16831	0	0.59154
V69	0.02397	0.36322	0.59882	0.01399
V70	0.58579	0.19964	0.1262	0.08837
V71	0.21918	0.11157	0.33715	0.3321
V72	0.63175	0.20865	0.02248	0.13712
V73	0.19284	0.67878	0.08513	0.04324
V74	0.0434	0.25474	0.70187	0
V75	0.75959	0.01825	0.15561	0.06655
V76	0.06075	0.23828	0.12868	0.57229
V77	0.10297	0.30864	0	0.58839
V78	0.37461	0.16156	0.1252	0.33862
V79	0	0.1455	0.78889	0.06562
V80	0.37768	0.05165	0.51712	0.05355
V81	0.04796	0.20058	0.75146	0
V82	0	0.11168	0.88832	0
V83	0.22489	0.23585	0	0.53926
V84	0.47001	0.08093	0.10159	0.34747
V85	0.13658	0.37165	0.36444	0.12733
V86	0.04562	0.09064	0.83679	0.02695
V87	0.06956	0.89901	0	0.03143
V88	0.238	0.1011	0.22154	0.43936
V89	0.11525	0.06662	0.15267	0.66546
V90	0.05444	0.93815	0.0074	0
V91	0.05517	0.79381	0.15103	0
V92	0.49602	0.0536	0.35002	0.10036
V93	0.91872	0.00268	0	0.0786
V94	0.06572	0.48115	0	0.45314
V95	0.30452	0.49522	0.09667	0.10358
V96	0.17256	0.14125	0	0.6862
V97	0.70564	0.13876	0.15561	0
V98	0.71026	0.28974	0	0
V99	0.82481	0.08127	0.09392	0
V100	0.07935	0.06722	0.84653	0.0069
V101	0.13183	0.09183	0	0.77634
V102	0.93982	0.06018	0	0
V103	0.11464	0.11507	0.04146	0.72883
V104	0.04681	0.95319	0	0
V105	0.0762	0.9238	0	0
V106	0.14132	0.56946	0.28922	0
V107	0.20257	0.25014	0.53731	0.00998
V108	0.1721	0.79155	0.03634	0
V109	0.02542	0.2124	0.56923	0.19296
V110	0.08602	0.91398	0	0
V111	0.95294	0.02379	0.02327	0
V112	0.18048	0.10432	0.3926	0.3226
V113	0.26944	0.15755	0.11604	0.45697
V114	0.34678	0.09358	0.0058	0.55384
V115	0.01363	0.79623	0.19015	0
V116	0.1736	0.36855	0.33067	0.12718
V117	0.71606	0.28321	0	0.00073
V118	0.2063	0.62263	0	0.17107
V119	0.21962	0.12607	0	0.65431
V120	0.07741	0.11339	0.8092	0
V121	0.65465	0.17522	0.02236	0.14777
V122	0.96976	0.01803	0	0.01221
V123	0.05149	0.57161	0	0.37691
V124	0.69358	0.29079	0	0.01563
V125	0.41779	0.46395	0.11826	0
V126	0.13225	0.20772	0	0.66003
V127	0.24133	0.09057	0.20938	0.45872
V128	0.1445	0.06919	0.06437	0.72194
V129	0.61247	0.2824	0.10513	0
V130	0.00857	0.69578	0.29565	0
V131	0.04169	0.92131	0	0.037
V132	0.95863	0.02415	0	0.01722
V133	0.94684	0.05316	0	0
V134	0.16911	0.45985	0.06156	0.30948
V135	0.1783	0.0697	0.12707	0.62493
V136	0.2903	0.41882	0	0.29088
V137	0.69029	0.07075	0.20302	0.03594
V138	0.25942	0.46426	0.12056	0.15577
V139	0.40545	0.25931	0.13821	0.19703
V140	0.13472	0.15975	0	0.70553
V141	0.08756	0.20882	0.5121	0.19153
V142	0.81988	0.01991	0.16021	0
V143	0.49067	0.31469	0	0.19463
V144	0.24385	0.21376	0.10424	0.43815
V145	0	0.80817	0.19183	0
V146	0.19122	0.05635	0	0.75243
V147	0.93378	0.0373	0	0.02892
V148	0.15714	0.11827	0.55247	0.17212
V149	0.28104	0.55138	0.16758	0
V150	0.09796	0.29631	0.56403	0.04171
V151	0.24741	0.67285	0	0.07974
V152	0.27145	0.50431	0.17074	0.0535
V153	0.13767	0.791	0	0.07133
V154	0.26753	0.50429	0.22818	0
V155	0.50933	0.1923	0.23956	0.05881
V156	0.03822	0.19298	0.67245	0.09635
V157	0.34976	0.20667	0.26534	0.17823
V158	0.15885	0.05259	0.00095	0.78761
V159	0.90715	0.06501	0	0.02784
V160	0.76418	0.02966	0	0.20616
V161	0.31825	0.02953	0	0.65222
V162	0.14437	0.37298	0.00485	0.4778
V163	0.1422	0.55853	0.11363	0.18564
V164	0.40059	0.37285	0.03099	0.19558
V165	0.07711	0.28691	0	0.63598
V166	0.11026	0.18087	0.00461	0.70426
V167	0.42733	0	0	0.57267
V168	0.33485	0.64012	0.01256	0.01247
V169	0.28907	0.08809	0	0.62284
V170	0.1488	0.06303	0.49499	0.29318
V171	0.14223	0.29541	0.56188	0.00048
V172	0.74665	0.01827	0.23508	0
V173	0.11988	0.20611	0	0.67401
V174	0.1095	0.24469	0.00222	0.64359
V175	0.07573	0.04165	0.78268	0.09994
V176	0.01817	0.85388	0.12796	0
V177	0.02138	0.97862	0	0
V178	0.02682	0.80469	0	0.16849
V179	0.22475	0.04717	0.34607	0.38201
V180	0.04613	0.92494	0.02893	0
