Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.05151	0.08066	0.86784	0	0	0
V2	0.66427	0.20235	0	0.10634	0.02704	0
V3	0.00986	0.08936	0.18762	0	0	0.71316
V4	0.22301	0.58444	0	0.13689	0.03559	0.02007
V5	0	0.07015	0	0.74492	0.18494	0
V6	0.12256	0.05544	0.18241	0.06425	0.07619	0.49916
V7	0	0.47777	0	0.04285	0.47938	0
V8	0.81979	0.12619	0	0.05402	0	0
V9	0.26512	0.2445	0	0.27569	0	0.21469
V10	0.53393	0.12134	0.00151	0.34321	0	0
V11	0	0.94483	0	0.05517	0	0
V12	0	0.0181	0.00702	0.01756	0	0.95732
V13	0	0.64395	0.35605	0	0	0
V14	0	0.09459	0	0.90541	0	0
V15	0.58238	0.15499	0	0.13478	0.12785	0
V16	0.01115	0.07564	0	0.52856	0.32252	0.06213
V17	0	0.03771	0.11143	0	0	0.85086
V18	0.78398	0.21602	0	0	0	0
V19	0.68625	0.12968	0.1803	0	0.00376	0
V20	0.74785	0.13808	0.04261	0.07147	0	0
V21	0	0.03825	0	0.03147	0	0.93028
V22	0.17726	0.13196	0	0.09591	0.59487	0
V23	0	0.0838	0.38884	0.01026	0.5171	0
V24	0.13361	0.08742	0	0.15849	0.62049	0
V25	0.49778	0.37867	0	0.12354	0	0
V26	0.28638	0.10169	0	0.01167	0.60026	0
V27	0	0.00277	0.15467	0	0	0.84256
V28	0.01804	0.35783	0.18831	0.26214	0	0.17368
V29	0	0.74664	0.10229	0.07531	0	0.07575
V30	0.21994	0.27959	0.11327	0.01432	0.19082	0.18205
V31	0.7722	0.09718	0.13062	0	0	0
V32	0	0.06354	0.39371	0.54274	0	0
V33	0.23251	0.51891	0.24858	0	0	0
V34	0	0.02377	0.61829	0.01014	0.3478	0
V35	0	0.09744	0.20455	0.65318	0.04483	0
V36	0	0.64407	0.14279	0.03636	0.17678	0
V37	0.01448	0.05941	0.85223	0	0	0.07389
V38	0	0	0.09988	0	0	0.90012
V39	0.65493	0.12863	0	0.21644	0	0
V40	0	0.65436	0	0.23949	0.07259	0.03355
V41	0.80752	0.08468	0	0	0	0.1078
V42	0.32832	0.07432	0.59736	0	0	0
V43	0.1966	0.53272	0	0.06542	0.20526	0
V44	0	0.96478	0	0.03522	0	0
V45	0.49075	0.40454	0.01736	0.01503	0	0.07232
V46	0	0.04764	0	0.37365	0.31865	0.26006
V47	0	0.56001	0	0.22061	0.21938	0
V48	0	0.7218	0.24581	0.02045	0.01194	0
V49	0	0.91061	0	0.06744	0.02195	0
V50	0	0.04434	0.30206	0.03004	0.62356	0
V51	0	0.01336	0	0.05361	0.93303	0
V52	0	0.66003	0.3234	0.01657	0	0
V53	0.11456	0.08024	0.03463	0.05564	0.71493	0
V54	0.05374	0.19032	0.74645	0.00948	0	0
V55	0	0.05727	0.0538	0.062	0.82693	0
V56	0	0.06796	0.90927	0.02276	0	0
V57	0.05039	0.45378	0.03408	0.03364	0.08396	0.34416
V58	0	0.05567	0.94433	0	0	0
V59	0	0.06523	0	0.93477	0	0
V60	0.52674	0.11329	0	0.35998	0	0
V61	0.29062	0.19109	0	0.1947	0	0.3236
V62	0.66866	0.09952	0.05589	0.14557	0.01827	0.01209
V63	0	0.60889	0	0.09389	0	0.29723
V64	0	0.11895	0	0.02073	0.86031	0
V65	0.61661	0.19491	0	0.02756	0	0.16092
V66	0.54126	0.11607	0.09756	0.01929	0.22582	0
V67	0	0.21481	0.37816	0.22606	0	0.18097
V68	0.88405	0.11595	0	0	0	0
V69	0.57258	0.09124	0	0	0	0.33618
V70	0	0.06415	0.24317	0.69268	0	0
V71	0	0.34438	0	0.1622	0.38095	0.11247
V72	0.7161	0.1944	0.06047	0.02904	0	0
V73	0	0.07261	0.04678	0.88061	0	0
V74	0	0.18048	0	0.81952	0	0
V75	0	0.93101	0	0.06899	0	0
V76	0	0.04212	0.89205	0.00281	0.06302	0
V77	0.06914	0.23783	0.07444	0.61859	0	0
V78	0.62595	0.19356	0.01666	0.11893	0	0.04491
V79	0	0.61309	0	0	0	0.38691
V80	0	0.65409	0	0.01321	0	0.3327
V81	0.78546	0.18702	0.02751	0	0	0
V82	0	0.85937	0	0.10855	0.03208	0
V83	0.14135	0.24332	0	0.51598	0.09935	0
V84	0.39018	0.10397	0.04894	0.45691	0	0
V85	0.87107	0.11068	0.01825	0	0	0
V86	0.25021	0.09474	0.10998	0.31208	0	0.233
V87	0	0.04813	0	0.95187	0	0
V88	0	0.09294	0	0.62157	0	0.28549
V89	0	0.20521	0.48784	0	0	0.30695
V90	0	0.7806	0.16844	0.04815	0.00281	0
V91	0	0.05906	0	0.16072	0.78022	0
V92	0	0.08706	0	0.0369	0.87603	0
V93	0.12357	0.11688	0	0.1437	0.2177	0.39816
V94	0	0.03865	0.25816	0.7032	0	0
V95	0	0.02589	0.34018	0.13666	0.49726	0
V96	0	0.47017	0	0.09118	0.30219	0.13646
V97	0	0.02186	0	0.10976	0.86837	0
V98	0	0.12467	0	0.87533	0	0
V99	0	0.04133	0	0.95867	0	0
V100	0	0.04833	0.60697	0.29836	0.04634	0
V101	0	0.41449	0.55714	0.02838	0	0
V102	0.84401	0.11845	0.03754	0	0	0
V103	0.72268	0.12378	0	0.15354	0	0
V104	0	0.05204	0.21835	0.72961	0	0
V105	0	0	0.03812	0	0	0.96188
V106	0	0.02385	0.66474	0	0	0.31142
V107	0	0.74193	0.25807	0	0	0
V108	0	0.03304	0.00123	0.05981	0.16576	0.74015
V109	0	0.00046	0	0.05428	0.11897	0.82629
V110	0	0.2158	0.7842	0	0	0
V111	0	0.04533	0.95467	0	0	0
V112	0	0.38917	0	0.61083	0	0
V113	0	0.13422	0.81792	0.00699	0.04087	0
V114	0.10828	0.08216	0.77026	0.03931	0	0
V115	0.46611	0.12852	0	0.0588	0.06954	0.27703
V116	0.88354	0.11646	0	0	0	0
V117	0.57468	0.11263	0	0.10691	0.20578	0
V118	0	0.77611	0.13246	0.08002	0.01141	0
V119	0	0.91963	0	0.08037	0	0
V120	0.03404	0.30492	0.10539	0.5275	0.02814	0
V121	0.27349	0.07448	0	0.25078	0	0.40125
V122	0.26475	0.12821	0	0.60704	0	0
V123	0.28415	0.06384	0	0.08764	0.0635	0.50087
V124	0	0.02623	0.31221	0.02223	0.63934	0
V125	0	0.21321	0.78679	0	0	0
V126	0	0.27954	0.01865	0.00253	0	0.69929
V127	0	0.06743	0.93257	0	0	0
V128	0.34977	0.35262	0.10844	0.18918	0	0
V129	0	0.05271	0.94729	0	0	0
V130	0.54573	0.22429	0	0.22998	0	0
V131	0.00682	0.05315	0	0.06711	0.80347	0.06945
V132	0	0.52621	0.47379	0	0	0
V133	0	0.26581	0.70832	0.02587	0	0
V134	0.15221	0.74436	0	0.0596	0.04383	0
V135	0.0597	0.0611	0.8419	0	0	0.0373
V136	0.02411	0.83105	0.08945	0.0554	0	0
V137	0	0.21152	0.70126	0	0.08722	0
V138	0	0.05093	0	0.5129	0	0.43617
V139	0	0.07939	0.14781	0.0318	0.44482	0.29617
V140	0.62953	0.31352	0.00416	0.05279	0	0
V141	0.23231	0.36811	0.1199	0.27969	0	0
V142	0.08972	0.82035	0	0.08525	0	0.00468
V143	0.02799	0.13223	0.79215	0.04763	0	0
V144	0	0.2007	0	0.1157	0	0.6836
V145	0	0.02953	0	0.97047	0	0
V146	0.12462	0.07475	0.01307	0.04319	0.74437	0
V147	0.5009	0.14114	0.08543	0.01208	0	0.26045
V148	0	0.19985	0.80015	0	0	0
V149	0	0.54342	0	0.00384	0	0.45274
V150	0	0.0295	0	0.9705	0	0
V151	0	0.44407	0	0.00368	0	0.55224
V152	0.0272	0.31756	0.57253	0.02739	0.05533	0
V153	0	0.06783	0.74938	0.1828	0	0
V154	0.38538	0.27599	0	0	0	0.33862
V155	0	0.46581	0.07293	0.02541	0.43584	0
V156	0	0.5403	0	0.02171	0.438	0
V157	0	0.13495	0	0.31005	0	0.555
V158	0	0.09235	0.90765	0	0	0
V159	0.10679	0.32944	0.4069	0.15687	0	0
V160	0.00381	0.05279	0.9434	0	0	0
V161	0	0.57117	0	0.42482	0.00401	0
V162	0	0.63966	0	0.18678	0.17356	0
V163	0	0.04049	0.95951	0	0	0
V164	0	0.40957	0.4774	0.11302	0	0
V165	0.01542	0.07741	0	0.06584	0.82632	0.015
V166	0	0.04106	0	0.21188	0.43914	0.30791
V167	0	0.03373	0.47676	0.48951	0	0
V168	0.70281	0.12238	0	0.17481	0	0
V169	0	0.06117	0.82478	0.11405	0	0
V170	0.4718	0.12859	0.0776	0.32202	0	0
V171	0.00228	0.54856	0	0.00389	0	0.44527
V172	0.06505	0.13984	0.66084	0.10787	0	0.0264
V173	0	0.06499	0.875	0	0	0.06001
V174	0.65201	0.20041	0	0.01673	0.13085	0
V175	0	0.78544	0.16274	0.05182	0	0
V176	0	0.02048	0.97952	0	0	0
V177	0.08019	0.13949	0.40723	0.02668	0.1106	0.23581
V178	0	0.07524	0	0.02951	0.89525	0
V179	0	0.05602	0.00028	0.8119	0.03367	0.09813
V180	0.32882	0.08564	0.17557	0.39296	0	0.01701
V181	0.61772	0.19085	0.05031	0.09293	0	0.04818
V182	0	0.12997	0.87003	0	0	0
V183	0	0.03717	0	0.96283	0	0
V184	0.38389	0.49814	0	0.05618	0.0618	0
V185	0.03407	0.63829	0.01014	0.05356	0.10229	0.16166
V186	0	0.02763	0.7133	0.25907	0	0
V187	0.2525	0.60337	0	0.05231	0.09182	0
V188	0	0.68911	0	0.02259	0	0.2883
V189	0	0.12278	0.18291	0.05346	0.58645	0.0544
V190	0	0.24093	0	0.053	0.61085	0.09522
V191	0	0.65685	0	0.00857	0	0.33458
V192	0.57271	0.31158	0.08248	0.03323	0	0
V193	0	0.1105	0	0	0	0.8895
V194	0	0.04519	0	0.16724	0.78756	0
V195	0	0.03472	0.8921	0.07318	0	0
V196	0	0.02274	0	0.97726	0	0
V197	0.17994	0.082	0	0.03059	0.70747	0
V198	0.04356	0.52308	0.01368	0.20972	0.20996	0
V199	0	0.27985	0.06807	0.13992	0.51216	0
V200	0.05886	0.07486	0.69033	0.16455	0	0.0114
V201	0	0.03949	0	0.96051	0	0
V202	0.01336	0.11496	0.55033	0.03115	0.06198	0.22822
V203	0.57919	0.14168	0	0.27913	0	0
V204	0	0.08664	0	0.17699	0	0.73637
V205	0	0.05262	0.94738	0	0	0
V206	0	0.08322	0.05772	0.85906	0	0
V207	0.45949	0.27344	0.00254	0.26453	0	0
V208	0.39019	0.17273	0.43709	0	0	0
V209	0.23999	0.57588	0	0.02391	0	0.16022
V210	0.05031	0.09033	0.85936	0	0	0
V211	0.62163	0.10627	0.09315	0.0233	0.09632	0.05933
V212	0	0.33032	0.23111	0.43857	0	0
V213	0	0.12426	0.29596	0.03242	0.54736	0
V214	0.83623	0.12888	0	0.03489	0	0
V215	0	0.723	0	0.02916	0	0.24785
V216	0.0548	0.60465	0.34054	0	0	0
V217	0.14691	0.04838	0.00483	0.13653	0.25037	0.41298
V218	0	0.41111	0	0.58889	0	0
V219	0.90878	0.09122	0	0	0	0
V220	0.01027	0.1122	0	0.87753	0	0
V221	0.01423	0.85716	0.01669	0.11192	0	0
V222	0.00799	0.38849	0	0.21451	0.38901	0
