CD19B	CD56NK	CD4MemoryT	CD14
V1	0.45984	0.06544	0.18491	0.28981
V2	0.17966	0.13062	0.10784	0.58188
V3	0.10984	0.53188	0.05931	0.29897
V4	0.71028	0.15253	0.03337	0.10381
V5	0.14593	0.42033	0.23408	0.19966
V6	0.12572	0.72442	0.05459	0.09526
V7	0.17471	0.33908	0.11875	0.36746
V8	0.16205	0.07069	0.64655	0.1207
V9	0.23812	0.247	0.08854	0.42634
V10	0.07491	0.07569	0.71304	0.13636
V11	0.2168	0.33106	0.3651	0.08704
V12	0.08486	0.49994	0.32289	0.09231
V13	0.26391	0.59929	0.04036	0.09644
V14	0.12089	0.75753	0.04293	0.07865
V15	0.15516	0.50913	0.13915	0.19657
V16	0.7391	0.0874	0.0583	0.11519
V17	0.13344	0.72312	0.04856	0.09488
V18	0.4746	0.3345	0.07561	0.11529
V19	0.18931	0.68271	0.04235	0.08563
V20	0.18931	0.41549	0.06504	0.33016
V21	0.16242	0.10015	0.61808	0.11935
V22	0.08431	0.13448	0.22288	0.55833
V23	0.33982	0.08789	0.47695	0.09533
V24	0.77618	0.07221	0.06545	0.08617
V25	0.30712	0.24994	0.14983	0.2931
V26	0.34439	0.36417	0.05886	0.23257
V27	0.14535	0.09749	0.09131	0.66586
V28	0.06314	0.08519	0.75903	0.09263
V29	0.37986	0.07499	0.42607	0.11908
V30	0.14101	0.23265	0.26098	0.36536
V31	0.2123	0.21614	0.2697	0.30186
V32	0.12801	0.07645	0.10295	0.69259
V33	0.09883	0.43245	0.31045	0.15827
V34	0.16186	0.0852	0.63264	0.1203
V35	0.18719	0.60221	0.10693	0.10367
V36	0.06994	0.09046	0.4202	0.4194
V37	0.45267	0.11699	0.12788	0.30245
V38	0.37389	0.0581	0.1923	0.37572
V39	0.18734	0.48458	0.14477	0.18331
V40	0.14031	0.68452	0.10122	0.07395
V41	0.07019	0.57313	0.08492	0.27175
V42	0.23168	0.08358	0.22357	0.46118
V43	0.16283	0.31593	0.41013	0.1111
V44	0.0735	0.1194	0.59226	0.21485
V45	0.13932	0.50119	0.21013	0.14935
V46	0.65361	0.11575	0.14003	0.09061
V47	0.3805	0.21099	0.28103	0.12749
V48	0.65967	0.19923	0.03839	0.10271
V49	0.59796	0.21346	0.03456	0.15402
V50	0.11843	0.69252	0.10884	0.0802
V51	0.28724	0.36811	0.23516	0.10948
V52	0.08499	0.14266	0.65303	0.11932
V53	0.601	0.1577	0.15821	0.08309
V54	0.36526	0.21154	0.31933	0.10388
V55	0.22285	0.16568	0.23745	0.37402
V56	0.10467	0.0729	0.14009	0.68234
V57	0.1414	0.71718	0.05433	0.08709
V58	0.53058	0.05982	0.0871	0.3225
V59	0.37365	0.37891	0.12482	0.12262
V60	0.1655	0.18331	0.29999	0.3512
V61	0.65267	0.14505	0.04625	0.15603
V62	0.71843	0.08183	0.10008	0.09966
V63	0.0797	0.68725	0.13649	0.09656
V64	0.07236	0.70765	0.04103	0.17896
V65	0.08509	0.0654	0.15062	0.69889
V66	0.22631	0.58615	0.05494	0.1326
V67	0.17807	0.30851	0.41732	0.0961
V68	0.18632	0.17441	0.08672	0.55255
V69	0.08439	0.29496	0.49283	0.12782
V70	0.44858	0.18302	0.18615	0.18225
V71	0.18921	0.11936	0.33792	0.35352
V72	0.47337	0.18736	0.12261	0.21666
V73	0.18008	0.52176	0.15002	0.14814
V74	0.10773	0.22825	0.57779	0.08624
V75	0.5803	0.05566	0.19769	0.16635
V76	0.06894	0.19975	0.20368	0.52764
V77	0.09945	0.28685	0.07036	0.54335
V78	0.2862	0.15457	0.19966	0.35957
V79	0.06468	0.13506	0.63852	0.16174
V80	0.31775	0.07081	0.45137	0.16007
V81	0.10849	0.18219	0.61617	0.09315
