Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.32532	0.13249	0.25192	0.13548	0.1548
V2	0.06249	0.78243	0.05178	0.0563	0.04699
V3	0.06326	0.00292	0.45732	0.43308	0.04341
V4	0.0023	0	0.21011	0.08173	0.70585
V5	0.00069	0	0.04454	0.12506	0.82971
V6	0.33881	0.01816	0.2783	0.22932	0.13541
V7	0.00309	0.01854	0.39798	0.09217	0.48821
V8	0.01081	0	0.9114	0.07129	0.0065
V9	0.04971	0	0.26613	0.6315	0.05266
V10	0.48376	0.0149	0.4829	0	0.01844
V11	0.02192	0.00476	0.0872	0.09504	0.79109
V12	0.06951	0	0.20871	0.30501	0.41677
V13	0.11516	0.04034	0.03095	0.40803	0.40553
V14	0.14814	0	0.06809	0.63982	0.14395
V15	0.01557	0.01968	0	0.8678	0.09695
V16	0.57239	0.08352	0.00625	0.3121	0.02574
V17	0.0545	0.22862	0.00955	0.08105	0.62627
V18	0.08911	0.43499	0.25423	0.19854	0.02313
V19	0.01355	0	0	0.13631	0.85014
V20	0	0	0.7449	0.22668	0.02842
V21	0.01741	0.24685	0.11958	0.1675	0.44866
V22	0.82801	0.08667	0.06436	0	0.02096
V23	0.05924	0.0053	0.01403	0.15178	0.76965
V24	0.42546	0.12346	0.01194	0.05395	0.38518
V25	0.01413	0.01902	0.00883	0.40592	0.55211
V26	0.45556	0.21151	0.05488	0.04388	0.23417
V27	0.12026	0.50044	0.17368	0.01731	0.1883
V28	0.02491	0.07114	0.20409	0.61754	0.08232
V29	0	0	0.33431	0.60349	0.0622
V30	0.7298	0.11472	0.02252	0.01877	0.11419
V31	0.40423	0.15427	0.00569	0.22518	0.21063
V32	0.94432	0	0.00133	0	0.05435
V33	0.01577	0.18079	0.0096	0.13214	0.6617
V34	0.12206	0.8523	0.00952	0.01136	0.00476
V35	0.09965	0.62551	0.24681	0.02595	0.00208
V36	0.02124	0.15858	0.15148	0.10796	0.56074
V37	0.72637	0	0	0.01437	0.25925
V38	0.11855	0.01252	0.4821	0.20504	0.1818
V39	0.31882	0.02585	0.32284	0.02145	0.31104
V40	0.21787	0.62943	0.01638	0.09497	0.04135
V41	0.05883	0.83466	0.01574	0.01376	0.07702
V42	0.8756	0.03782	0.01649	0	0.07009
V43	0.49527	0.12777	0.35663	0.01357	0.00676
V44	0.03833	0.28537	0.54696	0.00835	0.12099
V45	0.04619	0.67688	0.09253	0.13088	0.0535
V46	0.11761	0.76648	0.06615	0.03023	0.01953
V47	0	0	0.98791	0	0.01209
V48	0.15992	0.12867	0.21962	0.32567	0.16612
V49	0.47234	0.15423	0.22831	0.1292	0.01592
V50	0.02542	0.01171	0.96261	0	0.00026
V51	0.09569	0.25652	0.18225	0.07628	0.38926
V52	0.06317	0.90465	0.01206	0.01412	0.00599
V53	0.02383	0.18241	0.00561	0.72006	0.06808
V54	0.20121	0	0.00531	0.54355	0.24992
V55	0.0664	0	0	0.85045	0.08316
V56	0.05972	0	0	0.74697	0.19332
V57	0.15634	0.11895	0.56239	0.02774	0.13459
V58	0.05045	0	0.11617	0.21277	0.62061
V59	0.88411	0.01794	0.09035	0	0.0076
V60	0.41621	0.21481	0.12093	0.11954	0.12851
V61	0.16892	0	0.01964	0.22896	0.58248
V62	0.04935	0.00681	0.28112	0.15088	0.51185
V63	0.37477	0.2643	0.05579	0.04158	0.26356
V64	0.95525	0.01643	0.01909	0	0.00923
V65	0.0778	0.07734	0.03474	0.60588	0.20424
V66	0.01956	0	0.13323	0.76931	0.0779
V67	0.0013	0	0.31275	0.11791	0.56804
V68	0.47295	0	0.40576	0.03036	0.09093
V69	0.59916	0.12095	0.19963	0.01231	0.06794
V70	0.06811	0.71766	0.04312	0.14166	0.02945
V71	0.10005	0.7841	0.04294	0.05843	0.01447
V72	0.03772	0.37801	0.0202	0.05872	0.50535
V73	0.04799	0	0.09505	0.56817	0.28878
V74	0.0066	0.06071	0.00437	0.77224	0.15607
V75	0.48101	0.19162	0.3119	0.0011	0.01437
V76	0.00215	0	0.01375	0.8379	0.14621
V77	0.01926	0	0.94134	0.03574	0.00367
V78	0.00257	3e-05	0.98056	0.00387	0.01296
V79	0.07584	0.39215	0.03601	0.14421	0.35179
V80	0.12271	0.7313	0.00536	0.05263	0.088
V81	0.01101	0	0.98796	0	0.00103
V82	0.23109	0.1725	0.02582	0.5192	0.0514
V83	0.08738	0.07459	0.01664	0.52985	0.29154
V84	0.07734	0.14911	0.00065	0.08794	0.68496
V85	0	0	0.99372	0.00298	0.0033
V86	0.02543	0.25881	0.30491	0.37207	0.03878
V87	0.46018	0.01073	0.03882	0.43742	0.05284
V88	0.28963	0.16386	0.04618	0.19544	0.30489
V89	0.04842	0.08855	0.82778	0.033	0.00224
V90	0.01393	0.16297	0.0481	0.12942	0.64558
V91	0.00103	0	0.07892	0.84036	0.07969
V92	0.20666	0.02525	0.01935	0.085	0.66374
