Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.3721	0.10436	0.25068	0.13185	0.14101
V2	0.09061	0.7787	0.03191	0.04304	0.05574
V3	0.08146	0	0.45502	0.42955	0.03397
V4	0.01763	0	0.21999	0.08668	0.6757
V5	0.0196	0	0.04747	0.1329	0.80004
V6	0.37964	0	0.27555	0.22528	0.11954
V7	0.02058	0	0.41875	0.09522	0.46546
V8	0.01016	0	0.9161	0.06495	0.0088
V9	0.07064	0	0.2624	0.62773	0.03923
V10	0.51648	0	0.46968	0	0.01384
V11	0.04449	0	0.09317	0.10124	0.7611
V12	0.09309	0	0.21073	0.31192	0.38426
V13	0.15044	0.02958	0.03143	0.41701	0.37154
V14	0.1788	0	0.06434	0.63508	0.12179
V15	0.04288	0.00975	0	0.86699	0.08038
V16	0.62118	0.05868	0.00269	0.29963	0.01782
V17	0.08382	0.22993	0.00473	0.08199	0.59953
V18	0.11922	0.41726	0.24702	0.19181	0.02469
V19	0.03507	0	0	0.14376	0.82117
V20	0	0	0.75148	0.22278	0.02574
V21	0.04275	0.24181	0.11925	0.1709	0.42529
V22	0.86891	0.05783	0.05783	0	0.01543
V23	0.088	0	0.01559	0.16098	0.73543
V24	0.48188	0.10589	0.00853	0.05098	0.35271
V25	0.03929	0.01276	0.00988	0.41963	0.51844
V26	0.50909	0.18988	0.04875	0.03845	0.21383
V27	0.15405	0.49063	0.16517	0.00806	0.18209
V28	0.05184	0.05256	0.20659	0.62017	0.06883
V29	0.0101	0	0.33458	0.60537	0.04994
V30	0.77974	0.08824	0.01689	0.01354	0.10158
V31	0.4558	0.13404	0.00111	0.22012	0.18893
V32	0.95661	0	0	0	0.04339
V33	0.04048	0.18173	0.00644	0.13722	0.63414
V34	0.15252	0.83007	0	0	0.01741
V35	0.1292	0.60999	0.23532	0.01379	0.01171
V36	0.04546	0.15116	0.1564	0.1116	0.53539
V37	0.76232	0	0	0.01054	0.22714
V38	0.14326	0	0.48675	0.20455	0.16543
V39	0.36457	0	0.33036	0.01822	0.28685
V40	0.25779	0.61325	0	0.08317	0.04579
V41	0.08631	0.82852	0	0	0.08517
V42	0.91662	0.01175	0.01209	0	0.05955
V43	0.54248	0.09054	0.3528	0.00738	0.0068
V44	0.05905	0.25882	0.56182	8e-04	0.11951
V45	0.07354	0.67143	0.0762	0.1204	0.05844
V46	0.14958	0.75693	0.0469	0.01654	0.03004
V47	0	0	0.98643	0	0.01357
V48	0.19721	0.10695	0.21937	0.32639	0.15009
V49	0.52105	0.12178	0.22277	0.12117	0.01323
V50	0.02694	0	0.97025	0	0.00282
V51	0.12792	0.24592	0.18308	0.07467	0.36842
V52	0.09031	0.88897	0	0	0.02072
V53	0.0524	0.17185	0.0014	0.71784	0.05649
V54	0.23552	0	0.00167	0.54256	0.22025
V55	0.093	0	0	0.84143	0.06557
V56	0.08605	0	0	0.74573	0.16823
V57	0.18869	0.08409	0.57668	0.02269	0.12785
V58	0.07368	0	0.11973	0.22298	0.58361
V59	0.91549	0	0.08126	0	0.00326
V60	0.4669	0.18965	0.11375	0.1131	0.11661
V61	0.20488	0	0.01809	0.2361	0.54093
V62	0.07146	0	0.28998	0.15694	0.48162
V63	0.42726	0.24565	0.0488	0.03581	0.24248
V64	0.98367	0	0.01166	0	0.00466
V65	0.11021	0.06561	0.03388	0.60899	0.1813
V66	0.04117	0	0.13133	0.76586	0.06165
V67	0.01463	0	0.32369	0.12277	0.53891
V68	0.50378	0	0.39104	0.02463	0.08055
V69	0.64928	0.08869	0.19425	0.00659	0.06119
V70	0.09728	0.71149	0.02452	0.13022	0.03649
