Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.03845	0	0	0	0.50482	0	0	0	0	0.45672
V2	0.68304	0	0	0	0	0.29457	0.02238	0	0	0
V3	0.14038	0.01953	0.09306	0	0.51675	0.00991	0.11494	0.10543	0	0
V4	0.00424	0.1072	0	0	0	0.04412	0.00603	0	0.77065	0.06777
V5	0	0.13826	0.01938	0.092	0.24214	0.05888	0.03153	0	0	0.4178
V6	0.06098	0	0.18356	0	0.72031	0.00339	0.03176	0	0	0
V7	0.02931	0.4774	0	0	0.38248	0.00704	0.0958	0.00796	0	0
V8	0.02698	0.57676	0.05578	0	0.00472	0	0.03705	0.2987	0	0
V9	0	0.0176	0	0.18707	0	0.02203	0.20925	0.56404	0	0
V10	0.045	0	0	0	0.81494	0.04569	0.03239	0.06198	0	0
V11	0.02926	0.57929	0.00693	0	0.03899	0.01446	0.04954	0.28145	0	6e-05
V12	0	0.08023	0.02132	0.70983	0	0.01113	0.12363	0	0	0.05385
V13	0.04375	0.09534	0.06788	0	0	0.25264	0.37678	0	0.16361	0
V14	0.06383	0.48527	0.19904	0.00757	0.00567	0.08131	0.15731	0	0	0
V15	0.20981	0.00556	0	0.73347	0	0.00223	0.04892	0	0	0
V16	0	0.09956	0.02005	0.76362	0	0.03245	0.04158	0	0.04273	0
V17	0.00633	0.14344	0	0	0.28566	0.07696	0.05338	0	0.01595	0.41828
V18	0.06038	0.12195	0	0.44812	0.06671	0	0.01321	0	0	0.28963
V19	0	0	0	0.07752	0.22352	0.07575	0.01674	0	0.04036	0.56612
V20	0	0.32202	0	0	0	0.14853	0.4671	0.04464	0	0.01771
V21	0.10552	0.43921	0	0	0.00328	0.39548	0.05651	0	0	0
V22	0	0	0	0	0.1566	0	0	0.34421	0.05221	0.44698
V23	0.30473	0.02978	0.60563	0	0	0	0.01152	0	0	0.04833
V24	0.03134	0.65137	0.0504	0	0.07787	0	0.11759	0.04462	0.02681	0
V25	0.01563	0.12009	0.01555	0	0.21673	0.12438	0.04121	0	0.23213	0.23428
V26	0.03409	0	0	0	0	0	0	0.95468	0	0.01124
V27	0.02755	0	0	0	0.69087	0	0	0	0	0.28158
V28	0.338	0	0	0	0.15598	0	0.03426	0	0.02563	0.44613
V29	0.03154	0.68816	0	0	0.10367	0.09739	0.04579	0	0	0.03346
V30	0	0.05615	0.00118	0	0	0.37962	0.25278	0	0.31027	0
V31	0.02415	0.34877	0.25906	0	0.03161	0	0.02125	0.31515	0	0
V32	0.5381	0.01362	0	0	0.34555	0.01615	0.04607	0	0.04051	0
V33	0	0.05755	0.04297	0.65713	0	0.03946	0.20288	0	0	0
V34	0.00943	0.00541	0	0	0.58577	0	0.00561	0	0	0.39378
V35	0.05035	0.82876	0	0	0.07648	0	0.04441	0	0	0
V36	0	0.14597	0	0	0	0.2007	0.61566	0.03767	0	0
V37	0	0.60674	0	0	0.0208	0.07041	0.29825	0.0038	0	0
V38	0.05884	0.11359	0	0.17805	0	0.15433	0.49519	0	0	0
V39	0.02025	0.13197	0.00889	0.18292	0	0.15161	0.48746	0.01689	0	0
V40	0.13271	0.03704	0.76468	0	0.0479	0	0.01766	0	0	0
V41	0.66029	0.05542	0	0	0	0	0	0	0.28429	0
V42	0.05144	0.52031	0	0	0.42422	0	0.00403	0	0	0
V43	0.10236	0.09512	0.15359	0.0157	0.15271	0.09759	0.22577	0	0.15716	0
V44	0.0197	0	0.61278	0	0	0	0.00797	0.35956	0	0
V45	0	0.05767	0	0	0	0.03581	0.21508	0	0.69145	0
V46	0.19188	0.1235	0.0064	0.33096	0.09976	0	0.01042	0	0	0.23709
V47	0	0.12739	0	0	0	0.2135	0.64822	0.01088	0	0
V48	0.00673	0.00425	0	0	0.26108	0	0	0	0.16393	0.56401
V49	0.19371	0	0	0	0	0	0	0.80629	0	0
V50	0.31817	0.14778	0	0	0	0.5128	0.02124	0	0	0
V51	0.16889	0.03984	0.67621	0	0.02519	0	0.03436	0.02657	0.02896	0
V52	0	0.08777	0.02074	0.42537	0	0.10557	0.36055	0	0	0
V53	0.51079	0.02165	0.10381	0.08512	0	0	0.01876	0.14272	0	0.11716
V54	0	0	0	0	0.15659	0.81251	0.03089	0	0	0
V55	0	0.04455	0	0.89733	0	0.00019	0.05793	0	0	0
V56	0.14782	0.03125	0.63243	0	0.01526	0.13993	0.03331	0	0	0
V57	0	0.03907	0.63335	0.21193	0	0	0.05442	0	0.06123	0
V58	0	0.17425	0.01464	0.17692	0	0.57733	0.05686	0	0	0
V59	0	0.17455	0	0	0	0.20335	0.61873	0.00338	0	0
V60	0.82454	0.01054	0	0	0.0109	0	0	0	0.15402	0
V61	0	0	0	0	0	0.96704	0.03296	0	0	0
V62	0	0.10298	0	0	0.02073	0.10615	0.39368	0.00155	0.1314	0.24351
V63	6e-05	0.19135	0	0	0.19784	0.56793	0.04282	0	0	0
V64	0.06191	0	0.28071	0.35537	0	0	0.02246	0.27956	0	0
V65	0.02955	0.06021	0	0.52198	0	0	0.09096	0.26809	0.02921	0
V66	0.04794	0	0	0	0.86236	0	0.03252	0	0	0.05718
V67	0	0.21426	0.58885	0	0	0.05527	0.11657	0	0.02506	0
V68	0.013	0.02548	0	0	0	0	0	0.34806	0.61347	0
V69	0.03435	0.01663	0.92467	0	0	0	0.02434	0	0	0
