CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.16111	0.04406	0.62488	0.02119	0.05144	0.09732
V2	0.48605	0.13977	0.01442	0.09337	0.1167	0.14969
V3	0.26509	0.08419	0.14833	0.00276	0.03865	0.46097
V4	0.25063	0.38431	0.01248	0.08198	0.11232	0.15828
V5	0.10812	0.0669	0	0.46077	0.30006	0.06415
V6	0.27317	0.0492	0.12523	0.03542	0.14057	0.37641
V7	0.12673	0.3537	0.00961	0.05289	0.37079	0.08627
V8	0.55946	0.08808	0.01618	0.09555	0.04886	0.19186
V9	0.3057	0.16885	0	0.1826	0.08001	0.26283
V10	0.41757	0.06905	0.03918	0.23915	0.08882	0.14623
V11	0.15383	0.62106	0.02597	0.04793	0.06445	0.08675
V12	0.27176	0.06356	0.04429	0.00401	0.03631	0.58008
V13	0.14804	0.44463	0.22198	0.04231	0.0571	0.08594
V14	0.15492	0.04577	0	0.60523	0.11878	0.0753
V15	0.43222	0.10324	0.00675	0.10544	0.18331	0.16904
V16	0.15173	0.03427	0.00333	0.30294	0.33171	0.17602
V17	0.26052	0.06894	0.10859	0	0.03027	0.53168
V18	0.56506	0.16257	0.02089	0.04221	0.03851	0.17076
V19	0.48752	0.08861	0.13422	0.03295	0.09907	0.15763
V20	0.50775	0.09747	0.0652	0.09423	0.04973	0.18562
V21	0.27776	0.07216	0.01874	0.00595	0.06011	0.56528
V22	0.23537	0.07702	0.0163	0.08297	0.46092	0.12743
V23	0.13574	0.03668	0.2759	0.04187	0.42641	0.0834
V24	0.21207	0.04137	0.00863	0.11639	0.49246	0.12908
V25	0.3995	0.26168	0.00638	0.11286	0.07937	0.14021
V26	0.30234	0.05124	0.02009	0.04122	0.47037	0.11473
V27	0.2432	0.05098	0.12984	0.00399	0.03797	0.53401
V28	0.18455	0.2395	0.11848	0.16722	0.0835	0.20675
V29	0.15342	0.48879	0.07682	0.07248	0.05145	0.15704
V30	0.26333	0.19874	0.08728	0.0241	0.18869	0.23786
V31	0.52257	0.06992	0.13261	0.0406	0.03814	0.19616
V32	0.10993	0.04075	0.26977	0.38735	0.09061	0.10158
V33	0.25846	0.35394	0.16827	0.04098	0.04597	0.13237
V34	0.08555	0.02542	0.41077	0.04382	0.34732	0.08712
V35	0.11123	0.07375	0.14389	0.39085	0.18595	0.09433
V36	0.16221	0.41969	0.09554	0.04156	0.18335	0.09766
V37	0.13046	0.03948	0.57979	0.01981	0.04781	0.18266
V38	0.2585	0.04629	0.10306	0	0.02831	0.56384
V39	0.48973	0.07861	0.00826	0.19814	0.06239	0.16288
V40	0.15134	0.42583	0.01437	0.12754	0.13924	0.14167
V41	0.5379	0.07414	0.02698	0.02595	0.03946	0.29556
V42	0.27606	0.05075	0.39461	0.01905	0.07571	0.18382
V43	0.23851	0.3534	0.01421	0.05195	0.19941	0.1425
V44	0.15771	0.6277	0.02132	0.04309	0.05361	0.09657
V45	0.36863	0.28544	0.04014	0.03917	0.05251	0.21411
V46	0.16753	0.03507	0.01465	0.20544	0.30861	0.26869
V47	0.15132	0.3674	0.00926	0.12777	0.2213	0.12296
V48	0.12923	0.50347	0.14632	0.03623	0.10696	0.07779
V49	0.15211	0.60054	0.02006	0.04279	0.09905	0.08544
V50	0.10165	0.0241	0.2268	0.03945	0.47818	0.12981
V51	0.08565	0.02621	0.01828	0.05475	0.73165	0.08345
V52	0.1346	0.45789	0.19046	0.0542	0.07547	0.08739
V53	0.20243	0.03351	0.08413	0.06024	0.52422	0.09547
V54	0.14415	0.12894	0.4263	0.05243	0.1104	0.13777
V55	0.08744	0.05898	0.10822	0.06187	0.60347	0.08002
V56	0.08648	0.06065	0.58797	0.10089	0.09063	0.07338
V57	0.22647	0.31007	0.03879	0.02181	0.12758	0.27528
V58	0.10028	0.03906	0.66002	0.03127	0.05424	0.11513
V59	0.13681	0.03705	0	0.62322	0.13666	0.06626
V60	0.44184	0.05521	0.00412	0.28918	0.07567	0.13398
V61	0.32863	0.14028	0.00966	0.11904	0.0898	0.31258
V62	0.43776	0.07344	0.05889	0.09778	0.10739	0.22473
V63	0.18548	0.41347	0.01768	0.07105	0.05871	0.2536
