Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.06902	0.06641	0.86457	0	0	0
V2	0.67694	0.18631	0	0.08968	0.04707	0
V3	0.00209	0.09318	0.14816	0	0	0.75656
V4	0.21299	0.55401	0	0.10957	0.03993	0.08349
V5	0	0.06942	0	0.74969	0.18089	0
V6	0.10978	0.06022	0.12034	0.04791	0.10384	0.55792
V7	0	0.45438	0	0.02652	0.5191	0
V8	0.82399	0.11901	0	0.057	0	0
V9	0.20532	0.22086	0	0.2855	0	0.28832
V10	0.52631	0.10689	0	0.3668	0	0
V11	0	0.9755	0	0.0245	0	0
V12	0	0.03713	0	0	0	0.96287
V13	0.00134	0.63006	0.36861	0	0	0
V14	0	0.07683	0	0.92317	0	0
V15	0.57822	0.14143	0	0.11936	0.14684	0.01415
V16	0	0.05004	0	0.52682	0.29833	0.12481
V17	0	0.04863	0.06594	0	0	0.88543
V18	0.79926	0.20074	0	0	0	0
V19	0.71006	0.11913	0.14135	0	0.02946	0
V20	0.76107	0.12994	0.02129	0.0768	0	0.01089
V21	0	0.05763	0	0	0	0.94237
V22	0.1902	0.11051	0	0.08116	0.60459	0.01354
V23	0.03593	0.06595	0.32945	0.01273	0.55594	0
V24	0.1344	0.07003	0	0.14342	0.62559	0.02656
V25	0.53158	0.33968	0	0.12874	0	0
V26	0.30111	0.08269	0	0	0.61621	0
V27	0	0.01692	0.10966	0	0	0.87342
V28	0	0.32069	0.13661	0.29765	0	0.24506
V29	0	0.73079	0.08207	0.06743	0	0.11972
V30	0.20816	0.26293	0.05815	0	0.2129	0.25786
V31	0.77242	0.09109	0.12021	0	0	0.01628
V32	0	0.05591	0.33744	0.60442	0	0.00223
V33	0.2631	0.47769	0.2386	0	0	0.02062
V34	0	0.03249	0.55456	0.01901	0.39394	0
V35	0	0.09539	0.15677	0.70407	0.04376	0
V36	0.0548	0.61053	0.10906	0.01818	0.20735	7e-05
V37	0	0.04394	0.82685	0	0	0.12921
V38	0	0.01113	0.05169	0	0	0.93718
V39	0.6455	0.11001	0	0.24449	0	0
V40	0	0.61307	0	0.23183	0.06858	0.08653
V41	0.72584	0.0845	0	0	0	0.18966
V42	0.25918	0.07068	0.57063	0	0	0.09952
V43	0.20194	0.49273	0	0.03347	0.22087	0.05099
V44	0.0105	0.9895	0	0	0	0
V45	0.47349	0.37939	0	0	0	0.14712
V46	0	0.03264	0	0.3726	0.30272	0.29204
V47	0	0.50707	0	0.21559	0.22177	0.05557
V48	0	0.72435	0.23006	0.00118	0.04441	0
V49	0	0.9319	0	0.01829	0.04981	0
V50	0	0.03127	0.23953	0.01919	0.65768	0.05232
V51	0	0.02346	0	0.0194	0.95714	0
V52	0	0.65184	0.31786	0.0303	0	0
V53	0.15397	0.06041	0	0.04654	0.73908	0
