Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.02574	0.09324	0.88102	0	0	0
V2	0.66662	0.19942	0	0.11121	0.02274	0
V3	0	0.09781	0.17114	0	0	0.73105
V4	0.24052	0.5844	0	0.12447	0.01808	0.03252
V5	0	0.06406	0	0.77105	0.16489	0
V6	0.07308	0.07767	0.16078	0.06589	0.08079	0.54179
V7	0	0.47442	0	0.06813	0.45745	0
V8	0.81888	0.12755	0	0.05357	0	0
V9	0.216	0.24772	0	0.2829	0	0.25339
V10	0.51175	0.12247	0	0.36578	0	0
V11	0	0.9858	0	0.0142	0	0
V12	0	0.03311	0	0	0	0.96689
V13	0	0.65399	0.34601	0	0	0
V14	0	0.07783	0	0.92217	0	0
V15	0.57579	0.15778	0	0.14591	0.12053	0
V16	0	0.06651	0	0.55828	0.28969	0.08552
V17	0	0.04679	0.09134	0	0	0.86187
V18	0.78906	0.21094	0	0	0	0
V19	0.69846	0.13301	0.15642	0	0.01211	0
V20	0.75929	0.14017	0.02475	0.07579	0	0
V21	0	0.05638	0	0	0	0.94362
V22	0.16592	0.13589	0	0.1367	0.56149	0
V23	0	0.08449	0.35851	0.06391	0.49309	0
V24	0.11731	0.09482	0	0.20402	0.58385	0
V25	0.51143	0.36653	0	0.12204	0	0
V26	0.27181	0.1068	0	0.04999	0.5714	0
V27	0	0.01314	0.13437	0	0	0.85249
V28	0	0.34851	0.15943	0.28231	0	0.20975
V29	0	0.76804	0.07946	0.05685	0	0.09565
V30	0.20769	0.28823	0.08895	0.01562	0.18656	0.21295
V31	0.78058	0.10095	0.11847	0	0	0
V32	0	0.05724	0.35339	0.58937	0	0
V33	0.25937	0.51237	0.22826	0	0	0
V34	0	0.0294	0.5799	0.06117	0.32953	0
V35	0	0.09339	0.17245	0.6941	0.04006	0
V36	0.03245	0.64014	0.11721	0.0412	0.169	0
V37	0	0.05457	0.84362	0	0	0.10181
V38	0	0.00526	0.07902	0	0	0.91573
V39	0.63587	0.12762	0	0.23651	0	0
V40	0	0.6517	0	0.23798	0.05378	0.05654
V41	0.78004	0.09264	0	0	0	0.12732
V42	0.25177	0.09163	0.58742	0	0	0.06919
V43	0.22539	0.52704	0	0.06137	0.1862	0
V44	0.00211	0.99789	0	0	0	0
V45	0.51078	0.40585	0	0	0	0.08337
V46	0	0.04623	0	0.40277	0.29148	0.25953
V47	0	0.54865	0	0.23324	0.1996	0.01851
V48	0	0.74547	0.22663	0.01879	0.00911	0
V49	0	0.95002	0	0.04093	0.00905	0
V50	0	0.0496	0.27819	0.07565	0.59657	0
V51	0	0.0196	0	0.10296	0.87744	0
V52	0	0.67434	0.30487	0.02079	0	0
V53	0.10553	0.08553	0.02017	0.10618	0.68259	0
V54	0	0.19851	0.70567	0.04162	0	0.0542
V55	0	0.06208	0.04072	0.11518	0.78202	0
V56	0	0.065	0.86023	0.07477	0	0
V57	0.06239	0.46374	0.00643	0.01879	0.08488	0.36377
V58	0	0.05564	0.94436	0	0	0
V59	0	0.05185	0	0.94815	0	0
V60	0.49521	0.11092	0	0.39386	0	0
V61	0.25168	0.20278	0	0.19037	0	0.35517
V62	0.64412	0.10953	0.03299	0.14483	0.01923	0.0493
V63	0	0.62485	0	0.06642	0	0.30873
V64	0	0.12173	0	0.07409	0.80417	0
V65	0.61927	0.20423	0	0	0	0.1765
V66	0.54187	0.12157	0.07568	0.03856	0.22232	0
V67	0	0.20627	0.34427	0.25303	0	0.19643
V68	0.88447	0.11553	0	0	0	0
V69	0.54377	0.10179	0	0	0	0.35444
V70	0	0.05788	0.20758	0.73454	0	0
V71	0	0.335	0	0.18005	0.35256	0.13239
V72	0.74637	0.20052	0.0371	0.016	0	0
V73	0	0.06217	0.02953	0.9083	0	0
V74	0	0.16147	0	0.83853	0	0
V75	0	0.96678	0	0.03322	0	0
V76	0	0.04498	0.84704	0.04946	0.05852	0
V77	0.0247	0.22949	0.05556	0.64951	0	0.04074
V78	0.61361	0.19887	0	0.11137	0	0.07614
V79	0	0.62044	0	0	0	0.37956
V80	0	0.66864	0	0	0	0.33136
V81	0.80524	0.18701	0.00774	0	0	0
V82	0	0.88921	0	0.09148	0.01932	0
V83	0.09056	0.23864	0	0.53838	0.08456	0.04786
V84	0.36633	0.1059	0.03295	0.49481	0	0
V85	0.88345	0.111	0.00555	0	0	0
V86	0.17553	0.10966	0.08916	0.33596	0	0.28968
V87	0	0.03693	0	0.96307	0	0
V88	0	0.08164	0	0.63576	0	0.2826
V89	0	0.20333	0.47578	0	0	0.32089
V90	0.02602	0.79613	0.14331	0.03454	0	0
V91	0	0.06154	0	0.21075	0.72771	0
V92	0	0.09097	0	0.08891	0.82012	0
V93	0.07199	0.13561	0	0.15127	0.20948	0.43165
V94	0	0.03053	0.22356	0.74591	0	0
V95	0	0.0295	0.30882	0.19346	0.46822	0
V96	0	0.46635	0	0.09563	0.28183	0.15619
V97	0	0.02555	0	0.16225	0.8122	0
V98	0	0.11154	0	0.88846	0	0
V99	0	0.03032	0	0.96968	0	0
V100	0	0.05009	0.56049	0.34971	0.03971	0
V101	0	0.41153	0.52991	0.05856	0	0
V102	0.85583	0.11839	0.02578	0	0	0
V103	0.71564	0.12489	0	0.15947	0	0
V104	0	0.04445	0.18692	0.76864	0	0
V105	0	0.00583	0.01072	0	0	0.98345
V106	0	0.02368	0.66083	0	0	0.31549
V107	0.01512	0.74625	0.23863	0	0	0
V108	0	0.04945	0	0.03994	0.16397	0.74663
V109	0	0.0189	0	0.02696	0.12167	0.83247
V110	0	0.2159	0.7841	0	0	0
V111	0	0.04638	0.95362	0	0	0
V112	0	0.36024	0	0.63976	0	0
V113	0	0.13512	0.7737	0.05437	0.03681	0
V114	0.07832	0.09287	0.73638	0.09242	0	0
V115	0.44754	0.14426	0	0.04209	0.06401	0.3021
V116	0.88309	0.11691	0	0	0	0
