CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55631	0.00086	0.11741	0.32542
V2	0.12404	0.04051	0.02474	0.81072
V3	0.04534	0.56794	0.00213	0.38458
V4	0.88538	0.09292	0	0.0217
V5	0.10916	0.46191	0.21385	0.21509
V6	0.0721	0.89369	0.01123	0.02297
V7	0.13313	0.29485	0.04939	0.52263
V8	0.14595	0.00808	0.80421	0.04176
V9	0.22044	0.16981	0.01626	0.5935
V10	0.01734	0.01019	0.90241	0.07006
V11	0.24051	0.35299	0.40221	0.00428
V12	0.02131	0.62226	0.34259	0.01384
V13	0.28027	0.69784	0	0.0219
V14	0.06315	0.92855	0.00308	0.00523
V15	0.11744	0.59108	0.08583	0.20566
V16	0.93048	0.03165	0.00698	0.03089
V17	0.08262	0.88849	0.00591	0.02298
V18	0.61815	0.31644	0.02348	0.04193
V19	0.16385	0.82167	0.00131	0.01317
V20	0.15588	0.39996	0.00579	0.43837
V21	0.14631	0.03218	0.78075	0.04076
V22	0.0117	0.0436	0.142	0.8027
V23	0.44379	0.02533	0.52481	0.00606
V24	0.95041	0.03209	0.01666	0.00085
V25	0.35631	0.18209	0.08644	0.37516
V26	0.40552	0.33755	0.00562	0.2513
V27	0.07698	0.01854	0.00833	0.89616
V28	0.00964	0.03582	0.95198	0.00256
V29	0.50448	0.0136	0.44654	0.03538
V30	0.09152	0.1564	0.21662	0.53545
V31	0.207	0.14238	0.23917	0.41145
V32	0.06043	0.00152	0.0155	0.92255
V33	0.04052	0.50489	0.32325	0.13134
V34	0.14592	0.01813	0.79494	0.041
V35	0.16738	0.74398	0.05494	0.03369
V36	0.00404	0.00982	0.39141	0.59473
V37	0.54887	0.03877	0.0576	0.35477
V38	0.41202	0	0.11686	0.47113
V39	0.17192	0.55636	0.09385	0.17786
V40	0.09965	0.84345	0.0569	0
V41	0.00116	0.63694	0.02414	0.33776
V42	0.20653	0.00592	0.14548	0.64206
V43	0.14711	0.33181	0.48343	0.03766
V44	0.01267	0.04242	0.71172	0.2332
V45	0.09674	0.60603	0.18455	0.11268
V46	0.85501	0.05582	0.08436	0.0048
V47	0.51833	0.15344	0.27021	0.05801
V48	0.83477	0.14438	0	0.02085
V49	0.7565	0.15207	0	0.09144
V50	0.06292	0.87252	0.06014	0.00441
V51	0.35385	0.39375	0.21827	0.03414
V52	0.02646	0.0805	0.85059	0.04245
V53	0.78697	0.10052	0.11251	0
V54	0.49286	0.15976	0.32425	0.02312
V55	0.20741	0.07895	0.18213	0.53152
V56	0.03157	0	0.04938	0.91905
V57	0.09494	0.8804	0.01158	0.01307
V58	0.62287	0	0.01917	0.35796
V59	0.47908	0.39088	0.07463	0.05541
V60	0.12763	0.10076	0.26353	0.50809
V61	0.83365	0.07442	9e-04	0.09103
V62	0.91927	0.02649	0.04132	0.01291
V63	0.01085	0.87347	0.09247	0.0232
V64	0.00284	0.83713	0	0.16004
V65	0.01016	0	0.06114	0.92869
V66	0.22289	0.69019	0.00805	0.07887
V67	0.17559	0.32132	0.48897	0.01411
V68	0.13438	0.0876	0.00806	0.76997
V69	0.02186	0.29727	0.61444	0.06644
V70	0.59754	0.11135	0.13723	0.15388
V71	0.16058	0.03546	0.30672	0.49723
V72	0.61396	0.1138	0.05996	0.21229
V73	0.16003	0.62529	0.10465	0.11003
V74	0.0627	0.2115	0.72579	2e-05
V75	0.75148	0.00166	0.14131	0.10554
V76	0	0.10849	0.12748	0.76403
V77	0.02834	0.21455	0.00071	0.75641
V78	0.30721	0.06949	0.13279	0.4905
V79	0.00666	0.06547	0.80466	0.12321
V80	0.39801	0.00693	0.48492	0.11014
V81	0.06089	0.13591	0.79624	0.00696
V82	0.00318	0.04984	0.93696	0.01001
V83	0.11563	0.11472	0.04252	0.72713
V84	0.38937	0.01918	0.11199	0.47947
V85	0.11281	0.28467	0.36547	0.23705
V86	0.0467	0.0278	0.86964	0.05585
V87	0.02803	0.85696	0.0338	0.08121
V88	0.15297	0.02436	0.20189	0.62078
V89	0.01382	0	0.14059	0.84559
V90	0.02099	0.92846	0.03707	0.01348
V91	0.02877	0.78169	0.15434	0.03521
V92	0.50167	0.00841	0.32113	0.16879
V93	0.87944	0.01379	0	0.10677
V94	0.00933	0.37288	0.00849	0.60929
V95	0.27781	0.41103	0.11923	0.19193
V96	0.05507	0.0514	0.01142	0.88212
V97	0.75589	0.08004	0.15946	0.00462
V98	0.71692	0.2704	0	0.01268
V99	0.8539	0.03495	0.1062	0.00495
V100	0.08551	0.01515	0.86953	0.02981
V101	0.0162	0.00861	0.00683	0.96836
V102	0.94291	0.04349	0	0.01359
V103	0.0087	0.01288	0.05626	0.92217
V104	0.02257	0.96822	0.00349	0.00572
V105	0.05307	0.93429	0.00762	0.00502
V106	0.12791	0.53447	0.2889	0.04872
V107	0.217	0.16843	0.54993	0.06464
V108	0.15985	0.76959	0.07055	0
