B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.56401	0.01492	0.17845	0.24262
V2	0.19784	0.1151	0.06921	0.61785
V3	0.07923	0.62589	0.0335	0.26138
V4	0.84691	0.11391	0	0.03918
V5	0.11941	0.47203	0.2786	0.12996
V6	0.10127	0.81417	0.05801	0.02655
V7	0.16933	0.3789	0.10405	0.34771
V8	0.12991	0.02707	0.80976	0.03326
V9	0.27208	0.26234	0.04311	0.42247
V10	0.01686	0.03351	0.89704	0.05259
V11	0.20884	0.35504	0.43612	0
V12	0.03757	0.56384	0.39261	0.00598
V13	0.28493	0.67047	0.02475	0.01985
V14	0.09646	0.85421	0.03994	0.00939
V15	0.13642	0.58188	0.15166	0.13005
V16	0.87178	0.05505	0.01456	0.05861
V17	0.11155	0.81627	0.04568	0.0265
V18	0.56798	0.34455	0.05013	0.03734
V19	0.18256	0.7701	0.03208	0.01526
V20	0.19132	0.47591	0.0319	0.30087
V21	0.13062	0.08407	0.75618	0.02913
V22	0.04009	0.12399	0.24011	0.59581
V23	0.37431	0.06283	0.55903	0.00384
V24	0.9234	0.04772	0.02888	0
V25	0.35622	0.25375	0.14123	0.24881
V26	0.40777	0.39351	0.02133	0.17739
V27	0.16023	0.08841	0.03507	0.71629
V28	0	0.08206	0.91794	0
V29	0.43243	0.04776	0.4917	0.02812
V30	0.11536	0.24372	0.30104	0.33988
V31	0.21465	0.21574	0.312	0.25761
V32	0.14336	0.0515	0.06625	0.73889
V33	0.05357	0.49182	0.378	0.07661
V34	0.13018	0.06374	0.77518	0.0309
V35	0.18098	0.67965	0.11548	0.02389
V36	0.01065	0.07044	0.51512	0.40379
V37	0.55621	0.08308	0.10129	0.25942
V38	0.45692	0	0.19156	0.35152
V39	0.18016	0.54955	0.15776	0.11254
V40	0.11703	0.76991	0.11306	0
V41	0.01962	0.6748	0.08116	0.22442
V42	0.25954	0.04557	0.23275	0.46214
V43	0.13669	0.34545	0.50292	0.01495
V44	0.00943	0.10685	0.74637	0.13734
V45	0.11184	0.5685	0.24931	0.07035
V46	0.78604	0.0858	0.12067	0.00748
V47	0.44217	0.20252	0.31691	0.0384
V48	0.79366	0.17283	0	0.03351
V49	0.72791	0.18607	0	0.08602
V50	0.09081	0.78365	0.12555	0
V51	0.31527	0.39809	0.27242	0.01422
V52	0.02212	0.13871	0.80536	0.03382
V53	0.71998	0.13056	0.14946	0
V54	0.41855	0.20552	0.36665	0.00928
V55	0.23532	0.15176	0.26214	0.35078
V56	0.10108	0.03382	0.12853	0.73657
V57	0.12255	0.80492	0.05781	0.01472
V58	0.66553	0.0124	0.03771	0.28436
V59	0.43462	0.40417	0.12201	0.0392
V60	0.14841	0.17998	0.34984	0.32177
V61	0.79414	0.11395	0	0.09191
V62	0.85446	0.04978	0.0637	0.03207
V63	0.03623	0.77855	0.16402	0.02119
V64	0.03425	0.84181	0.01332	0.11062
V65	0.05988	0.0012	0.16208	0.77684
V66	0.23541	0.66426	0.04223	0.0581
V67	0.157	0.33398	0.50902	0
V68	0.20805	0.17812	0.02841	0.58542
V69	0.02675	0.32272	0.61425	0.03628
V70	0.53456	0.16496	0.18774	0.11274
