Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0.03371	0.96629	0	0	0
V2	0.61163	0.21412	0.05617	0.11808	0	0
V3	0	0.02855	0.21411	0	0	0.75735
V4	0.11252	0.65993	0.04772	0.17982	0	0
V5	0	0.06758	0	0.75978	0.17264	0
V6	0.13882	0	0.25214	0.1163	0	0.49275
V7	0	0.51222	0	0.09231	0.39548	0
V8	0.81163	0.10785	0.0144	0.06612	0	0
V9	0.31044	0.23477	0	0.3142	0	0.14058
V10	0.48971	0.10866	0.07314	0.32849	0	0
V11	0	0.95128	0.00524	0.04347	0	0
V12	0	0	0	0.03579	0	0.96421
V13	0	0.66484	0.33516	0	0	0
V14	0	0.07882	0	0.92118	0	0
V15	0.56481	0.14308	0.07225	0.21986	0	0
V16	0.06091	0.03192	0.0254	0.58768	0.29409	0
V17	0	0	0.11917	0	0	0.88083
V18	0.75944	0.23447	0.00609	0	0	0
V19	0.63191	0.11784	0.25025	0	0	0
V20	0.71423	0.12423	0.10701	0.05453	0	0
V21	0	0	0	0.04647	0	0.95353
V22	0.13224	0.11862	0.02828	0.15233	0.56853	0
V23	0	0.02798	0.49991	0.01355	0.45857	0
V24	0.1003	0.06092	0.00854	0.21397	0.61627	0
V25	0.40355	0.43579	0.01678	0.14388	0	0
V26	0.24371	0.08331	0.04162	0.06288	0.56848	0
V27	0	0	0.15647	0.00046	0	0.84308
V28	0.03244	0.38278	0.23099	0.28431	0	0.06948
V29	0	0.79428	0.11484	0.09088	0	0
V30	0.26437	0.27817	0.2136	0.11165	0.05274	0.07946
V31	0.74423	0.06902	0.18675	0	0	0
V32	0	0.02482	0.46467	0.51051	0	0
V33	0.08353	0.60612	0.31035	0	0	0
V34	0	0	0.71638	0	0.28362	0
V35	0	0.07315	0.29013	0.63672	0	0
V36	0	0.66451	0.21813	0.09227	0.02509	0
V37	0	0.018	0.97184	0	0	0.01016
V38	0	0	0.09938	0	0	0.90062
V39	0.64225	0.11397	0.00314	0.24063	0	0
V40	0	0.68701	0.03734	0.27565	0	0
V41	0.90044	0.03295	0.01495	0	0	0.05166
V42	0.27656	0.03515	0.68828	0	0	0
V43	0.07894	0.60658	0.07688	0.15898	0.07861	0
V44	0	0.96747	0	0.03253	0	0
V45	0.46312	0.44172	0.06021	0.03495	0	0
V46	0.02973	0.00378	0.03367	0.44955	0.26543	0.21784
V47	0	0.58196	0.03379	0.28291	0.10135	0
V48	0	0.75119	0.24881	0	0	0
V49	0	0.92295	0.01364	0.06341	0	0
V50	0	0	0.38897	0.0403	0.57073	0
V51	0	0	0	0.05895	0.94105	0
V52	0	0.68561	0.31439	0	0	0
V53	0.03954	0.06265	0.1529	0.0829	0.66201	0
V54	0	0.17063	0.82937	0	0	0
V55	0	0.0231	0.13665	0.0598	0.78045	0
V56	0	0.01648	0.98352	0	0	0
V57	0.0405	0.48947	0.09488	0.11026	0	0.2649
V58	0	0	1	0	0	0
V59	0	0.05546	0	0.94454	0	0
V60	0.5092	0.09853	0	0.39227	0	0
V61	0.33271	0.16441	0	0.23002	0	0.27287
V62	0.66967	0.06192	0.12011	0.1483	0	0
V63	0	0.66649	0	0.1414	0	0.19211
V64	0	0.10729	0	0.03892	0.8538	0
V65	0.66489	0.1736	0.03587	0.04393	0	0.08172
V66	0.4997	0.09843	0.24342	0.07683	0.08161	0
V67	0	0.21209	0.43589	0.24205	0	0.10997
V68	0.8836	0.10068	0.01572	0	0	0
V69	0.62573	0.03704	0	0.00842	0	0.32882
V70	0	0.03104	0.32117	0.64779	0	0
V71	0.00963	0.37556	0.07459	0.25274	0.28731	0.00016
V72	0.67247	0.19051	0.11731	0.01971	0	0
V73	0	0.04177	0.12523	0.833	0	0
V74	0	0.19633	0	0.80367	0	0
V75	0	0.94528	0	0.05472	0	0
V76	0	0	1	0	0	0
V77	0	0.25016	0.13771	0.61213	0	0
V78	0.635	0.17935	0.06228	0.12336	0	0
V79	0	0.66772	0	0.03683	0	0.29545
V80	0	0.71266	0	0.0635	0	0.22384
V81	0.72626	0.19146	0.08228	0	0	0
V82	0	0.88336	0.00626	0.11038	0	0
V83	0.08678	0.25349	0.08095	0.57878	0	0
V84	0.34757	0.08453	0.12309	0.44481	0	0
V85	0.82865	0.09653	0.07482	0	0	0
V86	0.30626	0.04449	0.15414	0.32639	0	0.16872
V87	0	0.04302	0	0.95698	0	0
V88	0.04801	0.04775	0	0.66067	0	0.24358
V89	0	0.19389	0.54876	0	0	0.25735
V90	0	0.79853	0.17316	0.02831	0	0
V91	0	0.01768	0.04555	0.17464	0.76213	0
V92	0	0.06477	0	0.05849	0.87674	0
V93	0.18398	0.0639	0.03708	0.24446	0.11405	0.35653
V94	0	0.0136	0.33297	0.65343	0	0
V95	0	0	0.43636	0.12477	0.43888	0
