CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12705	0.01532	0.68736	0.05004	0.06006	0.06017
V2	0.44354	0.0977	0.08143	0.10638	0.17261	0.09834
V3	0.25269	0.04094	0.2243	0.03225	0.07899	0.37083
V4	0.22494	0.33773	0.06599	0.09251	0.17357	0.10525
V5	0.06849	0.04854	0.02537	0.47182	0.35447	0.03131
V6	0.2502	0.01259	0.191	0.06452	0.18935	0.29235
V7	0.09583	0.30978	0.04281	0.06559	0.44257	0.04343
V8	0.52173	0.04264	0.09221	0.1094	0.09807	0.13596
V9	0.27374	0.12738	0.0604	0.20702	0.13518	0.19628
V10	0.36516	0.03388	0.10572	0.26044	0.13757	0.09724
V11	0.13342	0.58314	0.07154	0.04684	0.12354	0.04153
V12	0.27044	0.01593	0.11514	0.03481	0.08328	0.4804
V13	0.12205	0.39632	0.28585	0.05227	0.09826	0.04524
V14	0.10926	0.02608	0.04184	0.61093	0.17009	0.0418
V15	0.38628	0.06574	0.06728	0.12222	0.24364	0.11483
V16	0.11299	0.01605	0.04278	0.32506	0.38325	0.11987
V17	0.25439	0.02378	0.18338	0.03029	0.07329	0.43487
V18	0.53554	0.11412	0.09698	0.04827	0.08792	0.11718
V19	0.44386	0.04806	0.21176	0.04574	0.14448	0.10611
V20	0.46757	0.05423	0.14193	0.10975	0.09571	0.13081
V21	0.27502	0.02469	0.08593	0.03585	0.11168	0.46683
V22	0.18978	0.0534	0.05232	0.10422	0.52248	0.07779
V23	0.09721	0.01843	0.30937	0.06889	0.46158	0.04451
V24	0.16647	0.02225	0.04106	0.13977	0.55121	0.07923
V25	0.36384	0.21694	0.06911	0.12463	0.13554	0.08995
V26	0.25166	0.02716	0.05872	0.06121	0.53408	0.06717
V27	0.23625	0.00784	0.20432	0.0369	0.07946	0.43522
V28	0.15567	0.19766	0.17763	0.18982	0.13079	0.14842
V29	0.13277	0.44397	0.13277	0.08229	0.10322	0.10497
V30	0.23454	0.1579	0.14532	0.04272	0.24553	0.17399
V31	0.48459	0.02563	0.21716	0.05436	0.07737	0.14089
V32	0.07364	0.02103	0.31532	0.40464	0.12207	0.0633
V33	0.23001	0.30698	0.23803	0.05142	0.08882	0.08474
V34	0.0539	0.00826	0.44374	0.0739	0.3709	0.0493
V35	0.07324	0.0521	0.18538	0.40663	0.22623	0.05642
V36	0.13444	0.3731	0.14437	0.05097	0.24347	0.05365
V37	0.10482	0.01054	0.64259	0.05238	0.05966	0.13002
V38	0.25447	0.00101	0.17806	0.02994	0.07218	0.46433
V39	0.44036	0.03916	0.07851	0.2181	0.11288	0.11099
V40	0.12632	0.37951	0.06056	0.14132	0.20144	0.09085
V41	0.51416	0.02513	0.10548	0.03886	0.08733	0.22904
V42	0.23763	0.01867	0.46925	0.04536	0.09882	0.13027
V43	0.20924	0.3083	0.06244	0.0626	0.26618	0.09124
V44	0.1396	0.59014	0.06724	0.04145	0.11184	0.04972
V45	0.344	0.23917	0.10757	0.0491	0.10411	0.15604
V46	0.13631	0.01226	0.05802	0.2337	0.36331	0.1964
V47	0.12214	0.32152	0.05171	0.14189	0.28768	0.07506
V48	0.10512	0.45625	0.2009	0.04292	0.15823	0.03657
V49	0.13052	0.56116	0.06344	0.04268	0.16165	0.04055
V50	0.06908	0.00872	0.25636	0.06911	0.51553	0.0812
V51	0.04928	0.0151	0.03115	0.08166	0.78204	0.04077
V52	0.10895	0.40967	0.25026	0.06426	0.12077	0.04608
V53	0.15598	0.01617	0.11563	0.08435	0.57629	0.05157
V54	0.1134	0.09566	0.48618	0.07837	0.13486	0.09153
V55	0.05242	0.04319	0.12828	0.08824	0.64835	0.03952
V56	0.0571	0.03483	0.63464	0.12929	0.10242	0.04172
V57	0.20792	0.26411	0.09564	0.03708	0.18621	0.20903
V58	0.07267	0.01277	0.71512	0.06319	0.06099	0.07525
V59	0.09483	0.01909	0.02574	0.62979	0.19508	0.03546
V60	0.38586	0.02077	0.06976	0.31079	0.12559	0.08723
V61	0.3011	0.09829	0.07327	0.14311	0.14468	0.23954
V62	0.39604	0.03476	0.12874	0.11809	0.15865	0.16371
V63	0.16952	0.36762	0.07214	0.08536	0.11385	0.1915
V64	0.05693	0.09598	0.03261	0.06986	0.70642	0.03819
V65	0.41355	0.10528	0.10105	0.05046	0.11733	0.21233
V66	0.36883	0.03616	0.16047	0.06271	0.28091	0.09092
V67	0.12973	0.11574	0.29019	0.20147	0.10349	0.15938
V68	0.58529	0.03369	0.10039	0.06757	0.08608	0.12698
V69	0.44798	0.03304	0.08786	0.03608	0.10084	0.29421
V70	0.08661	0.01583	0.21522	0.4518	0.18945	0.04109
V71	0.12137	0.19942	0.07226	0.11691	0.36053	0.12952
V72	0.4311	0.10107	0.13377	0.05359	0.12986	0.15061
