Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.40165	0.1056	0.22754	0.122	0.14321
V2	0.10351	0.766	0.02428	0.03322	0.07298
V3	0.09823	0	0.41172	0.41986	0.07019
V4	0.02185	0	0.23592	0.08065	0.66158
V5	0.02208	0	0.05528	0.1347	0.78794
V6	0.40707	0	0.24967	0.21564	0.12762
V7	0.02592	0.00921	0.42452	0.08924	0.4511
V8	0.02762	0	0.86383	0.05915	0.04941
V9	0.08566	0	0.23116	0.60672	0.07646
V10	0.54769	0	0.42326	0	0.02905
V11	0.05185	0.00146	0.10282	0.09698	0.74689
V12	0.10997	0	0.20497	0.31827	0.36679
V13	0.17105	0.02475	0.0307	0.42326	0.35025
V14	0.19387	0	0.05445	0.61355	0.13813
V15	0.05933	0.00083	0.00022	0.82044	0.11918
V16	0.62813	0.05012	0.00034	0.27993	0.04149
V17	0.09679	0.24958	0.00548	0.07427	0.57388
V18	0.13489	0.40625	0.22138	0.18473	0.05274
V19	0.04121	0	0	0.14861	0.81018
V20	0.01245	0	0.7018	0.22036	0.06539
V21	0.05049	0.25441	0.118	0.17132	0.40578
V22	0.87038	0.05832	0.04763	0	0.02367
V23	0.10312	0.00028	0.0197	0.16499	0.7119
V24	0.52724	0.10667	0.00718	0.03837	0.32053
V25	0.04966	0.00936	0.01253	0.43737	0.49107
V26	0.54678	0.18716	0.04255	0.02552	0.19799
V27	0.17318	0.49558	0.15312	0	0.17812
V28	0.06667	0.04667	0.18359	0.60267	0.1004
V29	0.0241	0	0.29924	0.58878	0.08788
V30	0.80185	0.08596	0.01243	0.00107	0.09869
V31	0.4835	0.12534	0	0.21071	0.18045
V32	0.95348	0	0	0	0.04652
V33	0.04633	0.19734	0.00814	0.13763	0.61056
V34	0.16327	0.80145	0	0	0.03528
V35	0.14358	0.60288	0.21377	0.0032	0.03656
V36	0.05287	0.16659	0.1599	0.10721	0.51342
V37	0.79831	0	0	0	0.20169
V38	0.16621	0	0.45855	0.20081	0.17442
V39	0.40542	0.00546	0.31566	0.00366	0.26981
V40	0.27743	0.58678	0	0.0734	0.06239
V41	0.09574	0.81177	0	0	0.09249
V42	0.91742	0.01473	0.00833	0	0.05952
V43	0.56558	0.09625	0.31137	0	0.02681
V44	0.06751	0.27484	0.52823	0	0.12943
V45	0.0855	0.65741	0.06586	0.11341	0.07781
V46	0.16457	0.74169	0.03808	0.00569	0.04997
V47	0.01147	0	0.93661	0	0.05192
V48	0.21915	0.10413	0.19936	0.3196	0.15777
V49	0.5419	0.11895	0.19459	0.10911	0.03545
V50	0.04486	0	0.91461	0	0.04053
V51	0.14729	0.25878	0.17863	0.06559	0.34972
V52	0.09887	0.86114	0	0	0.03999
V53	0.06819	0.14887	0.00142	0.68891	0.09262
V54	0.25265	0	0	0.53115	0.2162
V55	0.10443	0	0	0.79291	0.10266
V56	0.09825	0	0	0.72073	0.18103
