CD56NK	CD4MemoryT	CD19B	CD14
V1	0.56676	0	0.15056	0.28269
V2	0.14195	0.03639	0.06145	0.76021
V3	0.0827	0.56555	0.01297	0.33878
V4	0.90846	0.07844	0	0.0131
V5	0.13535	0.43753	0.25665	0.17048
V6	0.11068	0.86013	0.01696	0.01222
V7	0.16326	0.28959	0.07943	0.46771
V8	0.1247	0.01335	0.8214	0.04055
V9	0.24847	0.16524	0.03917	0.54712
V10	0.01957	0.019	0.89916	0.06227
V11	0.23649	0.31816	0.44097	0.00439
V12	0.04472	0.56377	0.37989	0.01162
V13	0.31373	0.67457	8e-05	0.01162
V14	0.10411	0.88686	0.00903	0
V15	0.15167	0.57119	0.1122	0.16494
V16	0.95078	0.02059	0.00717	0.02146
V17	0.12209	0.85535	0.01002	0.01254
V18	0.64455	0.30172	0.02583	0.02791
V19	0.19816	0.79467	0.00208	0.00509
V20	0.19338	0.39857	0.01732	0.39073
V21	0.1259	0.03489	0.8007	0.03851
V22	0.02728	0.03945	0.19942	0.73385
V23	0.39691	0.02651	0.5661	0.01048
V24	0.95782	0.02192	0.02026	0
V25	0.3799	0.17843	0.11776	0.32392
V26	0.44388	0.3341	0.01022	0.21181
V27	0.09196	0.01772	0.04684	0.84348
V28	0.01739	0.05245	0.90928	0.02088
V29	0.46459	0.00967	0.49566	0.03008
V30	0.10854	0.14795	0.27817	0.46534
V31	0.21762	0.13475	0.29809	0.34954
V32	0.07437	0.00157	0.05918	0.86488
V33	0.06428	0.46471	0.37101	0.1
V34	0.12395	0.02273	0.81399	0.03933
V35	0.20206	0.70712	0.07041	0.02041
V36	0.01061	0.00748	0.46944	0.51246
V37	0.57486	0.03181	0.08198	0.31135
V38	0.41883	0	0.15745	0.42372
V39	0.20285	0.53624	0.12045	0.14047
V40	0.13529	0.79276	0.07195	0
V41	0.03504	0.62878	0.04393	0.29224
V42	0.21623	0	0.19747	0.5863
V43	0.15102	0.2939	0.52571	0.02936
V44	0.01592	0.04081	0.76027	0.183
V45	0.12686	0.56898	0.2198	0.08436
V46	0.8555	0.04466	0.09865	0.00119
V47	0.5045	0.14242	0.30936	0.04371
V48	0.85917	0.12927	0	0.01156
V49	0.78886	0.14026	0	0.07088
V50	0.09746	0.82636	0.07617	0
V51	0.35946	0.3663	0.2512	0.02304
V52	0.0277	0.07818	0.85335	0.04078
V53	0.78276	0.0894	0.12784	0
V54	0.47317	0.14684	0.36198	0.01801
V55	0.21984	0.07463	0.23718	0.46835
V56	0.04483	0	0.09841	0.85676
V57	0.13241	0.84482	0.01752	0.00526
V58	0.64741	0	0.03344	0.31916
V59	0.50094	0.3707	0.08978	0.03858
V60	0.13807	0.09483	0.33011	0.43699
V61	0.86309	0.06522	0	0.07168
V62	0.92819	0.01584	0.04834	0.00763
V63	0.0453	0.82745	0.11378	0.01347
V64	0.04148	0.82581	0.00192	0.13079
V65	0.02358	0	0.11357	0.86286
V66	0.26146	0.67005	0.0118	0.05669
V67	0.17361	0.28395	0.52923	0.0132
V68	0.1574	0.08209	0.03617	0.72434
V69	0.03265	0.2609	0.65423	0.05221
V70	0.60667	0.10421	0.16634	0.12278
V71	0.16337	0.03045	0.37817	0.428
V72	0.63793	0.10736	0.07882	0.17589
V73	0.19199	0.59561	0.13048	0.08192
V74	0.06586	0.18855	0.7359	0.00969
V75	0.74702	0	0.16851	0.08447
V76	0.01383	0.10204	0.18315	0.70097
V77	0.05464	0.20867	0.02571	0.71099
V78	0.32198	0.06456	0.17913	0.43433
V79	0.00889	0.06256	0.83089	0.09766
V80	0.36551	0.00167	0.54456	0.08827
V81	0.05902	0.12608	0.79941	0.0155
V82	0.0093	0.05825	0.9102	0.02225
V83	0.1368	0.10929	0.07722	0.67669
V84	0.40508	0.01145	0.15361	0.42987
V85	0.12605	0.26277	0.42326	0.18792
V86	0.04286	0.03305	0.87366	0.05043
V87	0.06581	0.82737	0.04771	0.05911
V88	0.1597	0.02001	0.26418	0.55611
V89	0.02496	0	0.19985	0.77519
V90	0.05765	0.88427	0.05216	0.00592
V91	0.06121	0.73266	0.18294	0.02318
V92	0.48417	0.00147	0.37674	0.13762
V93	0.91194	0.00123	0	0.08683
V94	0.03807	0.37	0.02944	0.56249
V95	0.30395	0.39415	0.1488	0.1531
V96	0.07426	0.04782	0.04906	0.82886
V97	0.74568	0.06957	0.18295	0.00179
V98	0.7448	0.25027	0	0.00493
V99	0.84979	0.02522	0.12309	0.00189
V100	0.07448	0.02291	0.86902	0.0336
V101	0.03574	0.0132	0.05531	0.89575
V102	0.96115	0.03114	0	0.00771
V103	0.02334	0.01318	0.10677	0.85671
V104	0.06429	0.92272	0.012	0.00099
V105	0.09234	0.89234	0.01532	0
V106	0.1466	0.48986	0.32855	0.035
V107	0.2038	0.15324	0.59212	0.05084
V108	0.1892	0.72499	0.0858	0
V109	0.02	0.10608	0.61623	0.2577
V110	0.08828	0.86571	0.0335	0.01252
V111	0.94582	0	0.05108	0.00309
V112	0.12669	0.02333	0.43542	0.41456
