CD56NK	CD4MemoryT	CD19B	CD14
V1	0.58506	0.00131	0.18332	0.23031
V2	0.22821	0.04021	0.11817	0.61341
V3	0.17509	0.50993	0.07691	0.23807
V4	0.8688	0.11182	0.01938	0
V5	0.20286	0.40308	0.28397	0.11009
V6	0.18514	0.73144	0.08342	0
V7	0.23949	0.28052	0.13636	0.34363
V8	0.16268	0.04515	0.75576	0.0364
V9	0.31412	0.17232	0.09402	0.41953
V10	0.06876	0.05294	0.81975	0.05856
V11	0.26438	0.30928	0.42634	0
V12	0.11788	0.50126	0.38086	0
V13	0.34679	0.5955	0.05772	0
V14	0.17898	0.74329	0.07773	0
V15	0.22301	0.51109	0.163	0.1029
V16	0.9094	0.0517	0.03273	0.00616
V17	0.1941	0.72916	0.07674	0
V18	0.62263	0.30946	0.06746	0.00046
V19	0.25333	0.68149	0.06518	0
V20	0.26698	0.37265	0.07718	0.28319
V21	0.1654	0.06901	0.73428	0.03131
V22	0.11866	0.04342	0.24688	0.59104
V23	0.39532	0.05933	0.5434	0.00194
V24	0.90069	0.05119	0.04812	0
V25	0.40992	0.192	0.16102	0.23706
V26	0.46664	0.33075	0.05586	0.14676
V27	0.18895	0.01396	0.10412	0.69297
V28	0.0773	0.09162	0.79679	0.03429
V29	0.45731	0.03988	0.48487	0.01794
V30	0.1842	0.15711	0.30864	0.35006
V31	0.27205	0.14856	0.32014	0.25925
V32	0.17316	0	0.11345	0.71339
V33	0.13725	0.42486	0.37919	0.0587
V34	0.16354	0.05598	0.74676	0.03372
V35	0.2579	0.61537	0.12673	0
V36	0.08488	0.01591	0.48047	0.41874
V37	0.58715	0.05086	0.11703	0.24496
V38	0.4582	0	0.1934	0.3484
V39	0.26148	0.48453	0.16909	0.0849
V40	0.19885	0.67294	0.12821	0
V41	0.13063	0.55928	0.10838	0.20171
V42	0.28162	0.00542	0.24083	0.47213
V43	0.19609	0.29428	0.50055	0.00907
V44	0.07425	0.06388	0.71233	0.14954
V45	0.1957	0.5079	0.25271	0.04369
V46	0.79772	0.07717	0.1251	0
V47	0.49226	0.16953	0.3191	0.0191
V48	0.81613	0.15774	0.02613	0
V49	0.76851	0.16938	0.01762	0.04449
V50	0.16964	0.69783	0.13252	0
V51	0.37426	0.35303	0.2727	0
V52	0.08051	0.10869	0.77627	0.03452
V53	0.72696	0.11994	0.1531	0
V54	0.46229	0.1741	0.36361	0
V55	0.27892	0.0889	0.27251	0.35967
V56	0.14453	0	0.15052	0.70495
V57	0.2007	0.71686	0.08244	0
V58	0.66815	0	0.0647	0.26715
V59	0.49869	0.36189	0.13175	0.00768
V60	0.20517	0.1092	0.35292	0.3327
V61	0.83343	0.0967	0.02413	0.04574
V62	0.87641	0.04725	0.07634	0
V63	0.12996	0.70264	0.1674	0
V64	0.13538	0.71622	0.0669	0.08149
V65	0.12428	0	0.16235	0.71337
V66	0.31236	0.59669	0.07143	0.01952
V67	0.21404	0.28485	0.50111	0
V68	0.24099	0.08661	0.0942	0.57821
V69	0.09669	0.26495	0.60609	0.03227
V70	0.59049	0.13204	0.19306	0.08441
V71	0.22571	0.04429	0.39506	0.33494
V72	0.62727	0.13429	0.11206	0.12639
V73	0.249	0.53301	0.17832	0.03967
V74	0.11788	0.207	0.67038	0.00474
V75	0.73454	0.00988	0.19246	0.06313
V76	0.10682	0.10648	0.23263	0.55406
V77	0.15475	0.19732	0.08891	0.55902
V78	0.36529	0.08111	0.21846	0.33514
V79	0.06394	0.0906	0.76435	0.08111
V80	0.37626	0.02554	0.5295	0.0687
V81	0.11003	0.15454	0.72473	0.0107
V82	0.06366	0.0971	0.811	0.02823
V83	0.22163	0.1145	0.1358	0.52807
V84	0.44154	0.02383	0.19261	0.34202
V85	0.18767	0.26293	0.41943	0.12996
V86	0.0928	0.06533	0.79696	0.04492
V87	0.15415	0.71067	0.1127	0.02247
V88	0.23093	0.02964	0.29927	0.44016
V89	0.11534	0	0.24406	0.6406
V90	0.14189	0.74247	0.11564	0
V91	0.14334	0.62985	0.22681	0
V92	0.48733	0.02354	0.38329	0.10584
V93	0.89533	0.02593	0.01204	0.06669
V94	0.13932	0.34072	0.09507	0.42489
V95	0.33938	0.37379	0.19011	0.09673
V96	0.17434	0.04604	0.10816	0.67146
V97	0.69467	0.1032	0.20213	0
V98	0.70929	0.2628	0.02791	0
V99	0.79527	0.05652	0.1482	0
V100	0.11848	0.05801	0.79151	0.03201
V101	0.15201	0.00157	0.1087	0.73772
V102	0.91214	0.0626	0.02526	0
V103	0.12823	0.00769	0.16129	0.70279
V104	0.15091	0.76719	0.08189	0
V105	0.17044	0.7458	0.08376	0
V106	0.20536	0.44668	0.34097	0.007
V107	0.23616	0.17552	0.55848	0.02984
V108	0.23846	0.62284	0.1387	0
V109	0.08391	0.12449	0.59286	0.19874
V110	0.16693	0.73448	0.09858	0
V111	0.89749	0.0247	0.0778	0
V112	0.19155	0.0376	0.44377	0.32708
V113	0.26039	0.06543	0.2201	0.45408
V114	0.30572	0.01575	0.13618	0.54236
V115	0.11197	0.63275	0.25528	0
V116	0.2204	0.26299	0.38795	0.12866
V117	0.71576	0.22652	0.05481	0.00291
V118	0.26796	0.48971	0.08746	0.15488
V119	0.20216	0.03207	0.12284	0.64293
V120	0.12086	0.0849	0.77231	0.02193
V121	0.64533	0.10797	0.1106	0.1361
V122	0.93869	0.03067	0.03064	0
V123	0.1286	0.407	0.11375	0.35065
V124	0.69978	0.25711	0.02386	0.01925
V125	0.44396	0.36308	0.19297	0
V126	0.14769	0.08367	0.12747	0.64117
V127	0.23071	0.02125	0.29	0.45804
V128	0.13465	0	0.17155	0.6938
V129	0.62066	0.20827	0.17107	0
V130	0.10593	0.55338	0.3407	0
V131	0.14877	0.74951	0.06807	0.03365
V132	0.92882	0.02789	0.04074	0.00255
V133	0.90468	0.03424	0.06108	0
V134	0.21056	0.3157	0.17844	0.2953
V135	0.1621	0	0.22695	0.61096
V136	0.33389	0.32818	0.06488	0.27305
V137	0.678	0.04146	0.24208	0.03846
V138	0.29877	0.34151	0.21345	0.14627
V139	0.41599	0.1702	0.22214	0.19167
V140	0.14199	0.03893	0.13217	0.68691
V141	0.12981	0.12398	0.54778	0.19843
V142	0.77222	0.03102	0.19676	0
V143	0.49834	0.21997	0.1	0.18169
V144	0.24414	0.10752	0.21372	0.43462
V145	0.10483	0.64008	0.25509	0
V146	0.15895	0	0.11589	0.72516
V147	0.91724	0.03725	0.03183	0.01369
V148	0.18035	0.06079	0.57813	0.18073
V149	0.327	0.44032	0.23268	0
V150	0.14841	0.20858	0.58707	0.05594
V151	0.30362	0.54138	0.08391	0.07109
V152	0.31442	0.38633	0.24627	0.05299
V153	0.21905	0.64176	0.07792	0.06128
V154	0.31357	0.39974	0.28669	0
V155	0.51843	0.12843	0.29157	0.06157
V156	0.09346	0.1192	0.67966	0.10769
V157	0.36377	0.1296	0.32902	0.17761
V158	0.14507	0	0.11695	0.73799
V159	0.8924	0.07183	0.01566	0.02011
V160	0.7235	0.00255	0.08075	0.1932
V161	0.26997	0	0.10016	0.62987
V162	0.17209	0.22209	0.14468	0.46113
V163	0.20018	0.41373	0.21133	0.17476
V164	0.41433	0.26038	0.14142	0.18387
V165	0.13545	0.17655	0.08948	0.59852
V166	0.12691	0.04575	0.14674	0.68059
V167	0.38774	0	0.0659	0.54637
V168	0.36855	0.50051	0.11794	0.013
V169	0.26215	0.0196	0.10823	0.61002
V170	0.16294	0.01414	0.52457	0.29835
V171	0.18588	0.21351	0.57773	0.02288
V172	0.71435	0.02785	0.2578	0
V173	0.14086	0.08344	0.12252	0.65318
V174	0.1304	0.09965	0.14863	0.62132
V175	0.10892	0.02944	0.74521	0.11642
V176	0.11683	0.6776	0.20557	0
V177	0.13802	0.78361	0.07837	0
V178	0.13402	0.64155	0.07361	0.15082
V179	0.21974	0	0.39649	0.38377
V180	0.14589	0.71962	0.13449	0
V181	0.21665	0.11313	0.54065	0.12956
V182	0.34607	0.16425	0.45725	0.03243
V183	0.26742	0.66439	0.06819	0
V184	0.9186	0.04239	0.03577	0.00323
V185	0.59974	0.35424	0.04602	0
V186	0.21171	0.4143	0.29178	0.08221
