CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42131	0.08871	0.16069	0.32929
V2	0.15862	0.15398	0.08846	0.59894
V3	0.07982	0.53325	0.05264	0.33429
V4	0.66577	0.16704	0.02738	0.13981
V5	0.12071	0.43997	0.20794	0.23138
V6	0.08351	0.73298	0.05581	0.1277
V7	0.14574	0.34908	0.1027	0.40248
V8	0.14932	0.11598	0.58744	0.14726
V9	0.20591	0.26122	0.07395	0.45892
V10	0.06972	0.12317	0.6461	0.16102
V11	0.18689	0.36576	0.3297	0.11765
V12	0.05796	0.53097	0.28859	0.12248
V13	0.21769	0.61411	0.04035	0.12785
V14	0.07622	0.76639	0.04474	0.11265
V15	0.1236	0.52254	0.12421	0.22965
V16	0.69698	0.10688	0.04634	0.1498
V17	0.09114	0.73207	0.04939	0.12741
V18	0.43022	0.35608	0.06632	0.14738
V19	0.14188	0.69592	0.0425	0.11969
V20	0.15487	0.42038	0.05876	0.36599
V21	0.14849	0.14562	0.56037	0.14552
V22	0.07974	0.16346	0.18294	0.57385
V23	0.31669	0.1263	0.43095	0.12606
V24	0.73509	0.09078	0.05111	0.12302
V25	0.27016	0.269	0.1303	0.33053
V26	0.29921	0.37752	0.05285	0.27042
V27	0.13225	0.12599	0.07082	0.67095
V28	0.05689	0.13342	0.69139	0.1183
V29	0.35506	0.11351	0.38414	0.1473
V30	0.12323	0.25507	0.22279	0.39891
V31	0.18587	0.24167	0.23455	0.33791
V32	0.12103	0.10812	0.07866	0.69219
V33	0.07504	0.46051	0.27546	0.18899
V34	0.14836	0.1309	0.57407	0.14666
V35	0.14606	0.62133	0.09783	0.13478
V36	0.06936	0.12933	0.35227	0.44904
V37	0.40936	0.14074	0.10839	0.34151
V38	0.33611	0.08648	0.16333	0.41407
V39	0.15229	0.50252	0.12983	0.21536
V40	0.09991	0.70045	0.09311	0.10652
V41	0.04554	0.57208	0.07732	0.30505
V42	0.20823	0.11439	0.18589	0.49149
V43	0.13803	0.35377	0.3686	0.13959
V44	0.06902	0.16197	0.52216	0.24685
V45	0.10953	0.52245	0.18857	0.17945
