CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12676	0.00615	0.69187	0.03653	0.07979	0.05891
V2	0.45289	0.08912	0.07546	0.10766	0.17876	0.09611
V3	0.26093	0.03291	0.21684	0.02547	0.09518	0.36867
V4	0.23328	0.3317	0.05908	0.09424	0.17907	0.10263
V5	0.07485	0.03939	0.01362	0.48705	0.35608	0.02901
V6	0.25756	0.00417	0.1845	0.05723	0.20577	0.29077
V7	0.09999	0.30439	0.03951	0.05748	0.45573	0.0429
V8	0.53228	0.0331	0.08562	0.11297	0.10267	0.13336
V9	0.2834	0.12007	0.05097	0.21351	0.13943	0.19262
V10	0.37567	0.025	0.09509	0.27035	0.13939	0.0945
V11	0.14131	0.57822	0.06426	0.04986	0.12645	0.0399
V12	0.27951	0.0074	0.10819	0.03003	0.09858	0.47629
V13	0.12792	0.3944	0.27628	0.04972	0.10808	0.0436
V14	0.1189	0.0164	0.02566	0.63774	0.16273	0.03858
V15	0.39465	0.05704	0.06198	0.12196	0.25164	0.11274
V16	0.11831	0.0065	0.03392	0.33021	0.39283	0.11824
V17	0.26322	0.01541	0.17602	0.02399	0.08941	0.43196
V18	0.54594	0.10544	0.09131	0.04941	0.0933	0.11461
V19	0.45364	0.0393	0.2062	0.04113	0.15547	0.10426
V20	0.47798	0.04513	0.13473	0.11202	0.10179	0.12835
V21	0.28395	0.01627	0.07965	0.03107	0.12674	0.46232
V22	0.19329	0.0443	0.05013	0.09331	0.54198	0.077
V23	0.09635	0.00857	0.30872	0.05182	0.49061	0.04393
V24	0.16962	0.01213	0.03881	0.1299	0.57113	0.07842
V25	0.37308	0.21024	0.06136	0.12891	0.13885	0.08756
V26	0.25512	0.0173	0.05802	0.04762	0.55532	0.06663
V27	0.24379	0	0.19686	0.03001	0.09631	0.43303
V28	0.16343	0.19245	0.16667	0.19362	0.13781	0.14602
V29	0.1409	0.43983	0.12352	0.08425	0.10906	0.10243
V30	0.24123	0.15164	0.13942	0.03553	0.25989	0.17228
V31	0.49555	0.01631	0.21079	0.05211	0.08629	0.13895
V32	0.07829	0.01195	0.30232	0.42039	0.12607	0.06098
V33	0.23767	0.30331	0.22922	0.04943	0.09777	0.08259
V34	0.04949	0	0.44393	0.05757	0.40033	0.04868
V35	0.07883	0.04387	0.17203	0.42049	0.23073	0.05405
V36	0.14023	0.36876	0.1377	0.0468	0.25412	0.05239
V37	0.10498	0.00116	0.64418	0.03897	0.08049	0.13021
V38	0.25824	0	0.17053	0.0229	0.08839	0.45995
V39	0.45079	0.02997	0.06969	0.2267	0.11469	0.10816
V40	0.13448	0.3741	0.05249	0.14428	0.20624	0.08842
V41	0.52505	0.0158	0.09944	0.03789	0.09559	0.22624
V42	0.24301	0.01	0.46645	0.03434	0.11671	0.12949
V43	0.21603	0.30257	0.05701	0.05956	0.27533	0.0895
V44	0.14792	0.58482	0.06006	0.04476	0.11465	0.04779
V45	0.35318	0.23279	0.10047	0.04912	0.11123	0.15322
V46	0.14164	0.00318	0.05024	0.23377	0.37617	0.19499
V47	0.12902	0.316	0.04471	0.14203	0.29489	0.07336
V48	0.11114	0.45351	0.19266	0.04044	0.16717	0.03507
V49	0.13823	0.55598	0.05691	0.0443	0.16565	0.03894
V50	0.06654	0	0.2554	0.05115	0.54571	0.08121
V51	0.04716	0.00346	0.03377	0.06197	0.8125	0.04114
V52	0.11487	0.40733	0.24067	0.06248	0.1301	0.04455
V53	0.15734	0.00566	0.11497	0.06911	0.60168	0.05124
V54	0.11567	0.09016	0.48215	0.0688	0.1528	0.09041
V55	0.05115	0.03302	0.12836	0.07056	0.67743	0.03947
V56	0.05525	0.02675	0.63564	0.12203	0.1204	0.03992
V57	0.21553	0.25806	0.0891	0.03333	0.19755	0.20643
V58	0.07009	0.00351	0.72083	0.04953	0.08158	0.07446
V59	0.10425	0.00901	0.01002	0.65678	0.18763	0.03231
V60	0.39685	0.01146	0.0587	0.32414	0.12451	0.08434
V61	0.31051	0.0906	0.06542	0.14537	0.15211	0.23599
V62	0.40567	0.02592	0.1218	0.11825	0.16717	0.1612
V63	0.17828	0.36195	0.06385	0.08757	0.12016	0.18819
V64	0.0567	0.08681	0.03378	0.05207	0.7324	0.03824
V65	0.42348	0.09713	0.09494	0.04897	0.12633	0.20915
V66	0.3766	0.02708	0.15622	0.05559	0.29522	0.08928
V67	0.13639	0.10996	0.27907	0.20411	0.11287	0.15759
V68	0.59645	0.02391	0.09471	0.06949	0.09102	0.12442
V69	0.45823	0.02405	0.08186	0.03408	0.11092	0.29086
V70	0.09237	0.00627	0.20173	0.4692	0.19192	0.03853
V71	0.12666	0.19354	0.06611	0.11182	0.37381	0.12806
V72	0.44091	0.09267	0.12778	0.05169	0.13871	0.14824
V73	0.10824	6e-04	0.09336	0.58262	0.17615	0.03903
