mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.32609	0.18307	0.20788	0.15332	0.12964
V2	0.06995	0.70752	0.0677	0.10213	0.05269
V3	0.07325	0.13461	0.35106	0.42056	0.02052
V4	0.01156	0.09992	0.19608	0.0362	0.65624
V5	0.01468	0.06137	0.05962	0.06631	0.79802
V6	0.32786	0.11768	0.21885	0.23226	0.10334
V7	0.01033	0.14667	0.34618	0.06871	0.4281
V8	0.01842	0.22054	0.65194	0.10094	0.00817
V9	0.06479	0.0909	0.21467	0.61273	0.01692
V10	0.44691	0.15767	0.33592	0.03378	0.02572
V11	0.03391	0.0819	0.09285	0.03902	0.75232
V12	0.0843	0.09336	0.1848	0.28289	0.35465
V13	0.13605	0.08355	0.04003	0.39579	0.34458
V14	0.16758	0.05694	0.06581	0.61686	0.0928
V15	0.03018	0.04963	0.00623	0.8803	0.03366
V16	0.54206	0.10831	0.01649	0.32138	0.01176
V17	0.068	0.2232	0.02605	0.04675	0.63601
V18	0.09944	0.39743	0.23513	0.25157	0.01644
V19	0.02808	0.05779	0.0121	0.07864	0.82338
V20	0.00806	0.17907	0.5548	0.23994	0.01813
V21	0.0225	0.25401	0.12379	0.16074	0.43896
V22	0.74085	0.13515	0.05492	0.04326	0.02582
V23	0.07802	0.0654	0.02952	0.10308	0.72397
V24	0.4454	0.14217	0.02527	0.05923	0.32793
V25	0.02612	0.06328	0.02176	0.39123	0.49761
V26	0.4687	0.20451	0.05716	0.06456	0.20507
V27	0.13986	0.45187	0.17613	0.03416	0.19799
V28	0.03639	0.12763	0.17349	0.62082	0.04167
V29	0.01122	0.09765	0.27089	0.59534	0.0249
V30	0.67892	0.13957	0.02779	0.05914	0.09458
V31	0.41934	0.15353	0.01897	0.23646	0.1717
V32	0.81554	0.07845	0.01144	0.04862	0.04596
V33	0.02283	0.18746	0.02593	0.09706	0.66672
V34	0.15844	0.76279	0.02153	0.05248	0.00475
V35	0.115	0.56519	0.24666	0.06847	0.00469
V36	0.02862	0.19957	0.15169	0.082	0.53812
V37	0.67769	0.07003	0.00627	0.04305	0.20295
V38	0.12609	0.14954	0.37779	0.20345	0.14313
V39	0.31656	0.13562	0.25712	0.03321	0.2575
V40	0.26388	0.51932	0.02856	0.14812	0.04012
V41	0.06481	0.77069	0.02989	0.04075	0.09386
V42	0.76791	0.10107	0.02157	0.05081	0.05864
V43	0.46679	0.19962	0.26026	0.06069	0.01263
V44	0.04139	0.34849	0.46355	0.03007	0.1165
V45	0.04737	0.60067	0.10525	0.19344	0.05328
V46	0.14499	0.67664	0.08205	0.07384	0.02248
V47	0.00808	0.23636	0.7079	0.03154	0.01613
V48	0.17405	0.17347	0.18842	0.33201	0.13206
V49	0.4536	0.18927	0.17901	0.16366	0.01446
V50	0.03077	0.24296	0.68776	0.03111	0.00739
V51	0.10989	0.26887	0.17609	0.07125	0.37391
V52	0.07389	0.84348	0.02411	0.05378	0.00474
V53	0.03552	0.15873	0.01481	0.77003	0.02091
V54	0.22257	0.04789	0.0178	0.52519	0.18654
V55	0.08483	0.03771	0.00554	0.84813	0.02378
V56	0.08131	0.03299	0.01207	0.74827	0.12535
V57	0.16279	0.23254	0.43471	0.05131	0.11865
V58	0.07325	0.06675	0.11994	0.17981	0.56025
V59	0.75892	0.10327	0.06953	0.05481	0.01347
V60	0.42473	0.21306	0.10698	0.14601	0.10922
V61	0.19671	0.06073	0.03274	0.20144	0.50838
V62	0.06123	0.11734	0.24883	0.12498	0.44763
V63	0.40206	0.24064	0.06001	0.05834	0.23895
V64	0.82235	0.09185	0.02198	0.04894	0.01488
V65	0.09507	0.10157	0.04076	0.61197	0.15063
V66	0.03508	0.06409	0.11522	0.75701	0.02859
V67	0.01016	0.11762	0.27883	0.0862	0.50719
V68	0.43907	0.13075	0.28855	0.06504	0.07659
V69	0.5557	0.17321	0.15485	0.05514	0.0611
V70	0.07704	0.62564	0.05664	0.21529	0.02539
V71	0.12189	0.69389	0.05863	0.11155	0.01403
V72	0.04305	0.34598	0.03591	0.03822	0.53684
V73	0.06587	0.05987	0.09087	0.55878	0.22461
V74	0.01897	0.07798	0.01354	0.79628	0.09324
V75	0.46392	0.23172	0.23686	0.04825	0.01925
V76	0.01685	0.03907	0.02022	0.84674	0.07712
V77	0.02882	0.22243	0.67134	0.06963	0.00778
V78	0.00833	0.23868	0.69807	0.03899	0.01593
V79	0.08804	0.34884	0.04861	0.15403	0.36049
V80	0.1542	0.63725	0.01811	0.09171	0.09873
V81	0.01919	0.23629	0.70524	0.03152	0.00776
V82	0.24959	0.16035	0.03279	0.53453	0.02275
V83	0.10609	0.0983	0.02664	0.53435	0.23462
V84	0.09636	0.16255	0.01804	0.04732	0.67574
V85	0.0082	0.23634	0.70772	0.03976	0.00798
V86	0.0323	0.27363	0.2648	0.40915	0.02012
V87	0.4441	0.06917	0.04029	0.41909	0.02735
V88	0.31323	0.17064	0.05324	0.20041	0.26248
V89	0.05416	0.26146	0.60891	0.0685	0.00697
V90	0.02081	0.18214	0.06087	0.0949	0.64128
V91	0.01544	0.052	0.0711	0.83864	0.02282
V92	0.23598	0.0831	0.03327	0.05308	0.59457
V93	0.01557	0.1272	0.14269	0.51472	0.19982
V94	0.04225	0.16611	0.03089	0.23444	0.52631
V95	0.06685	0.21125	0.03215	0.10272	0.58702
V96	0.70566	0.08163	0.02622	0.05985	0.12664
V97	0.16271	0.0774	0.04718	0.10564	0.60707
V98	0.06065	0.3508	0.16915	0.14264	0.27676
V99	0.49974	0.14371	0.01228	0.22893	0.11534
V100	0.51491	0.17447	0.04874	0.07794	0.18394
V101	0.0855	0.82533	0.03174	0.05293	0.00451
V102	0.31721	0.23977	0.12042	0.12649	0.19611
V103	0.13044	0.04815	0.01662	0.04283	0.76196
V104	0.05269	0.36352	0.08781	0.04362	0.45237
V105	0.01542	0.06434	0.04584	0.07496	0.79944
V106	0.06625	0.68872	0.15852	0.0452	0.04131
V107	0.06053	0.3177	0.53001	0.07744	0.01432
V108	0.02675	0.31567	0.61979	0.03114	0.00665
V109	0.06576	0.20506	0.05928	0.27934	0.39057
V110	0.20239	0.45089	0.17325	0.15103	0.02244
V111	0.29777	0.28737	0.36919	0.04008	0.00559
V112	0.18729	0.0603	0.09413	0.45133	0.20695
V113	0.23828	0.07176	0.09248	0.14872	0.44876
V114	0.54081	0.11719	0.04615	0.18442	0.11142
V115	0.76734	0.07317	0.01093	0.05138	0.09718
V116	0.01806	0.05395	0.01311	0.04874	0.86613
V117	0.05915	0.20423	0.60079	0.10507	0.03077
V118	0.05137	0.03651	0.00579	0.86461	0.04172
V119	0.31989	0.13134	0.29542	0.24392	0.00943
V120	0.01739	0.19826	0.61323	0.131	0.04013
V121	0.2388	0.61827	0.01778	0.04858	0.07656
V122	0.04086	0.34715	0.08789	0.26053	0.26356
V123	0.46857	0.09731	0.06588	0.19511	0.17313
V124	0.21805	0.13416	0.06086	0.22068	0.36625
V125	0.0534	0.46613	0.42698	0.0401	0.01339
V126	0.16241	0.21142	0.18915	0.12603	0.311
V127	0.27553	0.16622	0.46613	0.07858	0.01354
V128	0.25513	0.65496	0.02598	0.04176	0.02218
V129	0.2629	0.12178	0.2172	0.17663	0.2215
V130	0.03734	0.44123	0.05154	0.26563	0.20426
V131	0.02282	0.08377	0.19184	0.68289	0.01868
V132	0.35179	0.06286	0.00624	0.32684	0.25227
V133	0.00974	0.17689	0.44383	0.09783	0.27172
V134	0.07967	0.20328	0.58119	0.05028	0.08557
V135	0.03126	0.24371	0.55975	0.0513	0.11397
V136	0.83863	0.08211	0.01209	0.05145	0.01571
V137	0.78952	0.09504	0.01132	0.07059	0.03353
V138	0.25159	0.1608	0.07466	0.14332	0.36963
V139	0.13267	0.06635	0.13348	0.64241	0.02508
V140	0.03151	0.07309	0.13456	0.03773	0.72312
V141	0.02773	0.31252	0.5171	0.1273	0.01534
V142	0.21048	0.10601	0.26251	0.13534	0.28567
V143	0.02605	0.26329	0.40292	0.15939	0.14835
V144	0.49684	0.21323	0.06315	0.14466	0.08212
V145	0.008	0.23431	0.6873	0.04642	0.02397
V146	0.04116	0.29687	0.01895	0.33806	0.30495
V147	0.10471	0.21168	0.5174	0.12815	0.03807
V148	0.19717	0.67748	0.0266	0.07587	0.02289
V149	0.01812	0.03612	0.00639	0.86998	0.06939
V150	0.15675	0.28055	0.45543	0.03057	0.07669
