mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.2699	0.08144	0.25392	0.18226	0.21248
V2	0.08215	0.45217	0.11928	0.19787	0.14853
V3	0.05289	0.0726	0.38247	0.47545	0.01659
V4	0.00239	0.03478	0.1669	0.01528	0.78065
V5	0.00245	0.01298	0.04411	0.03761	0.90286
V6	0.25775	0.0563	0.2581	0.27117	0.15667
V7	0.00316	0.06336	0.32255	0.05188	0.55905
V8	0.01237	0.14804	0.73015	0.10563	0.00381
V9	0.04324	0.04269	0.22536	0.68213	0.00657
V10	0.39992	0.09828	0.43481	0.0258	0.04118
V11	0.01416	0.02119	0.07416	0.01612	0.87438
V12	0.05276	0.03428	0.17646	0.2687	0.4678
V13	0.0887	0.02096	0.03571	0.39608	0.45854
V14	0.11797	0.01814	0.0688	0.67951	0.11558
V15	0.01532	0.00919	0.00395	0.94874	0.0228
V16	0.50301	0.04041	0.02107	0.42637	0.00915
V17	0.03876	0.06159	0.01784	0.0275	0.8543
V18	0.09187	0.19319	0.32991	0.3635	0.02153
V19	0.00921	0.00824	0.00393	0.04739	0.93124
V20	0.00379	0.1122	0.60339	0.26471	0.0159
V21	0.00975	0.08179	0.12275	0.15665	0.62907
V22	0.76236	0.06957	0.08178	0.03757	0.04872
V23	0.04106	0.01241	0.02039	0.07399	0.85214
V24	0.3556	0.04557	0.02565	0.04783	0.52535
V25	0.01037	0.01187	0.01532	0.35368	0.60876
V26	0.423	0.0796	0.0702	0.06328	0.36392
V27	0.12965	0.20875	0.24341	0.02924	0.38895
V28	0.02204	0.05029	0.18408	0.70106	0.04253
V29	0.00441	0.04993	0.27912	0.6493	0.01724
V30	0.67147	0.0587	0.0371	0.05796	0.17477
V31	0.35235	0.05247	0.02039	0.28942	0.28537
V32	0.81396	0.04079	0.01718	0.0411	0.08696
V33	0.00769	0.04723	0.01706	0.075	0.85301
V34	0.25364	0.60842	0.02369	0.10182	0.01243
V35	0.12743	0.34003	0.4226	0.1035	0.00643
V36	0.0133	0.0628	0.14239	0.06459	0.71692
V37	0.59977	0.02478	0.00698	0.0295	0.33896
V38	0.09508	0.07565	0.40277	0.22113	0.20537
V39	0.23855	0.06359	0.28387	0.02038	0.39361
V40	0.32089	0.28177	0.03823	0.26333	0.09579
V41	0.07647	0.53173	0.03775	0.0612	0.29284
V42	0.75955	0.04896	0.03178	0.04672	0.113
V43	0.45023	0.11237	0.35333	0.06568	0.01838
V44	0.03065	0.17959	0.57097	0.02278	0.19601
V45	0.04333	0.32411	0.17111	0.34064	0.12081
V46	0.19443	0.45017	0.15594	0.13649	0.06296
V47	0.00427	0.16632	0.79176	0.02133	0.01632
V48	0.13498	0.0696	0.21548	0.38508	0.19487
V49	0.43122	0.09234	0.24234	0.21524	0.01886
V50	0.02202	0.16826	0.78434	0.02178	0.0036
V51	0.07933	0.09684	0.18913	0.06288	0.57183
V52	0.10808	0.73705	0.02705	0.1151	0.01272
V53	0.02039	0.0489	0.01259	0.90877	0.00935
V54	0.15647	0.01091	0.01656	0.56576	0.25031
V55	0.05569	0.00616	0.00394	0.92424	0.00997
V56	0.05147	0.00478	0.01004	0.78035	0.15336
V57	0.13156	0.12155	0.51019	0.04677	0.18994
V58	0.04123	0.02041	0.10504	0.15119	0.68212
V59	0.76238	0.05743	0.10334	0.05477	0.02208
V60	0.38766	0.09142	0.14153	0.18511	0.19428
V61	0.12426	0.01361	0.02698	0.1799	0.65526
V62	0.03611	0.04553	0.23125	0.10769	0.57941
V63	0.35354	0.09368	0.07297	0.05483	0.42497
V64	0.84675	0.05102	0.03385	0.0432	0.02518
V65	0.06324	0.02826	0.03942	0.66954	0.19954
V66	0.02045	0.02451	0.11912	0.81667	0.01925
V67	0.0025	0.04712	0.24993	0.0654	0.63504
V68	0.37885	0.07586	0.35506	0.06412	0.12611
V69	0.53429	0.08604	0.21226	0.05561	0.1118
V70	0.08402	0.35879	0.08932	0.41084	0.05702
V71	0.16432	0.46215	0.10624	0.23008	0.03722
V72	0.02337	0.11031	0.02868	0.02272	0.81493
V73	0.04	0.01866	0.08723	0.56799	0.28613
V74	0.00737	0.01855	0.01098	0.85274	0.11036
V75	0.45987	0.12708	0.33128	0.04901	0.03276
V76	0.00589	0.00685	0.01821	0.88546	0.0836
V77	0.02035	0.15344	0.7547	0.06782	0.00368
V78	0.00445	0.16514	0.78351	0.03071	0.0162
V79	0.06455	0.12081	0.04755	0.17343	0.59367
V80	0.19103	0.36848	0.01481	0.15961	0.26606
V81	0.01286	0.16761	0.79435	0.02161	0.00357
V82	0.20592	0.05629	0.03711	0.67993	0.02075
V83	0.07026	0.02527	0.02388	0.56553	0.31505
V84	0.05631	0.03987	0.01033	0.02606	0.86743
V85	0.00435	0.16702	0.7939	0.03115	0.00358
V86	0.02141	0.12265	0.32004	0.51661	0.01929
V87	0.37193	0.02555	0.04906	0.52206	0.0314
V88	0.24536	0.0569	0.05724	0.22607	0.41442
V89	0.04196	0.16534	0.71773	0.07103	0.00394
V90	0.00711	0.04913	0.05034	0.07354	0.81988
V91	0.00586	0.01672	0.07259	0.89586	0.00897
V92	0.14911	0.01984	0.02678	0.03134	0.77294
V93	0.00609	0.04329	0.14283	0.54396	0.26383
V94	0.02121	0.04254	0.02338	0.21844	0.69443
V95	0.0384	0.05773	0.02422	0.08605	0.79361
V96	0.65155	0.03427	0.03471	0.05574	0.22373
V97	0.09919	0.01845	0.03871	0.08285	0.76079
V98	0.04335	0.13654	0.19843	0.16263	0.45905
V99	0.45519	0.05064	0.01344	0.28689	0.19385
V100	0.4702	0.06651	0.05971	0.08157	0.32201
V101	0.12706	0.70226	0.04908	0.10948	0.01212
V102	0.26787	0.09712	0.14967	0.14836	0.33699
V103	0.07057	0.00727	0.00915	0.01786	0.89515
V104	0.03292	0.12458	0.08984	0.03164	0.72103
V105	0.00275	0.01273	0.03249	0.04536	0.90667
V106	0.07451	0.44297	0.30219	0.06777	0.11256
V107	0.04917	0.18422	0.66109	0.08785	0.01767
