Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01195	0.03271	0.00289	0.00601	0.08932	0.00288	0.03341	0	0.00684	0.81398
V2	0.60735	0.01668	0.04061	0	0.03054	0.23971	0.0616	0.00351	0	0
V3	0.1137	0.09896	0.07019	0.00754	0.39626	0.01806	0.10897	0.10033	0.01943	0.06655
V4	0.0102	0.08763	0.03067	0	0.0361	0.08843	0.02508	0.00746	0.44535	0.26908
V5	0.00368	0.09703	0.00713	0.05768	0	0.06215	0.03704	0	0	0.73529
V6	0.00792	0.13282	0.1459	0.01534	0.55067	0.03344	0.01284	0.03588	0.01485	0.05033
V7	0	0.55967	0	0.01354	0.26891	0.01272	0.07485	0.044	0.00473	0.02157
V8	0	0.61192	0.04348	0.01593	0.02401	0.02848	0.03178	0.21297	0.01756	0.01386
V9	0.01369	0.00012	0.07985	0.1059	0.03731	0.03204	0.27723	0.39639	0.02634	0.03114
V10	0	0.14362	0	0	0.61282	0.06973	0.02828	0.09155	0.00485	0.04914
V11	0.0097	0.59753	0.00485	0.01045	0.02341	0.05476	0.03311	0.19257	0.0453	0.02833
V12	0.02983	0.03386	0.15911	0.40844	0.01632	0.00151	0.11215	0.00323	0.01561	0.21993
V13	0.09443	0.0116	0.10915	0.00689	0.04814	0.12905	0.4608	0.00446	0.09028	0.0452
V14	0.07664	0.46513	0.12929	0.06291	0.04333	0.05332	0.14837	0.00131	0.01089	0.0088
V15	0.29463	0.01782	0.13572	0.45806	0.01525	0.01809	0.03408	0.00544	0.02091	0
V16	0.03658	0.0694	0.21054	0.47338	0.02837	0.05143	0.00635	0	0.10398	0.01996
V17	0.01199	0.11229	0	0.00371	0	0.07016	0.0639	0.00195	0.00529	0.7307
V18	0.0746	0.06161	0.0424	0.22143	0	0.00696	0.01816	0	0.00485	0.56999
V19	0	0	0	0.04234	0	0.0713	0.0374	0.00291	0	0.84606
V20	0	0.22154	0.00307	0.01839	0.01152	0.01034	0.55738	0.0303	0	0.14745
V21	0.09839	0.4369	0.02138	0.00318	0.02043	0.33151	0.05948	0.01539	0.00559	0.00777
V22	0	0	0	0	0	0.01689	0.04268	0.18114	0.02858	0.73071
V23	0.26901	0.02997	0.46515	0.03969	0	0.01158	0.01491	0	0.0191	0.15059
V24	0.02214	0.64736	0.04217	0.01807	0.03739	0.00468	0.09401	0.04848	0.07796	0.00775
V25	0.02407	0.11562	0.01082	0.01365	0.03208	0.1172	0.05272	0	0.1135	0.52034
V26	0.01297	0	0.06319	0	0.02915	0.04096	0.08936	0.73408	0.01109	0.0192
V27	0	0.0819	0	0	0.28099	0.00259	0.03882	0	0.00311	0.59258
V28	0.2384	0	0.00214	0.00241	0	0.01834	0.04789	0.01799	0	0.67283
V29	0.00526	0.69475	0	0.02146	0.01996	0.10065	0.03154	0.00468	0.00187	0.11983
V30	0.00727	0.00791	0.0988	0.00388	0.03179	0.29568	0.32843	0	0.18595	0.0403
V31	0.00956	0.38627	0.19313	0.02147	0.07396	0.01375	0.03032	0.23285	0.0168	0.02189
V32	0.47122	0.06072	0.03398	0	0.24002	0.03992	0.04328	0	0.06894	0.04193
V33	0.05871	0.02151	0.21928	0.42297	0.01759	0.00174	0.22755	0	0.01743	0.01322
V34	0	0.06429	0	0	0.13408	0.00357	0.03192	0.00554	0.0303	0.73029
V35	0.00453	0.88328	0.00104	0.02545	0.03536	0.00921	0.02862	0.00377	0.00875	0
V36	0.05023	0.01574	0.01201	0.01129	0.04334	0.0092	0.79397	0.02218	0	0.04205
V37	0	0.56311	0.00012	0.01895	0.04151	0.00125	0.32044	0.0157	0.00794	0.03099
V38	0.13594	0.00157	0.05496	0.13865	0.02941	9e-04	0.59672	0.00163	0.0088	0.03142
V39	0.08515	0.00772	0.0576	0.13423	0.05962	0.00185	0.58345	0.01325	0.00903	0.04809
V40	0.1204	0.04162	0.60766	0.05218	0.09905	0.00667	0.01098	0	0.02704	0.0344
V41	0.60666	0.06591	0.07248	0	0.02336	0.00601	0.01737	0.00654	0.17628	0.02537
V42	0	0.63852	0	0.00995	0.26251	0.00159	0.01024	0	0.00644	0.07075
V43	0.14012	0.05164	0.10359	0.06031	0.19717	0.04346	0.24475	0.01412	0.11109	0.03375
V44	0.03115	0.00418	0.54363	0.04076	0.01337	0.01919	0.03475	0.26988	0.03003	0.01307
V45	0.01088	0.00141	0.04409	0	0.04153	0.01362	0.30788	0	0.47043	0.11015
V46	0.1713	0.09099	0.04893	0.17038	0	0.00122	0.01728	0.00851	0.00456	0.48684
V47	2e-04	0	0.01138	0.01362	0.02472	0.00855	0.87512	0.00261	0.0028	0.06098
V48	0.00397	0	0	2e-04	0	0.00292	0.03804	0	0.0587	0.89618
V49	0.2266	0	0.02031	0	0.02594	0.0317	0.06397	0.62547	0.006	0
V50	0.30029	0.16918	0.03042	0	0.03071	0.41965	0.04974	0	0	0
V51	0.16846	0.02384	0.52075	0.03943	0.07389	0.00895	0.02154	0.03885	0.06034	0.04394
V52	0.02303	0.00518	0.17921	0.28325	0.01992	0.00179	0.43941	0.00457	0.01821	0.02544
V53	0.4264	0.0132	0.10745	0.07139	0	0.00583	0.02795	0.09758	0.00472	0.24548
V54	0	0.04535	0	0	0.18767	0.68578	0.07478	0	0	0.00642
V55	0.03898	0.033	0.13648	0.61729	0.07268	0.01097	0.03443	0	0.02091	0.03526
V56	0.14993	0.03183	0.4691	0.05037	0.07756	0.14342	0.02297	0	0.01729	0.03753
V57	0.03721	0.01177	0.52985	0.20126	0.01209	0.01647	0.01932	0.01638	0.09756	0.0581
V58	0.01775	0.19283	0.07767	0.10736	0.02894	0.50208	0.07172	0	0.00165	0
