CD19B	CD56NK	CD4MemoryT	CD14
V1	0.34058	0.08181	0.23964	0.33796
V2	0.13161	0.12134	0.17674	0.57031
V3	0.08008	0.38048	0.18776	0.35168
V4	0.52626	0.1175	0.16418	0.19206
V5	0.11653	0.32559	0.30115	0.25673
V6	0.08797	0.51424	0.21663	0.18116
V7	0.12856	0.25564	0.20994	0.40586
V8	0.15642	0.12755	0.54688	0.16915
V9	0.17224	0.19285	0.17997	0.45494
V10	0.10186	0.1356	0.58437	0.17817
V11	0.17599	0.27976	0.38536	0.15889
V12	0.07942	0.39119	0.36472	0.16468
V13	0.18583	0.43309	0.19946	0.18163
V14	0.08139	0.53733	0.20993	0.17135
V15	0.11486	0.38024	0.24528	0.25962
V16	0.54918	0.07975	0.1726	0.19846
V17	0.0929	0.51418	0.21138	0.18154
V18	0.35024	0.25232	0.20295	0.19449
V19	0.12989	0.48982	0.20452	0.17577
V20	0.13425	0.30191	0.18609	0.37775
V21	0.15434	0.14568	0.53049	0.16949
V22	0.0778	0.13387	0.24453	0.5438
V23	0.27498	0.12507	0.44137	0.15858
V24	0.57467	0.07098	0.17708	0.17728
V25	0.22677	0.20176	0.22985	0.34162
V26	0.24755	0.26971	0.18653	0.29622
V27	0.11053	0.10174	0.15723	0.6305
V28	0.09496	0.14486	0.61492	0.14526
V29	0.30255	0.1144	0.40541	0.17764
V30	0.11698	0.19892	0.2884	0.39569
V31	0.1663	0.18896	0.30243	0.34231
V32	0.1023	0.09129	0.15922	0.64719
V33	0.08811	0.34465	0.34987	0.21736
V34	0.15534	0.13634	0.539	0.16931
V35	0.13318	0.44222	0.24024	0.18436
V36	0.08074	0.12403	0.36693	0.4283
V37	0.33074	0.11045	0.20757	0.35123
V38	0.27318	0.08166	0.23685	0.40831
V39	0.13731	0.36466	0.25065	0.24737
V40	0.10136	0.49234	0.24371	0.16258
V41	0.05513	0.41026	0.20967	0.32495
V42	0.17441	0.103	0.24963	0.47295
V43	0.14014	0.27357	0.41297	0.17332
V44	0.0933	0.15442	0.50187	0.25042
V45	0.10814	0.38205	0.29491	0.2149
V46	0.48935	0.10719	0.22829	0.17516
V47	0.29376	0.1891	0.32457	0.19257
V48	0.48792	0.15109	0.17157	0.18942
V49	0.44193	0.16183	0.16813	0.22812
V50	0.08568	0.49817	0.24791	0.16823
V51	0.21841	0.29372	0.3069	0.18097
V52	0.10364	0.17479	0.55432	0.16725
V53	0.44995	0.13652	0.24603	0.1675
V54	0.2841	0.19244	0.34945	0.17401
V55	0.16997	0.15526	0.27062	0.40416
V56	0.09012	0.09062	0.18199	0.63728
V57	0.09855	0.50961	0.216	0.17584
V58	0.38308	0.0688	0.17618	0.37194
V59	0.27529	0.28965	0.23775	0.19732
V60	0.13585	0.17136	0.30965	0.38314
V61	0.48336	0.11552	0.17098	0.23014
V62	0.53567	0.081	0.19832	0.18501
V63	0.06241	0.49616	0.26337	0.17806
V64	0.051	0.50282	0.19693	0.24925
V65	0.07691	0.08764	0.1864	0.64904
V66	0.15835	0.42733	0.20544	0.20889
V67	0.15168	0.26806	0.41796	0.16229
V68	0.13516	0.14824	0.16596	0.55063
V69	0.08949	0.26723	0.46199	0.18128
V70	0.33597	0.15992	0.25961	0.2445
V71	0.15447	0.1319	0.33097	0.38266
V72	0.35009	0.15766	0.2149	0.27735
V73	0.13199	0.39117	0.26006	0.21678
V74	0.11299	0.22541	0.51443	0.14716
V75	0.43657	0.0755	0.25852	0.22941
V76	0.06608	0.17023	0.24043	0.52326
V77	0.07855	0.21555	0.16285	0.54305
V78	0.21293	0.1448	0.24752	0.39476
V79	0.09161	0.16793	0.53811	0.20236
V80	0.25704	0.1143	0.41856	0.2101
V81	0.1164	0.19754	0.53439	0.15168
V82	0.09357	0.15817	0.59772	0.15054
V83	0.1259	0.16753	0.19377	0.51279
V84	0.25725	0.10648	0.23466	0.40161
V85	0.12396	0.25648	0.36121	0.25836
V86	0.11535	0.14681	0.56536	0.17248
V87	0.06933	0.49406	0.22896	0.20765
V88	0.14977	0.12218	0.27949	0.44856
V89	0.08004	0.09903	0.23726	0.58367
V90	0.06394	0.52555	0.23569	0.17482
V91	0.07473	0.45484	0.28908	0.18136
V92	0.30421	0.10528	0.3461	0.24441
V93	0.5356	0.06367	0.15607	0.24466
V94	0.06459	0.29556	0.1797	0.46015
V95	0.18552	0.30121	0.25961	0.25366
V96	0.0989	0.12519	0.16349	0.61242
V97	0.42441	0.13208	0.27375	0.16976
V98	0.42413	0.22114	0.17458	0.18016
V99	0.49068	0.09439	0.24018	0.17475
V100	0.13103	0.13726	0.56948	0.16223
V101	0.07728	0.09193	0.14822	0.68258
V102	0.56381	0.08336	0.16505	0.18778
V103	0.07606	0.10452	0.18767	0.63175
V104	0.063	0.55298	0.21237	0.17165
V105	0.07697	0.53733	0.21463	0.17107
V106	0.1247	0.35234	0.34032	0.18264
V107	0.17221	0.20894	0.43435	0.18449
V108	0.12782	0.46139	0.24893	0.16185
V109	0.08589	0.18941	0.43431	0.29039
V110	0.07821	0.51505	0.22591	0.18083
V111	0.5611	0.06251	0.19618	0.18022
V112	0.14047	0.132	0.35361	0.37393
V113	0.15639	0.14078	0.24009	0.46274
V114	0.17989	0.10357	0.19207	0.52447
V115	0.06261	0.46582	0.30759	0.16398
V116	0.1394	0.25258	0.34781	0.26021
V117	0.41063	0.20041	0.19289	0.19607
V118	0.13259	0.36592	0.20282	0.29868
V119	0.11788	0.11647	0.17628	0.58936
V120	0.13036	0.15518	0.55758	0.15688
V121	0.36164	0.14195	0.21288	0.28353
V122	0.58404	0.05954	0.1673	0.18913
V123	0.05778	0.32908	0.1985	0.41464
V124	0.40092	0.21748	0.17312	0.20848
V125	0.25544	0.29673	0.27026	0.17757
V126	0.0828	0.15119	0.17866	0.58734
V127	0.14957	0.11736	0.27349	0.45958
V128	0.08505	0.0925	0.19513	0.62732
