CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42212	0.09991	0.1608	0.31718
V2	0.16192	0.15236	0.09695	0.58876
V3	0.09136	0.50866	0.0734	0.32659
V4	0.65905	0.17141	0.03741	0.13213
V5	0.13167	0.4234	0.22152	0.22341
V6	0.09679	0.69754	0.08377	0.1219
V7	0.1531	0.33602	0.11724	0.39364
V8	0.16094	0.1254	0.57683	0.13684
V9	0.21113	0.25367	0.08589	0.44931
V10	0.08268	0.13122	0.63485	0.15125
V11	0.19847	0.35641	0.33485	0.11027
V12	0.07258	0.50962	0.30229	0.11551
V13	0.22685	0.58452	0.06586	0.12278
V14	0.08961	0.7288	0.07429	0.10731
V15	0.13458	0.50011	0.14282	0.22249
V16	0.68697	0.11799	0.0536	0.14144
V17	0.10399	0.69664	0.07763	0.12174
V18	0.43359	0.34572	0.08031	0.14037
V19	0.15405	0.66179	0.07014	0.11402
V20	0.16271	0.4021	0.07734	0.35785
V21	0.16018	0.15135	0.55294	0.13554
V22	0.08589	0.1624	0.1876	0.56411
V23	0.32495	0.13545	0.42244	0.11716
V24	0.72188	0.10483	0.05734	0.11595
V25	0.27578	0.26253	0.14046	0.32122
V26	0.30444	0.3645	0.06903	0.26203
V27	0.1343	0.12644	0.07885	0.66041
V28	0.07133	0.14103	0.67908	0.10855
V29	0.36201	0.12386	0.37591	0.13823
V30	0.13193	0.24922	0.22915	0.3897
V31	0.19348	0.23754	0.23995	0.32903
V32	0.12338	0.10908	0.08593	0.68161
V33	0.08842	0.44389	0.28675	0.18094
V34	0.16006	0.13851	0.56504	0.13639
V35	0.15831	0.59173	0.12129	0.12868
V36	0.07832	0.13199	0.35	0.43968
V37	0.41026	0.14569	0.11393	0.33011
V38	0.33781	0.09576	0.16466	0.40177
V39	0.16299	0.48084	0.14794	0.20823
V40	0.11315	0.66746	0.1186	0.10079
V41	0.05749	0.54424	0.10071	0.29756
V42	0.21275	0.11822	0.18805	0.48098
V43	0.1496	0.34525	0.37383	0.13131
V44	0.08098	0.16435	0.51745	0.23722
V45	0.12124	0.50089	0.20563	0.17223
V46	0.61006	0.14432	0.12726	0.11836
V47	0.35582	0.23716	0.25679	0.15023
V48	0.60957	0.21452	0.04516	0.13074
V49	0.55079	0.22858	0.0401	0.18054
V50	0.0921	0.67512	0.12591	0.10687
V51	0.26195	0.38357	0.22252	0.13195
V52	0.08645	0.1906	0.5885	0.13445
V53	0.55922	0.18331	0.14714	0.11033
V54	0.34087	0.24068	0.29027	0.12817
V55	0.20241	0.19099	0.2072	0.3994
V56	0.1056	0.10466	0.11816	0.67158
V57	0.11107	0.69147	0.08307	0.11438
V58	0.47934	0.09287	0.07752	0.35027
V59	0.3369	0.388	0.12812	0.14698
V60	0.15429	0.21128	0.25708	0.37735
V61	0.60308	0.16503	0.0499	0.18198
V62	0.66928	0.11408	0.08933	0.1273
V63	0.05819	0.6704	0.15007	0.12134
V64	0.05168	0.67639	0.06804	0.20389
V65	0.08727	0.10071	0.12501	0.68702
V66	0.19224	0.57178	0.07841	0.15756
V67	0.16433	0.33766	0.38096	0.11705
V68	0.16636	0.18916	0.08102	0.56346
V69	0.08006	0.32819	0.44591	0.14584
V70	0.41425	0.20893	0.16953	0.20729
V71	0.17768	0.15524	0.28746	0.37962
V72	0.4334	0.20969	0.11207	0.24484
V73	0.15527	0.51757	0.15488	0.17228
V74	0.10359	0.266	0.52529	0.10512
V75	0.54201	0.09219	0.17631	0.18948
V76	0.06998	0.21494	0.1775	0.53758
V77	0.09275	0.28258	0.07338	0.55129
V78	0.25837	0.17983	0.17577	0.38603
V79	0.07368	0.18098	0.56652	0.17882
V80	0.3042	0.11858	0.3967	0.18052
V81	0.10656	0.22482	0.5561	0.11252
V82	0.0696	0.1599	0.65542	0.11508
V83	0.15348	0.21443	0.11239	0.5197
V84	0.31637	0.12819	0.16087	0.39457
V85	0.13632	0.32467	0.30562	0.23339
V86	0.10344	0.14885	0.60473	0.14298
V87	0.07069	0.66431	0.10847	0.15653
V88	0.1781	0.14402	0.22439	0.45349
V89	0.09001	0.11027	0.18687	0.61285
V90	0.06339	0.71159	0.10977	0.11525
V91	0.07445	0.60676	0.18957	0.12923
V92	0.37	0.11823	0.2963	0.21547
V93	0.66976	0.09588	0.03651	0.19785
V94	0.07198	0.38939	0.08319	0.45545
V95	0.22327	0.39707	0.16251	0.21715
V96	0.11999	0.15797	0.08468	0.63736
V97	0.52624	0.17371	0.18422	0.11583
V98	0.52625	0.31019	0.0426	0.12096
V99	0.61146	0.12518	0.14406	0.1193
V100	0.12382	0.1371	0.61007	0.12901
V101	0.0901	0.11111	0.07524	0.72355
V102	0.70693	0.12382	0.04171	0.12754
V103	0.08472	0.12434	0.1242	0.66674
V104	0.06201	0.75426	0.07609	0.10763
V105	0.08163	0.73046	0.08045	0.10745
V106	0.13644	0.45765	0.26875	0.13716
V107	0.19024	0.25095	0.41101	0.14779
V108	0.15019	0.6198	0.12943	0.10057
V109	0.07828	0.22359	0.41994	0.27819
V110	0.08358	0.69856	0.09581	0.12205
V111	0.70316	0.08732	0.08738	0.12215
V112	0.15789	0.15194	0.31821	0.37196
V113	0.18787	0.17301	0.1729	0.46622
V114	0.22427	0.12621	0.11366	0.53586
V115	0.05458	0.62227	0.21562	0.10753
V116	0.15686	0.32265	0.28667	0.23382
V117	0.51016	0.27729	0.07009	0.14245
V118	0.16099	0.48563	0.08796	0.26542
V119	0.14483	0.14567	0.09883	0.61066
V120	0.12205	0.16253	0.59402	0.1214
V121	0.44756	0.18986	0.11072	0.25186
V122	0.73582	0.09134	0.04382	0.12901
V123	0.06335	0.43406	0.10129	0.40131
V124	0.49861	0.30337	0.0424	0.15562
V125	0.30882	0.39201	0.17356	0.12561
V126	0.09791	0.19167	0.10199	0.60843
V127	0.17793	0.13573	0.21951	0.46684
V128	0.09709	0.106	0.13479	0.66211
V129	0.44187	0.26464	0.15851	0.13498
V130	0.05718	0.5579	0.27731	0.10761
V131	0.0625	0.70538	0.06859	0.16353
V132	0.71569	0.09168	0.05707	0.13556
V133	0.69586	0.09964	0.0765	0.128
V134	0.13311	0.36095	0.14749	0.35845
V135	0.12784	0.11334	0.17455	0.58427
V136	0.21286	0.36619	0.06897	0.35198
V137	0.49965	0.12358	0.21002	0.16676
V138	0.1946	0.3754	0.17595	0.25405
V139	0.28525	0.24479	0.18313	0.28683
V140	0.09523	0.15395	0.10217	0.64865
V141	0.1123	0.22135	0.38761	0.27874
V142	0.61357	0.09417	0.17876	0.1135
V143	0.33129	0.2816	0.10137	0.28575
V144	0.17386	0.20687	0.16782	0.45145
V145	0.04864	0.62851	0.21544	0.10741
V146	0.11195	0.10403	0.08763	0.69639
V147	0.69483	0.10449	0.05223	0.14846
V148	0.15783	0.16342	0.4125	0.26624
V149	0.22887	0.46057	0.20131	0.10925
V150	0.12503	0.28306	0.42438	0.16753
V151	0.18728	0.52472	0.08667	0.20132
V152	0.20866	0.40823	0.20085	0.18225
V153	0.12221	0.6043	0.08076	0.19273
V154	0.21743	0.41884	0.23325	0.13047
V155	0.37175	0.2067	0.2353	0.18624
V156	0.09257	0.21352	0.48825	0.20566
V157	0.26057	0.21667	0.2503	0.27246
V158	0.09022	0.09961	0.08494	0.72523
V159	0.67253	0.13626	0.03694	0.15427
V160	0.51808	0.09379	0.09203	0.29609
V161	0.20426	0.09934	0.08404	0.61236
V162	0.10866	0.29859	0.12001	0.47274
V163	0.12339	0.43008	0.17332	0.27321
V164	0.27405	0.3127	0.12902	0.28424
V165	0.07637	0.2679	0.07012	0.58562
V166	0.08156	0.16125	0.11402	0.64317
V167	0.28806	0.09189	0.06093	0.55912
V168	0.24077	0.49234	0.11641	0.15049
V169	0.18885	0.1327	0.0892	0.58925
V170	0.14478	0.12689	0.37654	0.35178
V171	0.15398	0.2815	0.42505	0.13947
V172	0.55781	0.09668	0.2253	0.12021
V173	0.09207	0.19125	0.09741	0.61927
V174	0.0841	0.207	0.11792	0.59098
V175	0.11858	0.12137	0.55191	0.20813
V176	0.05254	0.66036	0.17967	0.10743
V177	0.04807	0.76513	0.07223	0.11457
V178	0.05429	0.61208	0.07229	0.26134
V179	0.17954	0.11393	0.29147	0.41507
V180	0.06403	0.71332	0.12218	0.10047
V181	0.17645	0.20425	0.38944	0.22985
V182	0.26317	0.23672	0.34472	0.15539
V183	0.16734	0.65436	0.0706	0.1077
V184	0.75946	0.08491	0.03921	0.11642
V185	0.43815	0.39108	0.05841	0.11236
V186	0.13841	0.43163	0.22783	0.20213
V187	0.72956	0.09223	0.05595	0.12226
V188	0.10774	0.24808	0.06783	0.57634
V189	0.60905	0.10434	0.0538	0.23281
V190	0.51578	0.10595	0.2591	0.11917
V191	0.18949	0.25768	0.41243	0.1404
V192	0.24828	0.41812	0.09389	0.23971
V193	0.46306	0.12411	0.20343	0.2094
V194	0.06835	0.7343	0.07537	0.12198
V195	0.07669	0.14082	0.66735	0.11515
V196	0.08667	0.13978	0.07922	0.69432
V197	0.32446	0.12945	0.07511	0.47098
V198	0.10304	0.45208	0.29349	0.1514
V199	0.17798	0.11855	0.17215	0.53132
V200	0.13984	0.47468	0.07781	0.30767
V201	0.12228	0.47654	0.18595	0.21523
V202	0.08327	0.12846	0.54328	0.24499
V203	0.16742	0.40544	0.30314	0.12399
V204	0.06193	0.44977	0.07395	0.41435
V205	0.08255	0.15881	0.63694	0.1217
V206	0.1023	0.18374	0.6001	0.11386
V207	0.15264	0.22594	0.10201	0.5194
V208	0.23907	0.16068	0.47852	0.12173
V209	0.24912	0.41924	0.10731	0.22433
V210	0.10779	0.61973	0.13025	0.14223
V211	0.33278	0.103	0.07918	0.48504
V212	0.40722	0.13573	0.32737	0.12968
V213	0.4792	0.11491	0.12377	0.28212
V214	0.2716	0.21365	0.16404	0.3507
V215	0.24817	0.16336	0.07216	0.51631
V216	0.10206	0.09885	0.08323	0.71587
V217	0.08891	0.43463	0.21029	0.26617
V218	0.12468	0.40034	0.17278	0.3022
V219	0.124	0.52539	0.07223	0.27837
V220	0.05205	0.65601	0.07293	0.21901
V221	0.60702	0.08868	0.04346	0.26084
V222	0.26919	0.20493	0.28145	0.24443
V223	0.0705	0.21752	0.54231	0.16967
V224	0.74934	0.08512	0.04969	0.11585
V225	0.08338	0.70026	0.10969	0.10666
V226	0.2737	0.1723	0.43196	0.12203
V227	0.6063	0.09391	0.17288	0.12691
V228	0.57849	0.14151	0.09114	0.18885
V229	0.08319	0.13928	0.64798	0.12955
V230	0.08972	0.11113	0.08454	0.71461
V231	0.07798	0.28576	0.13896	0.4973
V232	0.08414	0.53384	0.06366	0.31835
V233	0.42961	0.16577	0.1814	0.22322
V234	0.06903	0.72341	0.09163	0.11593
V235	0.31661	0.15393	0.39228	0.13718
V236	0.1029	0.1655	0.56088	0.17073
V237	0.17145	0.10061	0.08769	0.64025
V238	0.14444	0.48272	0.22949	0.14335
V239	0.10609	0.36296	0.08033	0.45062
