cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.54619	0.02394	0.17429	0.25558
V2	0.14079	0.09484	0.07685	0.68752
V3	0.07279	0.619	0.02229	0.28592
V4	0.83457	0.14362	0.00663	0.01518
V5	0.12466	0.47571	0.25266	0.14697
V6	0.09691	0.86687	0.01961	0.01661
V7	0.15193	0.34965	0.09285	0.40558
V8	0.1388	0.02448	0.80637	0.03035
V9	0.23436	0.22916	0.05433	0.48215
V10	0.03922	0.02671	0.88417	0.04989
V11	0.22146	0.35059	0.42253	0.00542
V12	0.04933	0.58682	0.35183	0.01202
V13	0.2701	0.70774	0.00639	0.01577
V14	0.09251	0.89254	0.00977	0.00518
V15	0.13528	0.60775	0.11498	0.142
V16	0.88263	0.07172	0.02432	0.02133
V17	0.10649	0.86369	0.01316	0.01665
V18	0.57543	0.35525	0.04073	0.02859
V19	0.17142	0.81126	0.0073	0.01003
V20	0.17382	0.45705	0.03089	0.33824
V21	0.13857	0.05037	0.78197	0.0291
V22	0.02686	0.09232	0.22225	0.65857
V23	0.38387	0.04828	0.56167	0.00618
V24	0.88103	0.07866	0.04031	0
V25	0.35237	0.22876	0.13395	0.28491
V26	0.40135	0.3884	0.02346	0.18679
V27	0.09572	0.07654	0.05661	0.77113
V28	0.0351	0.09716	0.86261	0.00513
V29	0.4421	0.03394	0.49856	0.0254
V30	0.10583	0.19661	0.29123	0.40632
V31	0.20922	0.17575	0.30994	0.30509
V32	0.08037	0.05494	0.06901	0.79569
V33	0.06301	0.49554	0.35472	0.08673
V34	0.13817	0.0364	0.79598	0.02945
V35	0.17541	0.72991	0.07175	0.02292
V36	0.01899	0.03944	0.48912	0.45244
V37	0.54406	0.07505	0.10203	0.27886
V38	0.41475	0.01851	0.18316	0.38357
V39	0.18006	0.57391	0.12384	0.12219
V40	0.11894	0.8122	0.06886	0
V41	0.02962	0.67598	0.04989	0.2445
V42	0.21375	0.03699	0.22382	0.52544
V43	0.14498	0.32611	0.50264	0.02627
V44	0.02922	0.05835	0.75584	0.15658
