Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.02441	0	0.07219	0	0.4072	0	0	0	0	0.49619
V2	0.68879	0	0	0	0	0.3062	0.00501	0	0	0
V3	0.16727	0.00167	0.08087	0	0.51631	0.00421	0.05785	0.15753	0	0.0143
V4	0.02789	0.10538	0.00808	0	0.01422	0.05398	0	0.00255	0.66987	0.11803
V5	0.00272	0.1207	0.0627	0.09546	0.18946	0.05982	0	0	0	0.46913
V6	0.07328	0	0.19265	0	0.70097	0	0	0.03309	0	0
V7	0.05325	0.43983	0	0	0.41656	0	0.03153	0.05427	0	0.00456
V8	0.0563	0.51067	0.03904	0	0.0674	0	0	0.31215	0	0.01444
V9	0.01987	0.01434	0.00596	0.20348	0	0.00873	0.14002	0.59917	0	0.00843
V10	0.05573	0	0	0	0.79031	0.02889	0	0.12506	0	0
V11	0.05848	0.52411	0	9e-04	0.08449	0	0	0.30337	0	0.02864
V12	0.0076	0.06541	0.05503	0.6696	0	0.02321	0.07153	0.00214	0	0.10548
V13	0.09198	0.08433	0.0718	0	0	0.22518	0.31671	0.02498	0.17781	0.00721
V14	0.11348	0.44824	0.1477	0.03904	0.07768	0.06974	0.09877	0.00195	0	0.00339
V15	0.22621	0.00878	0	0.72055	0	0.02835	0.01611	0	0	0
V16	0.01718	0.07077	0.06055	0.71601	0	0.04607	0.0028	0	0.08527	0.00135
V17	0.02626	0.13761	0.03809	0	0.22658	0.08392	0.0115	0	0	0.47602
V18	0.07094	0.09461	0.0076	0.42151	0.07199	0	0	0	0	0.33335
V19	0	0	0.04731	0.09304	0.16846	0.08005	0	0.00276	0	0.60838
V20	0	0.32332	0	0	0	0.11642	0.39626	0.08091	0.00795	0.07514
V21	0.1359	0.40621	0	0	0.0572	0.35783	0.01439	0.01388	0	0.0146
V22	0.0077	0.00275	0.03604	0.00196	0.1165	0	0	0.34276	0.01667	0.4756
V23	0.33259	0.00873	0.58971	0	0	0	0	0	0	0.06897
