Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.38545	0.10199	0.24659	0.13126	0.1347
V2	0.0884	0.77185	0.03397	0.04323	0.06255
V3	0.08762	0	0.43664	0.4232	0.05254
V4	0.0185	0	0.24313	0.09531	0.64306
V5	0.01865	0	0.05398	0.15264	0.77473
V6	0.38992	0	0.26793	0.22442	0.11773
V7	0.02452	0	0.44342	0.09938	0.43269
V8	0.02081	0	0.88746	0.05755	0.03418
V9	0.07519	0	0.24845	0.61893	0.05743
V10	0.52447	0	0.45069	0	0.02484
V11	0.04803	0	0.10478	0.11441	0.73278
V12	0.10123	0	0.21629	0.33005	0.35243
V13	0.16078	0.02585	0.03213	0.44175	0.33949
V14	0.18208	0	0.05953	0.63605	0.12233
V15	0.04566	0.00626	0	0.85417	0.09391
V16	0.61608	0.05514	0	0.29637	0.0324
V17	0.09101	0.24416	0.00773	0.09173	0.56537
V18	0.12183	0.40561	0.24125	0.19176	0.03954
V19	0.036	0	0	0.16655	0.79746
V20	0.00611	0	0.72863	0.21779	0.04747
V21	0.04495	0.24969	0.12727	0.18488	0.3932
V22	0.86453	0.05833	0.05258	0	0.02457
V23	0.09696	0	0.01739	0.18334	0.70231
V24	0.5136	0.10605	0.0081	0.05202	0.32023
V25	0.04323	0.00775	0.0118	0.45793	0.4793
V26	0.53074	0.18901	0.04803	0.03698	0.19524
V27	0.1607	0.49431	0.16895	0.00537	0.17068
V28	0.05617	0.04888	0.19724	0.61618	0.08154
V29	0.01536	0	0.31877	0.59845	0.06742
V30	0.79178	0.08657	0.01422	0.0099	0.09753
V31	0.46919	0.13042	0	0.22571	0.17469
V32	0.95127	0	0	0	0.04873
V33	0.04252	0.19174	0.00966	0.15558	0.6005
V34	0.14848	0.82158	0	0	0.02994
V35	0.12962	0.59942	0.23365	0.01089	0.02643
V36	0.04957	0.15781	0.17031	0.12201	0.5003
V37	0.78804	0	0	0.00736	0.2046
V38	0.15339	0	0.4828	0.20451	0.1593
V39	0.38874	0	0.33574	0.01352	0.26201
V40	0.25997	0.60218	0	0.08436	0.05349
V41	0.08237	0.83002	0	0	0.08761
V42	0.91611	0.01341	0.00851	0	0.06197
V43	0.54912	0.08903	0.33843	0.0012	0.02222
V44	0.06319	0.25813	0.55964	0	0.11904
V45	0.07206	0.66192	0.07724	0.12306	0.06572
V46	0.14838	0.74758	0.04854	0.01504	0.04046
V47	0.00627	0	0.95638	0	0.03734
V48	0.20618	0.10312	0.2154	0.33003	0.14527
V49	0.52468	0.11769	0.21273	0.11731	0.02759
V50	0.03761	0	0.93534	0	0.02706
V51	0.13844	0.25233	0.19244	0.07814	0.33864
V52	0.08423	0.88188	0	0	0.03389
V53	0.05422	0.15938	0.00139	0.71339	0.07162
V54	0.24122	0	0	0.55423	0.20455
V55	0.09285	0	0	0.82708	0.08007
V56	0.08742	0	0	0.7502	0.16238
V57	0.19933	0.08499	0.57241	0.01632	0.12694
V58	0.08079	0	0.12816	0.24614	0.54491
V59	0.90874	0	0.07536	0	0.0159
V60	0.47917	0.18533	0.11044	0.11253	0.11254
V61	0.22345	0	0.01786	0.25914	0.49956
V62	0.07951	0	0.30688	0.16795	0.44566
V63	0.44886	0.24638	0.04889	0.03465	0.22123
V64	0.97323	0	0.00899	0	0.01778
V65	0.11477	0.06061	0.03261	0.6191	0.1729
V66	0.04481	0	0.12273	0.75606	0.0764
V67	0.01674	0	0.34719	0.13211	0.50396
V68	0.51713	0	0.38109	0.01875	0.08303
V69	0.65999	0.08679	0.18687	0.00144	0.06491
V70	0.09546	0.69852	0.02583	0.13323	0.04696
V71	0.12912	0.76481	0.02476	0.04476	0.03655
V72	0.0671	0.40406	0.0151	0.061	0.45274
V73	0.07655	0	0.09168	0.59195	0.23981
V74	0.03643	0.04541	0.00397	0.77613	0.13805
V75	0.53125	0.15103	0.29315	0	0.02457
V76	0.0278	0	0.01079	0.8313	0.13012
V77	0.02868	0	0.91721	0.02115	0.03296
V78	0.01028	0	0.95035	0	0.03937
V79	0.1123	0.39944	0.02913	0.15321	0.30592
V80	0.15676	0.7107	0	0.0403	0.09224
V81	0.01807	0	0.95324	0	0.02869
V82	0.27326	0.14488	0.01895	0.50796	0.05495
V83	0.12664	0.0599	0.01537	0.55469	0.2434
V84	0.12092	0.15548	0	0.10247	0.62114
V85	0.0068	0	0.96054	0	0.03266
V86	0.05411	0.22929	0.29445	0.3702	0.05195
V87	0.4993	0	0.02947	0.41923	0.052
V88	0.35641	0.14521	0.04262	0.20264	0.25312
V89	0.07356	0.05084	0.82562	0.01944	0.03053
V90	0.0404	0.16959	0.05433	0.15205	0.58363
V91	0.02628	0	0.07159	0.82289	0.07924
V92	0.28176	0.0111	0.02311	0.09761	0.58641
V93	0.03461	0.05935	0.1596	0.53135	0.21509
V94	0.06291	0.15762	0.01687	0.28085	0.48175
V95	0.0897	0.22316	0.0157	0.14644	0.525
V96	0.8446	0	0.0098	0.01483	0.13078
V97	0.19652	0.00073	0.04233	0.16701	0.59342
V98	0.08608	0.36558	0.17024	0.13262	0.24548
V99	0.5549	0.1131	0	0.20765	0.12436
V100	0.58913	0.14318	0.03929	0.04932	0.17907
V101	0.09304	0.8744	0	0	0.03256
V102	0.35983	0.22524	0.12377	0.10539	0.18576
V103	0.14109	0	0	0.11511	0.7438
V104	0.07815	0.41024	0.07492	0.0547	0.38198
V105	0.02324	0	0.03807	0.16282	0.77587
V106	0.08563	0.73672	0.12556	0	0.05209
V107	0.08106	0.1764	0.67932	0.02797	0.03526
V108	0.043	0.12924	0.80233	0	0.02542
V109	0.08871	0.20315	0.04991	0.30268	0.35556
V110	0.21711	0.4894	0.1643	0.0902	0.03899
V111	0.33703	0.1884	0.4604	0	0.01416
V112	0.20326	0	0.09265	0.48477	0.21932
V113	0.2708	0	0.09406	0.18871	0.44643
V114	0.6266	0.05197	0.03875	0.1628	0.11987
V115	0.89898	0	0	0	0.10102
V116	0.02105	0	0	0.13842	0.84053
V117	0.06542	0	0.81697	0.06618	0.05143
V118	0.06055	0	0	0.84107	0.09837
V119	0.37705	0	0.37883	0.21668	0.02743
V120	0.01529	0	0.82262	0.09853	0.06356
V121	0.22534	0.69878	0	0	0.07588
V122	0.06592	0.38288	0.07474	0.24058	0.23587
V123	0.55032	0.01236	0.06672	0.19095	0.17964
V124	0.25434	0.08901	0.05581	0.24962	0.35122
V125	0.07373	0.42085	0.47491	0	0.03051
V126	0.19654	0.16126	0.21491	0.13246	0.29482
V127	0.31606	0	0.6313	0.02639	0.02626
V128	0.23282	0.73195	0	0	0.03522
V129	0.31833	0	0.26715	0.18471	0.22981
V130	0.06357	0.50225	0.0295	0.22251	0.18217
V131	0.03232	0	0.22003	0.68283	0.06482
V132	0.39111	0	0	0.35069	0.2582
V133	0.02583	0.00529	0.57941	0.10704	0.28243
V134	0.09307	0	0.79359	0.0125	0.10084
V135	0.04972	0.04907	0.75234	0.02026	0.12861
V136	0.98004	0	0	0	0.01996
V137	0.94253	0.00678	0	0.00843	0.04226
V138	0.29466	0.12256	0.07241	0.16017	0.35021
V139	0.14151	0	0.14207	0.65236	0.06407
V140	0.03389	0	0.15379	0.10705	0.70526
V141	0.04675	0.17886	0.65357	0.08198	0.03884
V142	0.24318	0	0.32011	0.14776	0.28895
V143	0.04623	0.16186	0.48814	0.14611	0.15765
V144	0.55342	0.20002	0.05475	0.10412	0.08769
V145	0.01017	0	0.94047	0	0.04936
V146	0.06443	0.34006	0	0.32252	0.27299
V147	0.13267	0.01343	0.70289	0.09354	0.05747
V148	0.18792	0.75503	0	0.01572	0.04133
V149	0.0291	0	0	0.84475	0.12615
V150	0.1859	0.15172	0.5819	0	0.08048
V151	0.47421	0	0	0.39396	0.13183
V152	0.0305	0	0.10213	0.73739	0.12998
V153	0.21699	0.14768	0.45716	0.04369	0.13449
V154	0.15464	0.58979	0.01046	0.03823	0.20687
V155	0.05557	0	0.12182	0.74746	0.07515
V156	0.12864	0	0.40566	0.17406	0.29163
V157	0.12407	0.01071	0.17034	0.31586	0.37901
V158	0.22683	0	0.44128	0.0587	0.27319
V159	0.14651	0.21001	0.00501	0.55605	0.08242
V160	0.51326	0.13918	0.08376	0.04822	0.21559
V161	0.25286	0	0.05634	0.08375	0.60705
V162	0.01112	0	0.9585	0	0.03037
V163	0.06573	0	0.00493	0.15156	0.77779
V164	0.95311	0.02976	0.00303	0	0.01411
V165	0.65548	0.19092	0.06919	0.03101	0.05341
V166	0.07039	0	0.22625	0.57997	0.12339
V167	0.07155	0.64013	0.00464	0.12653	0.15715
V168	0.01112	0	0.9585	0	0.03037
V169	0.09258	0.66926	0.13532	0.06079	0.04205
V170	0.28661	0.3743	0.04098	0.17794	0.12017
V171	0.36818	0.04315	0.35775	0.16338	0.06754
V172	0.22129	0.21172	0.06435	0.06813	0.43451
V173	0.25343	0.07963	0.08285	0.40316	0.18093
V174	0.24302	0	0.34204	0.20944	0.2055
V175	0.10655	0.12365	0.11758	0.22279	0.42942
V176	0.4038	0	0	0.54595	0.05025
V177	0.23779	0	0.5695	0.15832	0.03438
V178	0.33713	0	0.46154	0.10518	0.09616
V179	0.1162	0	0	0.11968	0.76412
V180	0.03864	0	0.35723	0.07096	0.53316
V181	0.09302	0.27053	0	0.11828	0.51817
V182	0.60121	0.20761	0	0.13547	0.05571
V183	0.10191	0.86176	0	0	0.03634
V184	0.36175	0	0.2801	0.30555	0.0526
V185	0.13903	0.47969	0.01093	0.14992	0.22044
V186	0.1697	0.16775	0.02159	0.28126	0.3597
V187	0.11421	0.66349	0	0.17872	0.04358
V188	0.88907	0.0028	0.02261	0.06178	0.02374
V189	0.49819	0.22302	0.02238	0.22097	0.03543
V190	0.48195	0.03028	0.2127	0.02794	0.24714
V191	0.2535	0.2068	0	0.40266	0.13703
V192	0.37172	0.16986	0.11466	0.20544	0.13832
V193	0.10635	0.17045	0.52661	0.0412	0.1554
V194	0.31345	0.02079	0.08374	0.14871	0.43332
V195	0.62806	0.13647	0.21889	0	0.01658
V196	0.01477	0	0.05153	0.15365	0.78005
V197	0.10182	0.84068	0	0.01789	0.03961
V198	0.27173	0.2115	0.02661	0.2186	0.27156
V199	0.80548	0	0.19108	0	0.00344
V200	0.8108	0	0.01175	0.01914	0.15831
V201	0.05399	0	0.01168	0.70934	0.225
V202	0.94373	0.03483	0	0	0.02144
V203	0.5775	0.23506	0.01434	0.04733	0.12577
V204	0.3929	0.05507	0.02774	0.05507	0.46922
V205	0.14711	0	0.12	0.14724	0.58566
V206	0.07165	0.08342	0	0.74287	0.10206
V207	0.04566	0.00626	0	0.85417	0.09391
V208	0.20408	0.18256	0.47377	0.03746	0.10212
V209	0.1919	0	0.09513	0.11066	0.6023
V210	0.00606	0	0.95428	0	0.03966
V211	0.1915	0	0.20482	0.09036	0.51333
V212	0.09772	0.74101	0.05804	0.02961	0.07362
V213	0.1178	0	0.05045	0.31648	0.51527
V214	0.06023	0.52757	0.36413	0.00032	0.04776
V215	0.29881	0.20335	0.12736	0.09747	0.27301
V216	0.08345	0	0.34344	0.09627	0.47684
V217	0.02344	0	0.01652	0.80925	0.15079
V218	0.10914	0.16173	0.27929	0.33403	0.1158
V219	0.17168	0.24221	0.3724	0.17672	0.03699
V220	0.22518	0.70603	0.0395	0	0.02928
V221	0.07397	0.01558	0.52316	0.04218	0.34511
V222	0.03191	0	0	0.14354	0.82455
V223	0.58029	0	0.29178	0.09746	0.03047
V224	0.07616	0.54865	0.01295	0.09984	0.2624
V225	0.74709	0.13325	0.1079	0	0.01176
V226	0.48301	0.4943	0	0	0.02269
V227	0.12593	0.2512	0	0.54043	0.08244
V228	0.64955	0	0.25274	0.05077	0.04694
V229	0.3175	0.37013	0.23988	0.02603	0.04646
V230	0.0277	0	0	0.14386	0.82843
V231	0.10047	0.59857	0.04369	0.15612	0.10115
V232	0.83705	0	0.15746	0	0.00548
V233	0.08167	0	0.14951	0.1707	0.59813
V234	0.05228	0.3614	0.19848	0.32447	0.06338
V235	0.97894	0	0	0	0.02106
V236	0.10314	0	0.63748	0.18314	0.07623
V237	0.16499	0.04404	0.26288	0.32763	0.20046
V238	0.02195	0	0	0.35764	0.62042
V239	0.10135	0.40099	0.03775	0.19076	0.26915
V240	0.10125	0.81455	0	0.00918	0.07502
V241	0.08393	0.8784	0	0	0.03768
V242	0.0693	0.30055	0.28214	0.25964	0.08836
V243	0.53521	0	0.3086	0.02086	0.13533
V244	0.0651	0.39726	0.17969	0.09948	0.25847
V245	0.08317	0.86049	0.01288	0.00985	0.03361
V246	0.6498	0.24619	0.01368	0	0.09033
V247	0.24547	0.0481	0.62123	0.03499	0.05021
V248	0.1329	0.6	0.01139	0.02713	0.22858
