Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00085	0	0.10465	0	0.42881	0	0.00069	0	0	0.46501
V2	0.64859	0	0	0	0.01753	0.31064	0.01924	0	0.00401	0
V3	0.10136	0	0.10426	0	0.5061	0.01515	0.04963	0.21823	0	0.00528
V4	0.00941	0.04602	0.05783	0.00958	0.08408	0.06785	0.00175	0.01958	0.60586	0.09804
V5	0	0.08937	0.09311	0.06217	0.24492	0.07309	0.00097	0	0	0.43636
V6	0.02063	0	0.20031	0	0.65967	0.02243	2e-05	0.09694	0	0
V7	0.0057	0.35424	0.01022	0	0.47208	0.01166	0.03471	0.11139	0	0
V8	0.01479	0.40198	0.03115	0	0.16024	0.01082	0	0.38101	0	0
V9	0.00489	0.00336	0.08986	0.08092	0.0102	0.0246	0.10977	0.65469	0.01796	0.00375
V10	0.00151	0	0.02179	0	0.72055	0.05415	0.00732	0.19468	0	0
V11	0.01797	0.39837	0	0	0.162	0.03405	0	0.35138	0.03053	0.0057
V12	0	0.00815	0.24115	0.48574	0.07431	0.00618	0.06637	0.00848	0.00149	0.10813
V13	0.09198	0.00976	0.15234	0	0.02513	0.19724	0.30285	0.01444	0.1932	0.01305
V14	0.0801	0.37442	0.16069	0.02054	0.17962	0.06876	0.0827	0.02515	0.00802	0
V15	0.22507	0	0.15261	0.56541	0	0.01744	0.01859	0.00649	0.01439	0
V16	0	0.03312	0.25282	0.51256	0.02479	0.04318	0.00049	0	0.12843	0.00461
V17	0.00838	0.099	0.06254	0	0.27462	0.08789	0.0196	0.00981	0	0.43815
V18	0.04243	0.05886	0.12654	0.29352	0.14738	0.00041	0	0	0	0.33086
V19	0	0	0.08656	0.06038	0.19023	0.08973	0	0.00783	0	0.56528
V20	0	0.21465	0.04174	0.00466	0.09246	0.07475	0.38894	0.07717	0.03798	0.06765
V21	0.09088	0.34341	0.00268	0	0.13091	0.34916	0.01281	0.04506	0.0185	0.00659
V22	0	0	0.05016	0	0.14385	0.00044	0	0.40641	0.00223	0.3969
V23	0.30936	0.00053	0.57257	0	0.03663	0.00574	0	0.00721	0	0.06797
V24	0.03238	0.47583	0.03685	0	0.20402	0.00521	0.04343	0.11402	0.08827	0
V25	0.01655	0.07152	0.07267	0.01556	0.24297	0.13155	0.01371	0	0.16642	0.26905
V26	0.01588	0.00117	0.04312	0	0.00258	0	0	0.93725	0	0
V27	0	0	0.0553	0	0.62877	0	0.01281	0.00099	0	0.30214
V28	0.28149	0	0.05082	0	0.13902	0.02122	0.00829	0.04261	0	0.45655
V29	0.0146	0.53462	0.0038	0	0.25495	0.1009	0.00617	0.03411	0	0.05084
V30	0.00577	0.00711	0.13197	0	0	0.33749	0.18361	0	0.32302	0.01103
V31	0.02823	0.23008	0.1726	0	0.15728	0	0	0.41182	0	0
V32	0.47809	0	0.00987	0	0.34599	0.04648	0.01926	0.00103	0.09122	0.00805
V33	0.01475	0.00658	0.30202	0.48113	0	0.02199	0.14745	0	0.02494	0.00115
V34	0	0	0.06649	0	0.49201	0	0.00269	0.02414	0	0.41467
V35	0.0159	0.65618	0	0	0.27299	0.00774	0.01034	0.03685	0	0
V36	0.03748	0.03728	0.05936	0.00114	0.00881	0.11453	0.59484	0.05386	0.0806	0.0121
V37	0.0037	0.46396	0.01304	0	0.20381	0.0323	0.19988	0.05504	0.02117	0.00711
V38	0.11472	0.0094	0.09949	0.17367	0	0.0745	0.4486	0.00256	0.06933	0.00773
V39	0.06224	0.00802	0.11363	0.16125	0.04503	0.0708	0.42913	0.03181	0.06219	0.0159
V40	0.16628	0	0.70297	0	0.12182	0	0	0.00893	0	0
V41	0.6167	0.03756	0.01398	0	0.02364	0.00032	0	0.00776	0.29383	0.00621
V42	0.00672	0.42679	0.00688	0	0.52625	0	0.00267	0.01373	0	0.01697
V43	0.12877	0	0.14878	0.05168	0.24542	0.06398	0.14985	0.04026	0.17126	0
V44	0.06413	0	0.48256	0	0	0	0	0.45331	0	0
V45	0.00695	0.00127	0.06715	0.02257	0.00527	0.02693	0.17002	0	0.67345	0.02639
V46	0.15218	0.06398	0.10627	0.21562	0.17342	0	0	0.0189	0	0.26963
V47	0	0.01693	0.0606	0.00654	0	0.13036	0.65819	0.0062	0.10107	0.02011
V48	0	0	0.09013	0	0.24534	0	0.00121	0	0.06685	0.59647
V49	0.13747	0	0	0	0	0	0	0.86253	0	0
V50	0.2868	0.13398	0	0	0.06548	0.48858	0.00382	0	0.01911	0.00223
V51	0.19655	0	0.58548	0	0.07839	4e-05	0	0.094	0.03993	0.00563
V52	0	0.00096	0.26514	0.31791	0	0.049	0.29775	0.01333	0.05256	0.00335
V53	0.42839	0	0.11675	0.0579	0.05654	0	0	0.2171	0	0.1233
V54	0	0	0.0155	0	0.21218	0.72349	0.01643	0.00078	0.02423	0.00738
V55	0	0	0.16733	0.70739	0.07482	0.00824	0.02284	0	0.00575	0.01363
V56	0.17992	0	0.56496	0	0.0937	0.15337	0	0	0	0.00805
V57	0.05261	0	0.65924	0.11416	2e-04	0.00846	0	0.04807	0.10175	0.01551
V58	0.00694	0.14529	0.09376	0.10516	0.05989	0.53557	0.018	0	0.03053	0.00485
V59	0.01185	0.07919	0.06145	0.00248	0	0.11998	0.61535	0.00666	0.09048	0.01257
V60	0.76068	0	0	0	0.0768	0	0	0	0.16251	0
V61	0	3e-04	0.05102	0.00862	0.00086	0.85882	0.02003	0	0.04419	0.01615
V62	0.0071	0	0.07962	0.01425	0.12333	0.05136	0.32326	0.01573	0.06132	0.32402
V63	0.00187	0.15555	0.02693	0	0.25948	0.51054	0.01438	0.00109	0.01496	0.0152
V64	0.06935	0	0.33556	0.16463	0.00372	0.00251	0	0.39513	0	0.02911
V65	0.0468	0.01101	0.11462	0.29727	0.00703	0.00052	0.03198	0.37232	0.10309	0.01536
V66	0.00013	0	0.04841	0	0.77667	0.02548	0.01616	0.03897	0	0.09418
V67	0.05366	0.1259	0.54977	0	0.07369	0.0547	0.04397	0.02309	0.05854	0.01666
V68	0.02203	0.00203	0.03892	0.00454	0.01661	0	0	0.42044	0.49544	0
V69	0.10458	0	0.88734	0	0.00808	0	0	0	0	0
V70	0.77384	0	0.06393	0	0	0.03795	0.01372	0.00797	0.10259	0
V71	0.02539	0.00142	0.00627	0	0.00703	0	0	0.9535	0	0.00639
V72	0.21374	0	0.09472	0.24302	0.28637	0	0	0.00874	0	0.15342
V73	0.02075	0	0.04453	0	0.89265	0.01739	0.00841	0.01627	0	0
V74	0	0	0.12377	0.18389	0.15836	0.03489	0	0.00699	0	0.4921
V75	0.00187	0.04665	0.27069	0.40838	0.03971	0.00448	0	0.0073	0.22091	0
V76	0	0.00582	0.01319	0	0	0.89882	0.02362	0	0.04904	0.00953
V77	0	0.00148	0.09125	0.29232	0	0.34569	0.20983	0	0.04597	0.01345
V78	0.00477	0.39913	0.0586	0	0.20912	0.04448	0.21643	0.00356	0.01307	0.05085
V79	0	0.00963	0.10467	0.25621	0.00765	0.28471	0.00993	0	0.30661	0.02059
V80	0.43436	0	0.03639	0.00049	0.12028	0.00038	0.0143	0	0.04282	0.35098
V81	0	0	0.05077	0.12432	0.18037	0.60633	0.01228	0	0.02006	0.00588
V82	0.04877	0.39416	0.06241	0.21402	0.16871	0.01202	0.00022	0.0997	0	0
V83	0.01047	0.03086	0.13268	0.40703	0.03396	0	0	0.385	0	0
V84	0.01084	0	0.04665	0.01701	0.11899	0.61172	0.14301	0.00197	0.04056	0.00924
V85	0.23743	0	0.51107	0	0.05916	0	0	0	0	0.19234
V86	0.29741	0	0.38874	0.30655	0	0.00556	0	0	0	0.00174
V87	0.01536	0.01137	0.05734	0.02793	0.04153	0	0.00483	0	0.84163	0
V88	0	0.26994	0.13576	0.48246	0.10585	0	0.006	0	0	0
V89	0	0.01534	0.05819	0.03559	0	0.09476	0.54894	0.16577	0.07216	0.00925
V90	0.03941	0.03085	0.46944	0	0.13501	0.01995	0	0	0	0.30533
V91	0.11237	0	0.86266	0	0.01464	0	0	0.00941	0	0.00091
V92	0	0.02457	0.05989	0.0072	0	0.12008	0.61123	0.00531	0.16197	0.00974
V93	0.01433	0.02839	0.11985	0.00491	0.01689	0.02405	0.15057	0.02326	0.61776	0
V94	0.89676	0	0	0	0	0.03563	0.00497	0.05749	0	0.00515
V95	0	0.0194	0.03416	0	0.0071	0.05785	0.34485	0.49079	0.04159	0.00425
V96	0.0305	0.08267	0.45061	0.33261	0.03894	0.01465	0	0.02179	0.02474	0.00348
V97	0	0.01858	0.0648	0.00522	0.01034	0.10347	0.6	0.00577	0.091	0.10082
V98	0.00414	0.17913	0.04615	0.03925	0.32907	0.01654	0.0213	0.14681	0.14911	0.0685
V99	0.58747	0	0.01458	0	0.00326	0.00841	0.04526	0.00844	0.33144	0.00114
V100	0.17679	0.00047	0.07871	0.18267	0.02937	0.34869	0.01203	0	0.15672	0.01456
V101	0	0	0.0629	0	0.16412	0.10858	0.10805	0.0619	0	0.49445
V102	0.03656	0.15448	0.01032	0	0.16414	0.34384	0.0841	0.17699	0.01554	0.01403
V103	0.07485	0.00348	0.05534	0.02532	0.00471	0	0.00293	0.00678	0.8266	0
V104	0.11327	0	0.86115	0	0	0	0	0	0.02558	0
V105	0.28875	0	0.07322	0	0	0.12508	0	0.51294	0	0
V106	0.04281	0.51173	0.20435	0	0.21782	0.02319	0	1e-04	0	0
V107	0.24989	0.11121	0.02384	0.00018	0.41	0.01556	0.00348	0.06037	0.12547	0
V108	0	0	0.07133	0.12689	0.07546	0.45135	0.0043	0.03215	0.00695	0.23156
V109	0	0.02179	0.01864	0	0.00653	0.86252	0.02608	1e-05	0.05446	0.00997
V110	0.00309	0	0.03565	0	0.8469	0	0.00311	0.11125	0	0
V111	0	0.01372	0.06082	0.01255	0.12235	0.10128	0.58596	0.00669	0.07651	0.02013
V112	0	0.01741	0.06693	0.00448	0.04685	0.08034	0.47873	0.0041	0.12668	0.17448
